#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   407    0.16867E+04    0.79173E+01    0.12226E-07    0.79173E+01    0.21202E+02    0.31510E-08    0.12226E-07    0.31510E-08    0.14896E-12
   408    0.16809E+04    0.60722E+01    0.11776E-07    0.60722E+01    0.21197E+02    0.31677E-08    0.11776E-07    0.31677E-08    0.14770E-12
   409    0.16754E+04    0.42327E+01    0.11327E-07    0.42327E+01    0.21190E+02    0.31850E-08    0.11327E-07    0.31850E-08    0.14646E-12
   410    0.16703E+04    0.23996E+01    0.10878E-07    0.23996E+01    0.21178E+02    0.32029E-08    0.10878E-07    0.32029E-08    0.14523E-12
   411    0.16657E+04    0.57512E+00    0.10429E-07    0.57512E+00    0.21163E+02    0.32215E-08    0.10429E-07    0.32215E-08    0.14401E-12
   412    0.16613E+04   -0.12414E+01    0.99815E-08   -0.12414E+01    0.21144E+02    0.32405E-08    0.99815E-08    0.32405E-08    0.14281E-12
   413    0.16574E+04   -0.30483E+01    0.95343E-08   -0.30483E+01    0.21121E+02    0.32600E-08    0.95343E-08    0.32600E-08    0.14162E-12
   414    0.16538E+04   -0.48457E+01    0.90882E-08   -0.48457E+01    0.21095E+02    0.32799E-08    0.90882E-08    0.32799E-08    0.14044E-12
   415    0.16506E+04   -0.66311E+01    0.86432E-08   -0.66311E+01    0.21066E+02    0.33001E-08    0.86432E-08    0.33001E-08    0.13927E-12
   416    0.16478E+04   -0.84060E+01    0.81996E-08   -0.84060E+01    0.21033E+02    0.33205E-08    0.81996E-08    0.33205E-08    0.13811E-12
   417    0.16453E+04   -0.10170E+02    0.77575E-08   -0.10170E+02    0.20996E+02    0.33412E-08    0.77575E-08    0.33412E-08    0.13697E-12
   418    0.16432E+04   -0.11919E+02    0.73171E-08   -0.11919E+02    0.20954E+02    0.33620E-08    0.73171E-08    0.33620E-08    0.13584E-12
   419    0.16415E+04   -0.13654E+02    0.68786E-08   -0.13654E+02    0.20910E+02    0.33829E-08    0.68786E-08    0.33829E-08    0.13472E-12
   420    0.16401E+04   -0.15376E+02    0.64422E-08   -0.15376E+02    0.20863E+02    0.34038E-08    0.64422E-08    0.34038E-08    0.13361E-12
   421    0.16392E+04   -0.17082E+02    0.60080E-08   -0.17082E+02    0.20812E+02    0.34247E-08    0.60080E-08    0.34247E-08    0.13251E-12
   422    0.16385E+04   -0.18774E+02    0.55763E-08   -0.18774E+02    0.20757E+02    0.34455E-08    0.55763E-08    0.34455E-08    0.13142E-12
   423    0.16382E+04   -0.20449E+02    0.51471E-08   -0.20449E+02    0.20698E+02    0.34661E-08    0.51471E-08    0.34661E-08    0.13035E-12
   424    0.16381E+04   -0.22107E+02    0.47208E-08   -0.22107E+02    0.20636E+02    0.34866E-08    0.47208E-08    0.34866E-08    0.12928E-12
   425    0.16385E+04   -0.23747E+02    0.42974E-08   -0.23747E+02    0.20570E+02    0.35067E-08    0.42974E-08    0.35067E-08    0.12823E-12
   426    0.16392E+04   -0.25369E+02    0.38772E-08   -0.25369E+02    0.20501E+02    0.35265E-08    0.38772E-08    0.35265E-08    0.12718E-12
   427    0.16402E+04   -0.26973E+02    0.34603E-08   -0.26973E+02    0.20428E+02    0.35459E-08    0.34603E-08    0.35459E-08    0.12615E-12
   428    0.16416E+04   -0.28557E+02    0.30469E-08   -0.28557E+02    0.20352E+02    0.35649E-08    0.30469E-08    0.35649E-08    0.12513E-12
   429    0.16432E+04   -0.30121E+02    0.26372E-08   -0.30121E+02    0.20273E+02    0.35833E-08    0.26372E-08    0.35833E-08    0.12412E-12
   430    0.16452E+04   -0.31665E+02    0.22314E-08   -0.31665E+02    0.20191E+02    0.36012E-08    0.22314E-08    0.36012E-08    0.12312E-12
   431    0.16475E+04   -0.33188E+02    0.18296E-08   -0.33188E+02    0.20105E+02    0.36185E-08    0.18296E-08    0.36185E-08    0.12212E-12
   432    0.16500E+04   -0.34690E+02    0.14321E-08   -0.34690E+02    0.20015E+02    0.36350E-08    0.14321E-08    0.36350E-08    0.12114E-12
   433    0.16529E+04   -0.36168E+02    0.10390E-08   -0.36168E+02    0.19924E+02    0.36508E-08    0.10390E-08    0.36508E-08    0.12017E-12
   434    0.16561E+04   -0.37626E+02    0.65046E-09   -0.37626E+02    0.19828E+02    0.36657E-08    0.65046E-09    0.36657E-08    0.11921E-12
   435    0.16595E+04   -0.39061E+02    0.26671E-09   -0.39061E+02    0.19730E+02    0.36798E-08    0.26671E-09    0.36798E-08    0.11826E-12
   436    0.16633E+04   -0.40472E+02   -0.11209E-09   -0.40472E+02    0.19629E+02    0.36930E-08   -0.11209E-09    0.36930E-08    0.11731E-12
   437    0.16673E+04   -0.41859E+02   -0.48575E-09   -0.41859E+02    0.19524E+02    0.37051E-08   -0.48575E-09    0.37051E-08    0.11638E-12
   438    0.16716E+04   -0.43221E+02   -0.85410E-09   -0.43221E+02    0.19416E+02    0.37162E-08   -0.85410E-09    0.37162E-08    0.11546E-12
   439    0.16762E+04   -0.44560E+02   -0.12170E-08   -0.44560E+02    0.19307E+02    0.37262E-08   -0.12170E-08    0.37262E-08    0.11454E-12
   440    0.16811E+04   -0.45872E+02   -0.15741E-08   -0.45872E+02    0.19193E+02    0.37350E-08   -0.15741E-08    0.37350E-08    0.11363E-12
   441    0.16862E+04   -0.47160E+02   -0.19254E-08   -0.47160E+02    0.19077E+02    0.37425E-08   -0.19254E-08    0.37425E-08    0.11274E-12
   442    0.16915E+04   -0.48422E+02   -0.22707E-08   -0.48422E+02    0.18957E+02    0.37488E-08   -0.22707E-08    0.37488E-08    0.11185E-12
   443    0.16972E+04   -0.49657E+02   -0.26098E-08   -0.49657E+02    0.18836E+02    0.37537E-08   -0.26098E-08    0.37537E-08    0.11097E-12
   444    0.17030E+04   -0.50866E+02   -0.29425E-08   -0.50866E+02    0.18712E+02    0.37572E-08   -0.29425E-08    0.37572E-08    0.11010E-12
   445    0.17092E+04   -0.52047E+02   -0.32686E-08   -0.52047E+02    0.18583E+02    0.37592E-08   -0.32686E-08    0.37592E-08    0.10923E-12
   446    0.17154E+04   -0.53200E+02   -0.35879E-08   -0.53200E+02    0.18454E+02    0.37597E-08   -0.35879E-08    0.37597E-08    0.10838E-12
   447    0.17220E+04   -0.54327E+02   -0.39003E-08   -0.54327E+02    0.18322E+02    0.37585E-08   -0.39003E-08    0.37585E-08    0.10753E-12
   448    0.17287E+04   -0.55426E+02   -0.42056E-08   -0.55426E+02    0.18187E+02    0.37557E-08   -0.42056E-08    0.37557E-08    0.10669E-12
   449    0.17357E+04   -0.56495E+02   -0.45035E-08   -0.56495E+02    0.18050E+02    0.37512E-08   -0.45035E-08    0.37512E-08    0.10586E-12
   450    0.17430E+04   -0.57538E+02   -0.47940E-08   -0.57538E+02    0.17911E+02    0.37449E-08   -0.47940E-08    0.37449E-08    0.10504E-12
   451    0.17504E+04   -0.58551E+02   -0.50769E-08   -0.58551E+02    0.17769E+02    0.37368E-08   -0.50769E-08    0.37368E-08    0.10422E-12
   452    0.17580E+04   -0.59536E+02   -0.53522E-08   -0.59536E+02    0.17625E+02    0.37269E-08   -0.53522E-08    0.37269E-08    0.10341E-12
   453    0.17659E+04   -0.60492E+02   -0.56201E-08   -0.60492E+02    0.17479E+02    0.37153E-08   -0.56201E-08    0.37153E-08    0.10261E-12
   454    0.17738E+04   -0.61419E+02   -0.58805E-08   -0.61419E+02    0.17331E+02    0.37019E-08   -0.58805E-08    0.37019E-08    0.10182E-12
   455    0.17820E+04   -0.62317E+02   -0.61337E-08   -0.62317E+02    0.17181E+02    0.36869E-08   -0.61337E-08    0.36869E-08    0.10103E-12
   456    0.17904E+04   -0.63179E+02   -0.63796E-08   -0.63179E+02    0.17029E+02    0.36703E-08   -0.63796E-08    0.36703E-08    0.10025E-12
   457    0.17989E+04   -0.64019E+02   -0.66185E-08   -0.64019E+02    0.16875E+02    0.36521E-08   -0.66185E-08    0.36521E-08    0.99480E-13
   458    0.18075E+04   -0.64818E+02   -0.68503E-08   -0.64818E+02    0.16720E+02    0.36325E-08   -0.68503E-08    0.36325E-08    0.98715E-13
   459    0.18164E+04   -0.65592E+02   -0.70752E-08   -0.65592E+02    0.16564E+02    0.36113E-08   -0.70752E-08    0.36113E-08    0.97957E-13
   460    0.18254E+04   -0.66334E+02   -0.72932E-08   -0.66334E+02    0.16405E+02    0.35888E-08   -0.72932E-08    0.35888E-08    0.97207E-13
   461    0.18345E+04   -0.67045E+02   -0.75045E-08   -0.67045E+02    0.16245E+02    0.35648E-08   -0.75045E-08    0.35648E-08    0.96463E-13
   462    0.18438E+04   -0.67718E+02   -0.77092E-08   -0.67718E+02    0.16083E+02    0.35396E-08   -0.77092E-08    0.35396E-08    0.95727E-13
   463    0.18531E+04   -0.68372E+02   -0.79073E-08   -0.68372E+02    0.15921E+02    0.35131E-08   -0.79073E-08    0.35131E-08    0.94997E-13
   464    0.18625E+04   -0.68978E+02   -0.80989E-08   -0.68978E+02    0.15757E+02    0.34853E-08   -0.80989E-08    0.34853E-08    0.94274E-13
   465    0.18720E+04   -0.69564E+02   -0.82841E-08   -0.69564E+02    0.15592E+02    0.34564E-08   -0.82841E-08    0.34564E-08    0.93557E-13
   466    0.18817E+04   -0.70107E+02   -0.84631E-08   -0.70107E+02    0.15426E+02    0.34263E-08   -0.84631E-08    0.34263E-08    0.92848E-13
   467    0.18915E+04   -0.70624E+02   -0.86359E-08   -0.70624E+02    0.15259E+02    0.33951E-08   -0.86359E-08    0.33951E-08    0.92145E-13
   468    0.19014E+04   -0.71105E+02   -0.88025E-08   -0.71105E+02    0.15091E+02    0.33629E-08   -0.88025E-08    0.33629E-08    0.91448E-13
   469    0.19113E+04   -0.71558E+02   -0.89631E-08   -0.71558E+02    0.14922E+02    0.33297E-08   -0.89631E-08    0.33297E-08    0.90758E-13
   470    0.19214E+04   -0.71976E+02   -0.91178E-08   -0.71976E+02    0.14753E+02    0.32956E-08   -0.91178E-08    0.32956E-08    0.90074E-13
   471    0.19313E+04   -0.72357E+02   -0.92667E-08   -0.72357E+02    0.14584E+02    0.32605E-08   -0.92667E-08    0.32605E-08    0.89397E-13
   472    0.19415E+04   -0.72710E+02   -0.94099E-08   -0.72710E+02    0.14414E+02    0.32246E-08   -0.94099E-08    0.32246E-08    0.88726E-13
   473    0.19517E+04   -0.73027E+02   -0.95473E-08   -0.73027E+02    0.14243E+02    0.31879E-08   -0.95473E-08    0.31879E-08    0.88061E-13
   474    0.19620E+04   -0.73315E+02   -0.96793E-08   -0.73315E+02    0.14072E+02    0.31505E-08   -0.96793E-08    0.31505E-08    0.87402E-13
   475    0.19723E+04   -0.73565E+02   -0.98057E-08   -0.73565E+02    0.13900E+02    0.31123E-08   -0.98057E-08    0.31123E-08    0.86749E-13
   476    0.19826E+04   -0.73781E+02   -0.99268E-08   -0.73781E+02    0.13729E+02    0.30735E-08   -0.99268E-08    0.30735E-08    0.86102E-13
   477    0.19930E+04   -0.73971E+02   -0.10043E-07   -0.73971E+02    0.13558E+02    0.30340E-08   -0.10043E-07    0.30340E-08    0.85462E-13
   478    0.20033E+04   -0.74118E+02   -0.10153E-07   -0.74118E+02    0.13386E+02    0.29940E-08   -0.10153E-07    0.29940E-08    0.84827E-13
   479    0.20137E+04   -0.74244E+02   -0.10259E-07   -0.74244E+02    0.13214E+02    0.29534E-08   -0.10259E-07    0.29534E-08    0.84198E-13
   480    0.20242E+04   -0.74330E+02   -0.10359E-07   -0.74330E+02    0.13043E+02    0.29124E-08   -0.10359E-07    0.29124E-08    0.83574E-13
   481    0.20346E+04   -0.74380E+02   -0.10455E-07   -0.74380E+02    0.12872E+02    0.28709E-08   -0.10455E-07    0.28709E-08    0.82957E-13
   482    0.20451E+04   -0.74400E+02   -0.10546E-07   -0.74400E+02    0.12702E+02    0.28291E-08   -0.10546E-07    0.28291E-08    0.82345E-13
   483    0.20554E+04   -0.74392E+02   -0.10632E-07   -0.74392E+02    0.12532E+02    0.27869E-08   -0.10632E-07    0.27869E-08    0.81739E-13
   484    0.20657E+04   -0.74349E+02   -0.10713E-07   -0.74349E+02    0.12362E+02    0.27444E-08   -0.10713E-07    0.27444E-08    0.81138E-13
   485    0.20762E+04   -0.74272E+02   -0.10790E-07   -0.74272E+02    0.12193E+02    0.27017E-08   -0.10790E-07    0.27017E-08    0.80542E-13
   486    0.20866E+04   -0.74165E+02   -0.10862E-07   -0.74165E+02    0.12025E+02    0.26588E-08   -0.10862E-07    0.26588E-08    0.79953E-13
   487    0.20969E+04   -0.74025E+02   -0.10930E-07   -0.74025E+02    0.11858E+02    0.26157E-08   -0.10930E-07    0.26157E-08    0.79368E-13
   488    0.21072E+04   -0.73853E+02   -0.10994E-07   -0.73853E+02    0.11691E+02    0.25725E-08   -0.10994E-07    0.25725E-08    0.78788E-13
   489    0.21175E+04   -0.73650E+02   -0.11053E-07   -0.73650E+02    0.11526E+02    0.25293E-08   -0.11053E-07    0.25293E-08    0.78214E-13
   490    0.21277E+04   -0.73414E+02   -0.11109E-07   -0.73414E+02    0.11362E+02    0.24861E-08   -0.11109E-07    0.24861E-08    0.77645E-13
   491    0.21378E+04   -0.73148E+02   -0.11160E-07   -0.73148E+02    0.11198E+02    0.24429E-08   -0.11160E-07    0.24429E-08    0.77081E-13
   492    0.21479E+04   -0.72852E+02   -0.11208E-07   -0.72852E+02    0.11036E+02    0.23998E-08   -0.11208E-07    0.23998E-08    0.76522E-13
   493    0.21580E+04   -0.72524E+02   -0.11252E-07   -0.72524E+02    0.10874E+02    0.23569E-08   -0.11252E-07    0.23569E-08    0.75968E-13
   494    0.21680E+04   -0.72166E+02   -0.11292E-07   -0.72166E+02    0.10715E+02    0.23141E-08   -0.11292E-07    0.23141E-08    0.75419E-13
   495    0.21779E+04   -0.71778E+02   -0.11328E-07   -0.71778E+02    0.10557E+02    0.22715E-08   -0.11328E-07    0.22715E-08    0.74875E-13
   496    0.21877E+04   -0.71361E+02   -0.11361E-07   -0.71361E+02    0.10400E+02    0.22292E-08   -0.11361E-07    0.22292E-08    0.74335E-13
   497    0.21975E+04   -0.70913E+02   -0.11390E-07   -0.70913E+02    0.10245E+02    0.21873E-08   -0.11390E-07    0.21873E-08    0.73800E-13
   498    0.22072E+04   -0.70438E+02   -0.11416E-07   -0.70438E+02    0.10091E+02    0.21457E-08   -0.11416E-07    0.21457E-08    0.73270E-13
   499    0.22169E+04   -0.69931E+02   -0.11439E-07   -0.69931E+02    0.99396E+01    0.21045E-08   -0.11439E-07    0.21045E-08    0.72744E-13
   500    0.22264E+04   -0.69399E+02   -0.11458E-07   -0.69399E+02    0.97887E+01    0.20638E-08   -0.11458E-07    0.20638E-08    0.72223E-13
   501    0.22357E+04   -0.68837E+02   -0.11475E-07   -0.68837E+02    0.96406E+01    0.20235E-08   -0.11475E-07    0.20235E-08    0.71707E-13
   502    0.22451E+04   -0.68247E+02   -0.11488E-07   -0.68247E+02    0.94946E+01    0.19838E-08   -0.11488E-07    0.19838E-08    0.71194E-13
   503    0.22543E+04   -0.67631E+02   -0.11498E-07   -0.67631E+02    0.93499E+01    0.19446E-08   -0.11498E-07    0.19446E-08    0.70686E-13
   504    0.22634E+04   -0.66987E+02   -0.11506E-07   -0.66987E+02    0.92074E+01    0.19059E-08   -0.11506E-07    0.19059E-08    0.70183E-13
   505    0.22725E+04   -0.66318E+02   -0.11510E-07   -0.66318E+02    0.90678E+01    0.18676E-08   -0.11510E-07    0.18676E-08    0.69684E-13
   506    0.22813E+04   -0.65622E+02   -0.11512E-07   -0.65622E+02    0.89305E+01    0.18298E-08   -0.11512E-07    0.18298E-08    0.69189E-13
   507    0.22902E+04   -0.64901E+02   -0.11510E-07   -0.64901E+02    0.87952E+01    0.17924E-08   -0.11510E-07    0.17924E-08    0.68698E-13
   508    0.22988E+04   -0.64155E+02   -0.11506E-07   -0.64155E+02    0.86631E+01    0.17555E-08   -0.11506E-07    0.17555E-08    0.68211E-13
   509    0.23073E+04   -0.63386E+02   -0.11499E-07   -0.63386E+02    0.85332E+01    0.17190E-08   -0.11499E-07    0.17190E-08    0.67729E-13
   510    0.23156E+04   -0.62593E+02   -0.11490E-07   -0.62593E+02    0.84062E+01    0.16830E-08   -0.11490E-07    0.16830E-08    0.67251E-13
   511    0.23238E+04   -0.61776E+02   -0.11477E-07   -0.61776E+02    0.82818E+01    0.16473E-08   -0.11477E-07    0.16473E-08    0.66777E-13
   512    0.23319E+04   -0.60937E+02   -0.11462E-07   -0.60937E+02    0.81604E+01    0.16121E-08   -0.11462E-07    0.16121E-08    0.66307E-13
   513    0.23398E+04   -0.60076E+02   -0.11444E-07   -0.60076E+02    0.80419E+01    0.15773E-08   -0.11444E-07    0.15773E-08    0.65841E-13
   514    0.23476E+04   -0.59194E+02   -0.11424E-07   -0.59194E+02    0.79267E+01    0.15429E-08   -0.11424E-07    0.15429E-08    0.65378E-13
   515    0.23552E+04   -0.58291E+02   -0.11401E-07   -0.58291E+02    0.78146E+01    0.15088E-08   -0.11401E-07    0.15088E-08    0.64920E-13
   516    0.23627E+04   -0.57367E+02   -0.11376E-07   -0.57367E+02    0.77057E+01    0.14751E-08   -0.11376E-07    0.14751E-08    0.64466E-13
   517    0.23699E+04   -0.56424E+02   -0.11348E-07   -0.56424E+02    0.76003E+01    0.14418E-08   -0.11348E-07    0.14418E-08    0.64016E-13
   518    0.23770E+04   -0.55462E+02   -0.11317E-07   -0.55462E+02    0.74981E+01    0.14088E-08   -0.11317E-07    0.14088E-08    0.63570E-13
   519    0.23840E+04   -0.54480E+02   -0.11285E-07   -0.54480E+02    0.73995E+01    0.13762E-08   -0.11285E-07    0.13762E-08    0.63127E-13
   520    0.23908E+04   -0.53481E+02   -0.11250E-07   -0.53481E+02    0.73045E+01    0.13439E-08   -0.11250E-07    0.13439E-08    0.62688E-13
   521    0.23973E+04   -0.52465E+02   -0.11212E-07   -0.52465E+02    0.72130E+01    0.13120E-08   -0.11212E-07    0.13120E-08    0.62253E-13
   522    0.24036E+04   -0.51432E+02   -0.11172E-07   -0.51432E+02    0.71254E+01    0.12803E-08   -0.11172E-07    0.12803E-08    0.61822E-13
   523    0.24099E+04   -0.50382E+02   -0.11130E-07   -0.50382E+02    0.70414E+01    0.12490E-08   -0.11130E-07    0.12490E-08    0.61394E-13
   524    0.24159E+04   -0.49318E+02   -0.11086E-07   -0.49318E+02    0.69613E+01    0.12180E-08   -0.11086E-07    0.12180E-08    0.60970E-13
   525    0.24216E+04   -0.48236E+02   -0.11040E-07   -0.48236E+02    0.68851E+01    0.11872E-08   -0.11040E-07    0.11872E-08    0.60550E-13
   526    0.24272E+04   -0.47141E+02   -0.10991E-07   -0.47141E+02    0.68128E+01    0.11567E-08   -0.10991E-07    0.11567E-08    0.60133E-13
   527    0.24328E+04   -0.46032E+02   -0.10940E-07   -0.46032E+02    0.67445E+01    0.11265E-08   -0.10940E-07    0.11265E-08    0.59720E-13
   528    0.24380E+04   -0.44911E+02   -0.10887E-07   -0.44911E+02    0.66802E+01    0.10966E-08   -0.10887E-07    0.10966E-08    0.59310E-13
   529    0.24431E+04   -0.43777E+02   -0.10833E-07   -0.43777E+02    0.66202E+01    0.10669E-08   -0.10833E-07    0.10669E-08    0.58904E-13
   530    0.24478E+04   -0.42631E+02   -0.10776E-07   -0.42631E+02    0.65643E+01    0.10375E-08   -0.10776E-07    0.10375E-08    0.58501E-13
   531    0.24526E+04   -0.41473E+02   -0.10717E-07   -0.41473E+02    0.65125E+01    0.10083E-08   -0.10717E-07    0.10083E-08    0.58102E-13
   532    0.24570E+04   -0.40304E+02   -0.10656E-07   -0.40304E+02    0.64651E+01    0.97930E-09   -0.10656E-07    0.97930E-09    0.57706E-13
   533    0.24612E+04   -0.39126E+02   -0.10594E-07   -0.39126E+02    0.64220E+01    0.95054E-09   -0.10594E-07    0.95054E-09    0.57313E-13
   534    0.24652E+04   -0.37938E+02   -0.10529E-07   -0.37938E+02    0.63832E+01    0.92198E-09   -0.10529E-07    0.92198E-09    0.56923E-13
   535    0.24690E+04   -0.36742E+02   -0.10463E-07   -0.36742E+02    0.63490E+01    0.89362E-09   -0.10463E-07    0.89362E-09    0.56537E-13
   536    0.24726E+04   -0.35536E+02   -0.10395E-07   -0.35536E+02    0.63190E+01    0.86545E-09   -0.10395E-07    0.86545E-09    0.56154E-13
   537    0.24760E+04   -0.34323E+02   -0.10325E-07   -0.34323E+02    0.62936E+01    0.83746E-09   -0.10325E-07    0.83746E-09    0.55775E-13
   538    0.24791E+04   -0.33103E+02   -0.10254E-07   -0.33103E+02    0.62727E+01    0.80964E-09   -0.10254E-07    0.80964E-09    0.55398E-13
   539    0.24821E+04   -0.31876E+02   -0.10181E-07   -0.31876E+02    0.62562E+01    0.78198E-09   -0.10181E-07    0.78198E-09    0.55025E-13
   540    0.24848E+04   -0.30644E+02   -0.10106E-07   -0.30644E+02    0.62445E+01    0.75447E-09   -0.10106E-07    0.75447E-09    0.54655E-13
   541    0.24873E+04   -0.29406E+02   -0.10030E-07   -0.29406E+02    0.62372E+01    0.72711E-09   -0.10030E-07    0.72711E-09    0.54287E-13
   542    0.24896E+04   -0.28164E+02   -0.99519E-08   -0.28164E+02    0.62346E+01    0.69987E-09   -0.99519E-08    0.69987E-09    0.53923E-13
   543    0.24916E+04   -0.26917E+02   -0.98726E-08   -0.26917E+02    0.62367E+01    0.67277E-09   -0.98726E-08    0.67277E-09    0.53562E-13
   544    0.24935E+04   -0.25667E+02   -0.97917E-08   -0.25667E+02    0.62434E+01    0.64578E-09   -0.97917E-08    0.64578E-09    0.53204E-13
   545    0.24951E+04   -0.24414E+02   -0.97095E-08   -0.24414E+02    0.62548E+01    0.61889E-09   -0.97095E-08    0.61889E-09    0.52849E-13
   546    0.24966E+04   -0.23158E+02   -0.96258E-08   -0.23158E+02    0.62706E+01    0.59210E-09   -0.96258E-08    0.59210E-09    0.52496E-13
   547    0.24977E+04   -0.21900E+02   -0.95408E-08   -0.21900E+02    0.62911E+01    0.56540E-09   -0.95408E-08    0.56540E-09    0.52147E-13
   548    0.24987E+04   -0.20641E+02   -0.94545E-08   -0.20641E+02    0.63163E+01    0.53878E-09   -0.94545E-08    0.53878E-09    0.51800E-13
   549    0.24995E+04   -0.19382E+02   -0.93668E-08   -0.19382E+02    0.63463E+01    0.51223E-09   -0.93668E-08    0.51223E-09    0.51456E-13
   550    0.25000E+04   -0.18122E+02   -0.92780E-08   -0.18122E+02    0.63811E+01    0.48573E-09   -0.92780E-08    0.48573E-09    0.51115E-13
   551    0.25004E+04   -0.16862E+02   -0.91879E-08   -0.16862E+02    0.64207E+01    0.45929E-09   -0.91879E-08    0.45929E-09    0.50776E-13
   552    0.25005E+04   -0.15604E+02   -0.90966E-08   -0.15604E+02    0.64651E+01    0.43291E-09   -0.90966E-08    0.43291E-09    0.50440E-13
   553    0.25004E+04   -0.14347E+02   -0.90042E-08   -0.14347E+02    0.65129E+01    0.40658E-09   -0.90042E-08    0.40658E-09    0.50107E-13
   554    0.25001E+04   -0.13094E+02   -0.89106E-08   -0.13094E+02    0.65671E+01    0.38032E-09   -0.89106E-08    0.38032E-09    0.49777E-13
   555    0.24996E+04   -0.11844E+02   -0.88159E-08   -0.11844E+02    0.66256E+01    0.35412E-09   -0.88159E-08    0.35412E-09    0.49449E-13
   556    0.24988E+04   -0.10598E+02   -0.87201E-08   -0.10598E+02    0.66890E+01    0.32798E-09   -0.87201E-08    0.32798E-09    0.49124E-13
   557    0.24978E+04   -0.93583E+01   -0.86232E-08   -0.93583E+01    0.67568E+01    0.30192E-09   -0.86232E-08    0.30192E-09    0.48801E-13
   558    0.24966E+04   -0.81239E+01   -0.85253E-08   -0.81239E+01    0.68305E+01    0.27593E-09   -0.85253E-08    0.27593E-09    0.48481E-13
   559    0.24952E+04   -0.68959E+01   -0.84263E-08   -0.68959E+01    0.69078E+01    0.25002E-09   -0.84263E-08    0.25002E-09    0.48164E-13
   560    0.24937E+04   -0.56760E+01   -0.83263E-08   -0.56760E+01    0.69895E+01    0.22420E-09   -0.83263E-08    0.22420E-09    0.47849E-13
   561    0.24917E+04   -0.44643E+01   -0.82253E-08   -0.44643E+01    0.70765E+01    0.19845E-09   -0.82253E-08    0.19845E-09    0.47536E-13
   562    0.24898E+04   -0.32616E+01   -0.81233E-08   -0.32616E+01    0.71687E+01    0.17279E-09   -0.81233E-08    0.17279E-09    0.47226E-13
   563    0.24876E+04   -0.20666E+01   -0.80204E-08   -0.20666E+01    0.72648E+01    0.14723E-09   -0.80204E-08    0.14723E-09    0.46919E-13
   564    0.24852E+04   -0.88466E+00   -0.79165E-08   -0.88466E+00    0.73670E+01    0.12176E-09   -0.79165E-08    0.12176E-09    0.46614E-13
   565    0.24826E+04    0.28776E+00   -0.78117E-08    0.28776E+00    0.74723E+01    0.96385E-10   -0.78117E-08    0.96385E-10    0.46311E-13
   566    0.24798E+04    0.14476E+01   -0.77060E-08    0.14476E+01    0.75831E+01    0.71112E-10   -0.77060E-08    0.71112E-10    0.46011E-13
   567    0.24768E+04    0.25954E+01   -0.75995E-08    0.25954E+01    0.76980E+01    0.45944E-10   -0.75995E-08    0.45944E-10    0.45713E-13
   568    0.24736E+04    0.37295E+01   -0.74921E-08    0.37295E+01    0.78183E+01    0.20884E-10   -0.74921E-08    0.20884E-10    0.45418E-13
   569    0.24702E+04    0.48521E+01   -0.73838E-08    0.48521E+01    0.79435E+01   -0.40654E-11   -0.73838E-08   -0.40654E-11    0.45125E-13
   570    0.24667E+04    0.59579E+01   -0.72748E-08    0.59579E+01    0.80728E+01   -0.28901E-10   -0.72748E-08   -0.28901E-10    0.44834E-13
   571    0.24629E+04    0.70487E+01   -0.71650E-08    0.70487E+01    0.82071E+01   -0.53618E-10   -0.71650E-08   -0.53618E-10    0.44546E-13
   572    0.24589E+04    0.81247E+01   -0.70544E-08    0.81247E+01    0.83456E+01   -0.78215E-10   -0.70544E-08   -0.78215E-10    0.44260E-13
   573    0.24548E+04    0.91833E+01   -0.69430E-08    0.91833E+01    0.84883E+01   -0.10269E-09   -0.69430E-08   -0.10269E-09    0.43976E-13
   574    0.24505E+04    0.10226E+02   -0.68310E-08    0.10226E+02    0.86361E+01   -0.12703E-09   -0.68310E-08   -0.12703E-09    0.43695E-13
   575    0.24460E+04    0.11250E+02   -0.67182E-08    0.11250E+02    0.87875E+01   -0.15125E-09   -0.67182E-08   -0.15125E-09    0.43415E-13
   576    0.24413E+04    0.12257E+02   -0.66047E-08    0.12257E+02    0.89441E+01   -0.17532E-09   -0.66047E-08   -0.17532E-09    0.43138E-13
   577    0.24365E+04    0.13246E+02   -0.64906E-08    0.13246E+02    0.91050E+01   -0.19927E-09   -0.64906E-08   -0.19927E-09    0.42864E-13
   578    0.24314E+04    0.14215E+02   -0.63759E-08    0.14215E+02    0.92698E+01   -0.22307E-09   -0.63759E-08   -0.22307E-09    0.42591E-13
   579    0.24263E+04    0.15165E+02   -0.62605E-08    0.15165E+02    0.94398E+01   -0.24673E-09   -0.62605E-08   -0.24673E-09    0.42320E-13
   580    0.24210E+04    0.16094E+02   -0.61445E-08    0.16094E+02    0.96136E+01   -0.27023E-09   -0.61445E-08   -0.27023E-09    0.42052E-13
   581    0.24154E+04    0.17003E+02   -0.60279E-08    0.17003E+02    0.97913E+01   -0.29359E-09   -0.60279E-08   -0.29359E-09    0.41786E-13
   582    0.24098E+04    0.17891E+02   -0.59108E-08    0.17891E+02    0.99737E+01   -0.31680E-09   -0.59108E-08   -0.31680E-09    0.41521E-13
   583    0.24040E+04    0.18757E+02   -0.57932E-08    0.18757E+02    0.10160E+02   -0.33985E-09   -0.57932E-08   -0.33985E-09    0.41259E-13
