#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.15231E+04    0.40510E+01   -0.34583E-02    0.40510E+01    0.52942E-01   -0.73101E-05   -0.34583E-02   -0.73101E-05    0.16979E-07
     3    0.15348E+04    0.48872E+01   -0.26411E-02    0.48872E+01    0.85507E-01   -0.61483E-05   -0.26411E-02   -0.61483E-05    0.99793E-08
     4    0.14489E+04    0.48399E+01   -0.20351E-02    0.48399E+01    0.96626E-01   -0.47762E-05   -0.20351E-02   -0.47762E-05    0.66569E-08
     5    0.13455E+04    0.43566E+01   -0.15974E-02    0.43566E+01    0.86800E-01   -0.34738E-05   -0.15974E-02   -0.34738E-05    0.47875E-08
     6    0.12503E+04    0.37089E+01   -0.12769E-02    0.37089E+01    0.65252E-01   -0.23412E-05   -0.12769E-02   -0.23412E-05    0.36185E-08
     7    0.11704E+04    0.30401E+01   -0.10376E-02    0.30401E+01    0.42326E-01   -0.14171E-05   -0.10376E-02   -0.14171E-05    0.28347E-08
     8    0.11058E+04    0.24306E+01   -0.85567E-03    0.24306E+01    0.24705E-01   -0.70969E-06   -0.85567E-03   -0.70969E-06    0.22814E-08
     9    0.10547E+04    0.19210E+01   -0.71508E-03    0.19210E+01    0.14306E-01   -0.21522E-06   -0.71508E-03   -0.21522E-06    0.18756E-08
    10    0.10148E+04    0.15300E+01   -0.60426E-03    0.15300E+01    0.96971E-02    0.85422E-07   -0.60426E-03    0.85422E-07    0.15686E-08
    11    0.98391E+03    0.12573E+01   -0.51542E-03    0.12573E+01    0.82312E-02    0.23082E-06   -0.51542E-03    0.23082E-06    0.13307E-08
    12    0.96128E+03    0.10929E+01   -0.44300E-03    0.10929E+01    0.77485E-02    0.26903E-06   -0.44300E-03    0.26903E-06    0.11421E-08
    13    0.94436E+03    0.10171E+01   -0.38347E-03    0.10171E+01    0.71012E-02    0.23517E-06   -0.38347E-03    0.23517E-06    0.99058E-09
    14    0.93154E+03    0.10072E+01   -0.33397E-03    0.10072E+01    0.62414E-02    0.15902E-06   -0.33397E-03    0.15902E-06    0.86654E-09
    15    0.92268E+03    0.10430E+01   -0.29257E-03    0.10430E+01    0.54588E-02    0.64194E-07   -0.29257E-03    0.64194E-07    0.76394E-09
    16    0.91783E+03    0.11060E+01   -0.25770E-03    0.11060E+01    0.50256E-02   -0.28082E-07   -0.25770E-03   -0.28082E-07    0.67798E-09
    17    0.91651E+03    0.11781E+01   -0.22814E-03    0.11781E+01    0.50287E-02   -0.99859E-07   -0.22814E-03   -0.99859E-07    0.60539E-09
    18    0.91744E+03    0.12454E+01   -0.20285E-03    0.12454E+01    0.52967E-02   -0.13871E-06   -0.20285E-03   -0.13871E-06    0.54346E-09
    19    0.92119E+03    0.13053E+01   -0.18108E-03    0.13053E+01    0.56597E-02   -0.15097E-06   -0.18108E-03   -0.15097E-06    0.49026E-09
    20    0.92590E+03    0.13551E+01   -0.16220E-03    0.13551E+01    0.60356E-02   -0.14661E-06   -0.16220E-03   -0.14661E-06    0.44415E-09
    21    0.93179E+03    0.13966E+01   -0.14579E-03    0.13966E+01    0.64239E-02   -0.13136E-06   -0.14579E-03   -0.13136E-06    0.40399E-09
    22    0.93900E+03    0.14317E+01   -0.13147E-03    0.14317E+01    0.69284E-02   -0.10942E-06   -0.13147E-03   -0.10942E-06    0.36880E-09
    23    0.94725E+03    0.14639E+01   -0.11893E-03    0.14639E+01    0.76299E-02   -0.82964E-07   -0.11893E-03   -0.82964E-07    0.33782E-09
    24    0.95646E+03    0.14965E+01   -0.10788E-03    0.14965E+01    0.85597E-02   -0.54678E-07   -0.10788E-03   -0.54678E-07    0.31037E-09
    25    0.96652E+03    0.15314E+01   -0.98106E-04    0.15314E+01    0.97453E-02   -0.31198E-07   -0.98106E-04   -0.31198E-07    0.28598E-09
    26    0.97722E+03    0.15708E+01   -0.89407E-04    0.15708E+01    0.11167E-01   -0.18447E-07   -0.89407E-04   -0.18447E-07    0.26419E-09
    27    0.98870E+03    0.16142E+01   -0.81646E-04    0.16142E+01    0.12779E-01   -0.15549E-07   -0.81646E-04   -0.15549E-07    0.24468E-09
    28    0.10007E+04    0.16605E+01   -0.74705E-04    0.16605E+01    0.14564E-01   -0.19525E-07   -0.74705E-04   -0.19525E-07    0.22712E-09
    29    0.10133E+04    0.17063E+01   -0.68482E-04    0.17063E+01    0.16514E-01   -0.25795E-07   -0.68482E-04   -0.25795E-07    0.21127E-09
    30    0.10264E+04    0.17468E+01   -0.62881E-04    0.17468E+01    0.18634E-01   -0.30458E-07   -0.62881E-04   -0.30458E-07    0.19690E-09
    31    0.10397E+04    0.17818E+01   -0.57828E-04    0.17818E+01    0.20931E-01   -0.33925E-07   -0.57828E-04   -0.33925E-07    0.18386E-09
    32    0.10536E+04    0.18111E+01   -0.53256E-04    0.18111E+01    0.23396E-01   -0.37412E-07   -0.53256E-04   -0.37412E-07    0.17198E-09
    33    0.10680E+04    0.18306E+01   -0.49115E-04    0.18306E+01    0.26012E-01   -0.41025E-07   -0.49115E-04   -0.41025E-07    0.16114E-09
    34    0.10828E+04    0.18374E+01   -0.45364E-04    0.18374E+01    0.28779E-01   -0.44228E-07   -0.45364E-04   -0.44228E-07    0.15122E-09
    35    0.10979E+04    0.18332E+01   -0.41972E-04    0.18332E+01    0.31725E-01   -0.45015E-07   -0.41972E-04   -0.45015E-07    0.14213E-09
    36    0.11132E+04    0.18194E+01   -0.38905E-04    0.18194E+01    0.34883E-01   -0.41724E-07   -0.38905E-04   -0.41724E-07    0.13377E-09
    37    0.11287E+04    0.17952E+01   -0.36113E-04    0.17952E+01    0.38251E-01   -0.35543E-07   -0.36113E-04   -0.35543E-07    0.12607E-09
    38    0.11446E+04    0.17618E+01   -0.33550E-04    0.17618E+01    0.41826E-01   -0.28261E-07   -0.33550E-04   -0.28261E-07    0.11896E-09
    39    0.11610E+04    0.17199E+01   -0.31191E-04    0.17199E+01    0.45619E-01   -0.21212E-07   -0.31191E-04   -0.21212E-07    0.11240E-09
    40    0.11776E+04    0.16705E+01   -0.29021E-04    0.16705E+01    0.49647E-01   -0.15616E-07   -0.29021E-04   -0.15616E-07    0.10631E-09
    41    0.11944E+04    0.16138E+01   -0.27023E-04    0.16138E+01    0.53932E-01   -0.12368E-07   -0.27023E-04   -0.12368E-07    0.10066E-09
    42    0.12114E+04    0.15485E+01   -0.25184E-04    0.15485E+01    0.58475E-01   -0.11066E-07   -0.25184E-04   -0.11066E-07    0.95413E-10
    43    0.12285E+04    0.14730E+01   -0.23493E-04    0.14730E+01    0.63276E-01   -0.10982E-07   -0.23493E-04   -0.10982E-07    0.90530E-10
    44    0.12456E+04    0.13867E+01   -0.21935E-04    0.13867E+01    0.68317E-01   -0.11390E-07   -0.21935E-04   -0.11390E-07    0.85983E-10
    45    0.12632E+04    0.12889E+01   -0.20498E-04    0.12889E+01    0.73593E-01   -0.11562E-07   -0.20498E-04   -0.11562E-07    0.81739E-10
    46    0.12810E+04    0.11775E+01   -0.19171E-04    0.11775E+01    0.79103E-01   -0.10966E-07   -0.19171E-04   -0.10966E-07    0.77770E-10
    47    0.12990E+04    0.10533E+01   -0.17945E-04    0.10533E+01    0.84846E-01   -0.98592E-08   -0.17945E-04   -0.98592E-08    0.74054E-10
    48    0.13171E+04    0.92086E+00   -0.16811E-04    0.92086E+00    0.90831E-01   -0.86919E-08   -0.16811E-04   -0.86919E-08    0.70575E-10
    49    0.13354E+04    0.78399E+00   -0.15763E-04    0.78399E+00    0.97045E-01   -0.79163E-08   -0.15763E-04   -0.79163E-08    0.67313E-10
    50    0.13540E+04    0.63978E+00   -0.14792E-04    0.63978E+00    0.10347E+00   -0.79839E-08   -0.14792E-04   -0.79839E-08    0.64250E-10
    51    0.13729E+04    0.48384E+00   -0.13891E-04    0.48384E+00    0.11007E+00   -0.91841E-08   -0.13891E-04   -0.91841E-08    0.61370E-10
    52    0.13922E+04    0.31155E+00   -0.13054E-04    0.31155E+00    0.11694E+00   -0.11156E-07   -0.13054E-04   -0.11156E-07    0.58660E-10
    53    0.14115E+04    0.12009E+00   -0.12276E-04    0.12009E+00    0.12422E+00   -0.13375E-07   -0.12276E-04   -0.13375E-07    0.56108E-10
    54    0.14307E+04   -0.85396E-01   -0.11553E-04   -0.85396E-01    0.13190E+00   -0.15320E-07   -0.11553E-04   -0.15320E-07    0.53703E-10
    55    0.14501E+04   -0.29964E+00   -0.10878E-04   -0.29964E+00    0.13996E+00   -0.16465E-07   -0.10878E-04   -0.16465E-07    0.51434E-10
    56    0.14698E+04   -0.52374E+00   -0.10248E-04   -0.52374E+00    0.14826E+00   -0.16441E-07   -0.10248E-04   -0.16441E-07    0.49289E-10
    57    0.14898E+04   -0.75787E+00   -0.96583E-05   -0.75787E+00    0.15669E+00   -0.15492E-07   -0.96583E-05   -0.15492E-07    0.47261E-10
    58    0.15101E+04   -0.10032E+01   -0.91048E-05   -0.10032E+01    0.16525E+00   -0.14013E-07   -0.91048E-05   -0.14013E-07    0.45343E-10
    59    0.15306E+04   -0.12610E+01   -0.85838E-05   -0.12610E+01    0.17399E+00   -0.12402E-07   -0.85838E-05   -0.12402E-07    0.43527E-10
    60    0.15512E+04   -0.15311E+01   -0.80916E-05   -0.15311E+01    0.18296E+00   -0.11055E-07   -0.80916E-05   -0.11055E-07    0.41805E-10
    61    0.15723E+04   -0.18129E+01   -0.76252E-05   -0.18129E+01    0.19226E+00   -0.10267E-07   -0.76252E-05   -0.10267E-07    0.40172E-10
    62    0.15933E+04   -0.21074E+01   -0.71842E-05   -0.21074E+01    0.20187E+00   -0.99285E-08   -0.71842E-05   -0.99285E-08    0.38621E-10
    63    0.16143E+04   -0.24154E+01   -0.67694E-05   -0.24154E+01    0.21176E+00   -0.98269E-08   -0.67694E-05   -0.98269E-08    0.37148E-10
    64    0.16358E+04   -0.27381E+01   -0.63810E-05   -0.27381E+01    0.22195E+00   -0.97509E-08   -0.63810E-05   -0.97509E-08    0.35749E-10
    65    0.16573E+04   -0.30761E+01   -0.60197E-05   -0.30761E+01    0.23240E+00   -0.94887E-08   -0.60197E-05   -0.94887E-08    0.34418E-10
    66    0.16791E+04   -0.34273E+01   -0.56855E-05   -0.34273E+01    0.24305E+00   -0.88964E-08   -0.56855E-05   -0.88964E-08    0.33152E-10
    67    0.17010E+04   -0.37891E+01   -0.53759E-05   -0.37891E+01    0.25390E+00   -0.81008E-08   -0.53759E-05   -0.81008E-08    0.31946E-10
    68    0.17234E+04   -0.41598E+01   -0.50882E-05   -0.41598E+01    0.26500E+00   -0.72965E-08   -0.50882E-05   -0.72965E-08    0.30797E-10
    69    0.17459E+04   -0.45378E+01   -0.48195E-05   -0.45378E+01    0.27629E+00   -0.66782E-08   -0.48195E-05   -0.66782E-08    0.29702E-10
    70    0.17687E+04   -0.49247E+01   -0.45668E-05   -0.49247E+01    0.28783E+00   -0.64405E-08   -0.45668E-05   -0.64405E-08    0.28658E-10
    71    0.17917E+04   -0.53231E+01   -0.43277E-05   -0.53231E+01    0.29959E+00   -0.67149E-08   -0.43277E-05   -0.67149E-08    0.27661E-10
    72    0.18148E+04   -0.57342E+01   -0.41007E-05   -0.57342E+01    0.31156E+00   -0.73806E-08   -0.41007E-05   -0.73806E-08    0.26709E-10
    73    0.18381E+04   -0.61583E+01   -0.38847E-05   -0.61583E+01    0.32371E+00   -0.82539E-08   -0.38847E-05   -0.82539E-08    0.25799E-10
    74    0.18615E+04   -0.65944E+01   -0.36788E-05   -0.65944E+01    0.33601E+00   -0.91509E-08   -0.36788E-05   -0.91509E-08    0.24930E-10
    75    0.18853E+04   -0.70410E+01   -0.34817E-05   -0.70410E+01    0.34850E+00   -0.98877E-08   -0.34817E-05   -0.98877E-08    0.24098E-10
    76    0.19094E+04   -0.74972E+01   -0.32926E-05   -0.74972E+01    0.36117E+00   -0.10317E-07   -0.32926E-05   -0.10317E-07    0.23302E-10
    77    0.19337E+04   -0.79632E+01   -0.31118E-05   -0.79632E+01    0.37402E+00   -0.10439E-07   -0.31118E-05   -0.10439E-07    0.22539E-10
    78    0.19585E+04   -0.84406E+01   -0.29395E-05   -0.84406E+01    0.38707E+00   -0.10288E-07   -0.29395E-05   -0.10288E-07    0.21808E-10
    79    0.19834E+04   -0.89260E+01   -0.27762E-05   -0.89260E+01    0.40027E+00   -0.99010E-08   -0.27762E-05   -0.99010E-08    0.21108E-10
    80    0.20085E+04   -0.94212E+01   -0.26223E-05   -0.94212E+01    0.41363E+00   -0.93138E-08   -0.26223E-05   -0.93138E-08    0.20437E-10
    81    0.20338E+04   -0.99269E+01   -0.24779E-05   -0.99269E+01    0.42709E+00   -0.85744E-08   -0.24779E-05   -0.85744E-08    0.19793E-10
    82    0.20593E+04   -0.10442E+02   -0.23427E-05   -0.10442E+02    0.44068E+00   -0.77798E-08   -0.23427E-05   -0.77798E-08    0.19175E-10
    83    0.20850E+04   -0.10966E+02   -0.22159E-05   -0.10966E+02    0.45438E+00   -0.70390E-08   -0.22159E-05   -0.70390E-08    0.18582E-10
    84    0.21109E+04   -0.11498E+02   -0.20971E-05   -0.11498E+02    0.46818E+00   -0.64611E-08   -0.20971E-05   -0.64611E-08    0.18012E-10
    85    0.21370E+04   -0.12038E+02   -0.19855E-05   -0.12038E+02    0.48205E+00   -0.61552E-08   -0.19855E-05   -0.61552E-08    0.17465E-10
    86    0.21632E+04   -0.12585E+02   -0.18805E-05   -0.12585E+02    0.49601E+00   -0.61950E-08   -0.18805E-05   -0.61950E-08    0.16940E-10
    87    0.21899E+04   -0.13139E+02   -0.17815E-05   -0.13139E+02    0.51002E+00   -0.65130E-08   -0.17815E-05   -0.65130E-08    0.16435E-10
    88    0.22166E+04   -0.13699E+02   -0.16879E-05   -0.13699E+02    0.52412E+00   -0.70062E-08   -0.16879E-05   -0.70062E-08    0.15949E-10
    89    0.22436E+04   -0.14267E+02   -0.15989E-05   -0.14267E+02    0.53828E+00   -0.75715E-08   -0.15989E-05   -0.75715E-08    0.15481E-10
    90    0.22708E+04   -0.14840E+02   -0.15140E-05   -0.14840E+02    0.55248E+00   -0.81060E-08   -0.15140E-05   -0.81060E-08    0.15030E-10
    91    0.22981E+04   -0.15419E+02   -0.14326E-05   -0.15419E+02    0.56670E+00   -0.85255E-08   -0.14326E-05   -0.85255E-08    0.14595E-10
    92    0.23257E+04   -0.16003E+02   -0.13545E-05   -0.16003E+02    0.58094E+00   -0.88214E-08   -0.13545E-05   -0.88214E-08    0.14175E-10
    93    0.23535E+04   -0.16592E+02   -0.12797E-05   -0.16592E+02    0.59519E+00   -0.90037E-08   -0.12797E-05   -0.90037E-08    0.13771E-10
    94    0.23815E+04   -0.17185E+02   -0.12079E-05   -0.17185E+02    0.60941E+00   -0.90824E-08   -0.12079E-05   -0.90824E-08    0.13381E-10
    95    0.24097E+04   -0.17783E+02   -0.11393E-05   -0.17783E+02    0.62361E+00   -0.90678E-08   -0.11393E-05   -0.90678E-08    0.13005E-10
    96    0.24379E+04   -0.18386E+02   -0.10736E-05   -0.18386E+02    0.63777E+00   -0.89700E-08   -0.10736E-05   -0.89700E-08    0.12642E-10
    97    0.24665E+04   -0.18991E+02   -0.10108E-05   -0.18991E+02    0.65188E+00   -0.87989E-08   -0.10108E-05   -0.87989E-08    0.12293E-10
    98    0.24953E+04   -0.19598E+02   -0.95082E-06   -0.19598E+02    0.66593E+00   -0.85648E-08   -0.95082E-06   -0.85648E-08    0.11956E-10
    99    0.25242E+04   -0.20210E+02   -0.89356E-06   -0.20210E+02    0.67989E+00   -0.82777E-08   -0.89356E-06   -0.82777E-08    0.11631E-10
   100    0.25534E+04   -0.20822E+02   -0.83894E-06   -0.20822E+02    0.69376E+00   -0.79478E-08   -0.83894E-06   -0.79478E-08    0.11318E-10
   101    0.25828E+04   -0.21437E+02   -0.78686E-06   -0.21437E+02    0.70760E+00   -0.75851E-08   -0.78686E-06   -0.75851E-08    0.11017E-10
   102    0.26126E+04   -0.22052E+02   -0.73726E-06   -0.22052E+02    0.72127E+00   -0.71997E-08   -0.73726E-06   -0.71997E-08    0.10726E-10
   103    0.26424E+04   -0.22670E+02   -0.69004E-06   -0.22670E+02    0.73483E+00   -0.68018E-08   -0.69004E-06   -0.68018E-08    0.10445E-10
   104    0.26724E+04   -0.23287E+02   -0.64512E-06   -0.23287E+02    0.74830E+00   -0.64015E-08   -0.64512E-06   -0.64015E-08    0.10174E-10
   105    0.27025E+04   -0.23904E+02   -0.60241E-06   -0.23904E+02    0.76159E+00   -0.60088E-08   -0.60241E-06   -0.60088E-08    0.99125E-11
   106    0.27329E+04   -0.24522E+02   -0.56183E-06   -0.24522E+02    0.77480E+00   -0.56339E-08   -0.56183E-06   -0.56339E-08    0.96598E-11
   107    0.27632E+04   -0.25138E+02   -0.52330E-06   -0.25138E+02    0.78776E+00   -0.52868E-08   -0.52330E-06   -0.52868E-08    0.94155E-11
   108    0.27939E+04   -0.25754E+02   -0.48672E-06   -0.25754E+02    0.80055E+00   -0.49777E-08   -0.48672E-06   -0.49777E-08    0.91791E-11
   109    0.28247E+04   -0.26367E+02   -0.45203E-06   -0.26367E+02    0.81310E+00   -0.47167E-08   -0.45203E-06   -0.47167E-08    0.89502E-11
   110    0.28556E+04   -0.26977E+02   -0.41912E-06   -0.26977E+02    0.82542E+00   -0.45139E-08   -0.41912E-06   -0.45139E-08    0.87283E-11
   111    0.28867E+04   -0.27586E+02   -0.38793E-06   -0.27586E+02    0.83758E+00   -0.43767E-08   -0.38793E-06   -0.43767E-08    0.85129E-11
   112    0.29179E+04   -0.28192E+02   -0.35837E-06   -0.28192E+02    0.84950E+00   -0.43023E-08   -0.35837E-06   -0.43023E-08    0.83039E-11
   113    0.29494E+04   -0.28794E+02   -0.33038E-06   -0.28794E+02    0.86119E+00   -0.42851E-08   -0.33038E-06   -0.42851E-08    0.81012E-11
   114    0.29810E+04   -0.29392E+02   -0.30389E-06   -0.29392E+02    0.87257E+00   -0.43195E-08   -0.30389E-06   -0.43195E-08    0.79044E-11
   115    0.30128E+04   -0.29985E+02   -0.27884E-06   -0.29985E+02    0.88379E+00   -0.43999E-08   -0.27884E-06   -0.43999E-08    0.77135E-11
   116    0.30446E+04   -0.30573E+02   -0.25515E-06   -0.30573E+02    0.89462E+00   -0.45209E-08   -0.25515E-06   -0.45209E-08    0.75284E-11
   117    0.30767E+04   -0.31154E+02   -0.23276E-06   -0.31154E+02    0.90515E+00   -0.46769E-08   -0.23276E-06   -0.46769E-08    0.73488E-11
   118    0.31089E+04   -0.31730E+02   -0.21160E-06   -0.31730E+02    0.91551E+00   -0.48623E-08   -0.21160E-06   -0.48623E-08    0.71746E-11
   119    0.31412E+04   -0.32299E+02   -0.19160E-06   -0.32299E+02    0.92557E+00   -0.50716E-08   -0.19160E-06   -0.50716E-08    0.70056E-11
   120    0.31736E+04   -0.32860E+02   -0.17269E-06   -0.32860E+02    0.93516E+00   -0.52992E-08   -0.17269E-06   -0.52992E-08    0.68417E-11
   121    0.32061E+04   -0.33414E+02   -0.15480E-06   -0.33414E+02    0.94460E+00   -0.55396E-08   -0.15480E-06   -0.55396E-08    0.66827E-11
   122    0.32386E+04   -0.33959E+02   -0.13787E-06   -0.33959E+02    0.95358E+00   -0.57873E-08   -0.13787E-06   -0.57873E-08    0.65285E-11
   123    0.32712E+04   -0.34496E+02   -0.12182E-06   -0.34496E+02    0.96217E+00   -0.60366E-08   -0.12182E-06   -0.60366E-08    0.63788E-11
   124    0.33039E+04   -0.35022E+02   -0.10660E-06   -0.35022E+02    0.97046E+00   -0.62821E-08   -0.10660E-06   -0.62821E-08    0.62335E-11
   125    0.33366E+04   -0.35539E+02   -0.92120E-07   -0.35539E+02    0.97836E+00   -0.65181E-08   -0.92120E-07   -0.65181E-08    0.60925E-11
   126    0.33694E+04   -0.36047E+02   -0.78327E-07   -0.36047E+02    0.98595E+00   -0.67391E-08   -0.78327E-07   -0.67391E-08    0.59556E-11
   127    0.34022E+04   -0.36544E+02   -0.65147E-07   -0.36544E+02    0.99309E+00   -0.69397E-08   -0.65147E-07   -0.69397E-08    0.58227E-11
   128    0.34349E+04   -0.37030E+02   -0.52513E-07   -0.37030E+02    0.99991E+00   -0.71141E-08   -0.52513E-07   -0.71141E-08    0.56935E-11
   129    0.34678E+04   -0.37504E+02   -0.40357E-07   -0.37504E+02    0.10063E+01   -0.72570E-08   -0.40357E-07   -0.72570E-08    0.55679E-11
   130    0.35007E+04   -0.37965E+02   -0.28609E-07   -0.37965E+02    0.10122E+01   -0.73627E-08   -0.28609E-07   -0.73627E-08    0.54457E-11
   131    0.35336E+04   -0.38415E+02   -0.17214E-07   -0.38415E+02    0.10178E+01   -0.74270E-08   -0.17214E-07   -0.74270E-08    0.53269E-11
   132    0.35665E+04   -0.38852E+02   -0.61579E-08   -0.38852E+02    0.10229E+01   -0.74517E-08   -0.61579E-08   -0.74517E-08    0.52113E-11
   133    0.35994E+04   -0.39276E+02    0.45597E-08   -0.39276E+02    0.10277E+01   -0.74398E-08    0.45597E-08   -0.74398E-08    0.50988E-11
   134    0.36323E+04   -0.39685E+02    0.14940E-07   -0.39685E+02    0.10320E+01   -0.73942E-08    0.14940E-07   -0.73942E-08    0.49893E-11
   135    0.36652E+04   -0.40080E+02    0.24984E-07   -0.40080E+02    0.10359E+01   -0.73181E-08    0.24984E-07   -0.73181E-08    0.48828E-11
   136    0.36980E+04   -0.40458E+02    0.34694E-07   -0.40458E+02    0.10394E+01   -0.72144E-08    0.34694E-07   -0.72144E-08    0.47792E-11
   137    0.37308E+04   -0.40822E+02    0.44070E-07   -0.40822E+02    0.10424E+01   -0.70861E-08    0.44070E-07   -0.70861E-08    0.46784E-11
   138    0.37635E+04   -0.41170E+02    0.53113E-07   -0.41170E+02    0.10449E+01   -0.69364E-08    0.53113E-07   -0.69364E-08    0.45803E-11
   139    0.37961E+04   -0.41501E+02    0.61825E-07   -0.41501E+02    0.10472E+01   -0.67683E-08    0.61825E-07   -0.67683E-08    0.44849E-11
   140    0.38287E+04   -0.41816E+02    0.70207E-07   -0.41816E+02    0.10488E+01   -0.65847E-08    0.70207E-07   -0.65847E-08    0.43920E-11
   141    0.38612E+04   -0.42113E+02    0.78260E-07   -0.42113E+02    0.10500E+01   -0.63887E-08    0.78260E-07   -0.63887E-08    0.43017E-11
   142    0.38936E+04   -0.42393E+02    0.85985E-07   -0.42393E+02    0.10508E+01   -0.61835E-08    0.85985E-07   -0.61835E-08    0.42137E-11
   143    0.39261E+04   -0.42655E+02    0.93384E-07   -0.42655E+02    0.10512E+01   -0.59718E-08    0.93384E-07   -0.59718E-08    0.41281E-11
   144    0.39583E+04   -0.42900E+02    0.10046E-06   -0.42900E+02    0.10511E+01   -0.57570E-08    0.10046E-06   -0.57570E-08    0.40447E-11
   145    0.39904E+04   -0.43125E+02    0.10721E-06   -0.43125E+02    0.10507E+01   -0.55418E-08    0.10721E-06   -0.55418E-08    0.39635E-11
   146    0.40227E+04   -0.43332E+02    0.11363E-06   -0.43332E+02    0.10497E+01   -0.53295E-08    0.11363E-06   -0.53295E-08    0.38843E-11
   147    0.40546E+04   -0.43519E+02    0.11974E-06   -0.43519E+02    0.10483E+01   -0.51230E-08    0.11974E-06   -0.51230E-08    0.38072E-11
   148    0.40864E+04   -0.43687E+02    0.12552E-06   -0.43687E+02    0.10465E+01   -0.49254E-08    0.12552E-06   -0.49254E-08    0.37320E-11
   149    0.41181E+04   -0.43836E+02    0.13098E-06   -0.43836E+02    0.10442E+01   -0.47396E-08    0.13098E-06   -0.47396E-08    0.36587E-11
   150    0.41496E+04   -0.43962E+02    0.13613E-06   -0.43962E+02    0.10416E+01   -0.45688E-08    0.13613E-06   -0.45688E-08    0.35871E-11
   151    0.41810E+04   -0.44068E+02    0.14096E-06   -0.44068E+02    0.10385E+01   -0.44152E-08    0.14096E-06   -0.44152E-08    0.35172E-11
   152    0.42122E+04   -0.44154E+02    0.14548E-06   -0.44154E+02    0.10350E+01   -0.42787E-08    0.14548E-06   -0.42787E-08    0.34490E-11
   153    0.42432E+04   -0.44217E+02    0.14971E-06   -0.44217E+02    0.10311E+01   -0.41582E-08    0.14971E-06   -0.41582E-08    0.33824E-11
   154    0.42741E+04   -0.44260E+02    0.15365E-06   -0.44260E+02    0.10268E+01   -0.40529E-08    0.15365E-06   -0.40529E-08    0.33174E-11
   155    0.43048E+04   -0.44280E+02    0.15732E-06   -0.44280E+02    0.10222E+01   -0.39616E-08    0.15732E-06   -0.39616E-08    0.32540E-11
   156    0.43352E+04   -0.44279E+02    0.16072E-06   -0.44279E+02    0.10172E+01   -0.38836E-08    0.16072E-06   -0.38836E-08    0.31920E-11
   157    0.43656E+04   -0.44255E+02    0.16387E-06   -0.44255E+02    0.10118E+01   -0.38178E-08    0.16387E-06   -0.38178E-08    0.31316E-11
   158    0.43957E+04   -0.44208E+02    0.16678E-06   -0.44208E+02    0.10060E+01   -0.37632E-08    0.16678E-06   -0.37632E-08    0.30726E-11
   159    0.44255E+04   -0.44139E+02    0.16946E-06   -0.44139E+02    0.99988E+00   -0.37190E-08    0.16946E-06   -0.37190E-08    0.30150E-11
   160    0.44552E+04   -0.44045E+02    0.17192E-06   -0.44045E+02    0.99339E+00   -0.36841E-08    0.17192E-06   -0.36841E-08    0.29588E-11
   161    0.44847E+04   -0.43929E+02    0.17416E-06   -0.43929E+02    0.98665E+00   -0.36576E-08    0.17416E-06   -0.36576E-08    0.29039E-11
   162    0.45140E+04   -0.43790E+02    0.17621E-06   -0.43790E+02    0.97951E+00   -0.36386E-08    0.17621E-06   -0.36386E-08    0.28504E-11
   163    0.45432E+04   -0.43628E+02    0.17807E-06   -0.43628E+02    0.97204E+00   -0.36261E-08    0.17807E-06   -0.36261E-08    0.27981E-11
   164    0.45720E+04   -0.43442E+02    0.17975E-06   -0.43442E+02    0.96431E+00   -0.36191E-08    0.17975E-06   -0.36191E-08    0.27471E-11
   165    0.46007E+04   -0.43231E+02    0.18126E-06   -0.43231E+02    0.95624E+00   -0.36167E-08    0.18126E-06   -0.36167E-08    0.26973E-11
   166    0.46291E+04   -0.42997E+02    0.18262E-06   -0.42997E+02    0.94797E+00   -0.36179E-08    0.18262E-06   -0.36179E-08    0.26487E-11
   167    0.46574E+04   -0.42740E+02    0.18383E-06   -0.42740E+02    0.93928E+00   -0.36218E-08    0.18383E-06   -0.36218E-08    0.26012E-11
   168    0.46852E+04   -0.42458E+02    0.18490E-06   -0.42458E+02    0.93053E+00   -0.36274E-08    0.18490E-06   -0.36274E-08    0.25548E-11
   169    0.47129E+04   -0.42150E+02    0.18585E-06   -0.42150E+02    0.92142E+00   -0.36338E-08    0.18585E-06   -0.36338E-08    0.25095E-11
   170    0.47402E+04   -0.41819E+02    0.18669E-06   -0.41819E+02    0.91217E+00   -0.36400E-08    0.18669E-06   -0.36400E-08    0.24653E-11
   171    0.47672E+04   -0.41462E+02    0.18742E-06   -0.41462E+02    0.90278E+00   -0.36450E-08    0.18742E-06   -0.36450E-08    0.24220E-11
   172    0.47939E+04   -0.41080E+02    0.18806E-06   -0.41080E+02    0.89316E+00   -0.36480E-08    0.18806E-06   -0.36480E-08    0.23798E-11
   173    0.48202E+04   -0.40674E+02    0.18862E-06   -0.40674E+02    0.88332E+00   -0.36478E-08    0.18862E-06   -0.36478E-08    0.23384E-11
   174    0.48462E+04   -0.40243E+02    0.18911E-06   -0.40243E+02    0.87354E+00   -0.36437E-08    0.18911E-06   -0.36437E-08    0.22980E-11
   175    0.48719E+04   -0.39786E+02    0.18954E-06   -0.39786E+02    0.86352E+00   -0.36346E-08    0.18954E-06   -0.36346E-08    0.22584E-11
