#    L    TT             EE             TE             PP             TP          
   552    0.25005E+04    0.64651E+01   -0.15604E+02    0.71605E+06   -0.85828E+02
   553    0.25004E+04    0.65129E+01   -0.14347E+02    0.71390E+06   -0.85107E+02
   554    0.25001E+04    0.65671E+01   -0.13094E+02    0.71176E+06   -0.84372E+02
   555    0.24996E+04    0.66256E+01   -0.11844E+02    0.70963E+06   -0.83623E+02
   556    0.24988E+04    0.66890E+01   -0.10598E+02    0.70751E+06   -0.82860E+02
   557    0.24978E+04    0.67568E+01   -0.93583E+01    0.70540E+06   -0.82083E+02
   558    0.24966E+04    0.68305E+01   -0.81239E+01    0.70330E+06   -0.81294E+02
   559    0.24952E+04    0.69078E+01   -0.68959E+01    0.70120E+06   -0.80491E+02
   560    0.24937E+04    0.69895E+01   -0.56760E+01    0.69912E+06   -0.79675E+02
   561    0.24917E+04    0.70765E+01   -0.44643E+01    0.69704E+06   -0.78846E+02
   562    0.24898E+04    0.71687E+01   -0.32616E+01    0.69497E+06   -0.78004E+02
   563    0.24876E+04    0.72648E+01   -0.20666E+01    0.69291E+06   -0.77150E+02
   564    0.24852E+04    0.73670E+01   -0.88466E+00    0.69086E+06   -0.76284E+02
   565    0.24826E+04    0.74723E+01    0.28776E+00    0.68882E+06   -0.75405E+02
   566    0.24798E+04    0.75831E+01    0.14476E+01    0.68678E+06   -0.74514E+02
   567    0.24768E+04    0.76980E+01    0.25954E+01    0.68476E+06   -0.73612E+02
   568    0.24736E+04    0.78183E+01    0.37295E+01    0.68274E+06   -0.72698E+02
   569    0.24702E+04    0.79435E+01    0.48521E+01    0.68073E+06   -0.71772E+02
   570    0.24667E+04    0.80728E+01    0.59579E+01    0.67873E+06   -0.70835E+02
   571    0.24629E+04    0.82071E+01    0.70487E+01    0.67674E+06   -0.69886E+02
   572    0.24589E+04    0.83456E+01    0.81247E+01    0.67475E+06   -0.68927E+02
   573    0.24548E+04    0.84883E+01    0.91833E+01    0.67277E+06   -0.67957E+02
   574    0.24505E+04    0.86361E+01    0.10226E+02    0.67081E+06   -0.66976E+02
   575    0.24460E+04    0.87875E+01    0.11250E+02    0.66885E+06   -0.65985E+02
   576    0.24413E+04    0.89441E+01    0.12257E+02    0.66689E+06   -0.64983E+02
   577    0.24365E+04    0.91050E+01    0.13246E+02    0.66495E+06   -0.63971E+02
   578    0.24314E+04    0.92698E+01    0.14215E+02    0.66301E+06   -0.62949E+02
   579    0.24263E+04    0.94398E+01    0.15165E+02    0.66109E+06   -0.61917E+02
   580    0.24210E+04    0.96136E+01    0.16094E+02    0.65917E+06   -0.60876E+02
   581    0.24154E+04    0.97913E+01    0.17003E+02    0.65725E+06   -0.59825E+02
   582    0.24098E+04    0.99737E+01    0.17891E+02    0.65535E+06   -0.58765E+02
   583    0.24040E+04    0.10160E+02    0.18757E+02    0.65345E+06   -0.57695E+02
   584    0.23980E+04    0.10350E+02    0.19601E+02    0.65156E+06   -0.56617E+02
   585    0.23919E+04    0.10545E+02    0.20422E+02    0.64968E+06   -0.55529E+02
   586    0.23857E+04    0.10742E+02    0.21221E+02    0.64781E+06   -0.54434E+02
   587    0.23793E+04    0.10945E+02    0.21996E+02    0.64594E+06   -0.53329E+02
   588    0.23728E+04    0.11151E+02    0.22747E+02    0.64408E+06   -0.52216E+02
   589    0.23661E+04    0.11361E+02    0.23475E+02    0.64223E+06   -0.51095E+02
   590    0.23592E+04    0.11574E+02    0.24178E+02    0.64039E+06   -0.49967E+02
   591    0.23523E+04    0.11792E+02    0.24856E+02    0.63855E+06   -0.48830E+02
   592    0.23452E+04    0.12012E+02    0.25508E+02    0.63673E+06   -0.47685E+02
   593    0.23380E+04    0.12238E+02    0.26136E+02    0.63490E+06   -0.46534E+02
   594    0.23306E+04    0.12466E+02    0.26737E+02    0.63309E+06   -0.45374E+02
   595    0.23231E+04    0.12697E+02    0.27313E+02    0.63128E+06   -0.44208E+02
   596    0.23156E+04    0.12932E+02    0.27862E+02    0.62949E+06   -0.43035E+02
   597    0.23079E+04    0.13169E+02    0.28385E+02    0.62769E+06   -0.41855E+02
   598    0.23003E+04    0.13410E+02    0.28880E+02    0.62591E+06   -0.40668E+02
   599    0.22924E+04    0.13655E+02    0.29350E+02    0.62413E+06   -0.39475E+02
   600    0.22845E+04    0.13902E+02    0.29792E+02    0.62236E+06   -0.38275E+02
   601    0.22764E+04    0.14153E+02    0.30206E+02    0.62060E+06   -0.37070E+02
   602    0.22682E+04    0.14406E+02    0.30592E+02    0.61884E+06   -0.35858E+02
   603    0.22599E+04    0.14662E+02    0.30951E+02    0.61710E+06   -0.34641E+02
   604    0.22516E+04    0.14921E+02    0.31282E+02    0.61535E+06   -0.33417E+02
   605    0.22432E+04    0.15182E+02    0.31584E+02    0.61362E+06   -0.32188E+02
   606    0.22348E+04    0.15445E+02    0.31857E+02    0.61189E+06   -0.30954E+02
   607    0.22260E+04    0.15712E+02    0.32101E+02    0.61017E+06   -0.29715E+02
   608    0.22174E+04    0.15980E+02    0.32315E+02    0.60846E+06   -0.28470E+02
   609    0.22088E+04    0.16250E+02    0.32500E+02    0.60675E+06   -0.27220E+02
   610    0.22001E+04    0.16522E+02    0.32654E+02    0.60505E+06   -0.25965E+02
   611    0.21913E+04    0.16797E+02    0.32779E+02    0.60336E+06   -0.24706E+02
   612    0.21825E+04    0.17074E+02    0.32875E+02    0.60167E+06   -0.23441E+02
   613    0.21736E+04    0.17350E+02    0.32939E+02    0.59999E+06   -0.22173E+02
   614    0.21647E+04    0.17629E+02    0.32972E+02    0.59832E+06   -0.20900E+02
   615    0.21557E+04    0.17909E+02    0.32975E+02    0.59665E+06   -0.19622E+02
   616    0.21468E+04    0.18192E+02    0.32948E+02    0.59499E+06   -0.18341E+02
   617    0.21379E+04    0.18476E+02    0.32890E+02    0.59334E+06   -0.17056E+02
   618    0.21289E+04    0.18761E+02    0.32800E+02    0.59169E+06   -0.15766E+02
   619    0.21198E+04    0.19048E+02    0.32681E+02    0.59005E+06   -0.14474E+02
   620    0.21109E+04    0.19334E+02    0.32530E+02    0.58842E+06   -0.13177E+02
   621    0.21018E+04    0.19622E+02    0.32348E+02    0.58679E+06   -0.11877E+02
   622    0.20928E+04    0.19911E+02    0.32135E+02    0.58517E+06   -0.10574E+02
   623    0.20839E+04    0.20199E+02    0.31892E+02    0.58356E+06   -0.92677E+01
   624    0.20749E+04    0.20489E+02    0.31617E+02    0.58195E+06   -0.79584E+01
   625    0.20659E+04    0.20778E+02    0.31311E+02    0.58035E+06   -0.66462E+01
   626    0.20569E+04    0.21068E+02    0.30974E+02    0.57875E+06   -0.53312E+01
   627    0.20481E+04    0.21359E+02    0.30606E+02    0.57716E+06   -0.40136E+01
   628    0.20392E+04    0.21649E+02    0.30208E+02    0.57558E+06   -0.26935E+01
   629    0.20304E+04    0.21939E+02    0.29778E+02    0.57401E+06   -0.13711E+01
   630    0.20215E+04    0.22229E+02    0.29317E+02    0.57244E+06   -0.46530E-01
   631    0.20127E+04    0.22518E+02    0.28826E+02    0.57087E+06    0.12801E+01
   632    0.20040E+04    0.22807E+02    0.28304E+02    0.56932E+06    0.26088E+01
   633    0.19953E+04    0.23097E+02    0.27752E+02    0.56777E+06    0.39392E+01
   634    0.19867E+04    0.23384E+02    0.27170E+02    0.56622E+06    0.52713E+01
   635    0.19781E+04    0.23672E+02    0.26558E+02    0.56468E+06    0.66049E+01
   636    0.19695E+04    0.23961E+02    0.25916E+02    0.56315E+06    0.79399E+01
   637    0.19611E+04    0.24246E+02    0.25244E+02    0.56162E+06    0.92761E+01
   638    0.19527E+04    0.24532E+02    0.24543E+02    0.56010E+06    0.10613E+02
   639    0.19444E+04    0.24815E+02    0.23812E+02    0.55859E+06    0.11952E+02
   640    0.19362E+04    0.25099E+02    0.23053E+02    0.55708E+06    0.13291E+02
   641    0.19280E+04    0.25381E+02    0.22264E+02    0.55557E+06    0.14631E+02
   642    0.19198E+04    0.25661E+02    0.21447E+02    0.55408E+06    0.15972E+02
   643    0.19118E+04    0.25941E+02    0.20602E+02    0.55259E+06    0.17312E+02
   644    0.19040E+04    0.26218E+02    0.19729E+02    0.55110E+06    0.18654E+02
   645    0.18961E+04    0.26494E+02    0.18827E+02    0.54962E+06    0.19995E+02
   646    0.18883E+04    0.26769E+02    0.17898E+02    0.54815E+06    0.21337E+02
   647    0.18808E+04    0.27041E+02    0.16941E+02    0.54668E+06    0.22678E+02
   648    0.18732E+04    0.27312E+02    0.15958E+02    0.54522E+06    0.24019E+02
   649    0.18658E+04    0.27580E+02    0.14948E+02    0.54376E+06    0.25360E+02
   650    0.18584E+04    0.27847E+02    0.13912E+02    0.54231E+06    0.26700E+02
   651    0.18512E+04    0.28112E+02    0.12849E+02    0.54086E+06    0.28040E+02
   652    0.18440E+04    0.28375E+02    0.11760E+02    0.53942E+06    0.29379E+02
   653    0.18371E+04    0.28634E+02    0.10647E+02    0.53799E+06    0.30716E+02
   654    0.18302E+04    0.28892E+02    0.95106E+01    0.53656E+06    0.32053E+02
   655    0.18233E+04    0.29148E+02    0.83491E+01    0.53514E+06    0.33388E+02
   656    0.18167E+04    0.29400E+02    0.71643E+01    0.53372E+06    0.34721E+02
   657    0.18102E+04    0.29650E+02    0.59573E+01    0.53231E+06    0.36053E+02
   658    0.18037E+04    0.29897E+02    0.47275E+01    0.53090E+06    0.37383E+02
   659    0.17975E+04    0.30141E+02    0.34760E+01    0.52950E+06    0.38710E+02
   660    0.17914E+04    0.30381E+02    0.22036E+01    0.52810E+06    0.40035E+02
   661    0.17854E+04    0.30618E+02    0.91145E+00    0.52671E+06    0.41357E+02
   662    0.17796E+04    0.30853E+02   -0.40196E+00    0.52533E+06    0.42676E+02
   663    0.17739E+04    0.31084E+02   -0.17353E+01    0.52395E+06    0.43993E+02
   664    0.17683E+04    0.31311E+02   -0.30866E+01    0.52257E+06    0.45306E+02
   665    0.17629E+04    0.31534E+02   -0.44566E+01    0.52120E+06    0.46615E+02
   666    0.17576E+04    0.31754E+02   -0.58440E+01    0.51984E+06    0.47921E+02
   667    0.17525E+04    0.31969E+02   -0.72490E+01    0.51848E+06    0.49224E+02
   668    0.17475E+04    0.32182E+02   -0.86709E+01    0.51713E+06    0.50522E+02
   669    0.17428E+04    0.32389E+02   -0.10109E+02    0.51578E+06    0.51815E+02
   670    0.17381E+04    0.32593E+02   -0.11560E+02    0.51444E+06    0.53105E+02
   671    0.17337E+04    0.32794E+02   -0.13028E+02    0.51310E+06    0.54390E+02
   672    0.17293E+04    0.32989E+02   -0.14511E+02    0.51176E+06    0.55670E+02
   673    0.17252E+04    0.33181E+02   -0.16005E+02    0.51044E+06    0.56944E+02
   674    0.17212E+04    0.33368E+02   -0.17514E+02    0.50911E+06    0.58214E+02
   675    0.17175E+04    0.33551E+02   -0.19035E+02    0.50780E+06    0.59478E+02
   676    0.17138E+04    0.33728E+02   -0.20567E+02    0.50648E+06    0.60737E+02
   677    0.17103E+04    0.33902E+02   -0.22110E+02    0.50517E+06    0.61989E+02
   678    0.17071E+04    0.34070E+02   -0.23664E+02    0.50387E+06    0.63236E+02
   679    0.17040E+04    0.34234E+02   -0.25228E+02    0.50257E+06    0.64476E+02
   680    0.17011E+04    0.34394E+02   -0.26802E+02    0.50128E+06    0.65710E+02
   681    0.16984E+04    0.34548E+02   -0.28384E+02    0.49999E+06    0.66937E+02
   682    0.16958E+04    0.34696E+02   -0.29975E+02    0.49871E+06    0.68158E+02
   683    0.16935E+04    0.34842E+02   -0.31574E+02    0.49743E+06    0.69371E+02
   684    0.16913E+04    0.34980E+02   -0.33181E+02    0.49615E+06    0.70577E+02
   685    0.16892E+04    0.35114E+02   -0.34794E+02    0.49489E+06    0.71775E+02
   686    0.16873E+04    0.35243E+02   -0.36405E+02    0.49362E+06    0.72966E+02
   687    0.16858E+04    0.35367E+02   -0.38026E+02    0.49236E+06    0.74149E+02
   688    0.16843E+04    0.35485E+02   -0.39654E+02    0.49111E+06    0.75324E+02
   689    0.16830E+04    0.35597E+02   -0.41282E+02    0.48986E+06    0.76491E+02
   690    0.16818E+04    0.35706E+02   -0.42917E+02    0.48861E+06    0.77649E+02
   691    0.16809E+04    0.35807E+02   -0.44553E+02    0.48737E+06    0.78799E+02
   692    0.16802E+04    0.35905E+02   -0.46189E+02    0.48613E+06    0.79940E+02
   693    0.16797E+04    0.35996E+02   -0.47833E+02    0.48490E+06    0.81072E+02
   694    0.16792E+04    0.36082E+02   -0.49470E+02    0.48367E+06    0.82194E+02
   695    0.16791E+04    0.36164E+02   -0.51108E+02    0.48245E+06    0.83307E+02
   696    0.16791E+04    0.36239E+02   -0.52763E+02    0.48123E+06    0.84410E+02
   697    0.16793E+04    0.36309E+02   -0.54403E+02    0.48002E+06    0.85504E+02
   698    0.16797E+04    0.36373E+02   -0.56045E+02    0.47881E+06    0.86587E+02
   699    0.16802E+04    0.36432E+02   -0.57680E+02    0.47761E+06    0.87660E+02
   700    0.16810E+04    0.36484E+02   -0.59318E+02    0.47641E+06    0.88723E+02
   701    0.16819E+04    0.36532E+02   -0.60957E+02    0.47521E+06    0.89775E+02
   702    0.16830E+04    0.36574E+02   -0.62582E+02    0.47402E+06    0.90816E+02
   703    0.16843E+04    0.36611E+02   -0.64224E+02    0.47283E+06    0.91847E+02
   704    0.16858E+04    0.36642E+02   -0.65845E+02    0.47165E+06    0.92867E+02
   705    0.16874E+04    0.36667E+02   -0.67459E+02    0.47047E+06    0.93876E+02
   706    0.16892E+04    0.36687E+02   -0.69075E+02    0.46930E+06    0.94875E+02
   707    0.16911E+04    0.36701E+02   -0.70683E+02    0.46813E+06    0.95863E+02
   708    0.16933E+04    0.36710E+02   -0.72270E+02    0.46696E+06    0.96841E+02
   709    0.16956E+04    0.36712E+02   -0.73864E+02    0.46580E+06    0.97808E+02
   710    0.16982E+04    0.36709E+02   -0.75444E+02    0.46464E+06    0.98764E+02
   711    0.17008E+04    0.36701E+02   -0.77009E+02    0.46349E+06    0.99710E+02
   712    0.17037E+04    0.36687E+02   -0.78574E+02    0.46234E+06    0.10065E+03
   713    0.17068E+04    0.36667E+02   -0.80116E+02    0.46119E+06    0.10157E+03
   714    0.17099E+04    0.36643E+02   -0.81650E+02    0.46005E+06    0.10248E+03
   715    0.17132E+04    0.36612E+02   -0.83175E+02    0.45892E+06    0.10339E+03
   716    0.17167E+04    0.36575E+02   -0.84686E+02    0.45778E+06    0.10428E+03
   717    0.17204E+04    0.36534E+02   -0.86172E+02    0.45666E+06    0.10516E+03
   718    0.17242E+04    0.36487E+02   -0.87658E+02    0.45553E+06    0.10604E+03
   719    0.17281E+04    0.36432E+02   -0.89112E+02    0.45441E+06    0.10690E+03
   720    0.17322E+04    0.36374E+02   -0.90564E+02    0.45329E+06    0.10775E+03
   721    0.17365E+04    0.36311E+02   -0.91985E+02    0.45218E+06    0.10859E+03
   722    0.17409E+04    0.36241E+02   -0.93389E+02    0.45107E+06    0.10942E+03
   723    0.17455E+04    0.36167E+02   -0.94784E+02    0.44997E+06    0.11024E+03
   724    0.17502E+04    0.36086E+02   -0.96161E+02    0.44887E+06    0.11105E+03
   725    0.17550E+04    0.36001E+02   -0.97514E+02    0.44777E+06    0.11184E+03
   726    0.17600E+04    0.35912E+02   -0.98842E+02    0.44668E+06    0.11263E+03
   727    0.17651E+04    0.35816E+02   -0.10016E+03    0.44559E+06    0.11341E+03
   728    0.17703E+04    0.35714E+02   -0.10145E+03    0.44451E+06    0.11418E+03
   729    0.17757E+04    0.35608E+02   -0.10272E+03    0.44343E+06    0.11493E+03
   730    0.17811E+04    0.35497E+02   -0.10397E+03    0.44235E+06    0.11568E+03
   731    0.17868E+04    0.35379E+02   -0.10520E+03    0.44128E+06    0.11642E+03
   732    0.17926E+04    0.35259E+02   -0.10639E+03    0.44021E+06    0.11714E+03
   733    0.17985E+04    0.35132E+02   -0.10758E+03    0.43914E+06    0.11786E+03
   734    0.18045E+04    0.35001E+02   -0.10872E+03    0.43808E+06    0.11856E+03
   735    0.18107E+04    0.34863E+02   -0.10986E+03    0.43702E+06    0.11926E+03
   736    0.18168E+04    0.34721E+02   -0.11096E+03    0.43597E+06    0.11994E+03
   737    0.18232E+04    0.34576E+02   -0.11204E+03    0.43491E+06    0.12061E+03
   738    0.18296E+04    0.34426E+02   -0.11309E+03    0.43387E+06    0.12128E+03
   739    0.18361E+04    0.34270E+02   -0.11411E+03    0.43282E+06    0.12193E+03
   740    0.18428E+04    0.34110E+02   -0.11511E+03    0.43178E+06    0.12257E+03
   741    0.18495E+04    0.33944E+02   -0.11609E+03    0.43075E+06    0.12320E+03
   742    0.18564E+04    0.33776E+02   -0.11703E+03    0.42972E+06    0.12383E+03
   743    0.18633E+04    0.33604E+02   -0.11795E+03    0.42869E+06    0.12444E+03
   744    0.18704E+04    0.33426E+02   -0.11884E+03    0.42766E+06    0.12504E+03
   745    0.18776E+04    0.33244E+02   -0.11971E+03    0.42664E+06    0.12563E+03
   746    0.18847E+04    0.33059E+02   -0.12053E+03    0.42562E+06    0.12621E+03
   747    0.18919E+04    0.32868E+02   -0.12134E+03    0.42460E+06    0.12678E+03
   748    0.18993E+04    0.32674E+02   -0.12211E+03    0.42359E+06    0.12734E+03
   749    0.19068E+04    0.32475E+02   -0.12287E+03    0.42259E+06    0.12789E+03
   750    0.19143E+04    0.32273E+02   -0.12359E+03    0.42158E+06    0.12843E+03
   751    0.19219E+04    0.32066E+02   -0.12428E+03    0.42058E+06    0.12896E+03
   752    0.19296E+04    0.31857E+02   -0.12493E+03    0.41958E+06    0.12948E+03
   753    0.19374E+04    0.31643E+02   -0.12556E+03    0.41859E+06    0.12999E+03
   754    0.19451E+04    0.31426E+02   -0.12615E+03    0.41760E+06    0.13049E+03
   755    0.19530E+04    0.31205E+02   -0.12672E+03    0.41661E+06    0.13097E+03
   756    0.19608E+04    0.30981E+02   -0.12726E+03    0.41562E+06    0.13145E+03
   757    0.19689E+04    0.30755E+02   -0.12776E+03    0.41464E+06    0.13192E+03
   758    0.19768E+04    0.30525E+02   -0.12823E+03    0.41367E+06    0.13238E+03
   759    0.19848E+04    0.30291E+02   -0.12867E+03    0.41269E+06    0.13282E+03
   760    0.19929E+04    0.30055E+02   -0.12908E+03    0.41172E+06    0.13326E+03
   761    0.20009E+04    0.29816E+02   -0.12945E+03    0.41075E+06    0.13369E+03
   762    0.20091E+04    0.29575E+02   -0.12980E+03    0.40979E+06    0.13410E+03
   763    0.20172E+04    0.29332E+02   -0.13010E+03    0.40883E+06    0.13451E+03
   764    0.20254E+04    0.29086E+02   -0.13039E+03    0.40787E+06    0.13490E+03
   765    0.20335E+04    0.28837E+02   -0.13063E+03    0.40691E+06    0.13529E+03
   766    0.20417E+04    0.28587E+02   -0.13084E+03    0.40596E+06    0.13566E+03
   767    0.20498E+04    0.28335E+02   -0.13102E+03    0.40501E+06    0.13602E+03
   768    0.20580E+04    0.28081E+02   -0.13115E+03    0.40407E+06    0.13638E+03
   769    0.20662E+04    0.27824E+02   -0.13127E+03    0.40313E+06    0.13672E+03
   770    0.20743E+04    0.27566E+02   -0.13135E+03    0.40219E+06    0.13705E+03
   771    0.20825E+04    0.27307E+02   -0.13139E+03    0.40125E+06    0.13737E+03
   772    0.20906E+04    0.27046E+02   -0.13139E+03    0.40032E+06    0.13768E+03
   773    0.20987E+04    0.26785E+02   -0.13136E+03    0.39939E+06    0.13798E+03
   774    0.21067E+04    0.26522E+02   -0.13130E+03    0.39846E+06    0.13827E+03
   775    0.21148E+04    0.26258E+02   -0.13121E+03    0.39754E+06    0.13855E+03
   776    0.21227E+04    0.25993E+02   -0.13109E+03    0.39662E+06    0.13882E+03
   777    0.21307E+04    0.25727E+02   -0.13092E+03    0.39570E+06    0.13908E+03
   778    0.21388E+04    0.25461E+02   -0.13072E+03    0.39479E+06    0.13932E+03
   779    0.21466E+04    0.25194E+02   -0.13049E+03    0.39387E+06    0.13956E+03
   780    0.21544E+04    0.24925E+02   -0.13023E+03    0.39297E+06    0.13979E+03
   781    0.21622E+04    0.24658E+02   -0.12994E+03    0.39206E+06    0.14000E+03
   782    0.21699E+04    0.24389E+02   -0.12962E+03    0.39116E+06    0.14021E+03
   783    0.21777E+04    0.24121E+02   -0.12925E+03    0.39026E+06    0.14040E+03
   784    0.21853E+04    0.23852E+02   -0.12885E+03    0.38936E+06    0.14058E+03
   785    0.21928E+04    0.23583E+02   -0.12843E+03    0.38847E+06    0.14075E+03
   786    0.22003E+04    0.23315E+02   -0.12794E+03    0.38758E+06    0.14092E+03
   787    0.22077E+04    0.23047E+02   -0.12744E+03    0.38669E+06    0.14107E+03
   788    0.22150E+04    0.22778E+02   -0.12691E+03    0.38580E+06    0.14121E+03
   789    0.22223E+04    0.22509E+02   -0.12635E+03    0.38492E+06    0.14134E+03
   790    0.22296E+04    0.22243E+02   -0.12575E+03    0.38404E+06    0.14145E+03
   791    0.22367E+04    0.21976E+02   -0.12511E+03    0.38316E+06    0.14156E+03
   792    0.22437E+04    0.21711E+02   -0.12445E+03    0.38229E+06    0.14166E+03
   793    0.22506E+04    0.21447E+02   -0.12374E+03    0.38142E+06    0.14174E+03
   794    0.22574E+04    0.21184E+02   -0.12302E+03    0.38055E+06    0.14182E+03
   795    0.22641E+04    0.20921E+02   -0.12225E+03    0.37969E+06    0.14188E+03
   796    0.22709E+04    0.20660E+02   -0.12146E+03    0.37882E+06    0.14194E+03
   797    0.22774E+04    0.20399E+02   -0.12064E+03    0.37796E+06    0.14198E+03
   798    0.22838E+04    0.20141E+02   -0.11978E+03    0.37711E+06    0.14201E+03
   799    0.22902E+04    0.19883E+02   -0.11890E+03    0.37625E+06    0.14203E+03
   800    0.22965E+04    0.19627E+02   -0.11799E+03    0.37540E+06    0.14204E+03
   801    0.23027E+04    0.19373E+02   -0.11705E+03    0.37455E+06    0.14204E+03
   802    0.23086E+04    0.19120E+02   -0.11606E+03    0.37370E+06    0.14202E+03
   803    0.23146E+04    0.18868E+02   -0.11506E+03    0.37286E+06    0.14200E+03
   804    0.23204E+04    0.18618E+02   -0.11402E+03    0.37202E+06    0.14197E+03
   805    0.23261E+04    0.18371E+02   -0.11296E+03    0.37118E+06    0.14192E+03
   806    0.23317E+04    0.18125E+02   -0.11187E+03    0.37034E+06    0.14187E+03
   807    0.23371E+04    0.17883E+02   -0.11076E+03    0.36951E+06    0.14180E+03
   808    0.23423E+04    0.17643E+02   -0.10961E+03    0.36868E+06    0.14172E+03
   809    0.23476E+04    0.17405E+02   -0.10844E+03    0.36785E+06    0.14164E+03
   810    0.23526E+04    0.17170E+02   -0.10724E+03    0.36703E+06    0.14154E+03
   811    0.23574E+04    0.16938E+02   -0.10601E+03    0.36620E+06    0.14143E+03
   812    0.23622E+04    0.16710E+02   -0.10476E+03    0.36538E+06    0.14132E+03
   813    0.23667E+04    0.16483E+02   -0.10348E+03    0.36457E+06    0.14119E+03
   814    0.23713E+04    0.16260E+02   -0.10219E+03    0.36375E+06    0.14105E+03
   815    0.23756E+04    0.16041E+02   -0.10087E+03    0.36294E+06    0.14090E+03
   816    0.23797E+04    0.15825E+02   -0.99522E+02    0.36213E+06    0.14075E+03
   817    0.23837E+04    0.15612E+02   -0.98155E+02    0.36132E+06    0.14058E+03
   818    0.23876E+04    0.15403E+02   -0.96767E+02    0.36051E+06    0.14041E+03
   819    0.23913E+04    0.15198E+02   -0.95357E+02    0.35971E+06    0.14022E+03
   820    0.23949E+04    0.14996E+02   -0.93925E+02    0.35891E+06    0.14003E+03
   821    0.23982E+04    0.14797E+02   -0.92475E+02    0.35811E+06    0.13982E+03
   822    0.24015E+04    0.14604E+02   -0.91004E+02    0.35732E+06    0.13961E+03
   823    0.24045E+04    0.14414E+02   -0.89513E+02    0.35652E+06    0.13939E+03
   824    0.24073E+04    0.14229E+02   -0.88003E+02    0.35573E+06    0.13915E+03
   825    0.24100E+04    0.14047E+02   -0.86476E+02    0.35495E+06    0.13891E+03
   826    0.24125E+04    0.13871E+02   -0.84930E+02    0.35416E+06    0.13866E+03
   827    0.24148E+04    0.13699E+02   -0.83368E+02    0.35338E+06    0.13840E+03
   828    0.24171E+04    0.13531E+02   -0.81789E+02    0.35260E+06    0.13814E+03
   829    0.24190E+04    0.13368E+02   -0.80195E+02    0.35182E+06    0.13786E+03
   830    0.24209E+04    0.13210E+02   -0.78587E+02    0.35104E+06    0.13758E+03
   831    0.24226E+04    0.13056E+02   -0.76963E+02    0.35027E+06    0.13728E+03
   832    0.24240E+04    0.12906E+02   -0.75325E+02    0.34949E+06    0.13698E+03
   833    0.24253E+04    0.12762E+02   -0.73674E+02    0.34873E+06    0.13667E+03
   834    0.24264E+04    0.12622E+02   -0.72009E+02    0.34796E+06    0.13635E+03
   835    0.24274E+04    0.12489E+02   -0.70332E+02    0.34719E+06    0.13603E+03
   836    0.24280E+04    0.12359E+02   -0.68642E+02    0.34643E+06    0.13569E+03
   837    0.24286E+04    0.12234E+02   -0.66941E+02    0.34567E+06    0.13535E+03
   838    0.24289E+04    0.12116E+02   -0.65229E+02    0.34491E+06    0.13500E+03
   839    0.24290E+04    0.12001E+02   -0.63505E+02    0.34416E+06    0.13464E+03
   840    0.24290E+04    0.11894E+02   -0.61772E+02    0.34340E+06    0.13428E+03
   841    0.24288E+04    0.11790E+02   -0.60030E+02    0.34265E+06    0.13390E+03
   842    0.24284E+04    0.11691E+02   -0.58278E+02    0.34190E+06    0.13352E+03
   843    0.24278E+04    0.11598E+02   -0.56519E+02    0.34116E+06    0.13313E+03
   844    0.24269E+04    0.11511E+02   -0.54751E+02    0.34041E+06    0.13273E+03
   845    0.24260E+04    0.11428E+02   -0.52977E+02    0.33967E+06    0.13233E+03
   846    0.24249E+04    0.11353E+02   -0.51196E+02    0.33893E+06    0.13192E+03
   847    0.24236E+04    0.11281E+02   -0.49409E+02    0.33819E+06    0.13150E+03
   848    0.24221E+04    0.11215E+02   -0.47616E+02    0.33746E+06    0.13108E+03
   849    0.24203E+04    0.11154E+02   -0.45818E+02    0.33672E+06    0.13064E+03
   850    0.24185E+04    0.11100E+02   -0.44015E+02    0.33599E+06    0.13020E+03
   851    0.24164E+04    0.11051E+02   -0.42207E+02    0.33526E+06    0.12976E+03
   852    0.24141E+04    0.11008E+02   -0.40396E+02    0.33454E+06    0.12930E+03
   853    0.24117E+04    0.10970E+02   -0.38581E+02    0.33381E+06    0.12884E+03
   854    0.24090E+04    0.10938E+02   -0.36765E+02    0.33309E+06    0.12838E+03
   855    0.24061E+04    0.10912E+02   -0.34948E+02    0.33237E+06    0.12790E+03
   856    0.24032E+04    0.10890E+02   -0.33130E+02    0.33165E+06    0.12742E+03
   857    0.23999E+04    0.10874E+02   -0.31312E+02    0.33093E+06    0.12694E+03
   858    0.23965E+04    0.10866E+02   -0.29496E+02    0.33022E+06    0.12645E+03
   859    0.23928E+04    0.10861E+02   -0.27681E+02    0.32950E+06    0.12595E+03
   860    0.23891E+04    0.10862E+02   -0.25868E+02    0.32879E+06    0.12544E+03
   861    0.23852E+04    0.10870E+02   -0.24060E+02    0.32808E+06    0.12493E+03
   862    0.23810E+04    0.10883E+02   -0.22255E+02    0.32738E+06    0.12442E+03
   863    0.23767E+04    0.10902E+02   -0.20455E+02    0.32667E+06    0.12390E+03
   864    0.23722E+04    0.10926E+02   -0.18661E+02    0.32597E+06    0.12337E+03
   865    0.23674E+04    0.10956E+02   -0.16874E+02    0.32527E+06    0.12284E+03
   866    0.23627E+04    0.10992E+02   -0.15093E+02    0.32457E+06    0.12230E+03
   867    0.23577E+04    0.11034E+02   -0.13321E+02    0.32388E+06    0.12175E+03
   868    0.23525E+04    0.11081E+02   -0.11556E+02    0.32318E+06    0.12120E+03
   869    0.23471E+04    0.11134E+02   -0.98008E+01    0.32249E+06    0.12065E+03
