#    L    TT             EE             BB             TE             PP             TP             EP          
   482    0.20451E+04    0.12702E+02    0.00000E+00   -0.74400E+02    0.19172E-07   -0.50665E-05    0.13543E-05
   483    0.20554E+04    0.12532E+02    0.00000E+00   -0.74392E+02    0.19110E-07   -0.51197E-05    0.13371E-05
   484    0.20657E+04    0.12362E+02    0.00000E+00   -0.74349E+02    0.19048E-07   -0.51708E-05    0.13198E-05
   485    0.20762E+04    0.12193E+02    0.00000E+00   -0.74272E+02    0.18986E-07   -0.52200E-05    0.13023E-05
   486    0.20866E+04    0.12025E+02    0.00000E+00   -0.74165E+02    0.18925E-07   -0.52672E-05    0.12847E-05
   487    0.20969E+04    0.11858E+02    0.00000E+00   -0.74025E+02    0.18864E-07   -0.53124E-05    0.12669E-05
   488    0.21072E+04    0.11691E+02    0.00000E+00   -0.73853E+02    0.18803E-07   -0.53558E-05    0.12490E-05
   489    0.21175E+04    0.11526E+02    0.00000E+00   -0.73650E+02    0.18742E-07   -0.53972E-05    0.12310E-05
   490    0.21277E+04    0.11362E+02    0.00000E+00   -0.73414E+02    0.18682E-07   -0.54368E-05    0.12130E-05
   491    0.21378E+04    0.11198E+02    0.00000E+00   -0.73148E+02    0.18622E-07   -0.54745E-05    0.11949E-05
   492    0.21479E+04    0.11036E+02    0.00000E+00   -0.72852E+02    0.18562E-07   -0.55104E-05    0.11767E-05
   493    0.21580E+04    0.10874E+02    0.00000E+00   -0.72524E+02    0.18502E-07   -0.55445E-05    0.11586E-05
   494    0.21680E+04    0.10715E+02    0.00000E+00   -0.72166E+02    0.18443E-07   -0.55768E-05    0.11405E-05
   495    0.21779E+04    0.10557E+02    0.00000E+00   -0.71778E+02    0.18384E-07   -0.56074E-05    0.11224E-05
   496    0.21877E+04    0.10400E+02    0.00000E+00   -0.71361E+02    0.18325E-07   -0.56362E-05    0.11043E-05
   497    0.21975E+04    0.10245E+02    0.00000E+00   -0.70913E+02    0.18266E-07   -0.56634E-05    0.10863E-05
   498    0.22072E+04    0.10091E+02    0.00000E+00   -0.70438E+02    0.18208E-07   -0.56888E-05    0.10684E-05
   499    0.22169E+04    0.99396E+01    0.00000E+00   -0.69931E+02    0.18150E-07   -0.57126E-05    0.10506E-05
   500    0.22264E+04    0.97887E+01    0.00000E+00   -0.69399E+02    0.18092E-07   -0.57348E-05    0.10329E-05
   501    0.22357E+04    0.96406E+01    0.00000E+00   -0.68837E+02    0.18034E-07   -0.57554E-05    0.10154E-05
   502    0.22451E+04    0.94946E+01    0.00000E+00   -0.68247E+02    0.17977E-07   -0.57743E-05    0.99798E-06
   503    0.22543E+04    0.93499E+01    0.00000E+00   -0.67631E+02    0.17920E-07   -0.57917E-05    0.98072E-06
   504    0.22634E+04    0.92074E+01    0.00000E+00   -0.66987E+02    0.17863E-07   -0.58076E-05    0.96359E-06
   505    0.22725E+04    0.90678E+01    0.00000E+00   -0.66318E+02    0.17806E-07   -0.58218E-05    0.94660E-06
   506    0.22813E+04    0.89305E+01    0.00000E+00   -0.65622E+02    0.17750E-07   -0.58346E-05    0.92973E-06
   507    0.22902E+04    0.87952E+01    0.00000E+00   -0.64901E+02    0.17694E-07   -0.58458E-05    0.91299E-06
   508    0.22988E+04    0.86631E+01    0.00000E+00   -0.64155E+02    0.17638E-07   -0.58555E-05    0.89638E-06
   509    0.23073E+04    0.85332E+01    0.00000E+00   -0.63386E+02    0.17582E-07   -0.58638E-05    0.87988E-06
   510    0.23156E+04    0.84062E+01    0.00000E+00   -0.62593E+02    0.17527E-07   -0.58705E-05    0.86350E-06
   511    0.23238E+04    0.82818E+01    0.00000E+00   -0.61776E+02    0.17472E-07   -0.58759E-05    0.84723E-06
   512    0.23319E+04    0.81604E+01    0.00000E+00   -0.60937E+02    0.17417E-07   -0.58797E-05    0.83107E-06
   513    0.23398E+04    0.80419E+01    0.00000E+00   -0.60076E+02    0.17362E-07   -0.58822E-05    0.81501E-06
   514    0.23476E+04    0.79267E+01    0.00000E+00   -0.59194E+02    0.17307E-07   -0.58832E-05    0.79906E-06
   515    0.23552E+04    0.78146E+01    0.00000E+00   -0.58291E+02    0.17253E-07   -0.58828E-05    0.78322E-06
   516    0.23627E+04    0.77057E+01    0.00000E+00   -0.57367E+02    0.17199E-07   -0.58811E-05    0.76746E-06
   517    0.23699E+04    0.76003E+01    0.00000E+00   -0.56424E+02    0.17145E-07   -0.58779E-05    0.75181E-06
   518    0.23770E+04    0.74981E+01    0.00000E+00   -0.55462E+02    0.17091E-07   -0.58735E-05    0.73624E-06
   519    0.23840E+04    0.73995E+01    0.00000E+00   -0.54480E+02    0.17038E-07   -0.58677E-05    0.72076E-06
   520    0.23908E+04    0.73045E+01    0.00000E+00   -0.53481E+02    0.16985E-07   -0.58605E-05    0.70536E-06
   521    0.23973E+04    0.72130E+01    0.00000E+00   -0.52465E+02    0.16932E-07   -0.58521E-05    0.69005E-06
   522    0.24036E+04    0.71254E+01    0.00000E+00   -0.51432E+02    0.16879E-07   -0.58424E-05    0.67482E-06
   523    0.24099E+04    0.70414E+01    0.00000E+00   -0.50382E+02    0.16827E-07   -0.58314E-05    0.65966E-06
   524    0.24159E+04    0.69613E+01    0.00000E+00   -0.49318E+02    0.16775E-07   -0.58191E-05    0.64457E-06
   525    0.24216E+04    0.68851E+01    0.00000E+00   -0.48236E+02    0.16723E-07   -0.58056E-05    0.62955E-06
   526    0.24272E+04    0.68128E+01    0.00000E+00   -0.47141E+02    0.16671E-07   -0.57909E-05    0.61460E-06
   527    0.24328E+04    0.67445E+01    0.00000E+00   -0.46032E+02    0.16619E-07   -0.57749E-05    0.59971E-06
   528    0.24380E+04    0.66802E+01    0.00000E+00   -0.44911E+02    0.16568E-07   -0.57578E-05    0.58488E-06
   529    0.24431E+04    0.66202E+01    0.00000E+00   -0.43777E+02    0.16517E-07   -0.57395E-05    0.57011E-06
   530    0.24478E+04    0.65643E+01    0.00000E+00   -0.42631E+02    0.16466E-07   -0.57199E-05    0.55539E-06
   531    0.24526E+04    0.65125E+01    0.00000E+00   -0.41473E+02    0.16415E-07   -0.56993E-05    0.54072E-06
   532    0.24570E+04    0.64651E+01    0.00000E+00   -0.40304E+02    0.16364E-07   -0.56775E-05    0.52610E-06
   533    0.24612E+04    0.64220E+01    0.00000E+00   -0.39126E+02    0.16314E-07   -0.56546E-05    0.51152E-06
   534    0.24652E+04    0.63832E+01    0.00000E+00   -0.37938E+02    0.16264E-07   -0.56305E-05    0.49698E-06
   535    0.24690E+04    0.63490E+01    0.00000E+00   -0.36742E+02    0.16214E-07   -0.56054E-05    0.48248E-06
   536    0.24726E+04    0.63190E+01    0.00000E+00   -0.35536E+02    0.16164E-07   -0.55792E-05    0.46802E-06
   537    0.24760E+04    0.62936E+01    0.00000E+00   -0.34323E+02    0.16115E-07   -0.55519E-05    0.45358E-06
   538    0.24791E+04    0.62727E+01    0.00000E+00   -0.33103E+02    0.16066E-07   -0.55236E-05    0.43918E-06
   539    0.24821E+04    0.62562E+01    0.00000E+00   -0.31876E+02    0.16017E-07   -0.54943E-05    0.42480E-06
   540    0.24848E+04    0.62445E+01    0.00000E+00   -0.30644E+02    0.15968E-07   -0.54639E-05    0.41044E-06
   541    0.24873E+04    0.62372E+01    0.00000E+00   -0.29406E+02    0.15919E-07   -0.54325E-05    0.39610E-06
   542    0.24896E+04    0.62346E+01    0.00000E+00   -0.28164E+02    0.15871E-07   -0.54002E-05    0.38178E-06
   543    0.24916E+04    0.62367E+01    0.00000E+00   -0.26917E+02    0.15822E-07   -0.53668E-05    0.36747E-06
   544    0.24935E+04    0.62434E+01    0.00000E+00   -0.25667E+02    0.15774E-07   -0.53325E-05    0.35317E-06
   545    0.24951E+04    0.62548E+01    0.00000E+00   -0.24414E+02    0.15727E-07   -0.52973E-05    0.33888E-06
   546    0.24966E+04    0.62706E+01    0.00000E+00   -0.23158E+02    0.15679E-07   -0.52611E-05    0.32459E-06
   547    0.24977E+04    0.62911E+01    0.00000E+00   -0.21900E+02    0.15631E-07   -0.52241E-05    0.31030E-06
   548    0.24987E+04    0.63163E+01    0.00000E+00   -0.20641E+02    0.15584E-07   -0.51861E-05    0.29600E-06
   549    0.24995E+04    0.63463E+01    0.00000E+00   -0.19382E+02    0.15537E-07   -0.51472E-05    0.28170E-06
   550    0.25000E+04    0.63811E+01    0.00000E+00   -0.18122E+02    0.15490E-07   -0.51075E-05    0.26740E-06
   551    0.25004E+04    0.64207E+01    0.00000E+00   -0.16862E+02    0.15444E-07   -0.50669E-05    0.25308E-06
   552    0.25005E+04    0.64651E+01    0.00000E+00   -0.15604E+02    0.15397E-07   -0.50255E-05    0.23875E-06
   553    0.25004E+04    0.65129E+01    0.00000E+00   -0.14347E+02    0.15351E-07   -0.49833E-05    0.22441E-06
   554    0.25001E+04    0.65671E+01    0.00000E+00   -0.13094E+02    0.15305E-07   -0.49402E-05    0.21006E-06
   555    0.24996E+04    0.66256E+01    0.00000E+00   -0.11844E+02    0.15259E-07   -0.48963E-05    0.19571E-06
   556    0.24988E+04    0.66890E+01    0.00000E+00   -0.10598E+02    0.15213E-07   -0.48516E-05    0.18136E-06
   557    0.24978E+04    0.67568E+01    0.00000E+00   -0.93583E+01    0.15168E-07   -0.48062E-05    0.16701E-06
   558    0.24966E+04    0.68305E+01    0.00000E+00   -0.81239E+01    0.15122E-07   -0.47599E-05    0.15266E-06
   559    0.24952E+04    0.69078E+01    0.00000E+00   -0.68959E+01    0.15077E-07   -0.47129E-05    0.13831E-06
   560    0.24937E+04    0.69895E+01    0.00000E+00   -0.56760E+01    0.15032E-07   -0.46651E-05    0.12397E-06
   561    0.24917E+04    0.70765E+01    0.00000E+00   -0.44643E+01    0.14988E-07   -0.46165E-05    0.10964E-06
   562    0.24898E+04    0.71687E+01    0.00000E+00   -0.32616E+01    0.14943E-07   -0.45672E-05    0.95311E-07
   563    0.24876E+04    0.72648E+01    0.00000E+00   -0.20666E+01    0.14899E-07   -0.45172E-05    0.80997E-07
   564    0.24852E+04    0.73670E+01    0.00000E+00   -0.88466E+00    0.14854E-07   -0.44664E-05    0.66696E-07
   565    0.24826E+04    0.74723E+01    0.00000E+00    0.28776E+00    0.14810E-07   -0.44150E-05    0.52410E-07
   566    0.24798E+04    0.75831E+01    0.00000E+00    0.14476E+01    0.14767E-07   -0.43628E-05    0.38141E-07
   567    0.24768E+04    0.76980E+01    0.00000E+00    0.25954E+01    0.14723E-07   -0.43099E-05    0.23891E-07
   568    0.24736E+04    0.78183E+01    0.00000E+00    0.37295E+01    0.14679E-07   -0.42564E-05    0.96615E-08
   569    0.24702E+04    0.79435E+01    0.00000E+00    0.48521E+01    0.14636E-07   -0.42022E-05   -0.45448E-08
   570    0.24667E+04    0.80728E+01    0.00000E+00    0.59579E+01    0.14593E-07   -0.41473E-05   -0.18726E-07
   571    0.24629E+04    0.82071E+01    0.00000E+00    0.70487E+01    0.14550E-07   -0.40917E-05   -0.32881E-07
   572    0.24589E+04    0.83456E+01    0.00000E+00    0.81247E+01    0.14507E-07   -0.40355E-05   -0.47007E-07
   573    0.24548E+04    0.84883E+01    0.00000E+00    0.91833E+01    0.14465E-07   -0.39787E-05   -0.61102E-07
   574    0.24505E+04    0.86361E+01    0.00000E+00    0.10226E+02    0.14422E-07   -0.39213E-05   -0.75165E-07
   575    0.24460E+04    0.87875E+01    0.00000E+00    0.11250E+02    0.14380E-07   -0.38632E-05   -0.89193E-07
   576    0.24413E+04    0.89441E+01    0.00000E+00    0.12257E+02    0.14338E-07   -0.38045E-05   -0.10318E-06
   577    0.24365E+04    0.91050E+01    0.00000E+00    0.13246E+02    0.14296E-07   -0.37453E-05   -0.11714E-06
   578    0.24314E+04    0.92698E+01    0.00000E+00    0.14215E+02    0.14254E-07   -0.36854E-05   -0.13105E-06
   579    0.24263E+04    0.94398E+01    0.00000E+00    0.15165E+02    0.14213E-07   -0.36250E-05   -0.14492E-06
   580    0.24210E+04    0.96136E+01    0.00000E+00    0.16094E+02    0.14172E-07   -0.35640E-05   -0.15875E-06
   581    0.24154E+04    0.97913E+01    0.00000E+00    0.17003E+02    0.14130E-07   -0.35025E-05   -0.17253E-06
   582    0.24098E+04    0.99737E+01    0.00000E+00    0.17891E+02    0.14089E-07   -0.34404E-05   -0.18626E-06
   583    0.24040E+04    0.10160E+02    0.00000E+00    0.18757E+02    0.14048E-07   -0.33778E-05   -0.19994E-06
   584    0.23980E+04    0.10350E+02    0.00000E+00    0.19601E+02    0.14008E-07   -0.33146E-05   -0.21357E-06
   585    0.23919E+04    0.10545E+02    0.00000E+00    0.20422E+02    0.13967E-07   -0.32509E-05   -0.22714E-06
   586    0.23857E+04    0.10742E+02    0.00000E+00    0.21221E+02    0.13927E-07   -0.31868E-05   -0.24066E-06
   587    0.23793E+04    0.10945E+02    0.00000E+00    0.21996E+02    0.13887E-07   -0.31221E-05   -0.25412E-06
   588    0.23728E+04    0.11151E+02    0.00000E+00    0.22747E+02    0.13847E-07   -0.30569E-05   -0.26753E-06
   589    0.23661E+04    0.11361E+02    0.00000E+00    0.23475E+02    0.13807E-07   -0.29913E-05   -0.28086E-06
   590    0.23592E+04    0.11574E+02    0.00000E+00    0.24178E+02    0.13767E-07   -0.29252E-05   -0.29414E-06
   591    0.23523E+04    0.11792E+02    0.00000E+00    0.24856E+02    0.13728E-07   -0.28586E-05   -0.30735E-06
   592    0.23452E+04    0.12012E+02    0.00000E+00    0.25508E+02    0.13688E-07   -0.27916E-05   -0.32049E-06
   593    0.23380E+04    0.12238E+02    0.00000E+00    0.26136E+02    0.13649E-07   -0.27242E-05   -0.33356E-06
   594    0.23306E+04    0.12466E+02    0.00000E+00    0.26737E+02    0.13610E-07   -0.26563E-05   -0.34656E-06
   595    0.23231E+04    0.12697E+02    0.00000E+00    0.27313E+02    0.13571E-07   -0.25880E-05   -0.35949E-06
   596    0.23156E+04    0.12932E+02    0.00000E+00    0.27862E+02    0.13532E-07   -0.25193E-05   -0.37234E-06
   597    0.23079E+04    0.13169E+02    0.00000E+00    0.28385E+02    0.13494E-07   -0.24502E-05   -0.38512E-06
   598    0.23003E+04    0.13410E+02    0.00000E+00    0.28880E+02    0.13455E-07   -0.23808E-05   -0.39781E-06
   599    0.22924E+04    0.13655E+02    0.00000E+00    0.29350E+02    0.13417E-07   -0.23109E-05   -0.41042E-06
   600    0.22845E+04    0.13902E+02    0.00000E+00    0.29792E+02    0.13379E-07   -0.22407E-05   -0.42295E-06
   601    0.22764E+04    0.14153E+02    0.00000E+00    0.30206E+02    0.13341E-07   -0.21701E-05   -0.43540E-06
   602    0.22682E+04    0.14406E+02    0.00000E+00    0.30592E+02    0.13303E-07   -0.20991E-05   -0.44776E-06
   603    0.22599E+04    0.14662E+02    0.00000E+00    0.30951E+02    0.13265E-07   -0.20279E-05   -0.46003E-06
   604    0.22516E+04    0.14921E+02    0.00000E+00    0.31282E+02    0.13228E-07   -0.19562E-05   -0.47221E-06
   605    0.22432E+04    0.15182E+02    0.00000E+00    0.31584E+02    0.13190E-07   -0.18843E-05   -0.48431E-06
   606    0.22348E+04    0.15445E+02    0.00000E+00    0.31857E+02    0.13153E-07   -0.18120E-05   -0.49631E-06
   607    0.22260E+04    0.15712E+02    0.00000E+00    0.32101E+02    0.13116E-07   -0.17395E-05   -0.50823E-06
   608    0.22174E+04    0.15980E+02    0.00000E+00    0.32315E+02    0.13079E-07   -0.16666E-05   -0.52005E-06
   609    0.22088E+04    0.16250E+02    0.00000E+00    0.32500E+02    0.13043E-07   -0.15934E-05   -0.53179E-06
   610    0.22001E+04    0.16522E+02    0.00000E+00    0.32654E+02    0.13006E-07   -0.15200E-05   -0.54342E-06
   611    0.21913E+04    0.16797E+02    0.00000E+00    0.32779E+02    0.12969E-07   -0.14462E-05   -0.55497E-06
   612    0.21825E+04    0.17074E+02    0.00000E+00    0.32875E+02    0.12933E-07   -0.13722E-05   -0.56642E-06
   613    0.21736E+04    0.17350E+02    0.00000E+00    0.32939E+02    0.12897E-07   -0.12979E-05   -0.57778E-06
   614    0.21647E+04    0.17629E+02    0.00000E+00    0.32972E+02    0.12861E-07   -0.12234E-05   -0.58904E-06
   615    0.21557E+04    0.17909E+02    0.00000E+00    0.32975E+02    0.12825E-07   -0.11486E-05   -0.60020E-06
   616    0.21468E+04    0.18192E+02    0.00000E+00    0.32948E+02    0.12789E-07   -0.10736E-05   -0.61126E-06
   617    0.21379E+04    0.18476E+02    0.00000E+00    0.32890E+02    0.12754E-07   -0.99838E-06   -0.62223E-06
   618    0.21289E+04    0.18761E+02    0.00000E+00    0.32800E+02    0.12718E-07   -0.92291E-06   -0.63310E-06
   619    0.21198E+04    0.19048E+02    0.00000E+00    0.32681E+02    0.12683E-07   -0.84723E-06   -0.64386E-06
   620    0.21109E+04    0.19334E+02    0.00000E+00    0.32530E+02    0.12648E-07   -0.77134E-06   -0.65453E-06
   621    0.21018E+04    0.19622E+02    0.00000E+00    0.32348E+02    0.12613E-07   -0.69524E-06   -0.66509E-06
   622    0.20928E+04    0.19911E+02    0.00000E+00    0.32135E+02    0.12578E-07   -0.61896E-06   -0.67555E-06
   623    0.20839E+04    0.20199E+02    0.00000E+00    0.31892E+02    0.12543E-07   -0.54249E-06   -0.68590E-06
   624    0.20749E+04    0.20489E+02    0.00000E+00    0.31617E+02    0.12508E-07   -0.46585E-06   -0.69615E-06
   625    0.20659E+04    0.20778E+02    0.00000E+00    0.31311E+02    0.12474E-07   -0.38903E-06   -0.70630E-06
   626    0.20569E+04    0.21068E+02    0.00000E+00    0.30974E+02    0.12440E-07   -0.31206E-06   -0.71634E-06
   627    0.20481E+04    0.21359E+02    0.00000E+00    0.30606E+02    0.12405E-07   -0.23493E-06   -0.72627E-06
   628    0.20392E+04    0.21649E+02    0.00000E+00    0.30208E+02    0.12371E-07   -0.15766E-06   -0.73610E-06
   629    0.20304E+04    0.21939E+02    0.00000E+00    0.29778E+02    0.12337E-07   -0.80258E-07   -0.74581E-06
   630    0.20215E+04    0.22229E+02    0.00000E+00    0.29317E+02    0.12304E-07   -0.27236E-08   -0.75542E-06
   631    0.20127E+04    0.22518E+02    0.00000E+00    0.28826E+02    0.12270E-07    0.74932E-07   -0.76491E-06
   632    0.20040E+04    0.22807E+02    0.00000E+00    0.28304E+02    0.12236E-07    0.15270E-06   -0.77430E-06
   633    0.19953E+04    0.23097E+02    0.00000E+00    0.27752E+02    0.12203E-07    0.23057E-06   -0.78357E-06
   634    0.19867E+04    0.23384E+02    0.00000E+00    0.27170E+02    0.12170E-07    0.30854E-06   -0.79273E-06
   635    0.19781E+04    0.23672E+02    0.00000E+00    0.26558E+02    0.12137E-07    0.38660E-06   -0.80177E-06
   636    0.19695E+04    0.23961E+02    0.00000E+00    0.25916E+02    0.12104E-07    0.46474E-06   -0.81070E-06
   637    0.19611E+04    0.24246E+02    0.00000E+00    0.25244E+02    0.12071E-07    0.54295E-06   -0.81952E-06
   638    0.19527E+04    0.24532E+02    0.00000E+00    0.24543E+02    0.12038E-07    0.62123E-06   -0.82821E-06
   639    0.19444E+04    0.24815E+02    0.00000E+00    0.23812E+02    0.12005E-07    0.69957E-06   -0.83679E-06
   640    0.19362E+04    0.25099E+02    0.00000E+00    0.23053E+02    0.11973E-07    0.77795E-06   -0.84526E-06
   641    0.19280E+04    0.25381E+02    0.00000E+00    0.22264E+02    0.11941E-07    0.85637E-06   -0.85360E-06
   642    0.19198E+04    0.25661E+02    0.00000E+00    0.21447E+02    0.11908E-07    0.93483E-06   -0.86182E-06
   643    0.19118E+04    0.25941E+02    0.00000E+00    0.20602E+02    0.11876E-07    0.10133E-05   -0.86993E-06
   644    0.19040E+04    0.26218E+02    0.00000E+00    0.19729E+02    0.11844E-07    0.10918E-05   -0.87791E-06
   645    0.18961E+04    0.26494E+02    0.00000E+00    0.18827E+02    0.11812E-07    0.11703E-05   -0.88577E-06
   646    0.18883E+04    0.26769E+02    0.00000E+00    0.17898E+02    0.11781E-07    0.12488E-05   -0.89351E-06
   647    0.18808E+04    0.27041E+02    0.00000E+00    0.16941E+02    0.11749E-07    0.13274E-05   -0.90112E-06
   648    0.18732E+04    0.27312E+02    0.00000E+00    0.15958E+02    0.11718E-07    0.14058E-05   -0.90861E-06
   649    0.18658E+04    0.27580E+02    0.00000E+00    0.14948E+02    0.11686E-07    0.14843E-05   -0.91597E-06
   650    0.18584E+04    0.27847E+02    0.00000E+00    0.13912E+02    0.11655E-07    0.15628E-05   -0.92321E-06
   651    0.18512E+04    0.28112E+02    0.00000E+00    0.12849E+02    0.11624E-07    0.16412E-05   -0.93031E-06
   652    0.18440E+04    0.28375E+02    0.00000E+00    0.11760E+02    0.11593E-07    0.17195E-05   -0.93730E-06
   653    0.18371E+04    0.28634E+02    0.00000E+00    0.10647E+02    0.11562E-07    0.17978E-05   -0.94415E-06
   654    0.18302E+04    0.28892E+02    0.00000E+00    0.95106E+01    0.11531E-07    0.18760E-05   -0.95088E-06
   655    0.18233E+04    0.29148E+02    0.00000E+00    0.83491E+01    0.11501E-07    0.19542E-05   -0.95747E-06
   656    0.18167E+04    0.29400E+02    0.00000E+00    0.71643E+01    0.11470E-07    0.20322E-05   -0.96394E-06
   657    0.18102E+04    0.29650E+02    0.00000E+00    0.59573E+01    0.11440E-07    0.21101E-05   -0.97029E-06
   658    0.18037E+04    0.29897E+02    0.00000E+00    0.47275E+01    0.11409E-07    0.21879E-05   -0.97650E-06
   659    0.17975E+04    0.30141E+02    0.00000E+00    0.34760E+01    0.11379E-07    0.22656E-05   -0.98259E-06
   660    0.17914E+04    0.30381E+02    0.00000E+00    0.22036E+01    0.11349E-07    0.23431E-05   -0.98855E-06
   661    0.17854E+04    0.30618E+02    0.00000E+00    0.91145E+00    0.11319E-07    0.24205E-05   -0.99438E-06
   662    0.17796E+04    0.30853E+02    0.00000E+00   -0.40196E+00    0.11289E-07    0.24977E-05   -0.10001E-05
   663    0.17739E+04    0.31084E+02    0.00000E+00   -0.17353E+01    0.11260E-07    0.25748E-05   -0.10057E-05
   664    0.17683E+04    0.31311E+02    0.00000E+00   -0.30866E+01    0.11230E-07    0.26516E-05   -0.10111E-05
   665    0.17629E+04    0.31534E+02    0.00000E+00   -0.44566E+01    0.11201E-07    0.27282E-05   -0.10164E-05
   666    0.17576E+04    0.31754E+02    0.00000E+00   -0.58440E+01    0.11171E-07    0.28047E-05   -0.10216E-05
   667    0.17525E+04    0.31969E+02    0.00000E+00   -0.72490E+01    0.11142E-07    0.28809E-05   -0.10267E-05
   668    0.17475E+04    0.32182E+02    0.00000E+00   -0.86709E+01    0.11113E-07    0.29568E-05   -0.10316E-05
   669    0.17428E+04    0.32389E+02    0.00000E+00   -0.10109E+02    0.11084E-07    0.30325E-05   -0.10364E-05
   670    0.17381E+04    0.32593E+02    0.00000E+00   -0.11560E+02    0.11055E-07    0.31080E-05   -0.10411E-05
   671    0.17337E+04    0.32794E+02    0.00000E+00   -0.13028E+02    0.11026E-07    0.31832E-05   -0.10456E-05
   672    0.17293E+04    0.32989E+02    0.00000E+00   -0.14511E+02    0.10997E-07    0.32581E-05   -0.10500E-05
   673    0.17252E+04    0.33181E+02    0.00000E+00   -0.16005E+02    0.10969E-07    0.33327E-05   -0.10543E-05
   674    0.17212E+04    0.33368E+02    0.00000E+00   -0.17514E+02    0.10940E-07    0.34070E-05   -0.10585E-05
   675    0.17175E+04    0.33551E+02    0.00000E+00   -0.19035E+02    0.10912E-07    0.34809E-05   -0.10625E-05
   676    0.17138E+04    0.33728E+02    0.00000E+00   -0.20567E+02    0.10884E-07    0.35546E-05   -0.10664E-05
   677    0.17103E+04    0.33902E+02    0.00000E+00   -0.22110E+02    0.10856E-07    0.36279E-05   -0.10702E-05
   678    0.17071E+04    0.34070E+02    0.00000E+00   -0.23664E+02    0.10827E-07    0.37008E-05   -0.10738E-05
   679    0.17040E+04    0.34234E+02    0.00000E+00   -0.25228E+02    0.10800E-07    0.37734E-05   -0.10773E-05
   680    0.17011E+04    0.34394E+02    0.00000E+00   -0.26802E+02    0.10772E-07    0.38456E-05   -0.10807E-05
   681    0.16984E+04    0.34548E+02    0.00000E+00   -0.28384E+02    0.10744E-07    0.39174E-05   -0.10839E-05
   682    0.16958E+04    0.34696E+02    0.00000E+00   -0.29975E+02    0.10716E-07    0.39888E-05   -0.10870E-05
   683    0.16935E+04    0.34842E+02    0.00000E+00   -0.31574E+02    0.10689E-07    0.40598E-05   -0.10900E-05
   684    0.16913E+04    0.34980E+02    0.00000E+00   -0.33181E+02    0.10661E-07    0.41304E-05   -0.10929E-05
   685    0.16892E+04    0.35114E+02    0.00000E+00   -0.34794E+02    0.10634E-07    0.42005E-05   -0.10956E-05
   686    0.16873E+04    0.35243E+02    0.00000E+00   -0.36405E+02    0.10607E-07    0.42702E-05   -0.10982E-05
   687    0.16858E+04    0.35367E+02    0.00000E+00   -0.38026E+02    0.10580E-07    0.43394E-05   -0.11007E-05
   688    0.16843E+04    0.35485E+02    0.00000E+00   -0.39654E+02    0.10553E-07    0.44081E-05   -0.11030E-05
   689    0.16830E+04    0.35597E+02    0.00000E+00   -0.41282E+02    0.10526E-07    0.44764E-05   -0.11052E-05
   690    0.16818E+04    0.35706E+02    0.00000E+00   -0.42917E+02    0.10499E-07    0.45442E-05   -0.11073E-05
   691    0.16809E+04    0.35807E+02    0.00000E+00   -0.44553E+02    0.10472E-07    0.46114E-05   -0.11092E-05
   692    0.16802E+04    0.35905E+02    0.00000E+00   -0.46189E+02    0.10446E-07    0.46782E-05   -0.11110E-05
   693    0.16797E+04    0.35996E+02    0.00000E+00   -0.47833E+02    0.10419E-07    0.47444E-05   -0.11127E-05
   694    0.16792E+04    0.36082E+02    0.00000E+00   -0.49470E+02    0.10393E-07    0.48101E-05   -0.11143E-05
   695    0.16791E+04    0.36164E+02    0.00000E+00   -0.51108E+02    0.10366E-07    0.48752E-05   -0.11157E-05
   696    0.16791E+04    0.36239E+02    0.00000E+00   -0.52763E+02    0.10340E-07    0.49397E-05   -0.11170E-05
   697    0.16793E+04    0.36309E+02    0.00000E+00   -0.54403E+02    0.10314E-07    0.50037E-05   -0.11181E-05
   698    0.16797E+04    0.36373E+02    0.00000E+00   -0.56045E+02    0.10288E-07    0.50671E-05   -0.11191E-05
   699    0.16802E+04    0.36432E+02    0.00000E+00   -0.57680E+02    0.10262E-07    0.51299E-05   -0.11200E-05
   700    0.16810E+04    0.36484E+02    0.00000E+00   -0.59318E+02    0.10236E-07    0.51921E-05   -0.11208E-05
   701    0.16819E+04    0.36532E+02    0.00000E+00   -0.60957E+02    0.10211E-07    0.52536E-05   -0.11214E-05
   702    0.16830E+04    0.36574E+02    0.00000E+00   -0.62582E+02    0.10185E-07    0.53145E-05   -0.11219E-05
   703    0.16843E+04    0.36611E+02    0.00000E+00   -0.64224E+02    0.10159E-07    0.53748E-05   -0.11223E-05
   704    0.16858E+04    0.36642E+02    0.00000E+00   -0.65845E+02    0.10134E-07    0.54345E-05   -0.11225E-05
   705    0.16874E+04    0.36667E+02    0.00000E+00   -0.67459E+02    0.10109E-07    0.54936E-05   -0.11226E-05
   706    0.16892E+04    0.36687E+02    0.00000E+00   -0.69075E+02    0.10083E-07    0.55520E-05   -0.11226E-05
   707    0.16911E+04    0.36701E+02    0.00000E+00   -0.70683E+02    0.10058E-07    0.56098E-05   -0.11225E-05
   708    0.16933E+04    0.36710E+02    0.00000E+00   -0.72270E+02    0.10033E-07    0.56670E-05   -0.11222E-05
   709    0.16956E+04    0.36712E+02    0.00000E+00   -0.73864E+02    0.10008E-07    0.57236E-05   -0.11218E-05
   710    0.16982E+04    0.36709E+02    0.00000E+00   -0.75444E+02    0.99831E-08    0.57795E-05   -0.11213E-05
