#    L    TT             EE             BB             TE          
   226    0.55768E+04    0.85397E+00    0.16464E-01    0.14039E+02
   227    0.55767E+04    0.87700E+00    0.16625E-01    0.15547E+02
   228    0.55761E+04    0.90145E+00    0.16786E-01    0.17065E+02
   229    0.55750E+04    0.92740E+00    0.16948E-01    0.18591E+02
   230    0.55732E+04    0.95486E+00    0.17111E-01    0.20126E+02
   231    0.55708E+04    0.98389E+00    0.17274E-01    0.21670E+02
   232    0.55678E+04    0.10144E+01    0.17437E-01    0.23220E+02
   233    0.55644E+04    0.10467E+01    0.17601E-01    0.24777E+02
   234    0.55601E+04    0.10805E+01    0.17765E-01    0.26340E+02
   235    0.55554E+04    0.11159E+01    0.17930E-01    0.27908E+02
   236    0.55501E+04    0.11530E+01    0.18095E-01    0.29482E+02
   237    0.55441E+04    0.11918E+01    0.18260E-01    0.31059E+02
   238    0.55376E+04    0.12324E+01    0.18425E-01    0.32641E+02
   239    0.55306E+04    0.12746E+01    0.18591E-01    0.34226E+02
   240    0.55228E+04    0.13186E+01    0.18758E-01    0.35812E+02
   241    0.55146E+04    0.13644E+01    0.18924E-01    0.37401E+02
   242    0.55058E+04    0.14119E+01    0.19091E-01    0.38991E+02
   243    0.54965E+04    0.14612E+01    0.19258E-01    0.40581E+02
   244    0.54865E+04    0.15124E+01    0.19425E-01    0.42173E+02
   245    0.54760E+04    0.15654E+01    0.19592E-01    0.43762E+02
   246    0.54649E+04    0.16202E+01    0.19760E-01    0.45351E+02
   247    0.54533E+04    0.16768E+01    0.19927E-01    0.46938E+02
   248    0.54411E+04    0.17356E+01    0.20095E-01    0.48522E+02
   249    0.54285E+04    0.17960E+01    0.20262E-01    0.50104E+02
   250    0.54153E+04    0.18584E+01    0.20430E-01    0.51682E+02
   251    0.54016E+04    0.19226E+01    0.20598E-01    0.53256E+02
   252    0.53873E+04    0.19888E+01    0.20766E-01    0.54825E+02
   253    0.53726E+04    0.20569E+01    0.20933E-01    0.56387E+02
   254    0.53574E+04    0.21270E+01    0.21101E-01    0.57944E+02
   255    0.53416E+04    0.21989E+01    0.21269E-01    0.59494E+02
   256    0.53254E+04    0.22730E+01    0.21436E-01    0.61037E+02
   257    0.53087E+04    0.23489E+01    0.21604E-01    0.62567E+02
   258    0.52914E+04    0.24270E+01    0.21771E-01    0.64094E+02
   259    0.52737E+04    0.25070E+01    0.21938E-01    0.65604E+02
   260    0.52557E+04    0.25891E+01    0.22105E-01    0.67113E+02
   261    0.52371E+04    0.26731E+01    0.22272E-01    0.68597E+02
   262    0.52179E+04    0.27593E+01    0.22439E-01    0.70079E+02
   263    0.51986E+04    0.28475E+01    0.22605E-01    0.71552E+02
