#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.265623E+00   0.712024E+06   0.708684E+06   0.175264E+01   0.105577E+01   0.000000E+00   0.711463E+06   0.711463E+06   0.711463E+06  -0.313836E-01   0.408229E+06   0.408187E+06   0.526905E-01
   0.270751E+00   0.689654E+06   0.686301E+06   0.163386E+01   0.984219E+00   0.000000E+00   0.689091E+06   0.689091E+06   0.689091E+06  -0.303968E-01   0.395393E+06   0.395351E+06   0.512920E-01
   0.275878E+00   0.668862E+06   0.665528E+06   0.152623E+01   0.919390E+00   0.000000E+00   0.668302E+06   0.668302E+06   0.668302E+06  -0.294799E-01   0.383465E+06   0.383424E+06   0.495919E-01
   0.281005E+00   0.650034E+06   0.646762E+06   0.142963E+01   0.861204E+00   0.000000E+00   0.649484E+06   0.649484E+06   0.649484E+06  -0.286499E-01   0.372667E+06   0.372627E+06   0.475287E-01
   0.286132E+00   0.633202E+06   0.630037E+06   0.134317E+01   0.809123E+00   0.000000E+00   0.632671E+06   0.632671E+06   0.632671E+06  -0.279083E-01   0.363020E+06   0.362981E+06   0.451736E-01
   0.291260E+00   0.618047E+06   0.615017E+06   0.126530E+01   0.762219E+00   0.000000E+00   0.617538E+06   0.617538E+06   0.617538E+06  -0.272409E-01   0.354337E+06   0.354300E+06   0.426835E-01
   0.296387E+00   0.604042E+06   0.601156E+06   0.119424E+01   0.719417E+00   0.000000E+00   0.603557E+06   0.603557E+06   0.603557E+06  -0.266242E-01   0.346315E+06   0.346279E+06   0.402445E-01
   0.301514E+00   0.590649E+06   0.587900E+06   0.112842E+01   0.679769E+00   0.000000E+00   0.590188E+06   0.590188E+06   0.590188E+06  -0.260345E-01   0.338644E+06   0.338609E+06   0.380210E-01
   0.306641E+00   0.577441E+06   0.574804E+06   0.106662E+01   0.642542E+00   0.000000E+00   0.576999E+06   0.576999E+06   0.576999E+06  -0.254527E-01   0.331076E+06   0.331043E+06   0.361183E-01
   0.311769E+00   0.564134E+06   0.561578E+06   0.100807E+01   0.607271E+00   0.000000E+00   0.563705E+06   0.563705E+06   0.563705E+06  -0.248664E-01   0.323448E+06   0.323416E+06   0.345656E-01
   0.316896E+00   0.550621E+06   0.548118E+06   0.952340E+00   0.573701E+00   0.000000E+00   0.550201E+06   0.550201E+06   0.550201E+06  -0.242707E-01   0.315700E+06   0.315668E+06   0.333216E-01
   0.322023E+00   0.537004E+06   0.534531E+06   0.899440E+00   0.541833E+00   0.000000E+00   0.536589E+06   0.536589E+06   0.536589E+06  -0.236703E-01   0.307890E+06   0.307858E+06   0.322978E-01
   0.327150E+00   0.523543E+06   0.521088E+06   0.849617E+00   0.511822E+00   0.000000E+00   0.523131E+06   0.523131E+06   0.523131E+06  -0.230767E-01   0.300168E+06   0.300137E+06   0.313883E-01
   0.332277E+00   0.510528E+06   0.508092E+06   0.803121E+00   0.483815E+00   0.000000E+00   0.510119E+06   0.510119E+06   0.510119E+06  -0.225028E-01   0.292702E+06   0.292671E+06   0.304963E-01
   0.337405E+00   0.498170E+06   0.495762E+06   0.760041E+00   0.457865E+00   0.000000E+00   0.497766E+06   0.497766E+06   0.497766E+06  -0.219580E-01   0.285614E+06   0.285584E+06   0.295534E-01
   0.342532E+00   0.486582E+06   0.484215E+06   0.720304E+00   0.433928E+00   0.000000E+00   0.486185E+06   0.486185E+06   0.486185E+06  -0.214471E-01   0.278969E+06   0.278939E+06   0.285307E-01
   0.347659E+00   0.475793E+06   0.473482E+06   0.683714E+00   0.411886E+00   0.000000E+00   0.475405E+06   0.475405E+06   0.475405E+06  -0.209716E-01   0.272783E+06   0.272755E+06   0.274376E-01
   0.352786E+00   0.465743E+06   0.463498E+06   0.649968E+00   0.391558E+00   0.000000E+00   0.465366E+06   0.465366E+06   0.465366E+06  -0.205288E-01   0.267023E+06   0.266995E+06   0.263117E-01
   0.357914E+00   0.456277E+06   0.454102E+06   0.618653E+00   0.372694E+00   0.000000E+00   0.455912E+06   0.455912E+06   0.455912E+06  -0.201118E-01   0.261598E+06   0.261571E+06   0.252025E-01
   0.363041E+00   0.447192E+06   0.445086E+06   0.589337E+00   0.355034E+00   0.000000E+00   0.446838E+06   0.446838E+06   0.446838E+06  -0.197115E-01   0.256392E+06   0.256366E+06   0.241566E-01
   0.368168E+00   0.438316E+06   0.436272E+06   0.561666E+00   0.338364E+00   0.000000E+00   0.437973E+06   0.437973E+06   0.437973E+06  -0.193204E-01   0.251305E+06   0.251279E+06   0.232073E-01
   0.373295E+00   0.429543E+06   0.427550E+06   0.535407E+00   0.322542E+00   0.000000E+00   0.429208E+06   0.429208E+06   0.429208E+06  -0.189337E-01   0.246276E+06   0.246251E+06   0.223688E-01
   0.378422E+00   0.420825E+06   0.418872E+06   0.510420E+00   0.307489E+00   0.000000E+00   0.420497E+06   0.420497E+06   0.420497E+06  -0.185494E-01   0.241278E+06   0.241253E+06   0.216350E-01
   0.383550E+00   0.412167E+06   0.410246E+06   0.486648E+00   0.293170E+00   0.000000E+00   0.411845E+06   0.411845E+06   0.411845E+06  -0.181678E-01   0.236313E+06   0.236289E+06   0.209841E-01
   0.388677E+00   0.403636E+06   0.401741E+06   0.464091E+00   0.279586E+00   0.000000E+00   0.403318E+06   0.403318E+06   0.403318E+06  -0.177919E-01   0.231421E+06   0.231397E+06   0.203873E-01
   0.393804E+00   0.395324E+06   0.393454E+06   0.442771E+00   0.266741E+00   0.000000E+00   0.395010E+06   0.395010E+06   0.395010E+06  -0.174254E-01   0.226654E+06   0.226630E+06   0.198160E-01
   0.398931E+00   0.387310E+06   0.385465E+06   0.422704E+00   0.254648E+00   0.000000E+00   0.387000E+06   0.387000E+06   0.387000E+06  -0.170718E-01   0.222058E+06   0.222035E+06   0.192479E-01
   0.404059E+00   0.379637E+06   0.377822E+06   0.403889E+00   0.243316E+00   0.000000E+00   0.379333E+06   0.379333E+06   0.379333E+06  -0.167337E-01   0.217658E+06   0.217636E+06   0.186704E-01
   0.409186E+00   0.372324E+06   0.370543E+06   0.386251E+00   0.232694E+00   0.000000E+00   0.372025E+06   0.372025E+06   0.372025E+06  -0.164115E-01   0.213465E+06   0.213443E+06   0.180823E-01
   0.414313E+00   0.365359E+06   0.363616E+06   0.369692E+00   0.222713E+00   0.000000E+00   0.365066E+06   0.365066E+06   0.365066E+06  -0.161043E-01   0.209472E+06   0.209451E+06   0.174910E-01
   0.419440E+00   0.358698E+06   0.356994E+06   0.354141E+00   0.213348E+00   0.000000E+00   0.358412E+06   0.358412E+06   0.358412E+06  -0.158109E-01   0.205654E+06   0.205633E+06   0.169090E-01
   0.424568E+00   0.352271E+06   0.350606E+06   0.339453E+00   0.204501E+00   0.000000E+00   0.351992E+06   0.351992E+06   0.351992E+06  -0.155278E-01   0.201970E+06   0.201949E+06   0.163494E-01
   0.429695E+00   0.346017E+06   0.344389E+06   0.325506E+00   0.196094E+00   0.000000E+00   0.345743E+06   0.345743E+06   0.345743E+06  -0.152519E-01   0.198385E+06   0.198365E+06   0.158225E-01
   0.434822E+00   0.339892E+06   0.338298E+06   0.312265E+00   0.188124E+00   0.000000E+00   0.339625E+06   0.339625E+06   0.339625E+06  -0.149823E-01   0.194874E+06   0.194854E+06   0.153343E-01
   0.439949E+00   0.333873E+06   0.332308E+06   0.299615E+00   0.180498E+00   0.000000E+00   0.333610E+06   0.333610E+06   0.333610E+06  -0.147167E-01   0.191423E+06   0.191403E+06   0.148847E-01
   0.445077E+00   0.327946E+06   0.326407E+06   0.287564E+00   0.173242E+00   0.000000E+00   0.327687E+06   0.327687E+06   0.327687E+06  -0.144557E-01   0.188025E+06   0.188005E+06   0.144690E-01
   0.450204E+00   0.322120E+06   0.320605E+06   0.276053E+00   0.166305E+00   0.000000E+00   0.321865E+06   0.321865E+06   0.321865E+06  -0.141987E-01   0.184684E+06   0.184665E+06   0.140793E-01
   0.455331E+00   0.316424E+06   0.314931E+06   0.265102E+00   0.159709E+00   0.000000E+00   0.316173E+06   0.316173E+06   0.316173E+06  -0.139477E-01   0.181418E+06   0.181399E+06   0.137073E-01
   0.460458E+00   0.310889E+06   0.309417E+06   0.254694E+00   0.153438E+00   0.000000E+00   0.310641E+06   0.310641E+06   0.310641E+06  -0.137036E-01   0.178244E+06   0.178226E+06   0.133456E-01
   0.465585E+00   0.305529E+06   0.304080E+06   0.244823E+00   0.147493E+00   0.000000E+00   0.305285E+06   0.305285E+06   0.305285E+06  -0.134674E-01   0.175171E+06   0.175153E+06   0.129894E-01
   0.470713E+00   0.300347E+06   0.298921E+06   0.235452E+00   0.141846E+00   0.000000E+00   0.300108E+06   0.300108E+06   0.300108E+06  -0.132389E-01   0.172200E+06   0.172182E+06   0.126366E-01
   0.475840E+00   0.295342E+06   0.293940E+06   0.226573E+00   0.136500E+00   0.000000E+00   0.295106E+06   0.295106E+06   0.295106E+06  -0.130185E-01   0.169330E+06   0.169313E+06   0.122879E-01
   0.480967E+00   0.290505E+06   0.289129E+06   0.218127E+00   0.131407E+00   0.000000E+00   0.290274E+06   0.290274E+06   0.290274E+06  -0.128050E-01   0.166557E+06   0.166540E+06   0.119461E-01
   0.486094E+00   0.285819E+06   0.284467E+06   0.210119E+00   0.126588E+00   0.000000E+00   0.285592E+06   0.285592E+06   0.285592E+06  -0.125989E-01   0.163871E+06   0.163854E+06   0.116148E-01
   0.491222E+00   0.281255E+06   0.279928E+06   0.202456E+00   0.121966E+00   0.000000E+00   0.281032E+06   0.281032E+06   0.281032E+06  -0.123973E-01   0.161254E+06   0.161238E+06   0.112968E-01
   0.496349E+00   0.276792E+06   0.275488E+06   0.195161E+00   0.117576E+00   0.000000E+00   0.276573E+06   0.276573E+06   0.276573E+06  -0.122010E-01   0.158696E+06   0.158680E+06   0.109941E-01
   0.501476E+00   0.272422E+06   0.271140E+06   0.188168E+00   0.113361E+00   0.000000E+00   0.272207E+06   0.272207E+06   0.272207E+06  -0.120082E-01   0.156191E+06   0.156174E+06   0.107073E-01
   0.506603E+00   0.268140E+06   0.266878E+06   0.181475E+00   0.109327E+00   0.000000E+00   0.267928E+06   0.267928E+06   0.267928E+06  -0.118193E-01   0.153735E+06   0.153720E+06   0.104357E-01
   0.511731E+00   0.263941E+06   0.262698E+06   0.175085E+00   0.105482E+00   0.000000E+00   0.263732E+06   0.263732E+06   0.263732E+06  -0.116346E-01   0.151328E+06   0.151312E+06   0.101771E-01
   0.516858E+00   0.259828E+06   0.258603E+06   0.168941E+00   0.101776E+00   0.000000E+00   0.259622E+06   0.259622E+06   0.259622E+06  -0.114529E-01   0.148970E+06   0.148954E+06   0.992905E-02
   0.521985E+00   0.255811E+06   0.254603E+06   0.163081E+00   0.982475E-01   0.000000E+00   0.255608E+06   0.255608E+06   0.255608E+06  -0.112759E-01   0.146666E+06   0.146651E+06   0.968922E-02
   0.527112E+00   0.251897E+06   0.250706E+06   0.157486E+00   0.948802E-01   0.000000E+00   0.251697E+06   0.251697E+06   0.251697E+06  -0.111037E-01   0.144422E+06   0.144407E+06   0.945580E-02
   0.532239E+00   0.248087E+06   0.246914E+06   0.152117E+00   0.916406E-01   0.000000E+00   0.247890E+06   0.247890E+06   0.247890E+06  -0.109353E-01   0.142238E+06   0.142223E+06   0.922760E-02
   0.559946E+00   0.229136E+06   0.228055E+06   0.126943E+00   0.764766E-01   0.000000E+00   0.228955E+06   0.228955E+06   0.228955E+06  -0.101002E-01   0.131373E+06   0.131359E+06   0.809230E-02
   0.593872E+00   0.208788E+06   0.207802E+06   0.102832E+00   0.619515E-01   0.000000E+00   0.208623E+06   0.208623E+06   0.208623E+06  -0.920330E-02   0.119707E+06   0.119694E+06   0.696793E-02
   0.629853E+00   0.190200E+06   0.189302E+06   0.832803E-01   0.501725E-01   0.000000E+00   0.190049E+06   0.190049E+06   0.190049E+06  -0.838394E-02   0.109049E+06   0.109038E+06   0.598967E-02
   0.879031E+00   0.111185E+06   0.110660E+06   0.249951E-01   0.150586E-01   0.000000E+00   0.111097E+06   0.111097E+06   0.111097E+06  -0.490102E-02   0.637468E+05   0.637401E+05   0.254100E-02
   0.122679E+01   0.642096E+05   0.639066E+05   0.741134E-02   0.446515E-02   0.000000E+00   0.641587E+05   0.641587E+05   0.641587E+05  -0.283041E-02   0.368140E+05   0.368101E+05   0.107781E-02
   0.171212E+01   0.366954E+05   0.365220E+05   0.263385E-02   0.176886E-02   0.000000E+00   0.366663E+05   0.366663E+05   0.366663E+05  -0.178214E-02   0.210481E+05   0.210457E+05   0.462631E-03
   0.238945E+01   0.207832E+05   0.206847E+05   0.116442E-02   0.912714E-03   0.000000E+00   0.207666E+05   0.207666E+05   0.207666E+05  -0.128787E-02   0.119271E+05   0.119256E+05   0.204627E-03
