#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   484    0.21971E+04   -0.70862E+02    0.61726E-08   -0.70862E+02    0.10245E+02    0.24007E-08    0.61726E-08    0.24007E-08    0.71483E-13
   485    0.22071E+04   -0.70377E+02    0.59950E-08   -0.70377E+02    0.10087E+02    0.23558E-08    0.59950E-08    0.23558E-08    0.70961E-13
   486    0.22170E+04   -0.69863E+02    0.58235E-08   -0.69863E+02    0.99316E+01    0.23108E-08    0.58235E-08    0.23108E-08    0.70443E-13
   487    0.22268E+04   -0.69320E+02    0.56579E-08   -0.69320E+02    0.97782E+01    0.22657E-08    0.56579E-08    0.22657E-08    0.69931E-13
   488    0.22365E+04   -0.68746E+02    0.54982E-08   -0.68746E+02    0.96260E+01    0.22205E-08    0.54982E-08    0.22205E-08    0.69423E-13
   489    0.22460E+04   -0.68144E+02    0.53441E-08   -0.68144E+02    0.94765E+01    0.21753E-08    0.53441E-08    0.21753E-08    0.68919E-13
   490    0.22556E+04   -0.67513E+02    0.51954E-08   -0.67513E+02    0.93298E+01    0.21301E-08    0.51954E-08    0.21301E-08    0.68420E-13
   491    0.22648E+04   -0.66855E+02    0.50521E-08   -0.66855E+02    0.91851E+01    0.20851E-08    0.50521E-08    0.20851E-08    0.67925E-13
   492    0.22740E+04   -0.66170E+02    0.49138E-08   -0.66170E+02    0.90432E+01    0.20402E-08    0.49138E-08    0.20402E-08    0.67435E-13
   493    0.22831E+04   -0.65456E+02    0.47806E-08   -0.65456E+02    0.89025E+01    0.19954E-08    0.47806E-08    0.19954E-08    0.66949E-13
   494    0.22921E+04   -0.64717E+02    0.46521E-08   -0.64717E+02    0.87660E+01    0.19509E-08    0.46521E-08    0.19509E-08    0.66467E-13
   495    0.23009E+04   -0.63952E+02    0.45283E-08   -0.63952E+02    0.86315E+01    0.19067E-08    0.45283E-08    0.19067E-08    0.65990E-13
   496    0.23095E+04   -0.63161E+02    0.44090E-08   -0.63161E+02    0.85004E+01    0.18628E-08    0.44090E-08    0.18628E-08    0.65517E-13
   497    0.23179E+04   -0.62345E+02    0.42939E-08   -0.62345E+02    0.83721E+01    0.18192E-08    0.42939E-08    0.18192E-08    0.65048E-13
   498    0.23263E+04   -0.61506E+02    0.41831E-08   -0.61506E+02    0.82458E+01    0.17761E-08    0.41831E-08    0.17761E-08    0.64582E-13
   499    0.23346E+04   -0.60640E+02    0.40761E-08   -0.60640E+02    0.81237E+01    0.17334E-08    0.40761E-08    0.17334E-08    0.64121E-13
   500    0.23426E+04   -0.59754E+02    0.39730E-08   -0.59754E+02    0.80035E+01    0.16912E-08    0.39730E-08    0.16912E-08    0.63664E-13
   501    0.23504E+04   -0.58844E+02    0.38736E-08   -0.58844E+02    0.78875E+01    0.16495E-08    0.38736E-08    0.16495E-08    0.63211E-13
   502    0.23582E+04   -0.57911E+02    0.37778E-08   -0.57911E+02    0.77750E+01    0.16084E-08    0.37778E-08    0.16084E-08    0.62761E-13
   503    0.23657E+04   -0.56957E+02    0.36856E-08   -0.56957E+02    0.76652E+01    0.15678E-08    0.36856E-08    0.15678E-08    0.62316E-13
   504    0.23730E+04   -0.55981E+02    0.35968E-08   -0.55981E+02    0.75589E+01    0.15277E-08    0.35968E-08    0.15277E-08    0.61874E-13
   505    0.23803E+04   -0.54986E+02    0.35116E-08   -0.54986E+02    0.74568E+01    0.14882E-08    0.35116E-08    0.14882E-08    0.61436E-13
   506    0.23872E+04   -0.53970E+02    0.34298E-08   -0.53970E+02    0.73583E+01    0.14491E-08    0.34298E-08    0.14491E-08    0.61002E-13
   507    0.23941E+04   -0.52935E+02    0.33514E-08   -0.52935E+02    0.72631E+01    0.14106E-08    0.33514E-08    0.14106E-08    0.60571E-13
   508    0.24007E+04   -0.51881E+02    0.32764E-08   -0.51881E+02    0.71723E+01    0.13725E-08    0.32764E-08    0.13725E-08    0.60144E-13
   509    0.24071E+04   -0.50810E+02    0.32047E-08   -0.50810E+02    0.70848E+01    0.13349E-08    0.32047E-08    0.13349E-08    0.59721E-13
   510    0.24133E+04   -0.49722E+02    0.31363E-08   -0.49722E+02    0.70015E+01    0.12977E-08    0.31363E-08    0.12977E-08    0.59301E-13
   511    0.24194E+04   -0.48617E+02    0.30712E-08   -0.48617E+02    0.69219E+01    0.12610E-08    0.30712E-08    0.12610E-08    0.58885E-13
   512    0.24252E+04   -0.47495E+02    0.30092E-08   -0.47495E+02    0.68466E+01    0.12248E-08    0.30092E-08    0.12248E-08    0.58473E-13
   513    0.24308E+04   -0.46360E+02    0.29504E-08   -0.46360E+02    0.67752E+01    0.11890E-08    0.29504E-08    0.11890E-08    0.58064E-13
   514    0.24363E+04   -0.45210E+02    0.28948E-08   -0.45210E+02    0.67082E+01    0.11536E-08    0.28948E-08    0.11536E-08    0.57658E-13
   515    0.24415E+04   -0.44045E+02    0.28422E-08   -0.44045E+02    0.66454E+01    0.11186E-08    0.28422E-08    0.11186E-08    0.57256E-13
   516    0.24465E+04   -0.42867E+02    0.27926E-08   -0.42867E+02    0.65869E+01    0.10841E-08    0.27926E-08    0.10841E-08    0.56858E-13
   517    0.24512E+04   -0.41677E+02    0.27461E-08   -0.41677E+02    0.65329E+01    0.10499E-08    0.27461E-08    0.10499E-08    0.56463E-13
   518    0.24558E+04   -0.40476E+02    0.27025E-08   -0.40476E+02    0.64832E+01    0.10162E-08    0.27025E-08    0.10162E-08    0.56071E-13
   519    0.24603E+04   -0.39262E+02    0.26618E-08   -0.39262E+02    0.64380E+01    0.98278E-09    0.26618E-08    0.98278E-09    0.55682E-13
   520    0.24644E+04   -0.38038E+02    0.26240E-08   -0.38038E+02    0.63973E+01    0.94978E-09    0.26240E-08    0.94978E-09    0.55297E-13
   521    0.24683E+04   -0.36806E+02    0.25891E-08   -0.36806E+02    0.63612E+01    0.91713E-09    0.25891E-08    0.91713E-09    0.54916E-13
   522    0.24719E+04   -0.35564E+02    0.25569E-08   -0.35564E+02    0.63298E+01    0.88484E-09    0.25569E-08    0.88484E-09    0.54537E-13
   523    0.24754E+04   -0.34313E+02    0.25275E-08   -0.34313E+02    0.63031E+01    0.85289E-09    0.25275E-08    0.85289E-09    0.54162E-13
   524    0.24787E+04   -0.33056E+02    0.25008E-08   -0.33056E+02    0.62809E+01    0.82128E-09    0.25008E-08    0.82128E-09    0.53790E-13
   525    0.24816E+04   -0.31790E+02    0.24768E-08   -0.31790E+02    0.62636E+01    0.78999E-09    0.24768E-08    0.78999E-09    0.53421E-13
   526    0.24844E+04   -0.30519E+02    0.24554E-08   -0.30519E+02    0.62511E+01    0.75903E-09    0.24554E-08    0.75903E-09    0.53055E-13
   527    0.24871E+04   -0.29243E+02    0.24366E-08   -0.29243E+02    0.62433E+01    0.72837E-09    0.24366E-08    0.72837E-09    0.52692E-13
   528    0.24894E+04   -0.27963E+02    0.24204E-08   -0.27963E+02    0.62403E+01    0.69801E-09    0.24204E-08    0.69801E-09    0.52332E-13
   529    0.24915E+04   -0.26678E+02    0.24067E-08   -0.26678E+02    0.62424E+01    0.66793E-09    0.24067E-08    0.66793E-09    0.51976E-13
   530    0.24934E+04   -0.25391E+02    0.23954E-08   -0.25391E+02    0.62494E+01    0.63814E-09    0.23954E-08    0.63814E-09    0.51622E-13
   531    0.24952E+04   -0.24100E+02    0.23866E-08   -0.24100E+02    0.62612E+01    0.60862E-09    0.23866E-08    0.60862E-09    0.51272E-13
   532    0.24966E+04   -0.22808E+02    0.23802E-08   -0.22808E+02    0.62781E+01    0.57936E-09    0.23802E-08    0.57936E-09    0.50924E-13
   533    0.24977E+04   -0.21515E+02    0.23761E-08   -0.21515E+02    0.62999E+01    0.55036E-09    0.23761E-08    0.55036E-09    0.50579E-13
   534    0.24987E+04   -0.20222E+02    0.23743E-08   -0.20222E+02    0.63267E+01    0.52159E-09    0.23743E-08    0.52159E-09    0.50237E-13
   535    0.24994E+04   -0.18930E+02    0.23749E-08   -0.18930E+02    0.63587E+01    0.49307E-09    0.23749E-08    0.49307E-09    0.49898E-13
   536    0.24999E+04   -0.17639E+02    0.23776E-08   -0.17639E+02    0.63956E+01    0.46476E-09    0.23776E-08    0.46476E-09    0.49562E-13
   537    0.25003E+04   -0.16349E+02    0.23825E-08   -0.16349E+02    0.64376E+01    0.43668E-09    0.23825E-08    0.43668E-09    0.49229E-13
   538    0.25003E+04   -0.15063E+02    0.23896E-08   -0.15063E+02    0.64847E+01    0.40880E-09    0.23896E-08    0.40880E-09    0.48898E-13
   539    0.25001E+04   -0.13779E+02    0.23987E-08   -0.13779E+02    0.65367E+01    0.38111E-09    0.23987E-08    0.38111E-09    0.48571E-13
   540    0.24997E+04   -0.12501E+02    0.24100E-08   -0.12501E+02    0.65941E+01    0.35362E-09    0.24100E-08    0.35362E-09    0.48246E-13
   541    0.24991E+04   -0.11226E+02    0.24232E-08   -0.11226E+02    0.66564E+01    0.32630E-09    0.24232E-08    0.32630E-09    0.47923E-13
   542    0.24982E+04   -0.99576E+01    0.24385E-08   -0.99576E+01    0.67238E+01    0.29916E-09    0.24385E-08    0.29916E-09    0.47603E-13
   543    0.24971E+04   -0.86953E+01    0.24557E-08   -0.86953E+01    0.67964E+01    0.27217E-09    0.24557E-08    0.27217E-09    0.47286E-13
   544    0.24959E+04   -0.74399E+01    0.24748E-08   -0.74399E+01    0.68740E+01    0.24534E-09    0.24748E-08    0.24534E-09    0.46972E-13
   545    0.24943E+04   -0.61919E+01    0.24957E-08   -0.61919E+01    0.69568E+01    0.21865E-09    0.24957E-08    0.21865E-09    0.46660E-13
   546    0.24926E+04   -0.49524E+01    0.25185E-08   -0.49524E+01    0.70443E+01    0.19209E-09    0.25185E-08    0.19209E-09    0.46350E-13
   547    0.24906E+04   -0.37217E+01    0.25430E-08   -0.37217E+01    0.71369E+01    0.16565E-09    0.25430E-08    0.16565E-09    0.46043E-13
   548    0.24884E+04   -0.25007E+01    0.25693E-08   -0.25007E+01    0.72346E+01    0.13934E-09    0.25693E-08    0.13934E-09    0.45739E-13
   549    0.24860E+04   -0.12901E+01    0.25973E-08   -0.12901E+01    0.73373E+01    0.11312E-09    0.25973E-08    0.11312E-09    0.45437E-13
   550    0.24834E+04   -0.90585E-01    0.26270E-08   -0.90585E-01    0.74452E+01    0.87004E-10    0.26270E-08    0.87004E-10    0.45137E-13
   551    0.24807E+04    0.10974E+01    0.26583E-08    0.10974E+01    0.75580E+01    0.60975E-10    0.26583E-08    0.60975E-10    0.44840E-13
   552    0.24776E+04    0.22727E+01    0.26911E-08    0.22727E+01    0.76760E+01    0.35038E-10    0.26911E-08    0.35038E-10    0.44545E-13
   553    0.24744E+04    0.34350E+01    0.27256E-08    0.34350E+01    0.77976E+01    0.91934E-11    0.27256E-08    0.91934E-11    0.44253E-13
   554    0.24710E+04    0.45836E+01    0.27616E-08    0.45836E+01    0.79257E+01   -0.16554E-10    0.27616E-08   -0.16554E-10    0.43962E-13
   555    0.24674E+04    0.57176E+01    0.27991E-08    0.57176E+01    0.80583E+01   -0.42200E-10    0.27991E-08   -0.42200E-10    0.43675E-13
   556    0.24635E+04    0.68368E+01    0.28381E-08    0.68368E+01    0.81959E+01   -0.67743E-10    0.28381E-08   -0.67743E-10    0.43389E-13
   557    0.24595E+04    0.79395E+01    0.28785E-08    0.79395E+01    0.83379E+01   -0.93179E-10    0.28785E-08   -0.93179E-10    0.43106E-13
   558    0.24552E+04    0.90261E+01    0.29204E-08    0.90261E+01    0.84857E+01   -0.11850E-09    0.29204E-08   -0.11850E-09    0.42825E-13
   559    0.24507E+04    0.10096E+02    0.29637E-08    0.10096E+02    0.86372E+01   -0.14372E-09    0.29637E-08   -0.14372E-09    0.42546E-13
   560    0.24462E+04    0.11148E+02    0.30084E-08    0.11148E+02    0.87931E+01   -0.16881E-09    0.30084E-08   -0.16881E-09    0.42269E-13
   561    0.24413E+04    0.12181E+02    0.30545E-08    0.12181E+02    0.89541E+01   -0.19379E-09    0.30545E-08   -0.19379E-09    0.41995E-13
   562    0.24363E+04    0.13195E+02    0.31019E-08    0.13195E+02    0.91203E+01   -0.21864E-09    0.31019E-08   -0.21864E-09    0.41723E-13
   563    0.24312E+04    0.14192E+02    0.31506E-08    0.14192E+02    0.92901E+01   -0.24336E-09    0.31506E-08   -0.24336E-09    0.41453E-13
   564    0.24259E+04    0.15166E+02    0.32007E-08    0.15166E+02    0.94659E+01   -0.26795E-09    0.32007E-08   -0.26795E-09    0.41185E-13
   565    0.24203E+04    0.16121E+02    0.32519E-08    0.16121E+02    0.96445E+01   -0.29241E-09    0.32519E-08   -0.29241E-09    0.40919E-13
   566    0.24146E+04    0.17054E+02    0.33045E-08    0.17054E+02    0.98284E+01   -0.31673E-09    0.33045E-08   -0.31673E-09    0.40656E-13
   567    0.24088E+04    0.17965E+02    0.33582E-08    0.17965E+02    0.10016E+02   -0.34092E-09    0.33582E-08   -0.34092E-09    0.40394E-13
   568    0.24028E+04    0.18853E+02    0.34131E-08    0.18853E+02    0.10209E+02   -0.36496E-09    0.34131E-08   -0.36496E-09    0.40135E-13
   569    0.23966E+04    0.19721E+02    0.34692E-08    0.19721E+02    0.10406E+02   -0.38885E-09    0.34692E-08   -0.38885E-09    0.39877E-13
   570    0.23903E+04    0.20563E+02    0.35264E-08    0.20563E+02    0.10607E+02   -0.41259E-09    0.35264E-08   -0.41259E-09    0.39622E-13
   571    0.23838E+04    0.21382E+02    0.35848E-08    0.21382E+02    0.10812E+02   -0.43618E-09    0.35848E-08   -0.43618E-09    0.39369E-13
   572    0.23771E+04    0.22176E+02    0.36442E-08    0.22176E+02    0.11021E+02   -0.45961E-09    0.36442E-08   -0.45961E-09    0.39118E-13
   573    0.23703E+04    0.22945E+02    0.37047E-08    0.22945E+02    0.11234E+02   -0.48288E-09    0.37047E-08   -0.48288E-09    0.38868E-13
   574    0.23634E+04    0.23689E+02    0.37662E-08    0.23689E+02    0.11451E+02   -0.50599E-09    0.37662E-08   -0.50599E-09    0.38621E-13
   575    0.23563E+04    0.24406E+02    0.38287E-08    0.24406E+02    0.11672E+02   -0.52893E-09    0.38287E-08   -0.52893E-09    0.38376E-13
   576    0.23492E+04    0.25098E+02    0.38922E-08    0.25098E+02    0.11896E+02   -0.55170E-09    0.38922E-08   -0.55170E-09    0.38132E-13
   577    0.23418E+04    0.25764E+02    0.39567E-08    0.25764E+02    0.12125E+02   -0.57429E-09    0.39567E-08   -0.57429E-09    0.37891E-13
   578    0.23343E+04    0.26402E+02    0.40221E-08    0.26402E+02    0.12357E+02   -0.59671E-09    0.40221E-08   -0.59671E-09    0.37651E-13
   579    0.23268E+04    0.27013E+02    0.40884E-08    0.27013E+02    0.12593E+02   -0.61895E-09    0.40884E-08   -0.61895E-09    0.37414E-13
   580    0.23191E+04    0.27595E+02    0.41556E-08    0.27595E+02    0.12832E+02   -0.64101E-09    0.41556E-08   -0.64101E-09    0.37178E-13
   581    0.23112E+04    0.28150E+02    0.42237E-08    0.28150E+02    0.13074E+02   -0.66287E-09    0.42237E-08   -0.66287E-09    0.36944E-13
   582    0.23033E+04    0.28676E+02    0.42926E-08    0.28676E+02    0.13320E+02   -0.68455E-09    0.42926E-08   -0.68455E-09    0.36712E-13
   583    0.22952E+04    0.29172E+02    0.43623E-08    0.29172E+02    0.13569E+02   -0.70604E-09    0.43623E-08   -0.70604E-09    0.36482E-13
   584    0.22871E+04    0.29640E+02    0.44327E-08    0.29640E+02    0.13821E+02   -0.72733E-09    0.44327E-08   -0.72733E-09    0.36253E-13
   585    0.22789E+04    0.30078E+02    0.45040E-08    0.30078E+02    0.14076E+02   -0.74841E-09    0.45040E-08   -0.74841E-09    0.36026E-13
   586    0.22706E+04    0.30486E+02    0.45760E-08    0.30486E+02    0.14334E+02   -0.76930E-09    0.45760E-08   -0.76930E-09    0.35802E-13
   587    0.22622E+04    0.30864E+02    0.46486E-08    0.30864E+02    0.14595E+02   -0.78998E-09    0.46486E-08   -0.78998E-09    0.35578E-13
   588    0.22537E+04    0.31211E+02    0.47220E-08    0.31211E+02    0.14859E+02   -0.81044E-09    0.47220E-08   -0.81044E-09    0.35357E-13
   589    0.22451E+04    0.31527E+02    0.47960E-08    0.31527E+02    0.15126E+02   -0.83070E-09    0.47960E-08   -0.83070E-09    0.35137E-13
   590    0.22364E+04    0.31813E+02    0.48707E-08    0.31813E+02    0.15394E+02   -0.85074E-09    0.48707E-08   -0.85074E-09    0.34919E-13
   591    0.22277E+04    0.32068E+02    0.49459E-08    0.32068E+02    0.15666E+02   -0.87055E-09    0.49459E-08   -0.87055E-09    0.34703E-13
   592    0.22190E+04    0.32290E+02    0.50218E-08    0.32290E+02    0.15939E+02   -0.89015E-09    0.50218E-08   -0.89015E-09    0.34488E-13
   593    0.22101E+04    0.32482E+02    0.50982E-08    0.32482E+02    0.16216E+02   -0.90951E-09    0.50982E-08   -0.90951E-09    0.34275E-13
   594    0.22011E+04    0.32641E+02    0.51751E-08    0.32641E+02    0.16495E+02   -0.92865E-09    0.51751E-08   -0.92865E-09    0.34064E-13
   595    0.21921E+04    0.32769E+02    0.52525E-08    0.32769E+02    0.16774E+02   -0.94756E-09    0.52525E-08   -0.94756E-09    0.33854E-13
   596    0.21831E+04    0.32865E+02    0.53304E-08    0.32865E+02    0.17058E+02   -0.96622E-09    0.53304E-08   -0.96622E-09    0.33646E-13
   597    0.21740E+04    0.32928E+02    0.54088E-08    0.32928E+02    0.17341E+02   -0.98465E-09    0.54088E-08   -0.98465E-09    0.33439E-13
   598    0.21651E+04    0.32959E+02    0.54875E-08    0.32959E+02    0.17627E+02   -0.10028E-08    0.54875E-08   -0.10028E-08    0.33234E-13
   599    0.21560E+04    0.32959E+02    0.55667E-08    0.32959E+02    0.17914E+02   -0.10208E-08    0.55667E-08   -0.10208E-08    0.33031E-13
   600    0.21469E+04    0.32925E+02    0.56463E-08    0.32925E+02    0.18204E+02   -0.10385E-08    0.56463E-08   -0.10385E-08    0.32829E-13
   601    0.21377E+04    0.32859E+02    0.57262E-08    0.32859E+02    0.18495E+02   -0.10559E-08    0.57262E-08   -0.10559E-08    0.32628E-13
   602    0.21285E+04    0.32760E+02    0.58065E-08    0.32760E+02    0.18786E+02   -0.10731E-08    0.58065E-08   -0.10731E-08    0.32429E-13
   603    0.21192E+04    0.32630E+02    0.58870E-08    0.32630E+02    0.19080E+02   -0.10900E-08    0.58870E-08   -0.10900E-08    0.32232E-13
   604    0.21101E+04    0.32466E+02    0.59679E-08    0.32466E+02    0.19374E+02   -0.11067E-08    0.59679E-08   -0.11067E-08    0.32036E-13
   605    0.21009E+04    0.32270E+02    0.60490E-08    0.32270E+02    0.19669E+02   -0.11231E-08    0.60490E-08   -0.11231E-08    0.31841E-13
   606    0.20917E+04    0.32041E+02    0.61304E-08    0.32041E+02    0.19965E+02   -0.11393E-08    0.61304E-08   -0.11393E-08    0.31648E-13
   607    0.20823E+04    0.31779E+02    0.62121E-08    0.31779E+02    0.20261E+02   -0.11552E-08    0.62121E-08   -0.11552E-08    0.31456E-13
   608    0.20731E+04    0.31485E+02    0.62940E-08    0.31485E+02    0.20559E+02   -0.11709E-08    0.62940E-08   -0.11709E-08    0.31266E-13
   609    0.20640E+04    0.31158E+02    0.63761E-08    0.31158E+02    0.20857E+02   -0.11863E-08    0.63761E-08   -0.11863E-08    0.31077E-13
   610    0.20548E+04    0.30798E+02    0.64583E-08    0.30798E+02    0.21154E+02   -0.12015E-08    0.64583E-08   -0.12015E-08    0.30890E-13
   611    0.20456E+04    0.30406E+02    0.65408E-08    0.30406E+02    0.21453E+02   -0.12164E-08    0.65408E-08   -0.12164E-08    0.30704E-13
   612    0.20366E+04    0.29982E+02    0.66234E-08    0.29982E+02    0.21752E+02   -0.12311E-08    0.66234E-08   -0.12311E-08    0.30519E-13
   613    0.20274E+04    0.29525E+02    0.67061E-08    0.29525E+02    0.22049E+02   -0.12455E-08    0.67061E-08   -0.12455E-08    0.30336E-13
   614    0.20184E+04    0.29035E+02    0.67890E-08    0.29035E+02    0.22347E+02   -0.12597E-08    0.67890E-08   -0.12597E-08    0.30154E-13
   615    0.20093E+04    0.28514E+02    0.68720E-08    0.28514E+02    0.22645E+02   -0.12736E-08    0.68720E-08   -0.12736E-08    0.29973E-13
   616    0.20003E+04    0.27961E+02    0.69550E-08    0.27961E+02    0.22943E+02   -0.12873E-08    0.69550E-08   -0.12873E-08    0.29794E-13
   617    0.19915E+04    0.27377E+02    0.70381E-08    0.27377E+02    0.23241E+02   -0.13007E-08    0.70381E-08   -0.13007E-08    0.29616E-13
   618    0.19826E+04    0.26760E+02    0.71213E-08    0.26760E+02    0.23538E+02   -0.13139E-08    0.71213E-08   -0.13139E-08    0.29440E-13
   619    0.19737E+04    0.26114E+02    0.72045E-08    0.26114E+02    0.23836E+02   -0.13269E-08    0.72045E-08   -0.13269E-08    0.29264E-13
   620    0.19651E+04    0.25436E+02    0.72877E-08    0.25436E+02    0.24131E+02   -0.13396E-08    0.72877E-08   -0.13396E-08    0.29090E-13
   621    0.19563E+04    0.24727E+02    0.73708E-08    0.24727E+02    0.24426E+02   -0.13520E-08    0.73708E-08   -0.13520E-08    0.28918E-13
   622    0.19477E+04    0.23986E+02    0.74540E-08    0.23986E+02    0.24720E+02   -0.13643E-08    0.74540E-08   -0.13643E-08    0.28746E-13
   623    0.19393E+04    0.23217E+02    0.75371E-08    0.23217E+02    0.25012E+02   -0.13762E-08    0.75371E-08   -0.13762E-08    0.28576E-13
   624    0.19308E+04    0.22417E+02    0.76202E-08    0.22417E+02    0.25303E+02   -0.13880E-08    0.76202E-08   -0.13880E-08    0.28407E-13
   625    0.19224E+04    0.21587E+02    0.77032E-08    0.21587E+02    0.25592E+02   -0.13994E-08    0.77032E-08   -0.13994E-08    0.28240E-13
   626    0.19141E+04    0.20727E+02    0.77861E-08    0.20727E+02    0.25881E+02   -0.14107E-08    0.77861E-08   -0.14107E-08    0.28074E-13
   627    0.19059E+04    0.19839E+02    0.78688E-08    0.19839E+02    0.26167E+02   -0.14217E-08    0.78688E-08   -0.14217E-08    0.27908E-13
   628    0.18978E+04    0.18921E+02    0.79515E-08    0.18921E+02    0.26452E+02   -0.14324E-08    0.79515E-08   -0.14324E-08    0.27745E-13
   629    0.18899E+04    0.17975E+02    0.80339E-08    0.17975E+02    0.26734E+02   -0.14430E-08    0.80339E-08   -0.14430E-08    0.27582E-13
   630    0.18819E+04    0.16999E+02    0.81163E-08    0.16999E+02    0.27015E+02   -0.14532E-08    0.81163E-08   -0.14532E-08    0.27420E-13
   631    0.18741E+04    0.15997E+02    0.81984E-08    0.15997E+02    0.27294E+02   -0.14633E-08    0.81984E-08   -0.14633E-08    0.27260E-13
   632    0.18665E+04    0.14967E+02    0.82803E-08    0.14967E+02    0.27570E+02   -0.14731E-08    0.82803E-08   -0.14731E-08    0.27101E-13
   633    0.18589E+04    0.13910E+02    0.83620E-08    0.13910E+02    0.27845E+02   -0.14826E-08    0.83620E-08   -0.14826E-08    0.26943E-13
   634    0.18515E+04    0.12827E+02    0.84435E-08    0.12827E+02    0.28116E+02   -0.14920E-08    0.84435E-08   -0.14920E-08    0.26786E-13
   635    0.18442E+04    0.11717E+02    0.85247E-08    0.11717E+02    0.28385E+02   -0.15010E-08    0.85247E-08   -0.15010E-08    0.26631E-13
   636    0.18369E+04    0.10582E+02    0.86056E-08    0.10582E+02    0.28653E+02   -0.15099E-08    0.86056E-08   -0.15099E-08    0.26476E-13
   637    0.18299E+04    0.94213E+01    0.86862E-08    0.94213E+01    0.28916E+02   -0.15185E-08    0.86862E-08   -0.15185E-08    0.26323E-13
   638    0.18229E+04    0.82361E+01    0.87665E-08    0.82361E+01    0.29178E+02   -0.15269E-08    0.87665E-08   -0.15269E-08    0.26170E-13
   639    0.18161E+04    0.70258E+01    0.88465E-08    0.70258E+01    0.29435E+02   -0.15350E-08    0.88465E-08   -0.15350E-08    0.26019E-13
   640    0.18095E+04    0.57921E+01    0.89262E-08    0.57921E+01    0.29691E+02   -0.15429E-08    0.89262E-08   -0.15429E-08    0.25869E-13
   641    0.18030E+04    0.45347E+01    0.90054E-08    0.45347E+01    0.29944E+02   -0.15506E-08    0.90054E-08   -0.15506E-08    0.25720E-13
   642    0.17965E+04    0.32545E+01    0.90843E-08    0.32545E+01    0.30192E+02   -0.15580E-08    0.90843E-08   -0.15580E-08    0.25572E-13
   643    0.17903E+04    0.19519E+01    0.91628E-08    0.19519E+01    0.30438E+02   -0.15652E-08    0.91628E-08   -0.15652E-08    0.25425E-13
   644    0.17842E+04    0.62752E+00    0.92409E-08    0.62752E+00    0.30679E+02   -0.15721E-08    0.92409E-08   -0.15721E-08    0.25279E-13
   645    0.17783E+04   -0.71841E+00    0.93185E-08   -0.71841E+00    0.30917E+02   -0.15788E-08    0.93185E-08   -0.15788E-08    0.25135E-13
   646    0.17724E+04   -0.20853E+01    0.93956E-08   -0.20853E+01    0.31152E+02   -0.15853E-08    0.93956E-08   -0.15853E-08    0.24991E-13
   647    0.17669E+04   -0.34729E+01    0.94723E-08   -0.34729E+01    0.31383E+02   -0.15916E-08    0.94723E-08   -0.15916E-08    0.24848E-13
   648    0.17613E+04   -0.48795E+01    0.95485E-08   -0.48795E+01    0.31610E+02   -0.15976E-08    0.95485E-08   -0.15976E-08    0.24706E-13
   649    0.17561E+04   -0.63058E+01    0.96242E-08   -0.63058E+01    0.31833E+02   -0.16034E-08    0.96242E-08   -0.16034E-08    0.24565E-13
   650    0.17509E+04   -0.77503E+01    0.96994E-08   -0.77503E+01    0.32052E+02   -0.16090E-08    0.96994E-08   -0.16090E-08    0.24426E-13
   651    0.17460E+04   -0.92132E+01    0.97740E-08   -0.92132E+01    0.32267E+02   -0.16143E-08    0.97740E-08   -0.16143E-08    0.24287E-13
   652    0.17411E+04   -0.10694E+02    0.98481E-08   -0.10694E+02    0.32479E+02   -0.16194E-08    0.98481E-08   -0.16194E-08    0.24149E-13
   653    0.17365E+04   -0.12190E+02    0.99216E-08   -0.12190E+02    0.32684E+02   -0.16243E-08    0.99216E-08   -0.16243E-08    0.24012E-13
   654    0.17320E+04   -0.13702E+02    0.99945E-08   -0.13702E+02    0.32886E+02   -0.16289E-08    0.99945E-08   -0.16289E-08    0.23876E-13
   655    0.17277E+04   -0.15230E+02    0.10067E-07   -0.15230E+02    0.33084E+02   -0.16333E-08    0.10067E-07   -0.16333E-08    0.23741E-13
   656    0.17236E+04   -0.16773E+02    0.10139E-07   -0.16773E+02    0.33278E+02   -0.16375E-08    0.10139E-07   -0.16375E-08    0.23607E-13
   657    0.17197E+04   -0.18330E+02    0.10210E-07   -0.18330E+02    0.33466E+02   -0.16415E-08    0.10210E-07   -0.16415E-08    0.23474E-13
   658    0.17158E+04   -0.19900E+02    0.10281E-07   -0.19900E+02    0.33650E+02   -0.16452E-08    0.10281E-07   -0.16452E-08    0.23342E-13
   659    0.17123E+04   -0.21483E+02    0.10351E-07   -0.21483E+02    0.33830E+02   -0.16488E-08    0.10351E-07   -0.16488E-08    0.23211E-13
   660    0.17089E+04   -0.23077E+02    0.10420E-07   -0.23077E+02    0.34004E+02   -0.16521E-08    0.10420E-07   -0.16521E-08    0.23080E-13
   661    0.17057E+04   -0.24683E+02    0.10489E-07   -0.24683E+02    0.34173E+02   -0.16552E-08    0.10489E-07   -0.16552E-08    0.22951E-13
   662    0.17027E+04   -0.26300E+02    0.10557E-07   -0.26300E+02    0.34338E+02   -0.16580E-08    0.10557E-07   -0.16580E-08    0.22823E-13
   663    0.16998E+04   -0.27927E+02    0.10625E-07   -0.27927E+02    0.34498E+02   -0.16607E-08    0.10625E-07   -0.16607E-08    0.22695E-13
