#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1061    0.10300E+04   -0.78495E+02    0.19909E-09   -0.78495E+02    0.30168E+02    0.47411E-09    0.19909E-09    0.47411E-09    0.37448E-14
  1062    0.10332E+04   -0.78826E+02    0.18370E-09   -0.78826E+02    0.29878E+02    0.47026E-09    0.18370E-09    0.47026E-09    0.37307E-14
  1063    0.10362E+04   -0.79128E+02    0.16861E-09   -0.79128E+02    0.29587E+02    0.46639E-09    0.16861E-09    0.46639E-09    0.37166E-14
  1064    0.10394E+04   -0.79416E+02    0.15382E-09   -0.79416E+02    0.29294E+02    0.46249E-09    0.15382E-09    0.46249E-09    0.37026E-14
  1065    0.10427E+04   -0.79676E+02    0.13932E-09   -0.79676E+02    0.29000E+02    0.45856E-09    0.13932E-09    0.45856E-09    0.36887E-14
  1066    0.10458E+04   -0.79906E+02    0.12512E-09   -0.79906E+02    0.28705E+02    0.45460E-09    0.12512E-09    0.45460E-09    0.36748E-14
  1067    0.10491E+04   -0.80108E+02    0.11122E-09   -0.80108E+02    0.28410E+02    0.45062E-09    0.11122E-09    0.45062E-09    0.36610E-14
  1068    0.10524E+04   -0.80288E+02    0.97604E-10   -0.80288E+02    0.28114E+02    0.44661E-09    0.97604E-10    0.44661E-09    0.36473E-14
  1069    0.10556E+04   -0.80455E+02    0.84282E-10   -0.80455E+02    0.27819E+02    0.44258E-09    0.84282E-10    0.44258E-09    0.36336E-14
  1070    0.10589E+04   -0.80592E+02    0.71250E-10   -0.80592E+02    0.27521E+02    0.43853E-09    0.71250E-10    0.43853E-09    0.36200E-14
  1071    0.10621E+04   -0.80700E+02    0.58507E-10   -0.80700E+02    0.27225E+02    0.43445E-09    0.58507E-10    0.43445E-09    0.36064E-14
  1072    0.10654E+04   -0.80779E+02    0.46049E-10   -0.80779E+02    0.26927E+02    0.43034E-09    0.46049E-10    0.43034E-09    0.35930E-14
  1073    0.10688E+04   -0.80836E+02    0.33878E-10   -0.80836E+02    0.26630E+02    0.42622E-09    0.33878E-10    0.42622E-09    0.35795E-14
  1074    0.10720E+04   -0.80872E+02    0.21989E-10   -0.80872E+02    0.26333E+02    0.42207E-09    0.21989E-10    0.42207E-09    0.35662E-14
  1075    0.10753E+04   -0.80885E+02    0.10384E-10   -0.80885E+02    0.26035E+02    0.41791E-09    0.10384E-10    0.41791E-09    0.35528E-14
  1076    0.10785E+04   -0.80870E+02   -0.94111E-12   -0.80870E+02    0.25739E+02    0.41372E-09   -0.94111E-12    0.41372E-09    0.35396E-14
  1077    0.10818E+04   -0.80840E+02   -0.11986E-10   -0.80840E+02    0.25442E+02    0.40951E-09   -0.11986E-10    0.40951E-09    0.35264E-14
  1078    0.10850E+04   -0.80765E+02   -0.22754E-10   -0.80765E+02    0.25147E+02    0.40529E-09   -0.22754E-10    0.40529E-09    0.35133E-14
  1079    0.10882E+04   -0.80684E+02   -0.33245E-10   -0.80684E+02    0.24851E+02    0.40104E-09   -0.33245E-10    0.40104E-09    0.35002E-14
  1080    0.10915E+04   -0.80581E+02   -0.43460E-10   -0.80581E+02    0.24556E+02    0.39678E-09   -0.43460E-10    0.39678E-09    0.34872E-14
  1081    0.10946E+04   -0.80448E+02   -0.53403E-10   -0.80448E+02    0.24263E+02    0.39250E-09   -0.53403E-10    0.39250E-09    0.34742E-14
  1082    0.10977E+04   -0.80293E+02   -0.63073E-10   -0.80293E+02    0.23970E+02    0.38821E-09   -0.63073E-10    0.38821E-09    0.34613E-14
  1083    0.11009E+04   -0.80116E+02   -0.72472E-10   -0.80116E+02    0.23678E+02    0.38390E-09   -0.72472E-10    0.38390E-09    0.34485E-14
  1084    0.11040E+04   -0.79916E+02   -0.81602E-10   -0.79916E+02    0.23388E+02    0.37957E-09   -0.81602E-10    0.37957E-09    0.34357E-14
  1085    0.11071E+04   -0.79687E+02   -0.90464E-10   -0.79687E+02    0.23099E+02    0.37523E-09   -0.90464E-10    0.37523E-09    0.34230E-14
  1086    0.11102E+04   -0.79451E+02   -0.99060E-10   -0.79451E+02    0.22811E+02    0.37088E-09   -0.99060E-10    0.37088E-09    0.34103E-14
  1087    0.11132E+04   -0.79170E+02   -0.10739E-09   -0.79170E+02    0.22525E+02    0.36651E-09   -0.10739E-09    0.36651E-09    0.33977E-14
  1088    0.11162E+04   -0.78881E+02   -0.11546E-09   -0.78881E+02    0.22239E+02    0.36213E-09   -0.11546E-09    0.36213E-09    0.33851E-14
  1089    0.11192E+04   -0.78563E+02   -0.12326E-09   -0.78563E+02    0.21956E+02    0.35774E-09   -0.12326E-09    0.35774E-09    0.33726E-14
  1090    0.11221E+04   -0.78237E+02   -0.13081E-09   -0.78237E+02    0.21675E+02    0.35333E-09   -0.13081E-09    0.35333E-09    0.33602E-14
  1091    0.11250E+04   -0.77873E+02   -0.13809E-09   -0.77873E+02    0.21395E+02    0.34892E-09   -0.13809E-09    0.34892E-09    0.33478E-14
  1092    0.11279E+04   -0.77495E+02   -0.14512E-09   -0.77495E+02    0.21117E+02    0.34450E-09   -0.14512E-09    0.34450E-09    0.33355E-14
  1093    0.11307E+04   -0.77094E+02   -0.15189E-09   -0.77094E+02    0.20842E+02    0.34007E-09   -0.15189E-09    0.34007E-09    0.33232E-14
  1094    0.11333E+04   -0.76678E+02   -0.15841E-09   -0.76678E+02    0.20568E+02    0.33562E-09   -0.15841E-09    0.33562E-09    0.33110E-14
  1095    0.11361E+04   -0.76246E+02   -0.16468E-09   -0.76246E+02    0.20298E+02    0.33117E-09   -0.16468E-09    0.33117E-09    0.32988E-14
  1096    0.11388E+04   -0.75784E+02   -0.17069E-09   -0.75784E+02    0.20029E+02    0.32672E-09   -0.17069E-09    0.32672E-09    0.32867E-14
  1097    0.11414E+04   -0.75300E+02   -0.17645E-09   -0.75300E+02    0.19762E+02    0.32226E-09   -0.17645E-09    0.32226E-09    0.32746E-14
  1098    0.11440E+04   -0.74800E+02   -0.18196E-09   -0.74800E+02    0.19499E+02    0.31779E-09   -0.18196E-09    0.31779E-09    0.32626E-14
  1099    0.11465E+04   -0.74285E+02   -0.18723E-09   -0.74285E+02    0.19238E+02    0.31331E-09   -0.18723E-09    0.31331E-09    0.32506E-14
  1100    0.11490E+04   -0.73747E+02   -0.19225E-09   -0.73747E+02    0.18981E+02    0.30883E-09   -0.19225E-09    0.30883E-09    0.32387E-14
  1101    0.11514E+04   -0.73191E+02   -0.19702E-09   -0.73191E+02    0.18725E+02    0.30435E-09   -0.19702E-09    0.30435E-09    0.32269E-14
  1102    0.11539E+04   -0.72615E+02   -0.20155E-09   -0.72615E+02    0.18473E+02    0.29986E-09   -0.20155E-09    0.29986E-09    0.32151E-14
  1103    0.11562E+04   -0.72023E+02   -0.20585E-09   -0.72023E+02    0.18223E+02    0.29537E-09   -0.20585E-09    0.29537E-09    0.32033E-14
  1104    0.11584E+04   -0.71411E+02   -0.20990E-09   -0.71411E+02    0.17978E+02    0.29088E-09   -0.20990E-09    0.29088E-09    0.31916E-14
  1105    0.11606E+04   -0.70783E+02   -0.21372E-09   -0.70783E+02    0.17735E+02    0.28638E-09   -0.21372E-09    0.28638E-09    0.31800E-14
  1106    0.11627E+04   -0.70138E+02   -0.21731E-09   -0.70138E+02    0.17495E+02    0.28188E-09   -0.21731E-09    0.28188E-09    0.31684E-14
  1107    0.11648E+04   -0.69476E+02   -0.22067E-09   -0.69476E+02    0.17259E+02    0.27739E-09   -0.22067E-09    0.27739E-09    0.31568E-14
  1108    0.11668E+04   -0.68798E+02   -0.22380E-09   -0.68798E+02    0.17025E+02    0.27289E-09   -0.22380E-09    0.27289E-09    0.31453E-14
  1109    0.11687E+04   -0.68104E+02   -0.22671E-09   -0.68104E+02    0.16793E+02    0.26839E-09   -0.22671E-09    0.26839E-09    0.31339E-14
  1110    0.11706E+04   -0.67395E+02   -0.22939E-09   -0.67395E+02    0.16568E+02    0.26388E-09   -0.22939E-09    0.26388E-09    0.31225E-14
  1111    0.11723E+04   -0.66670E+02   -0.23185E-09   -0.66670E+02    0.16345E+02    0.25938E-09   -0.23185E-09    0.25938E-09    0.31111E-14
  1112    0.11741E+04   -0.65931E+02   -0.23410E-09   -0.65931E+02    0.16126E+02    0.25488E-09   -0.23410E-09    0.25488E-09    0.30998E-14
  1113    0.11757E+04   -0.65177E+02   -0.23613E-09   -0.65177E+02    0.15912E+02    0.25039E-09   -0.23613E-09    0.25039E-09    0.30886E-14
  1114    0.11773E+04   -0.64410E+02   -0.23794E-09   -0.64410E+02    0.15700E+02    0.24589E-09   -0.23794E-09    0.24589E-09    0.30774E-14
  1115    0.11788E+04   -0.63630E+02   -0.23955E-09   -0.63630E+02    0.15493E+02    0.24140E-09   -0.23955E-09    0.24140E-09    0.30663E-14
  1116    0.11803E+04   -0.62836E+02   -0.24095E-09   -0.62836E+02    0.15290E+02    0.23690E-09   -0.24095E-09    0.23690E-09    0.30552E-14
  1117    0.11816E+04   -0.62030E+02   -0.24214E-09   -0.62030E+02    0.15092E+02    0.23241E-09   -0.24214E-09    0.23241E-09    0.30441E-14
  1118    0.11829E+04   -0.61210E+02   -0.24312E-09   -0.61210E+02    0.14898E+02    0.22793E-09   -0.24312E-09    0.22793E-09    0.30331E-14
  1119    0.11841E+04   -0.60380E+02   -0.24391E-09   -0.60380E+02    0.14707E+02    0.22345E-09   -0.24391E-09    0.22345E-09    0.30221E-14
  1120    0.11853E+04   -0.59538E+02   -0.24450E-09   -0.59538E+02    0.14521E+02    0.21897E-09   -0.24450E-09    0.21897E-09    0.30112E-14
  1121    0.11863E+04   -0.58683E+02   -0.24489E-09   -0.58683E+02    0.14339E+02    0.21450E-09   -0.24489E-09    0.21450E-09    0.30004E-14
  1122    0.11873E+04   -0.57820E+02   -0.24509E-09   -0.57820E+02    0.14162E+02    0.21003E-09   -0.24509E-09    0.21003E-09    0.29896E-14
  1123    0.11882E+04   -0.56946E+02   -0.24510E-09   -0.56946E+02    0.13989E+02    0.20557E-09   -0.24510E-09    0.20557E-09    0.29788E-14
  1124    0.11890E+04   -0.56062E+02   -0.24491E-09   -0.56062E+02    0.13821E+02    0.20111E-09   -0.24491E-09    0.20111E-09    0.29681E-14
  1125    0.11897E+04   -0.55167E+02   -0.24454E-09   -0.55167E+02    0.13657E+02    0.19666E-09   -0.24454E-09    0.19666E-09    0.29574E-14
  1126    0.11904E+04   -0.54265E+02   -0.24399E-09   -0.54265E+02    0.13498E+02    0.19222E-09   -0.24399E-09    0.19222E-09    0.29468E-14
  1127    0.11909E+04   -0.53354E+02   -0.24326E-09   -0.53354E+02    0.13343E+02    0.18778E-09   -0.24326E-09    0.18778E-09    0.29362E-14
  1128    0.11914E+04   -0.52436E+02   -0.24234E-09   -0.52436E+02    0.13193E+02    0.18336E-09   -0.24234E-09    0.18336E-09    0.29257E-14
  1129    0.11918E+04   -0.51508E+02   -0.24125E-09   -0.51508E+02    0.13049E+02    0.17894E-09   -0.24125E-09    0.17894E-09    0.29152E-14
  1130    0.11920E+04   -0.50575E+02   -0.23999E-09   -0.50575E+02    0.12908E+02    0.17453E-09   -0.23999E-09    0.17453E-09    0.29047E-14
  1131    0.11923E+04   -0.49635E+02   -0.23855E-09   -0.49635E+02    0.12773E+02    0.17013E-09   -0.23855E-09    0.17013E-09    0.28943E-14
  1132    0.11925E+04   -0.48688E+02   -0.23694E-09   -0.48688E+02    0.12642E+02    0.16573E-09   -0.23694E-09    0.16573E-09    0.28840E-14
  1133    0.11925E+04   -0.47735E+02   -0.23517E-09   -0.47735E+02    0.12517E+02    0.16135E-09   -0.23517E-09    0.16135E-09    0.28737E-14
  1134    0.11925E+04   -0.46777E+02   -0.23323E-09   -0.46777E+02    0.12397E+02    0.15698E-09   -0.23323E-09    0.15698E-09    0.28634E-14
  1135    0.11923E+04   -0.45813E+02   -0.23113E-09   -0.45813E+02    0.12281E+02    0.15262E-09   -0.23113E-09    0.15262E-09    0.28532E-14
  1136    0.11921E+04   -0.44847E+02   -0.22887E-09   -0.44847E+02    0.12170E+02    0.14827E-09   -0.22887E-09    0.14827E-09    0.28430E-14
  1137    0.11918E+04   -0.43874E+02   -0.22645E-09   -0.43874E+02    0.12064E+02    0.14394E-09   -0.22645E-09    0.14394E-09    0.28329E-14
  1138    0.11914E+04   -0.42899E+02   -0.22388E-09   -0.42899E+02    0.11965E+02    0.13961E-09   -0.22388E-09    0.13961E-09    0.28228E-14
  1139    0.11910E+04   -0.41919E+02   -0.22115E-09   -0.41919E+02    0.11868E+02    0.13530E-09   -0.22115E-09    0.13530E-09    0.28127E-14
  1140    0.11904E+04   -0.40938E+02   -0.21828E-09   -0.40938E+02    0.11779E+02    0.13100E-09   -0.21828E-09    0.13100E-09    0.28027E-14
  1141    0.11898E+04   -0.39953E+02   -0.21525E-09   -0.39953E+02    0.11692E+02    0.12671E-09   -0.21525E-09    0.12671E-09    0.27928E-14
  1142    0.11891E+04   -0.38967E+02   -0.21208E-09   -0.38967E+02    0.11612E+02    0.12244E-09   -0.21208E-09    0.12244E-09    0.27829E-14
  1143    0.11883E+04   -0.37979E+02   -0.20877E-09   -0.37979E+02    0.11537E+02    0.11819E-09   -0.20877E-09    0.11819E-09    0.27730E-14
  1144    0.11872E+04   -0.36991E+02   -0.20532E-09   -0.36991E+02    0.11466E+02    0.11394E-09   -0.20532E-09    0.11394E-09    0.27632E-14
  1145    0.11863E+04   -0.36001E+02   -0.20173E-09   -0.36001E+02    0.11401E+02    0.10972E-09   -0.20173E-09    0.10972E-09    0.27534E-14
  1146    0.11852E+04   -0.35011E+02   -0.19800E-09   -0.35011E+02    0.11341E+02    0.10551E-09   -0.19800E-09    0.10551E-09    0.27436E-14
  1147    0.11841E+04   -0.34022E+02   -0.19414E-09   -0.34022E+02    0.11287E+02    0.10131E-09   -0.19414E-09    0.10131E-09    0.27339E-14
  1148    0.11827E+04   -0.33033E+02   -0.19015E-09   -0.33033E+02    0.11237E+02    0.97135E-10   -0.19015E-09    0.97135E-10    0.27242E-14
  1149    0.11814E+04   -0.32045E+02   -0.18603E-09   -0.32045E+02    0.11192E+02    0.92974E-10   -0.18603E-09    0.92974E-10    0.27146E-14
  1150    0.11800E+04   -0.31059E+02   -0.18178E-09   -0.31059E+02    0.11153E+02    0.88831E-10   -0.18178E-09    0.88831E-10    0.27050E-14
  1151    0.11785E+04   -0.30074E+02   -0.17741E-09   -0.30074E+02    0.11118E+02    0.84705E-10   -0.17741E-09    0.84705E-10    0.26955E-14
  1152    0.11769E+04   -0.29092E+02   -0.17292E-09   -0.29092E+02    0.11089E+02    0.80598E-10   -0.17292E-09    0.80598E-10    0.26860E-14
  1153    0.11753E+04   -0.28113E+02   -0.16831E-09   -0.28113E+02    0.11065E+02    0.76509E-10   -0.16831E-09    0.76509E-10    0.26765E-14
  1154    0.11735E+04   -0.27136E+02   -0.16357E-09   -0.27136E+02    0.11046E+02    0.72438E-10   -0.16357E-09    0.72438E-10    0.26671E-14
  1155    0.11717E+04   -0.26163E+02   -0.15871E-09   -0.26163E+02    0.11032E+02    0.68385E-10   -0.15871E-09    0.68385E-10    0.26577E-14
  1156    0.11697E+04   -0.25194E+02   -0.15373E-09   -0.25194E+02    0.11023E+02    0.64351E-10   -0.15373E-09    0.64351E-10    0.26484E-14
  1157    0.11677E+04   -0.24229E+02   -0.14863E-09   -0.24229E+02    0.11019E+02    0.60335E-10   -0.14863E-09    0.60335E-10    0.26391E-14
  1158    0.11656E+04   -0.23270E+02   -0.14341E-09   -0.23270E+02    0.11020E+02    0.56337E-10   -0.14341E-09    0.56337E-10    0.26298E-14
  1159    0.11635E+04   -0.22315E+02   -0.13807E-09   -0.22315E+02    0.11026E+02    0.52358E-10   -0.13807E-09    0.52358E-10    0.26206E-14
  1160    0.11611E+04   -0.21367E+02   -0.13261E-09   -0.21367E+02    0.11037E+02    0.48397E-10   -0.13261E-09    0.48397E-10    0.26114E-14
  1161    0.11589E+04   -0.20425E+02   -0.12704E-09   -0.20425E+02    0.11053E+02    0.44455E-10   -0.12704E-09    0.44455E-10    0.26023E-14
  1162    0.11564E+04   -0.19489E+02   -0.12134E-09   -0.19489E+02    0.11074E+02    0.40532E-10   -0.12134E-09    0.40532E-10    0.25931E-14
  1163    0.11539E+04   -0.18560E+02   -0.11553E-09   -0.18560E+02    0.11100E+02    0.36627E-10   -0.11553E-09    0.36627E-10    0.25841E-14
  1164    0.11514E+04   -0.17639E+02   -0.10960E-09   -0.17639E+02    0.11131E+02    0.32741E-10   -0.10960E-09    0.32741E-10    0.25750E-14
  1165    0.11488E+04   -0.16724E+02   -0.10356E-09   -0.16724E+02    0.11167E+02    0.28873E-10   -0.10356E-09    0.28873E-10    0.25661E-14
  1166    0.11460E+04   -0.15819E+02   -0.97396E-10   -0.15819E+02    0.11208E+02    0.25025E-10   -0.97396E-10    0.25025E-10    0.25571E-14
  1167    0.11433E+04   -0.14922E+02   -0.91120E-10   -0.14922E+02    0.11253E+02    0.21196E-10   -0.91120E-10    0.21196E-10    0.25482E-14
  1168    0.11404E+04   -0.14032E+02   -0.84730E-10   -0.14032E+02    0.11303E+02    0.17385E-10   -0.84730E-10    0.17385E-10    0.25393E-14
  1169    0.11375E+04   -0.13154E+02   -0.78225E-10   -0.13154E+02    0.11357E+02    0.13594E-10   -0.78225E-10    0.13594E-10    0.25305E-14
  1170    0.11346E+04   -0.12284E+02   -0.71607E-10   -0.12284E+02    0.11417E+02    0.98211E-11   -0.71607E-10    0.98211E-11    0.25216E-14
  1171    0.11314E+04   -0.11424E+02   -0.64876E-10   -0.11424E+02    0.11481E+02    0.60678E-11   -0.64876E-10    0.60678E-11    0.25129E-14
  1172    0.11283E+04   -0.10575E+02   -0.58033E-10   -0.10575E+02    0.11549E+02    0.23338E-11   -0.58033E-10    0.23338E-11    0.25041E-14
  1173    0.11252E+04   -0.97358E+01   -0.51077E-10   -0.97358E+01    0.11623E+02   -0.13810E-11   -0.51077E-10   -0.13810E-11    0.24954E-14
  1174    0.11219E+04   -0.89081E+01   -0.44011E-10   -0.89081E+01    0.11699E+02   -0.50765E-11   -0.44011E-10   -0.50765E-11    0.24868E-14
  1175    0.11185E+04   -0.80917E+01   -0.36833E-10   -0.80917E+01    0.11781E+02   -0.87526E-11   -0.36833E-10   -0.87526E-11    0.24782E-14
  1176    0.11151E+04   -0.72873E+01   -0.29545E-10   -0.72873E+01    0.11866E+02   -0.12409E-10   -0.29545E-10   -0.12409E-10    0.24696E-14
  1177    0.11116E+04   -0.64945E+01   -0.22146E-10   -0.64945E+01    0.11957E+02   -0.16046E-10   -0.22146E-10   -0.16046E-10    0.24610E-14
  1178    0.11081E+04   -0.57140E+01   -0.14639E-10   -0.57140E+01    0.12051E+02   -0.19664E-10   -0.14639E-10   -0.19664E-10    0.24525E-14
  1179    0.11046E+04   -0.49460E+01   -0.70228E-11   -0.49460E+01    0.12151E+02   -0.23262E-10   -0.70228E-11   -0.23262E-10    0.24440E-14
  1180    0.11009E+04   -0.41908E+01    0.70163E-12   -0.41908E+01    0.12255E+02   -0.26840E-10    0.70163E-12   -0.26840E-10    0.24356E-14
  1181    0.10972E+04   -0.34488E+01    0.85338E-11   -0.34488E+01    0.12362E+02   -0.30399E-10    0.85338E-11   -0.30399E-10    0.24272E-14
  1182    0.10934E+04   -0.27202E+01    0.16473E-10   -0.27202E+01    0.12473E+02   -0.33938E-10    0.16473E-10   -0.33938E-10    0.24188E-14
  1183    0.10896E+04   -0.20052E+01    0.24519E-10   -0.20052E+01    0.12588E+02   -0.37457E-10    0.24519E-10   -0.37457E-10    0.24105E-14
  1184    0.10857E+04   -0.13043E+01    0.32672E-10   -0.13043E+01    0.12707E+02   -0.40956E-10    0.32672E-10   -0.40956E-10    0.24022E-14
  1185    0.10818E+04   -0.61748E+00    0.40929E-10   -0.61748E+00    0.12830E+02   -0.44435E-10    0.40929E-10   -0.44435E-10    0.23939E-14
  1186    0.10778E+04    0.54767E-01    0.49292E-10    0.54767E-01    0.12957E+02   -0.47894E-10    0.49292E-10   -0.47894E-10    0.23857E-14
  1187    0.10739E+04    0.71230E+00    0.57760E-10    0.71230E+00    0.13087E+02   -0.51334E-10    0.57760E-10   -0.51334E-10    0.23775E-14
  1188    0.10698E+04    0.13547E+01    0.66331E-10    0.13547E+01    0.13221E+02   -0.54753E-10    0.66331E-10   -0.54753E-10    0.23693E-14
  1189    0.10656E+04    0.19821E+01    0.75006E-10    0.19821E+01    0.13358E+02   -0.58151E-10    0.75006E-10   -0.58151E-10    0.23612E-14
  1190    0.10615E+04    0.25940E+01    0.83784E-10    0.25940E+01    0.13498E+02   -0.61530E-10    0.83784E-10   -0.61530E-10    0.23531E-14
  1191    0.10573E+04    0.31905E+01    0.92665E-10    0.31905E+01    0.13643E+02   -0.64888E-10    0.92665E-10   -0.64888E-10    0.23450E-14
  1192    0.10530E+04    0.37711E+01    0.10165E-09    0.37711E+01    0.13790E+02   -0.68226E-10    0.10165E-09   -0.68226E-10    0.23370E-14
  1193    0.10487E+04    0.43358E+01    0.11073E-09    0.43358E+01    0.13941E+02   -0.71544E-10    0.11073E-09   -0.71544E-10    0.23290E-14
  1194    0.10444E+04    0.48844E+01    0.11992E-09    0.48844E+01    0.14095E+02   -0.74841E-10    0.11992E-09   -0.74841E-10    0.23210E-14
  1195    0.10401E+04    0.54168E+01    0.12920E-09    0.54168E+01    0.14252E+02   -0.78117E-10    0.12920E-09   -0.78117E-10    0.23131E-14
  1196    0.10356E+04    0.59324E+01    0.13858E-09    0.59324E+01    0.14412E+02   -0.81373E-10    0.13858E-09   -0.81373E-10    0.23052E-14
  1197    0.10312E+04    0.64315E+01    0.14807E-09    0.64315E+01    0.14575E+02   -0.84608E-10    0.14807E-09   -0.84608E-10    0.22973E-14
  1198    0.10267E+04    0.69127E+01    0.15765E-09    0.69127E+01    0.14741E+02   -0.87823E-10    0.15765E-09   -0.87823E-10    0.22894E-14
  1199    0.10222E+04    0.73782E+01    0.16733E-09    0.73782E+01    0.14909E+02   -0.91017E-10    0.16733E-09   -0.91017E-10    0.22816E-14
  1200    0.10176E+04    0.78265E+01    0.17711E-09    0.78265E+01    0.15080E+02   -0.94190E-10    0.17711E-09   -0.94190E-10    0.22739E-14
  1201    0.10131E+04    0.82567E+01    0.18698E-09    0.82567E+01    0.15254E+02   -0.97342E-10    0.18698E-09   -0.97342E-10    0.22661E-14
  1202    0.10084E+04    0.86703E+01    0.19694E-09    0.86703E+01    0.15431E+02   -0.10047E-09    0.19694E-09   -0.10047E-09    0.22584E-14
  1203    0.10038E+04    0.90658E+01    0.20698E-09    0.90658E+01    0.15610E+02   -0.10358E-09    0.20698E-09   -0.10358E-09    0.22507E-14
  1204    0.99913E+03    0.94440E+01    0.21708E-09    0.94440E+01    0.15791E+02   -0.10667E-09    0.21708E-09   -0.10667E-09    0.22431E-14
  1205    0.99444E+03    0.98039E+01    0.22723E-09    0.98039E+01    0.15973E+02   -0.10973E-09    0.22723E-09   -0.10973E-09    0.22355E-14
  1206    0.98974E+03    0.10146E+02    0.23742E-09    0.10146E+02    0.16159E+02   -0.11277E-09    0.23742E-09   -0.11277E-09    0.22279E-14
  1207    0.98511E+03    0.10470E+02    0.24765E-09    0.10470E+02    0.16346E+02   -0.11579E-09    0.24765E-09   -0.11579E-09    0.22203E-14
  1208    0.98039E+03    0.10777E+02    0.25789E-09    0.10777E+02    0.16536E+02   -0.11878E-09    0.25789E-09   -0.11878E-09    0.22128E-14
  1209    0.97560E+03    0.11065E+02    0.26814E-09    0.11065E+02    0.16727E+02   -0.12174E-09    0.26814E-09   -0.12174E-09    0.22053E-14
  1210    0.97087E+03    0.11334E+02    0.27839E-09    0.11334E+02    0.16920E+02   -0.12469E-09    0.27839E-09   -0.12469E-09    0.21979E-14
  1211    0.96606E+03    0.11585E+02    0.28862E-09    0.11585E+02    0.17115E+02   -0.12760E-09    0.28862E-09   -0.12760E-09    0.21904E-14
  1212    0.96132E+03    0.11818E+02    0.29883E-09    0.11818E+02    0.17311E+02   -0.13049E-09    0.29883E-09   -0.13049E-09    0.21830E-14
  1213    0.95650E+03    0.12034E+02    0.30900E-09    0.12034E+02    0.17508E+02   -0.13335E-09    0.30900E-09   -0.13335E-09    0.21757E-14
  1214    0.95174E+03    0.12230E+02    0.31913E-09    0.12230E+02    0.17708E+02   -0.13618E-09    0.31913E-09   -0.13618E-09    0.21683E-14
  1215    0.94698E+03    0.12407E+02    0.32919E-09    0.12407E+02    0.17908E+02   -0.13899E-09    0.32919E-09   -0.13899E-09    0.21610E-14
  1216    0.94221E+03    0.12566E+02    0.33919E-09    0.12566E+02    0.18110E+02   -0.14177E-09    0.33919E-09   -0.14177E-09    0.21537E-14
  1217    0.93729E+03    0.12708E+02    0.34911E-09    0.12708E+02    0.18313E+02   -0.14451E-09    0.34911E-09   -0.14451E-09    0.21465E-14
  1218    0.93250E+03    0.12829E+02    0.35893E-09    0.12829E+02    0.18518E+02   -0.14723E-09    0.35893E-09   -0.14723E-09    0.21392E-14
  1219    0.92764E+03    0.12934E+02    0.36865E-09    0.12934E+02    0.18722E+02   -0.14992E-09    0.36865E-09   -0.14992E-09    0.21321E-14
  1220    0.92284E+03    0.13019E+02    0.37826E-09    0.13019E+02    0.18927E+02   -0.15258E-09    0.37826E-09   -0.15258E-09    0.21249E-14
  1221    0.91803E+03    0.13086E+02    0.38774E-09    0.13086E+02    0.19133E+02   -0.15520E-09    0.38774E-09   -0.15520E-09    0.21178E-14
  1222    0.91322E+03    0.13133E+02    0.39709E-09    0.13133E+02    0.19341E+02   -0.15780E-09    0.39709E-09   -0.15780E-09    0.21107E-14
  1223    0.90840E+03    0.13164E+02    0.40629E-09    0.13164E+02    0.19548E+02   -0.16036E-09    0.40629E-09   -0.16036E-09    0.21036E-14
  1224    0.90357E+03    0.13174E+02    0.41533E-09    0.13174E+02    0.19755E+02   -0.16289E-09    0.41533E-09   -0.16289E-09    0.20965E-14
  1225    0.89881E+03    0.13166E+02    0.42420E-09    0.13166E+02    0.19964E+02   -0.16538E-09    0.42420E-09   -0.16538E-09    0.20895E-14
  1226    0.89405E+03    0.13141E+02    0.43289E-09    0.13141E+02    0.20172E+02   -0.16785E-09    0.43289E-09   -0.16785E-09    0.20825E-14
  1227    0.88935E+03    0.13097E+02    0.44139E-09    0.13097E+02    0.20380E+02   -0.17027E-09    0.44139E-09   -0.17027E-09    0.20755E-14
  1228    0.88457E+03    0.13035E+02    0.44968E-09    0.13035E+02    0.20589E+02   -0.17267E-09    0.44968E-09   -0.17267E-09    0.20686E-14
  1229    0.87985E+03    0.12954E+02    0.45777E-09    0.12954E+02    0.20798E+02   -0.17502E-09    0.45777E-09   -0.17502E-09    0.20617E-14
  1230    0.87499E+03    0.12856E+02    0.46562E-09    0.12856E+02    0.21006E+02   -0.17735E-09    0.46562E-09   -0.17735E-09    0.20548E-14
  1231    0.87026E+03    0.12740E+02    0.47324E-09    0.12740E+02    0.21214E+02   -0.17963E-09    0.47324E-09   -0.17963E-09    0.20480E-14
  1232    0.86552E+03    0.12607E+02    0.48061E-09    0.12607E+02    0.21421E+02   -0.18188E-09    0.48061E-09   -0.18188E-09    0.20411E-14
  1233    0.86093E+03    0.12454E+02    0.48773E-09    0.12454E+02    0.21630E+02   -0.18409E-09    0.48773E-09   -0.18409E-09    0.20343E-14
  1234    0.85626E+03    0.12285E+02    0.49457E-09    0.12285E+02    0.21836E+02   -0.18626E-09    0.49457E-09   -0.18626E-09    0.20276E-14
  1235    0.85187E+03    0.12099E+02    0.50114E-09    0.12099E+02    0.22043E+02   -0.18840E-09    0.50114E-09   -0.18840E-09    0.20208E-14
