#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.212760E+00   0.970517E+06   0.965454E+06   0.372278E+01   0.224234E+01   0.000000E+00   0.969666E+06   0.969666E+06   0.969666E+06  -0.427712E-01   0.556381E+06   0.556319E+06   0.965926E-01
   0.217831E+00   0.935392E+06   0.930405E+06   0.342294E+01   0.206175E+01   0.000000E+00   0.934555E+06   0.934555E+06   0.934555E+06  -0.412227E-01   0.536235E+06   0.536175E+06   0.919827E-01
   0.222902E+00   0.905410E+06   0.900624E+06   0.316427E+01   0.190597E+01   0.000000E+00   0.904606E+06   0.904606E+06   0.904606E+06  -0.399019E-01   0.519051E+06   0.518993E+06   0.861414E-01
   0.227972E+00   0.879823E+06   0.875330E+06   0.293972E+01   0.177073E+01   0.000000E+00   0.879068E+06   0.879068E+06   0.879068E+06  -0.387757E-01   0.504398E+06   0.504343E+06   0.796406E-01
   0.233043E+00   0.857269E+06   0.853106E+06   0.274123E+01   0.165118E+01   0.000000E+00   0.856570E+06   0.856570E+06   0.856570E+06  -0.377835E-01   0.491488E+06   0.491437E+06   0.731755E-01
   0.238113E+00   0.836226E+06   0.832377E+06   0.256142E+01   0.154288E+01   0.000000E+00   0.835580E+06   0.835580E+06   0.835580E+06  -0.368578E-01   0.479445E+06   0.479396E+06   0.673680E-01
   0.243184E+00   0.815347E+06   0.811750E+06   0.239451E+01   0.144235E+01   0.000000E+00   0.814743E+06   0.814743E+06   0.814743E+06  -0.359388E-01   0.467489E+06   0.467443E+06   0.626254E-01
   0.248255E+00   0.793724E+06   0.790295E+06   0.223682E+01   0.134737E+01   0.000000E+00   0.793148E+06   0.793148E+06   0.793148E+06  -0.349864E-01   0.455098E+06   0.455054E+06   0.590773E-01
   0.253325E+00   0.771078E+06   0.767731E+06   0.208690E+01   0.125707E+01   0.000000E+00   0.770516E+06   0.770516E+06   0.770516E+06  -0.339883E-01   0.442113E+06   0.442070E+06   0.565958E-01
   0.258396E+00   0.747724E+06   0.744394E+06   0.194503E+01   0.117162E+01   0.000000E+00   0.747165E+06   0.747165E+06   0.747165E+06  -0.329583E-01   0.428714E+06   0.428672E+06   0.548730E-01
   0.263466E+00   0.724327E+06   0.720977E+06   0.181230E+01   0.109168E+01   0.000000E+00   0.723764E+06   0.723764E+06   0.723764E+06  -0.319262E-01   0.415288E+06   0.415245E+06   0.535245E-01
   0.268537E+00   0.701634E+06   0.698264E+06   0.168981E+01   0.101790E+01   0.000000E+00   0.701068E+06   0.701068E+06   0.701068E+06  -0.309251E-01   0.402265E+06   0.402223E+06   0.521909E-01
   0.273608E+00   0.680310E+06   0.676945E+06   0.157826E+01   0.950712E+00   0.000000E+00   0.679745E+06   0.679745E+06   0.679745E+06  -0.299847E-01   0.390030E+06   0.389989E+06   0.506163E-01
   0.278678E+00   0.660820E+06   0.657502E+06   0.147776E+01   0.890175E+00   0.000000E+00   0.660262E+06   0.660262E+06   0.660262E+06  -0.291254E-01   0.378852E+06   0.378811E+06   0.486878E-01
   0.283749E+00   0.643326E+06   0.640098E+06   0.138769E+01   0.835924E+00   0.000000E+00   0.642784E+06   0.642784E+06   0.642784E+06  -0.283544E-01   0.368823E+06   0.368784E+06   0.464317E-01
   0.288819E+00   0.627640E+06   0.624538E+06   0.130676E+01   0.787176E+00   0.000000E+00   0.627119E+06   0.627119E+06   0.627119E+06  -0.276635E-01   0.359835E+06   0.359797E+06   0.439770E-01
   0.293890E+00   0.613309E+06   0.610349E+06   0.123328E+01   0.742912E+00   0.000000E+00   0.612812E+06   0.612812E+06   0.612812E+06  -0.270324E-01   0.351625E+06   0.351589E+06   0.415019E-01
   0.298961E+00   0.599787E+06   0.596969E+06   0.116555E+01   0.702118E+00   0.000000E+00   0.599314E+06   0.599314E+06   0.599314E+06  -0.264371E-01   0.343880E+06   0.343845E+06   0.391809E-01
   0.304031E+00   0.586596E+06   0.583901E+06   0.110224E+01   0.663984E+00   0.000000E+00   0.586144E+06   0.586144E+06   0.586144E+06  -0.258562E-01   0.336324E+06   0.336290E+06   0.371431E-01
   0.309102E+00   0.573399E+06   0.570799E+06   0.104240E+01   0.627937E+00   0.000000E+00   0.572963E+06   0.572963E+06   0.572963E+06  -0.252748E-01   0.328760E+06   0.328728E+06   0.354485E-01
   0.314172E+00   0.560024E+06   0.557488E+06   0.985493E+00   0.593656E+00   0.000000E+00   0.559598E+06   0.559598E+06   0.559598E+06  -0.246853E-01   0.321092E+06   0.321060E+06   0.340838E-01
   0.319243E+00   0.546483E+06   0.543985E+06   0.931360E+00   0.561051E+00   0.000000E+00   0.546063E+06   0.546063E+06   0.546063E+06  -0.240883E-01   0.313326E+06   0.313295E+06   0.329790E-01
   0.324314E+00   0.532963E+06   0.530487E+06   0.880133E+00   0.530194E+00   0.000000E+00   0.532547E+06   0.532547E+06   0.532547E+06  -0.234922E-01   0.305571E+06   0.305540E+06   0.320337E-01
   0.329384E+00   0.519752E+06   0.517293E+06   0.832081E+00   0.501248E+00   0.000000E+00   0.519339E+06   0.519339E+06   0.519339E+06  -0.229095E-01   0.297992E+06   0.297961E+06   0.311463E-01
   0.334455E+00   0.507108E+06   0.504672E+06   0.787401E+00   0.474332E+00   0.000000E+00   0.506699E+06   0.506699E+06   0.506699E+06  -0.223519E-01   0.290740E+06   0.290710E+06   0.302354E-01
   0.339525E+00   0.495191E+06   0.492789E+06   0.746098E+00   0.449451E+00   0.000000E+00   0.494788E+06   0.494788E+06   0.494788E+06  -0.218265E-01   0.283905E+06   0.283876E+06   0.292541E-01
   0.344596E+00   0.484059E+06   0.481705E+06   0.708019E+00   0.426514E+00   0.000000E+00   0.483664E+06   0.483664E+06   0.483664E+06  -0.213358E-01   0.277522E+06   0.277493E+06   0.281943E-01
   0.349667E+00   0.473691E+06   0.471399E+06   0.672911E+00   0.405365E+00   0.000000E+00   0.473306E+06   0.473306E+06   0.473306E+06  -0.208789E-01   0.271579E+06   0.271551E+06   0.270810E-01
   0.354737E+00   0.463985E+06   0.461762E+06   0.640423E+00   0.385795E+00   0.000000E+00   0.463612E+06   0.463612E+06   0.463612E+06  -0.204513E-01   0.266017E+06   0.265989E+06   0.259591E-01
   0.359808E+00   0.454765E+06   0.452612E+06   0.610139E+00   0.367553E+00   0.000000E+00   0.454403E+06   0.454403E+06   0.454403E+06  -0.200451E-01   0.260733E+06   0.260706E+06   0.248776E-01
   0.364878E+00   0.445833E+06   0.443746E+06   0.581658E+00   0.350398E+00   0.000000E+00   0.445483E+06   0.445483E+06   0.445483E+06  -0.196517E-01   0.255614E+06   0.255588E+06   0.238767E-01
   0.369949E+00   0.437045E+06   0.435015E+06   0.554680E+00   0.334148E+00   0.000000E+00   0.436704E+06   0.436704E+06   0.436704E+06  -0.192646E-01   0.250578E+06   0.250552E+06   0.229805E-01
   0.375020E+00   0.428328E+06   0.426343E+06   0.529019E+00   0.318691E+00   0.000000E+00   0.427995E+06   0.427995E+06   0.427995E+06  -0.188804E-01   0.245580E+06   0.245555E+06   0.221933E-01
   0.380090E+00   0.419664E+06   0.417715E+06   0.504576E+00   0.303964E+00   0.000000E+00   0.419336E+06   0.419336E+06   0.419336E+06  -0.184984E-01   0.240612E+06   0.240588E+06   0.215016E-01
   0.385161E+00   0.411082E+06   0.409162E+06   0.481322E+00   0.289954E+00   0.000000E+00   0.410760E+06   0.410760E+06   0.410760E+06  -0.181199E-01   0.235691E+06   0.235667E+06   0.208797E-01
   0.390231E+00   0.402662E+06   0.400766E+06   0.459293E+00   0.276685E+00   0.000000E+00   0.402344E+06   0.402344E+06   0.402344E+06  -0.177488E-01   0.230862E+06   0.230838E+06   0.202984E-01
   0.395302E+00   0.394491E+06   0.392620E+06   0.438512E+00   0.264170E+00   0.000000E+00   0.394177E+06   0.394177E+06   0.394177E+06  -0.173887E-01   0.226176E+06   0.226153E+06   0.197319E-01
   0.400373E+00   0.386640E+06   0.384796E+06   0.418959E+00   0.252389E+00   0.000000E+00   0.386330E+06   0.386330E+06   0.386330E+06  -0.170424E-01   0.221674E+06   0.221650E+06   0.191620E-01
   0.405443E+00   0.379139E+06   0.377326E+06   0.400612E+00   0.241334E+00   0.000000E+00   0.378834E+06   0.378834E+06   0.378834E+06  -0.167116E-01   0.217373E+06   0.217350E+06   0.185812E-01
   0.410514E+00   0.371990E+06   0.370213E+06   0.383422E+00   0.230984E+00   0.000000E+00   0.371692E+06   0.371692E+06   0.371692E+06  -0.163968E-01   0.213274E+06   0.213252E+06   0.179917E-01
   0.415584E+00   0.365169E+06   0.363431E+06   0.367260E+00   0.221246E+00   0.000000E+00   0.364877E+06   0.364877E+06   0.364877E+06  -0.160961E-01   0.209364E+06   0.209342E+06   0.174033E-01
   0.420655E+00   0.358626E+06   0.356926E+06   0.352032E+00   0.212070E+00   0.000000E+00   0.358340E+06   0.358340E+06   0.358340E+06  -0.158076E-01   0.205613E+06   0.205592E+06   0.168292E-01
   0.425726E+00   0.352292E+06   0.350631E+06   0.337642E+00   0.203406E+00   0.000000E+00   0.352013E+06   0.352013E+06   0.352013E+06  -0.155288E-01   0.201983E+06   0.201962E+06   0.162816E-01
   0.430796E+00   0.346110E+06   0.344484E+06   0.323942E+00   0.195148E+00   0.000000E+00   0.345837E+06   0.345837E+06   0.345837E+06  -0.152561E-01   0.198439E+06   0.198418E+06   0.157690E-01
   0.435867E+00   0.340042E+06   0.338449E+06   0.310912E+00   0.187303E+00   0.000000E+00   0.339775E+06   0.339775E+06   0.339775E+06  -0.149889E-01   0.194961E+06   0.194941E+06   0.152952E-01
   0.440937E+00   0.334073E+06   0.332508E+06   0.298465E+00   0.179803E+00   0.000000E+00   0.333810E+06   0.333810E+06   0.333810E+06  -0.147257E-01   0.191538E+06   0.191518E+06   0.148586E-01
   0.446008E+00   0.328198E+06   0.326658E+06   0.286587E+00   0.172647E+00   0.000000E+00   0.327939E+06   0.327939E+06   0.327939E+06  -0.144667E-01   0.188169E+06   0.188150E+06   0.144532E-01
   0.451079E+00   0.322430E+06   0.320913E+06   0.275260E+00   0.165825E+00   0.000000E+00   0.322175E+06   0.322175E+06   0.322175E+06  -0.142125E-01   0.184862E+06   0.184843E+06   0.140708E-01
   0.456149E+00   0.316798E+06   0.315302E+06   0.264467E+00   0.159321E+00   0.000000E+00   0.316546E+06   0.316546E+06   0.316546E+06  -0.139641E-01   0.181632E+06   0.181614E+06   0.137034E-01
   0.461220E+00   0.311329E+06   0.309855E+06   0.254223E+00   0.153152E+00   0.000000E+00   0.311081E+06   0.311081E+06   0.311081E+06  -0.137231E-01   0.178497E+06   0.178478E+06   0.133444E-01
   0.466290E+00   0.306038E+06   0.304587E+06   0.244494E+00   0.147289E+00   0.000000E+00   0.305795E+06   0.305795E+06   0.305795E+06  -0.134898E-01   0.175463E+06   0.175445E+06   0.129900E-01
   0.471361E+00   0.300925E+06   0.299497E+06   0.235266E+00   0.141731E+00   0.000000E+00   0.300685E+06   0.300685E+06   0.300685E+06  -0.132645E-01   0.172531E+06   0.172513E+06   0.126388E-01
   0.476432E+00   0.295982E+06   0.294580E+06   0.226505E+00   0.136455E+00   0.000000E+00   0.295747E+06   0.295747E+06   0.295747E+06  -0.130467E-01   0.169698E+06   0.169680E+06   0.122923E-01
   0.481502E+00   0.291201E+06   0.289823E+06   0.218171E+00   0.131431E+00   0.000000E+00   0.290970E+06   0.290970E+06   0.290970E+06  -0.128358E-01   0.166957E+06   0.166939E+06   0.119535E-01
   0.486573E+00   0.286563E+06   0.285209E+06   0.210257E+00   0.126668E+00   0.000000E+00   0.286335E+06   0.286335E+06   0.286335E+06  -0.126317E-01   0.164298E+06   0.164281E+06   0.116257E-01
   0.491643E+00   0.282041E+06   0.280712E+06   0.202679E+00   0.122097E+00   0.000000E+00   0.281818E+06   0.281818E+06   0.281818E+06  -0.124320E-01   0.161706E+06   0.161689E+06   0.113119E-01
   0.496714E+00   0.277616E+06   0.276310E+06   0.195461E+00   0.117754E+00   0.000000E+00   0.277397E+06   0.277397E+06   0.277397E+06  -0.122373E-01   0.159169E+06   0.159152E+06   0.110134E-01
   0.501785E+00   0.273279E+06   0.271993E+06   0.188531E+00   0.113577E+00   0.000000E+00   0.273063E+06   0.273063E+06   0.273063E+06  -0.120459E-01   0.156682E+06   0.156666E+06   0.107307E-01
   0.506855E+00   0.269027E+06   0.267761E+06   0.181900E+00   0.109581E+00   0.000000E+00   0.268814E+06   0.268814E+06   0.268814E+06  -0.118584E-01   0.154244E+06   0.154228E+06   0.104625E-01
   0.511926E+00   0.264860E+06   0.263612E+06   0.175565E+00   0.105769E+00   0.000000E+00   0.264650E+06   0.264650E+06   0.264650E+06  -0.116751E-01   0.151855E+06   0.151839E+06   0.102068E-01
   0.516996E+00   0.260779E+06   0.259549E+06   0.169473E+00   0.102094E+00   0.000000E+00   0.260572E+06   0.260572E+06   0.260572E+06  -0.114948E-01   0.149515E+06   0.149499E+06   0.996101E-02
   0.522067E+00   0.256791E+06   0.255579E+06   0.163660E+00   0.985938E-01   0.000000E+00   0.256588E+06   0.256588E+06   0.256588E+06  -0.113192E-01   0.147229E+06   0.147213E+06   0.972291E-02
   0.527138E+00   0.252907E+06   0.251712E+06   0.158106E+00   0.952517E-01   0.000000E+00   0.252706E+06   0.252706E+06   0.252706E+06  -0.111482E-01   0.145001E+06   0.144986E+06   0.949087E-02
   0.532208E+00   0.249127E+06   0.247949E+06   0.152777E+00   0.920358E-01   0.000000E+00   0.248929E+06   0.248929E+06   0.248929E+06  -0.109812E-01   0.142834E+06   0.142819E+06   0.926392E-02
   0.559946E+00   0.230082E+06   0.228998E+06   0.127471E+00   0.767927E-01   0.000000E+00   0.229900E+06   0.229900E+06   0.229900E+06  -0.101419E-01   0.131916E+06   0.131902E+06   0.812275E-02
   0.593872E+00   0.209650E+06   0.208660E+06   0.103259E+00   0.622073E-01   0.000000E+00   0.209484E+06   0.209484E+06   0.209484E+06  -0.924128E-02   0.120201E+06   0.120188E+06   0.699446E-02
   0.629853E+00   0.190988E+06   0.190088E+06   0.836278E-01   0.503807E-01   0.000000E+00   0.190837E+06   0.190837E+06   0.190837E+06  -0.841872E-02   0.109502E+06   0.109490E+06   0.601254E-02
   0.879031E+00   0.111653E+06   0.111127E+06   0.251011E-01   0.151220E-01   0.000000E+00   0.111565E+06   0.111565E+06   0.111565E+06  -0.492167E-02   0.640154E+05   0.640087E+05   0.255089E-02
   0.122679E+01   0.644835E+05   0.641794E+05   0.744314E-02   0.448420E-02   0.000000E+00   0.644325E+05   0.644325E+05   0.644325E+05  -0.284248E-02   0.369711E+05   0.369672E+05   0.108208E-02
   0.171212E+01   0.368534E+05   0.366794E+05   0.227713E-02   0.140836E-02   0.000000E+00   0.368242E+05   0.368242E+05   0.368242E+05  -0.165762E-02   0.211388E+05   0.211364E+05   0.464487E-03
   0.238945E+01   0.208735E+05   0.207747E+05   0.702024E-03   0.449201E-03   0.000000E+00   0.208569E+05   0.208569E+05   0.208569E+05  -0.966497E-03   0.119791E+05   0.119777E+05   0.205463E-03
