#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   478    0.20072E+04   -0.73902E+02   -0.10339E-07   -0.73902E+02    0.13221E+02    0.29785E-08   -0.10339E-07    0.29785E-08    0.85406E-13
   479    0.20177E+04   -0.74006E+02   -0.10441E-07   -0.74006E+02    0.13050E+02    0.29378E-08   -0.10441E-07    0.29378E-08    0.84773E-13
   480    0.20281E+04   -0.74072E+02   -0.10538E-07   -0.74072E+02    0.12879E+02    0.28966E-08   -0.10538E-07    0.28966E-08    0.84146E-13
   481    0.20385E+04   -0.74101E+02   -0.10631E-07   -0.74101E+02    0.12709E+02    0.28549E-08   -0.10631E-07    0.28549E-08    0.83524E-13
   482    0.20490E+04   -0.74099E+02   -0.10718E-07   -0.74099E+02    0.12539E+02    0.28129E-08   -0.10718E-07    0.28129E-08    0.82908E-13
   483    0.20594E+04   -0.74070E+02   -0.10800E-07   -0.74070E+02    0.12370E+02    0.27706E-08   -0.10800E-07    0.27706E-08    0.82298E-13
   484    0.20697E+04   -0.74006E+02   -0.10878E-07   -0.74006E+02    0.12201E+02    0.27280E-08   -0.10878E-07    0.27280E-08    0.81693E-13
   485    0.20801E+04   -0.73908E+02   -0.10952E-07   -0.73908E+02    0.12033E+02    0.26851E-08   -0.10952E-07    0.26851E-08    0.81094E-13
   486    0.20905E+04   -0.73780E+02   -0.11021E-07   -0.73780E+02    0.11866E+02    0.26420E-08   -0.11021E-07    0.26420E-08    0.80500E-13
   487    0.21008E+04   -0.73619E+02   -0.11085E-07   -0.73619E+02    0.11700E+02    0.25988E-08   -0.11085E-07    0.25988E-08    0.79911E-13
   488    0.21111E+04   -0.73427E+02   -0.11145E-07   -0.73427E+02    0.11534E+02    0.25555E-08   -0.11145E-07    0.25555E-08    0.79328E-13
   489    0.21213E+04   -0.73203E+02   -0.11201E-07   -0.73203E+02    0.11370E+02    0.25121E-08   -0.11201E-07    0.25121E-08    0.78750E-13
   490    0.21316E+04   -0.72947E+02   -0.11253E-07   -0.72947E+02    0.11207E+02    0.24687E-08   -0.11253E-07    0.24687E-08    0.78177E-13
   491    0.21416E+04   -0.72661E+02   -0.11301E-07   -0.72661E+02    0.11045E+02    0.24254E-08   -0.11301E-07    0.24254E-08    0.77610E-13
   492    0.21517E+04   -0.72346E+02   -0.11345E-07   -0.72346E+02    0.10884E+02    0.23822E-08   -0.11345E-07    0.23822E-08    0.77047E-13
   493    0.21618E+04   -0.71997E+02   -0.11385E-07   -0.71997E+02    0.10724E+02    0.23391E-08   -0.11385E-07    0.23391E-08    0.76489E-13
   494    0.21717E+04   -0.71621E+02   -0.11422E-07   -0.71621E+02    0.10566E+02    0.22961E-08   -0.11422E-07    0.22961E-08    0.75937E-13
   495    0.21816E+04   -0.71213E+02   -0.11455E-07   -0.71213E+02    0.10409E+02    0.22534E-08   -0.11455E-07    0.22534E-08    0.75389E-13
   496    0.21913E+04   -0.70777E+02   -0.11484E-07   -0.70777E+02    0.10254E+02    0.22110E-08   -0.11484E-07    0.22110E-08    0.74846E-13
   497    0.22010E+04   -0.70311E+02   -0.11510E-07   -0.70311E+02    0.10101E+02    0.21689E-08   -0.11510E-07    0.21689E-08    0.74307E-13
   498    0.22107E+04   -0.69817E+02   -0.11533E-07   -0.69817E+02    0.99484E+01    0.21272E-08   -0.11533E-07    0.21272E-08    0.73773E-13
   499    0.22203E+04   -0.69292E+02   -0.11552E-07   -0.69292E+02    0.97987E+01    0.20859E-08   -0.11552E-07    0.20859E-08    0.73244E-13
   500    0.22298E+04   -0.68741E+02   -0.11568E-07   -0.68741E+02    0.96496E+01    0.20450E-08   -0.11568E-07    0.20450E-08    0.72720E-13
   501    0.22390E+04   -0.68162E+02   -0.11581E-07   -0.68162E+02    0.95035E+01    0.20047E-08   -0.11581E-07    0.20047E-08    0.72200E-13
   502    0.22484E+04   -0.67555E+02   -0.11591E-07   -0.67555E+02    0.93595E+01    0.19649E-08   -0.11591E-07    0.19649E-08    0.71684E-13
   503    0.22575E+04   -0.66921E+02   -0.11598E-07   -0.66921E+02    0.92169E+01    0.19255E-08   -0.11598E-07    0.19255E-08    0.71173E-13
   504    0.22665E+04   -0.66260E+02   -0.11602E-07   -0.66260E+02    0.90765E+01    0.18866E-08   -0.11602E-07    0.18866E-08    0.70666E-13
   505    0.22755E+04   -0.65575E+02   -0.11604E-07   -0.65575E+02    0.89391E+01    0.18483E-08   -0.11604E-07    0.18483E-08    0.70163E-13
   506    0.22843E+04   -0.64863E+02   -0.11602E-07   -0.64863E+02    0.88041E+01    0.18103E-08   -0.11602E-07    0.18103E-08    0.69665E-13
   507    0.22930E+04   -0.64126E+02   -0.11597E-07   -0.64126E+02    0.86712E+01    0.17729E-08   -0.11597E-07    0.17729E-08    0.69171E-13
   508    0.23015E+04   -0.63364E+02   -0.11590E-07   -0.63364E+02    0.85415E+01    0.17358E-08   -0.11590E-07    0.17358E-08    0.68681E-13
   509    0.23099E+04   -0.62580E+02   -0.11580E-07   -0.62580E+02    0.84141E+01    0.16993E-08   -0.11580E-07    0.16993E-08    0.68196E-13
   510    0.23181E+04   -0.61772E+02   -0.11567E-07   -0.61772E+02    0.82895E+01    0.16631E-08   -0.11567E-07    0.16631E-08    0.67714E-13
   511    0.23263E+04   -0.60941E+02   -0.11552E-07   -0.60941E+02    0.81677E+01    0.16274E-08   -0.11552E-07    0.16274E-08    0.67237E-13
   512    0.23342E+04   -0.60087E+02   -0.11534E-07   -0.60087E+02    0.80490E+01    0.15921E-08   -0.11534E-07    0.15921E-08    0.66764E-13
   513    0.23421E+04   -0.59213E+02   -0.11513E-07   -0.59213E+02    0.79332E+01    0.15571E-08   -0.11513E-07    0.15571E-08    0.66295E-13
   514    0.23498E+04   -0.58318E+02   -0.11490E-07   -0.58318E+02    0.78207E+01    0.15226E-08   -0.11490E-07    0.15226E-08    0.65830E-13
   515    0.23573E+04   -0.57401E+02   -0.11464E-07   -0.57401E+02    0.77114E+01    0.14885E-08   -0.11464E-07    0.14885E-08    0.65368E-13
   516    0.23646E+04   -0.56465E+02   -0.11436E-07   -0.56465E+02    0.76054E+01    0.14547E-08   -0.11436E-07    0.14547E-08    0.64911E-13
   517    0.23717E+04   -0.55509E+02   -0.11405E-07   -0.55509E+02    0.75029E+01    0.14213E-08   -0.11405E-07    0.14213E-08    0.64458E-13
   518    0.23787E+04   -0.54535E+02   -0.11372E-07   -0.54535E+02    0.74037E+01    0.13882E-08   -0.11372E-07    0.13882E-08    0.64009E-13
   519    0.23856E+04   -0.53542E+02   -0.11336E-07   -0.53542E+02    0.73082E+01    0.13555E-08   -0.11336E-07    0.13555E-08    0.63563E-13
   520    0.23922E+04   -0.52532E+02   -0.11299E-07   -0.52532E+02    0.72162E+01    0.13232E-08   -0.11299E-07    0.13232E-08    0.63121E-13
   521    0.23986E+04   -0.51505E+02   -0.11258E-07   -0.51505E+02    0.71278E+01    0.12911E-08   -0.11258E-07    0.12911E-08    0.62683E-13
   522    0.24048E+04   -0.50461E+02   -0.11216E-07   -0.50461E+02    0.70433E+01    0.12594E-08   -0.11216E-07    0.12594E-08    0.62249E-13
   523    0.24109E+04   -0.49402E+02   -0.11171E-07   -0.49402E+02    0.69626E+01    0.12280E-08   -0.11171E-07    0.12280E-08    0.61819E-13
   524    0.24169E+04   -0.48327E+02   -0.11124E-07   -0.48327E+02    0.68857E+01    0.11969E-08   -0.11124E-07    0.11969E-08    0.61392E-13
   525    0.24224E+04   -0.47237E+02   -0.11075E-07   -0.47237E+02    0.68128E+01    0.11661E-08   -0.11075E-07    0.11661E-08    0.60969E-13
   526    0.24279E+04   -0.46133E+02   -0.11024E-07   -0.46133E+02    0.67439E+01    0.11355E-08   -0.11024E-07    0.11355E-08    0.60549E-13
   527    0.24333E+04   -0.45016E+02   -0.10971E-07   -0.45016E+02    0.66789E+01    0.11053E-08   -0.10971E-07    0.11053E-08    0.60133E-13
   528    0.24384E+04   -0.43888E+02   -0.10916E-07   -0.43888E+02    0.66181E+01    0.10753E-08   -0.10916E-07    0.10753E-08    0.59721E-13
   529    0.24433E+04   -0.42745E+02   -0.10858E-07   -0.42745E+02    0.65615E+01    0.10455E-08   -0.10858E-07    0.10455E-08    0.59312E-13
   530    0.24480E+04   -0.41593E+02   -0.10799E-07   -0.41593E+02    0.65092E+01    0.10160E-08   -0.10799E-07    0.10160E-08    0.58906E-13
   531    0.24526E+04   -0.40428E+02   -0.10738E-07   -0.40428E+02    0.64609E+01    0.98679E-09   -0.10738E-07    0.98679E-09    0.58504E-13
   532    0.24569E+04   -0.39254E+02   -0.10675E-07   -0.39254E+02    0.64171E+01    0.95775E-09   -0.10675E-07    0.95775E-09    0.58106E-13
   533    0.24609E+04   -0.38070E+02   -0.10610E-07   -0.38070E+02    0.63776E+01    0.92894E-09   -0.10610E-07    0.92894E-09    0.57710E-13
   534    0.24647E+04   -0.36878E+02   -0.10543E-07   -0.36878E+02    0.63425E+01    0.90034E-09   -0.10543E-07    0.90034E-09    0.57318E-13
   535    0.24684E+04   -0.35677E+02   -0.10474E-07   -0.35677E+02    0.63119E+01    0.87193E-09   -0.10474E-07    0.87193E-09    0.56930E-13
   536    0.24718E+04   -0.34467E+02   -0.10404E-07   -0.34467E+02    0.62857E+01    0.84372E-09   -0.10404E-07    0.84372E-09    0.56544E-13
   537    0.24751E+04   -0.33251E+02   -0.10332E-07   -0.33251E+02    0.62640E+01    0.81569E-09   -0.10332E-07    0.81569E-09    0.56162E-13
   538    0.24781E+04   -0.32028E+02   -0.10258E-07   -0.32028E+02    0.62469E+01    0.78783E-09   -0.10258E-07    0.78783E-09    0.55783E-13
   539    0.24809E+04   -0.30799E+02   -0.10183E-07   -0.30799E+02    0.62342E+01    0.76013E-09   -0.10183E-07    0.76013E-09    0.55407E-13
   540    0.24835E+04   -0.29565E+02   -0.10106E-07   -0.29565E+02    0.62263E+01    0.73259E-09   -0.10106E-07    0.73259E-09    0.55035E-13
   541    0.24858E+04   -0.28325E+02   -0.10028E-07   -0.28325E+02    0.62229E+01    0.70520E-09   -0.10028E-07    0.70520E-09    0.54665E-13
   542    0.24879E+04   -0.27082E+02   -0.99478E-08   -0.27082E+02    0.62241E+01    0.67794E-09   -0.99478E-08    0.67794E-09    0.54298E-13
   543    0.24898E+04   -0.25835E+02   -0.98663E-08   -0.25835E+02    0.62301E+01    0.65080E-09   -0.98663E-08    0.65080E-09    0.53935E-13
   544    0.24916E+04   -0.24586E+02   -0.97834E-08   -0.24586E+02    0.62408E+01    0.62379E-09   -0.97834E-08    0.62379E-09    0.53574E-13
   545    0.24930E+04   -0.23333E+02   -0.96991E-08   -0.23333E+02    0.62561E+01    0.59688E-09   -0.96991E-08    0.59688E-09    0.53216E-13
   546    0.24943E+04   -0.22079E+02   -0.96134E-08   -0.22079E+02    0.62759E+01    0.57007E-09   -0.96134E-08    0.57007E-09    0.52862E-13
   547    0.24953E+04   -0.20823E+02   -0.95264E-08   -0.20823E+02    0.63004E+01    0.54335E-09   -0.95264E-08    0.54335E-09    0.52510E-13
   548    0.24961E+04   -0.19567E+02   -0.94381E-08   -0.19567E+02    0.63296E+01    0.51672E-09   -0.94381E-08    0.51672E-09    0.52161E-13
   549    0.24968E+04   -0.18310E+02   -0.93486E-08   -0.18310E+02    0.63637E+01    0.49015E-09   -0.93486E-08    0.49015E-09    0.51814E-13
   550    0.24971E+04   -0.17054E+02   -0.92578E-08   -0.17054E+02    0.64025E+01    0.46365E-09   -0.92578E-08    0.46365E-09    0.51471E-13
   551    0.24974E+04   -0.15799E+02   -0.91658E-08   -0.15799E+02    0.64461E+01    0.43720E-09   -0.91658E-08    0.43720E-09    0.51130E-13
   552    0.24973E+04   -0.14546E+02   -0.90727E-08   -0.14546E+02    0.64946E+01    0.41081E-09   -0.90727E-08    0.41081E-09    0.50792E-13
   553    0.24971E+04   -0.13295E+02   -0.89785E-08   -0.13295E+02    0.65465E+01    0.38449E-09   -0.89785E-08    0.38449E-09    0.50457E-13
   554    0.24966E+04   -0.12047E+02   -0.88831E-08   -0.12047E+02    0.66048E+01    0.35822E-09   -0.88831E-08    0.35822E-09    0.50124E-13
   555    0.24959E+04   -0.10804E+02   -0.87866E-08   -0.10804E+02    0.66674E+01    0.33202E-09   -0.87866E-08    0.33202E-09    0.49794E-13
   556    0.24950E+04   -0.95657E+01   -0.86890E-08   -0.95657E+01    0.67349E+01    0.30589E-09   -0.86890E-08    0.30589E-09    0.49467E-13
   557    0.24939E+04   -0.83337E+01   -0.85904E-08   -0.83337E+01    0.68068E+01    0.27984E-09   -0.85904E-08    0.27984E-09    0.49142E-13
   558    0.24925E+04   -0.71077E+01   -0.84908E-08   -0.71077E+01    0.68846E+01    0.25386E-09   -0.84908E-08    0.25386E-09    0.48820E-13
   559    0.24909E+04   -0.58887E+01   -0.83901E-08   -0.58887E+01    0.69660E+01    0.22796E-09   -0.83901E-08    0.22796E-09    0.48500E-13
   560    0.24893E+04   -0.46783E+01   -0.82885E-08   -0.46783E+01    0.70518E+01    0.20214E-09   -0.82885E-08    0.20214E-09    0.48183E-13
   561    0.24872E+04   -0.34766E+01   -0.81858E-08   -0.34766E+01    0.71429E+01    0.17641E-09   -0.81858E-08    0.17641E-09    0.47869E-13
   562    0.24851E+04   -0.22845E+01   -0.80823E-08   -0.22845E+01    0.72393E+01    0.15077E-09   -0.80823E-08    0.15077E-09    0.47557E-13
   563    0.24827E+04   -0.11006E+01   -0.79777E-08   -0.11006E+01    0.73394E+01    0.12523E-09   -0.79777E-08    0.12523E-09    0.47247E-13
   564    0.24802E+04    0.69707E-01   -0.78723E-08    0.69707E-01    0.74457E+01    0.99777E-10   -0.78723E-08    0.99777E-10    0.46940E-13
   565    0.24775E+04    0.12300E+01   -0.77660E-08    0.12300E+01    0.75551E+01    0.74427E-10   -0.77660E-08    0.74427E-10    0.46636E-13
   566    0.24745E+04    0.23772E+01   -0.76588E-08    0.23772E+01    0.76700E+01    0.49181E-10   -0.76588E-08    0.49181E-10    0.46333E-13
   567    0.24714E+04    0.35118E+01   -0.75507E-08    0.35118E+01    0.77889E+01    0.24041E-10   -0.75507E-08    0.24041E-10    0.46034E-13
   568    0.24681E+04    0.46323E+01   -0.74419E-08    0.46323E+01    0.79133E+01   -0.99007E-12   -0.74419E-08   -0.99007E-12    0.45736E-13
   569    0.24645E+04    0.57408E+01   -0.73322E-08    0.57408E+01    0.80425E+01   -0.25908E-10   -0.73322E-08   -0.25908E-10    0.45441E-13
   570    0.24608E+04    0.68318E+01   -0.72217E-08    0.68318E+01    0.81758E+01   -0.50709E-10   -0.72217E-08   -0.50709E-10    0.45149E-13
   571    0.24569E+04    0.79076E+01   -0.71105E-08    0.79076E+01    0.83140E+01   -0.75390E-10   -0.71105E-08   -0.75390E-10    0.44859E-13
   572    0.24527E+04    0.89679E+01   -0.69985E-08    0.89679E+01    0.84564E+01   -0.99949E-10   -0.69985E-08   -0.99949E-10    0.44571E-13
   573    0.24485E+04    0.10010E+02   -0.68858E-08    0.10010E+02    0.86031E+01   -0.12438E-09   -0.68858E-08   -0.12438E-09    0.44285E-13
   574    0.24441E+04    0.11037E+02   -0.67723E-08    0.11037E+02    0.87548E+01   -0.14868E-09   -0.67723E-08   -0.14868E-09    0.44001E-13
   575    0.24394E+04    0.12044E+02   -0.66582E-08    0.12044E+02    0.89101E+01   -0.17285E-09   -0.66582E-08   -0.17285E-09    0.43720E-13
   576    0.24347E+04    0.13034E+02   -0.65435E-08    0.13034E+02    0.90704E+01   -0.19689E-09   -0.65435E-08   -0.19689E-09    0.43441E-13
   577    0.24297E+04    0.14004E+02   -0.64280E-08    0.14004E+02    0.92352E+01   -0.22078E-09   -0.64280E-08   -0.22078E-09    0.43165E-13
   578    0.24246E+04    0.14955E+02   -0.63120E-08    0.14955E+02    0.94037E+01   -0.24453E-09   -0.63120E-08   -0.24453E-09    0.42890E-13
   579    0.24193E+04    0.15886E+02   -0.61954E-08    0.15886E+02    0.95774E+01   -0.26814E-09   -0.61954E-08   -0.26814E-09    0.42618E-13
   580    0.24139E+04    0.16796E+02   -0.60781E-08    0.16796E+02    0.97550E+01   -0.29160E-09   -0.60781E-08   -0.29160E-09    0.42348E-13
   581    0.24082E+04    0.17686E+02   -0.59604E-08    0.17686E+02    0.99363E+01   -0.31490E-09   -0.59604E-08   -0.31490E-09    0.42080E-13
   582    0.24024E+04    0.18553E+02   -0.58420E-08    0.18553E+02    0.10122E+02   -0.33805E-09   -0.58420E-08   -0.33805E-09    0.41814E-13
   583    0.23965E+04    0.19398E+02   -0.57232E-08    0.19398E+02    0.10312E+02   -0.36104E-09   -0.57232E-08   -0.36104E-09    0.41550E-13
   584    0.23904E+04    0.20222E+02   -0.56038E-08    0.20222E+02    0.10506E+02   -0.38386E-09   -0.56038E-08   -0.38386E-09    0.41288E-13
   585    0.23843E+04    0.21022E+02   -0.54840E-08    0.21022E+02    0.10704E+02   -0.40652E-09   -0.54840E-08   -0.40652E-09    0.41028E-13
   586    0.23779E+04    0.21799E+02   -0.53637E-08    0.21799E+02    0.10905E+02   -0.42901E-09   -0.53637E-08   -0.42901E-09    0.40770E-13
   587    0.23714E+04    0.22552E+02   -0.52430E-08    0.22552E+02    0.11111E+02   -0.45133E-09   -0.52430E-08   -0.45133E-09    0.40515E-13
   588    0.23648E+04    0.23281E+02   -0.51218E-08    0.23281E+02    0.11320E+02   -0.47348E-09   -0.51218E-08   -0.47348E-09    0.40261E-13
   589    0.23580E+04    0.23985E+02   -0.50003E-08    0.23985E+02    0.11534E+02   -0.49544E-09   -0.50003E-08   -0.49544E-09    0.40009E-13
   590    0.23510E+04    0.24665E+02   -0.48784E-08    0.24665E+02    0.11750E+02   -0.51722E-09   -0.48784E-08   -0.51722E-09    0.39759E-13
   591    0.23440E+04    0.25320E+02   -0.47561E-08    0.25320E+02    0.11971E+02   -0.53882E-09   -0.47561E-08   -0.53882E-09    0.39512E-13
   592    0.23369E+04    0.25948E+02   -0.46335E-08    0.25948E+02    0.12194E+02   -0.56022E-09   -0.46335E-08   -0.56022E-09    0.39266E-13
   593    0.23296E+04    0.26552E+02   -0.45106E-08    0.26552E+02    0.12423E+02   -0.58144E-09   -0.45106E-08   -0.58144E-09    0.39021E-13
   594    0.23221E+04    0.27128E+02   -0.43874E-08    0.27128E+02    0.12654E+02   -0.60246E-09   -0.43874E-08   -0.60246E-09    0.38779E-13
   595    0.23145E+04    0.27679E+02   -0.42639E-08    0.27679E+02    0.12887E+02   -0.62328E-09   -0.42639E-08   -0.62328E-09    0.38539E-13
   596    0.23069E+04    0.28203E+02   -0.41402E-08    0.28203E+02    0.13126E+02   -0.64389E-09   -0.41402E-08   -0.64389E-09    0.38300E-13
   597    0.22992E+04    0.28700E+02   -0.40162E-08    0.28700E+02    0.13365E+02   -0.66430E-09   -0.40162E-08   -0.66430E-09    0.38064E-13
   598    0.22915E+04    0.29170E+02   -0.38920E-08    0.29170E+02    0.13609E+02   -0.68451E-09   -0.38920E-08   -0.68451E-09    0.37829E-13
   599    0.22836E+04    0.29613E+02   -0.37677E-08    0.29613E+02    0.13856E+02   -0.70450E-09   -0.37677E-08   -0.70450E-09    0.37595E-13
   600    0.22755E+04    0.30028E+02   -0.36431E-08    0.30028E+02    0.14106E+02   -0.72428E-09   -0.36431E-08   -0.72428E-09    0.37364E-13
   601    0.22674E+04    0.30415E+02   -0.35184E-08    0.30415E+02    0.14359E+02   -0.74383E-09   -0.35184E-08   -0.74383E-09    0.37134E-13
   602    0.22592E+04    0.30774E+02   -0.33936E-08    0.30774E+02    0.14614E+02   -0.76317E-09   -0.33936E-08   -0.76317E-09    0.36906E-13
   603    0.22508E+04    0.31106E+02   -0.32686E-08    0.31106E+02    0.14873E+02   -0.78229E-09   -0.32686E-08   -0.78229E-09    0.36680E-13
   604    0.22425E+04    0.31409E+02   -0.31436E-08    0.31409E+02    0.15134E+02   -0.80119E-09   -0.31436E-08   -0.80119E-09    0.36455E-13
   605    0.22341E+04    0.31682E+02   -0.30184E-08    0.31682E+02    0.15397E+02   -0.81987E-09   -0.30184E-08   -0.81987E-09    0.36233E-13
   606    0.22256E+04    0.31927E+02   -0.28932E-08    0.31927E+02    0.15663E+02   -0.83834E-09   -0.28932E-08   -0.83834E-09    0.36011E-13
   607    0.22168E+04    0.32143E+02   -0.27678E-08    0.32143E+02    0.15931E+02   -0.85658E-09   -0.27678E-08   -0.85658E-09    0.35792E-13
   608    0.22082E+04    0.32328E+02   -0.26424E-08    0.32328E+02    0.16201E+02   -0.87461E-09   -0.26424E-08   -0.87461E-09    0.35574E-13
   609    0.21996E+04    0.32484E+02   -0.25170E-08    0.32484E+02    0.16473E+02   -0.89241E-09   -0.25170E-08   -0.89241E-09    0.35357E-13
   610    0.21908E+04    0.32610E+02   -0.23915E-08    0.32610E+02    0.16747E+02   -0.91000E-09   -0.23915E-08   -0.91000E-09    0.35143E-13
   611    0.21820E+04    0.32705E+02   -0.22660E-08    0.32705E+02    0.17023E+02   -0.92736E-09   -0.22660E-08   -0.92736E-09    0.34930E-13
   612    0.21732E+04    0.32771E+02   -0.21404E-08    0.32771E+02    0.17301E+02   -0.94451E-09   -0.21404E-08   -0.94451E-09    0.34718E-13
   613    0.21642E+04    0.32806E+02   -0.20149E-08    0.32806E+02    0.17579E+02   -0.96144E-09   -0.20149E-08   -0.96144E-09    0.34508E-13
   614    0.21554E+04    0.32809E+02   -0.18894E-08    0.32809E+02    0.17860E+02   -0.97815E-09   -0.18894E-08   -0.97815E-09    0.34300E-13
   615    0.21464E+04    0.32783E+02   -0.17639E-08    0.32783E+02    0.18141E+02   -0.99464E-09   -0.17639E-08   -0.99464E-09    0.34093E-13
   616    0.21374E+04    0.32725E+02   -0.16384E-08    0.32725E+02    0.18425E+02   -0.10109E-08   -0.16384E-08   -0.10109E-08    0.33888E-13
   617    0.21285E+04    0.32637E+02   -0.15130E-08    0.32637E+02    0.18709E+02   -0.10270E-08   -0.15130E-08   -0.10270E-08    0.33684E-13
   618    0.21196E+04    0.32517E+02   -0.13876E-08    0.32517E+02    0.18996E+02   -0.10428E-08   -0.13876E-08   -0.10428E-08    0.33482E-13
   619    0.21105E+04    0.32368E+02   -0.12623E-08    0.32368E+02    0.19284E+02   -0.10584E-08   -0.12623E-08   -0.10584E-08    0.33281E-13
   620    0.21016E+04    0.32187E+02   -0.11370E-08    0.32187E+02    0.19570E+02   -0.10738E-08   -0.11370E-08   -0.10738E-08    0.33082E-13
   621    0.20926E+04    0.31975E+02   -0.10119E-08    0.31975E+02    0.19859E+02   -0.10889E-08   -0.10119E-08   -0.10889E-08    0.32884E-13
   622    0.20836E+04    0.31731E+02   -0.88688E-09    0.31731E+02    0.20149E+02   -0.11039E-08   -0.88688E-09   -0.11039E-08    0.32688E-13
   623    0.20747E+04    0.31458E+02   -0.76196E-09    0.31458E+02    0.20438E+02   -0.11186E-08   -0.76196E-09   -0.11186E-08    0.32493E-13
   624    0.20657E+04    0.31153E+02   -0.63717E-09    0.31153E+02    0.20727E+02   -0.11331E-08   -0.63717E-09   -0.11331E-08    0.32300E-13
   625    0.20568E+04    0.30817E+02   -0.51252E-09    0.30817E+02    0.21017E+02   -0.11474E-08   -0.51252E-09   -0.11474E-08    0.32108E-13
   626    0.20478E+04    0.30450E+02   -0.38803E-09    0.30450E+02    0.21308E+02   -0.11615E-08   -0.38803E-09   -0.11615E-08    0.31917E-13
   627    0.20390E+04    0.30052E+02   -0.26370E-09    0.30052E+02    0.21598E+02   -0.11753E-08   -0.26370E-09   -0.11753E-08    0.31728E-13
   628    0.20302E+04    0.29623E+02   -0.13955E-09    0.29623E+02    0.21888E+02   -0.11890E-08   -0.13955E-09   -0.11890E-08    0.31541E-13
   629    0.20214E+04    0.29163E+02   -0.15581E-10    0.29163E+02    0.22178E+02   -0.12024E-08   -0.15581E-10   -0.12024E-08    0.31354E-13
   630    0.20126E+04    0.28672E+02    0.10818E-09    0.28672E+02    0.22468E+02   -0.12155E-08    0.10818E-09   -0.12155E-08    0.31169E-13
   631    0.20038E+04    0.28151E+02    0.23173E-09    0.28151E+02    0.22757E+02   -0.12285E-08    0.23173E-09   -0.12285E-08    0.30986E-13
   632    0.19952E+04    0.27599E+02    0.35506E-09    0.27599E+02    0.23046E+02   -0.12413E-08    0.35506E-09   -0.12413E-08    0.30804E-13
   633    0.19866E+04    0.27018E+02    0.47815E-09    0.27018E+02    0.23335E+02   -0.12538E-08    0.47815E-09   -0.12538E-08    0.30623E-13
   634    0.19780E+04    0.26406E+02    0.60099E-09    0.26406E+02    0.23622E+02   -0.12661E-08    0.60099E-09   -0.12661E-08    0.30443E-13
   635    0.19696E+04    0.25765E+02    0.72357E-09    0.25765E+02    0.23909E+02   -0.12782E-08    0.72357E-09   -0.12782E-08    0.30265E-13
   636    0.19610E+04    0.25094E+02    0.84587E-09    0.25094E+02    0.24197E+02   -0.12900E-08    0.84587E-09   -0.12900E-08    0.30088E-13
   637    0.19527E+04    0.24393E+02    0.96789E-09    0.24393E+02    0.24481E+02   -0.13017E-08    0.96789E-09   -0.13017E-08    0.29913E-13
   638    0.19444E+04    0.23663E+02    0.10896E-08    0.23663E+02    0.24766E+02   -0.13131E-08    0.10896E-08   -0.13131E-08    0.29738E-13
   639    0.19362E+04    0.22904E+02    0.12110E-08    0.22904E+02    0.25049E+02   -0.13243E-08    0.12110E-08   -0.13243E-08    0.29565E-13
   640    0.19280E+04    0.22116E+02    0.13321E-08    0.22116E+02    0.25331E+02   -0.13352E-08    0.13321E-08   -0.13352E-08    0.29393E-13
   641    0.19200E+04    0.21299E+02    0.14529E-08    0.21299E+02    0.25612E+02   -0.13460E-08    0.14529E-08   -0.13460E-08    0.29223E-13
   642    0.19119E+04    0.20454E+02    0.15733E-08    0.20454E+02    0.25891E+02   -0.13565E-08    0.15733E-08   -0.13565E-08    0.29053E-13
   643    0.19040E+04    0.19581E+02    0.16934E-08    0.19581E+02    0.26170E+02   -0.13668E-08    0.16934E-08   -0.13668E-08    0.28885E-13
   644    0.18962E+04    0.18681E+02    0.18130E-08    0.18681E+02    0.26444E+02   -0.13769E-08    0.18130E-08   -0.13769E-08    0.28718E-13
   645    0.18885E+04    0.17752E+02    0.19323E-08    0.17752E+02    0.26719E+02   -0.13868E-08    0.19323E-08   -0.13868E-08    0.28552E-13
   646    0.18808E+04    0.16796E+02    0.20513E-08    0.16796E+02    0.26991E+02   -0.13964E-08    0.20513E-08   -0.13964E-08    0.28388E-13
   647    0.18734E+04    0.15813E+02    0.21698E-08    0.15813E+02    0.27262E+02   -0.14058E-08    0.21698E-08   -0.14058E-08    0.28224E-13
   648    0.18659E+04    0.14804E+02    0.22878E-08    0.14804E+02    0.27531E+02   -0.14150E-08    0.22878E-08   -0.14150E-08    0.28062E-13
   649    0.18586E+04    0.13768E+02    0.24055E-08    0.13768E+02    0.27797E+02   -0.14240E-08    0.24055E-08   -0.14240E-08    0.27901E-13
   650    0.18514E+04    0.12706E+02    0.25227E-08    0.12706E+02    0.28061E+02   -0.14328E-08    0.25227E-08   -0.14328E-08    0.27741E-13
   651    0.18443E+04    0.11619E+02    0.26395E-08    0.11619E+02    0.28324E+02   -0.14413E-08    0.26395E-08   -0.14413E-08    0.27582E-13
   652    0.18373E+04    0.10505E+02    0.27558E-08    0.10505E+02    0.28585E+02   -0.14496E-08    0.27558E-08   -0.14496E-08    0.27425E-13
   653    0.18305E+04    0.93683E+01    0.28716E-08    0.93683E+01    0.28841E+02   -0.14577E-08    0.28716E-08   -0.14577E-08    0.27268E-13
   654    0.18237E+04    0.82077E+01    0.29869E-08    0.82077E+01    0.29096E+02   -0.14656E-08    0.29869E-08   -0.14656E-08    0.27112E-13
