#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1163    0.11941E+04   -0.46401E+02   -0.69962E-09   -0.46401E+02    0.12367E+02    0.15100E-09   -0.69962E-09    0.15100E-09    0.28886E-14
  1164    0.11940E+04   -0.45451E+02   -0.70028E-09   -0.45451E+02    0.12257E+02    0.14699E-09   -0.70028E-09    0.14699E-09    0.28784E-14
  1165    0.11938E+04   -0.44498E+02   -0.70072E-09   -0.44498E+02    0.12150E+02    0.14299E-09   -0.70072E-09    0.14299E-09    0.28683E-14
  1166    0.11934E+04   -0.43541E+02   -0.70092E-09   -0.43541E+02    0.12049E+02    0.13899E-09   -0.70092E-09    0.13899E-09    0.28582E-14
  1167    0.11930E+04   -0.42581E+02   -0.70086E-09   -0.42581E+02    0.11952E+02    0.13500E-09   -0.70086E-09    0.13500E-09    0.28481E-14
  1168    0.11925E+04   -0.41618E+02   -0.70053E-09   -0.41618E+02    0.11860E+02    0.13102E-09   -0.70053E-09    0.13102E-09    0.28381E-14
  1169    0.11920E+04   -0.40654E+02   -0.69989E-09   -0.40654E+02    0.11772E+02    0.12705E-09   -0.69989E-09    0.12705E-09    0.28282E-14
  1170    0.11914E+04   -0.39687E+02   -0.69894E-09   -0.39687E+02    0.11689E+02    0.12308E-09   -0.69894E-09    0.12308E-09    0.28183E-14
  1171    0.11906E+04   -0.38720E+02   -0.69766E-09   -0.38720E+02    0.11612E+02    0.11913E-09   -0.69766E-09    0.11913E-09    0.28084E-14
  1172    0.11898E+04   -0.37752E+02   -0.69602E-09   -0.37752E+02    0.11539E+02    0.11518E-09   -0.69602E-09    0.11518E-09    0.27985E-14
  1173    0.11890E+04   -0.36783E+02   -0.69401E-09   -0.36783E+02    0.11471E+02    0.11123E-09   -0.69401E-09    0.11123E-09    0.27888E-14
  1174    0.11880E+04   -0.35814E+02   -0.69161E-09   -0.35814E+02    0.11407E+02    0.10730E-09   -0.69161E-09    0.10730E-09    0.27790E-14
  1175    0.11869E+04   -0.34846E+02   -0.68880E-09   -0.34846E+02    0.11348E+02    0.10337E-09   -0.68880E-09    0.10337E-09    0.27693E-14
  1176    0.11857E+04   -0.33880E+02   -0.68556E-09   -0.33880E+02    0.11294E+02    0.99448E-10   -0.68556E-09    0.99448E-10    0.27596E-14
  1177    0.11845E+04   -0.32914E+02   -0.68188E-09   -0.32914E+02    0.11246E+02    0.95533E-10   -0.68188E-09    0.95533E-10    0.27500E-14
  1178    0.11832E+04   -0.31950E+02   -0.67773E-09   -0.31950E+02    0.11201E+02    0.91626E-10   -0.67773E-09    0.91626E-10    0.27404E-14
  1179    0.11819E+04   -0.30988E+02   -0.67309E-09   -0.30988E+02    0.11163E+02    0.87725E-10   -0.67309E-09    0.87725E-10    0.27308E-14
  1180    0.11805E+04   -0.30028E+02   -0.66795E-09   -0.30028E+02    0.11130E+02    0.83831E-10   -0.66795E-09    0.83831E-10    0.27213E-14
  1181    0.11790E+04   -0.29072E+02   -0.66228E-09   -0.29072E+02    0.11100E+02    0.79944E-10   -0.66228E-09    0.79944E-10    0.27119E-14
  1182    0.11773E+04   -0.28119E+02   -0.65608E-09   -0.28119E+02    0.11076E+02    0.76063E-10   -0.65608E-09    0.76063E-10    0.27024E-14
  1183    0.11756E+04   -0.27169E+02   -0.64931E-09   -0.27169E+02    0.11056E+02    0.72189E-10   -0.64931E-09    0.72189E-10    0.26930E-14
  1184    0.11738E+04   -0.26223E+02   -0.64196E-09   -0.26223E+02    0.11041E+02    0.68321E-10   -0.64196E-09    0.68321E-10    0.26837E-14
  1185    0.11720E+04   -0.25282E+02   -0.63402E-09   -0.25282E+02    0.11032E+02    0.64459E-10   -0.63402E-09    0.64459E-10    0.26744E-14
  1186    0.11701E+04   -0.24345E+02   -0.62546E-09   -0.24345E+02    0.11026E+02    0.60604E-10   -0.62546E-09    0.60604E-10    0.26651E-14
  1187    0.11681E+04   -0.23413E+02   -0.61626E-09   -0.23413E+02    0.11026E+02    0.56755E-10   -0.61626E-09    0.56755E-10    0.26559E-14
  1188    0.11660E+04   -0.22487E+02   -0.60641E-09   -0.22487E+02    0.11031E+02    0.52912E-10   -0.60641E-09    0.52912E-10    0.26467E-14
  1189    0.11638E+04   -0.21566E+02   -0.59589E-09   -0.21566E+02    0.11040E+02    0.49074E-10   -0.59589E-09    0.49074E-10    0.26375E-14
  1190    0.11616E+04   -0.20651E+02   -0.58467E-09   -0.20651E+02    0.11054E+02    0.45243E-10   -0.58467E-09    0.45243E-10    0.26284E-14
  1191    0.11593E+04   -0.19743E+02   -0.57274E-09   -0.19743E+02    0.11073E+02    0.41417E-10   -0.57274E-09    0.41417E-10    0.26193E-14
  1192    0.11569E+04   -0.18841E+02   -0.56009E-09   -0.18841E+02    0.11096E+02    0.37597E-10   -0.56009E-09    0.37597E-10    0.26103E-14
  1193    0.11545E+04   -0.17945E+02   -0.54668E-09   -0.17945E+02    0.11124E+02    0.33783E-10   -0.54668E-09    0.33783E-10    0.26012E-14
  1194    0.11519E+04   -0.17057E+02   -0.53251E-09   -0.17057E+02    0.11157E+02    0.29974E-10   -0.53251E-09    0.29974E-10    0.25923E-14
  1195    0.11494E+04   -0.16176E+02   -0.51755E-09   -0.16176E+02    0.11195E+02    0.26171E-10   -0.51755E-09    0.26171E-10    0.25833E-14
  1196    0.11466E+04   -0.15303E+02   -0.50178E-09   -0.15303E+02    0.11238E+02    0.22373E-10   -0.50178E-09    0.22373E-10    0.25744E-14
  1197    0.11439E+04   -0.14438E+02   -0.48519E-09   -0.14438E+02    0.11285E+02    0.18580E-10   -0.48519E-09    0.18580E-10    0.25656E-14
  1198    0.11411E+04   -0.13581E+02   -0.46776E-09   -0.13581E+02    0.11337E+02    0.14792E-10   -0.46776E-09    0.14792E-10    0.25568E-14
  1199    0.11382E+04   -0.12732E+02   -0.44947E-09   -0.12732E+02    0.11393E+02    0.11010E-10   -0.44947E-09    0.11010E-10    0.25480E-14
  1200    0.11352E+04   -0.11892E+02   -0.43029E-09   -0.11892E+02    0.11454E+02    0.72323E-11   -0.43029E-09    0.72323E-11    0.25392E-14
  1201    0.11322E+04   -0.11061E+02   -0.41023E-09   -0.11061E+02    0.11519E+02    0.34598E-11   -0.41023E-09    0.34598E-11    0.25305E-14
  1202    0.11290E+04   -0.10239E+02   -0.38931E-09   -0.10239E+02    0.11589E+02   -0.30695E-12   -0.38931E-09   -0.30695E-12    0.25218E-14
  1203    0.11259E+04   -0.94264E+01   -0.36758E-09   -0.94264E+01    0.11664E+02   -0.40671E-11   -0.36758E-09   -0.40671E-11    0.25132E-14
  1204    0.11226E+04   -0.86238E+01   -0.34508E-09   -0.86238E+01    0.11743E+02   -0.78197E-11   -0.34508E-09   -0.78197E-11    0.25046E-14
  1205    0.11193E+04   -0.78319E+01   -0.32186E-09   -0.78319E+01    0.11825E+02   -0.11564E-10   -0.32186E-09   -0.11564E-10    0.24960E-14
  1206    0.11159E+04   -0.70503E+01   -0.29796E-09   -0.70503E+01    0.11912E+02   -0.15299E-10   -0.29796E-09   -0.15299E-10    0.24875E-14
  1207    0.11125E+04   -0.62806E+01   -0.27342E-09   -0.62806E+01    0.12003E+02   -0.19024E-10   -0.27342E-09   -0.19024E-10    0.24790E-14
  1208    0.11091E+04   -0.55210E+01   -0.24829E-09   -0.55210E+01    0.12099E+02   -0.22738E-10   -0.24829E-09   -0.22738E-10    0.24705E-14
  1209    0.11055E+04   -0.47732E+01   -0.22260E-09   -0.47732E+01    0.12198E+02   -0.26441E-10   -0.22260E-09   -0.26441E-10    0.24621E-14
  1210    0.11019E+04   -0.40383E+01   -0.19642E-09   -0.40383E+01    0.12301E+02   -0.30131E-10   -0.19642E-09   -0.30131E-10    0.24537E-14
  1211    0.10982E+04   -0.33157E+01   -0.16977E-09   -0.33157E+01    0.12409E+02   -0.33807E-10   -0.16977E-09   -0.33807E-10    0.24453E-14
  1212    0.10946E+04   -0.26049E+01   -0.14270E-09   -0.26049E+01    0.12519E+02   -0.37469E-10   -0.14270E-09   -0.37469E-10    0.24370E-14
  1213    0.10908E+04   -0.19063E+01   -0.11526E-09   -0.19063E+01    0.12633E+02   -0.41115E-10   -0.11526E-09   -0.41115E-10    0.24287E-14
  1214    0.10870E+04   -0.12217E+01   -0.87488E-10   -0.12217E+01    0.12752E+02   -0.44746E-10   -0.87488E-10   -0.44746E-10    0.24204E-14
  1215    0.10832E+04   -0.55051E+00   -0.59429E-10   -0.55051E+00    0.12874E+02   -0.48360E-10   -0.59429E-10   -0.48360E-10    0.24122E-14
  1216    0.10793E+04    0.10694E+00   -0.31128E-10    0.10694E+00    0.12999E+02   -0.51956E-10   -0.31128E-10   -0.51956E-10    0.24040E-14
  1217    0.10752E+04    0.75112E+00   -0.26269E-11    0.75112E+00    0.13128E+02   -0.55533E-10   -0.26269E-11   -0.55533E-10    0.23958E-14
  1218    0.10713E+04    0.13803E+01    0.26029E-10    0.13803E+01    0.13260E+02   -0.59091E-10    0.26029E-10   -0.59091E-10    0.23877E-14
  1219    0.10672E+04    0.19964E+01    0.54798E-10    0.19964E+01    0.13395E+02   -0.62629E-10    0.54798E-10   -0.62629E-10    0.23796E-14
  1220    0.10631E+04    0.25968E+01    0.83634E-10    0.25968E+01    0.13533E+02   -0.66145E-10    0.83634E-10   -0.66145E-10    0.23716E-14
  1221    0.10590E+04    0.31830E+01    0.11249E-09    0.31830E+01    0.13674E+02   -0.69639E-10    0.11249E-09   -0.69639E-10    0.23635E-14
  1222    0.10548E+04    0.37530E+01    0.14133E-09    0.37530E+01    0.13819E+02   -0.73111E-10    0.14133E-09   -0.73111E-10    0.23555E-14
  1223    0.10506E+04    0.43095E+01    0.17011E-09    0.43095E+01    0.13967E+02   -0.76558E-10    0.17011E-09   -0.76558E-10    0.23476E-14
  1224    0.10463E+04    0.48486E+01    0.19878E-09    0.48486E+01    0.14116E+02   -0.79981E-10    0.19878E-09   -0.79981E-10    0.23396E-14
  1225    0.10421E+04    0.53723E+01    0.22730E-09    0.53723E+01    0.14269E+02   -0.83379E-10    0.22730E-09   -0.83379E-10    0.23317E-14
  1226    0.10378E+04    0.58809E+01    0.25563E-09    0.58809E+01    0.14425E+02   -0.86750E-10    0.25563E-09   -0.86750E-10    0.23239E-14
  1227    0.10335E+04    0.63728E+01    0.28372E-09    0.63728E+01    0.14583E+02   -0.90093E-10    0.28372E-09   -0.90093E-10    0.23160E-14
  1228    0.10291E+04    0.68491E+01    0.31152E-09    0.68491E+01    0.14744E+02   -0.93409E-10    0.31152E-09   -0.93409E-10    0.23082E-14
  1229    0.10247E+04    0.73081E+01    0.33900E-09    0.73081E+01    0.14907E+02   -0.96696E-10    0.33900E-09   -0.96696E-10    0.23005E-14
  1230    0.10201E+04    0.77517E+01    0.36611E-09    0.77517E+01    0.15073E+02   -0.99953E-10    0.36611E-09   -0.99953E-10    0.22927E-14
  1231    0.10157E+04    0.81782E+01    0.39281E-09    0.81782E+01    0.15241E+02   -0.10318E-09    0.39281E-09   -0.10318E-09    0.22850E-14
  1232    0.10111E+04    0.85887E+01    0.41905E-09    0.85887E+01    0.15411E+02   -0.10637E-09    0.41905E-09   -0.10637E-09    0.22773E-14
  1233    0.10067E+04    0.89809E+01    0.44478E-09    0.89809E+01    0.15584E+02   -0.10954E-09    0.44478E-09   -0.10954E-09    0.22697E-14
  1234    0.10021E+04    0.93573E+01    0.46998E-09    0.93573E+01    0.15759E+02   -0.11267E-09    0.46998E-09   -0.11267E-09    0.22621E-14
  1235    0.99781E+03    0.97162E+01    0.49458E-09    0.97162E+01    0.15936E+02   -0.11576E-09    0.49458E-09   -0.11576E-09    0.22545E-14
  1236    0.99329E+03    0.10058E+02    0.51856E-09    0.10058E+02    0.16114E+02   -0.11882E-09    0.51856E-09   -0.11882E-09    0.22469E-14
  1237    0.98872E+03    0.10382E+02    0.54186E-09    0.10382E+02    0.16295E+02   -0.12185E-09    0.54186E-09   -0.12185E-09    0.22394E-14
  1238    0.98417E+03    0.10688E+02    0.56443E-09    0.10688E+02    0.16477E+02   -0.12483E-09    0.56443E-09   -0.12483E-09    0.22319E-14
  1239    0.97957E+03    0.10977E+02    0.58625E-09    0.10977E+02    0.16661E+02   -0.12778E-09    0.58625E-09   -0.12778E-09    0.22244E-14
  1240    0.97492E+03    0.11248E+02    0.60726E-09    0.11248E+02    0.16847E+02   -0.13070E-09    0.60726E-09   -0.13070E-09    0.22170E-14
  1241    0.97036E+03    0.11502E+02    0.62742E-09    0.11502E+02    0.17034E+02   -0.13357E-09    0.62742E-09   -0.13357E-09    0.22096E-14
  1242    0.96568E+03    0.11739E+02    0.64668E-09    0.11739E+02    0.17225E+02   -0.13640E-09    0.64668E-09   -0.13640E-09    0.22022E-14
  1243    0.96101E+03    0.11956E+02    0.66500E-09    0.11956E+02    0.17415E+02   -0.13919E-09    0.66500E-09   -0.13919E-09    0.21949E-14
  1244    0.95637E+03    0.12156E+02    0.68235E-09    0.12156E+02    0.17608E+02   -0.14194E-09    0.68235E-09   -0.14194E-09    0.21876E-14
  1245    0.95175E+03    0.12338E+02    0.69866E-09    0.12338E+02    0.17802E+02   -0.14465E-09    0.69866E-09   -0.14465E-09    0.21803E-14
  1246    0.94707E+03    0.12504E+02    0.71391E-09    0.12504E+02    0.17996E+02   -0.14732E-09    0.71391E-09   -0.14732E-09    0.21730E-14
  1247    0.94234E+03    0.12650E+02    0.72804E-09    0.12650E+02    0.18192E+02   -0.14993E-09    0.72804E-09   -0.14993E-09    0.21658E-14
  1248    0.93764E+03    0.12779E+02    0.74102E-09    0.12779E+02    0.18390E+02   -0.15251E-09    0.74102E-09   -0.15251E-09    0.21586E-14
  1249    0.93295E+03    0.12889E+02    0.75280E-09    0.12889E+02    0.18590E+02   -0.15504E-09    0.75280E-09   -0.15504E-09    0.21514E-14
  1250    0.92828E+03    0.12982E+02    0.76333E-09    0.12982E+02    0.18790E+02   -0.15752E-09    0.76333E-09   -0.15752E-09    0.21443E-14
  1251    0.92356E+03    0.13056E+02    0.77259E-09    0.13056E+02    0.18990E+02   -0.15995E-09    0.77259E-09   -0.15995E-09    0.21372E-14
  1252    0.91894E+03    0.13112E+02    0.78060E-09    0.13112E+02    0.19192E+02   -0.16234E-09    0.78060E-09   -0.16234E-09    0.21301E-14
  1253    0.91419E+03    0.13150E+02    0.78740E-09    0.13150E+02    0.19395E+02   -0.16468E-09    0.78740E-09   -0.16468E-09    0.21230E-14
  1254    0.90946E+03    0.13170E+02    0.79305E-09    0.13170E+02    0.19597E+02   -0.16697E-09    0.79305E-09   -0.16697E-09    0.21160E-14
  1255    0.90476E+03    0.13173E+02    0.79757E-09    0.13173E+02    0.19802E+02   -0.16922E-09    0.79757E-09   -0.16922E-09    0.21090E-14
  1256    0.90015E+03    0.13158E+02    0.80101E-09    0.13158E+02    0.20006E+02   -0.17142E-09    0.80101E-09   -0.17142E-09    0.21020E-14
  1257    0.89550E+03    0.13125E+02    0.80341E-09    0.13125E+02    0.20211E+02   -0.17358E-09    0.80341E-09   -0.17358E-09    0.20951E-14
  1258    0.89080E+03    0.13076E+02    0.80481E-09    0.13076E+02    0.20415E+02   -0.17569E-09    0.80481E-09   -0.17569E-09    0.20882E-14
  1259    0.88613E+03    0.13009E+02    0.80526E-09    0.13009E+02    0.20620E+02   -0.17777E-09    0.80526E-09   -0.17777E-09    0.20813E-14
  1260    0.88148E+03    0.12924E+02    0.80479E-09    0.12924E+02    0.20825E+02   -0.17979E-09    0.80479E-09   -0.17979E-09    0.20744E-14
  1261    0.87687E+03    0.12823E+02    0.80345E-09    0.12823E+02    0.21030E+02   -0.18178E-09    0.80345E-09   -0.18178E-09    0.20676E-14
  1262    0.87228E+03    0.12705E+02    0.80128E-09    0.12705E+02    0.21235E+02   -0.18372E-09    0.80128E-09   -0.18372E-09    0.20608E-14
  1263    0.86773E+03    0.12571E+02    0.79832E-09    0.12571E+02    0.21440E+02   -0.18563E-09    0.79832E-09   -0.18563E-09    0.20540E-14
  1264    0.86313E+03    0.12419E+02    0.79461E-09    0.12419E+02    0.21645E+02   -0.18749E-09    0.79461E-09   -0.18749E-09    0.20472E-14
  1265    0.85864E+03    0.12252E+02    0.79020E-09    0.12252E+02    0.21848E+02   -0.18931E-09    0.79020E-09   -0.18931E-09    0.20405E-14
  1266    0.85411E+03    0.12068E+02    0.78512E-09    0.12068E+02    0.22052E+02   -0.19109E-09    0.78512E-09   -0.19109E-09    0.20338E-14
  1267    0.84962E+03    0.11867E+02    0.77942E-09    0.11867E+02    0.22253E+02   -0.19284E-09    0.77942E-09   -0.19284E-09    0.20271E-14
  1268    0.84517E+03    0.11651E+02    0.77314E-09    0.11651E+02    0.22456E+02   -0.19454E-09    0.77314E-09   -0.19454E-09    0.20205E-14
  1269    0.84076E+03    0.11419E+02    0.76631E-09    0.11419E+02    0.22656E+02   -0.19621E-09    0.76631E-09   -0.19621E-09    0.20138E-14
  1270    0.83636E+03    0.11171E+02    0.75899E-09    0.11171E+02    0.22856E+02   -0.19784E-09    0.75899E-09   -0.19784E-09    0.20072E-14
  1271    0.83200E+03    0.10907E+02    0.75121E-09    0.10907E+02    0.23055E+02   -0.19943E-09    0.75121E-09   -0.19943E-09    0.20007E-14
  1272    0.82767E+03    0.10628E+02    0.74302E-09    0.10628E+02    0.23253E+02   -0.20099E-09    0.74302E-09   -0.20099E-09    0.19941E-14
  1273    0.82335E+03    0.10334E+02    0.73445E-09    0.10334E+02    0.23449E+02   -0.20251E-09    0.73445E-09   -0.20251E-09    0.19876E-14
  1274    0.81908E+03    0.10025E+02    0.72555E-09    0.10025E+02    0.23643E+02   -0.20399E-09    0.72555E-09   -0.20399E-09    0.19811E-14
  1275    0.81484E+03    0.97017E+01    0.71635E-09    0.97017E+01    0.23837E+02   -0.20544E-09    0.71635E-09   -0.20544E-09    0.19746E-14
  1276    0.81063E+03    0.93630E+01    0.70691E-09    0.93630E+01    0.24029E+02   -0.20686E-09    0.70691E-09   -0.20686E-09    0.19682E-14
  1277    0.80646E+03    0.90103E+01    0.69727E-09    0.90103E+01    0.24220E+02   -0.20825E-09    0.69727E-09   -0.20825E-09    0.19618E-14
  1278    0.80233E+03    0.86428E+01    0.68745E-09    0.86428E+01    0.24409E+02   -0.20960E-09    0.68745E-09   -0.20960E-09    0.19554E-14
  1279    0.79825E+03    0.82618E+01    0.67751E-09    0.82618E+01    0.24595E+02   -0.21091E-09    0.67751E-09   -0.21091E-09    0.19490E-14
  1280    0.79421E+03    0.78655E+01    0.66749E-09    0.78655E+01    0.24781E+02   -0.21220E-09    0.66749E-09   -0.21220E-09    0.19426E-14
  1281    0.79021E+03    0.74567E+01    0.65743E-09    0.74567E+01    0.24965E+02   -0.21346E-09    0.65743E-09   -0.21346E-09    0.19363E-14
  1282    0.78627E+03    0.70339E+01    0.64736E-09    0.70339E+01    0.25146E+02   -0.21468E-09    0.64736E-09   -0.21468E-09    0.19300E-14
  1283    0.78236E+03    0.65976E+01    0.63734E-09    0.65976E+01    0.25326E+02   -0.21587E-09    0.63734E-09   -0.21587E-09    0.19238E-14
  1284    0.77850E+03    0.61475E+01    0.62741E-09    0.61475E+01    0.25504E+02   -0.21704E-09    0.62741E-09   -0.21704E-09    0.19175E-14
  1285    0.77468E+03    0.56850E+01    0.61759E-09    0.56850E+01    0.25680E+02   -0.21817E-09    0.61759E-09   -0.21817E-09    0.19113E-14
  1286    0.77090E+03    0.52093E+01    0.60795E-09    0.52093E+01    0.25852E+02   -0.21928E-09    0.60795E-09   -0.21928E-09    0.19051E-14
  1287    0.76719E+03    0.47214E+01    0.59851E-09    0.47214E+01    0.26023E+02   -0.22036E-09    0.59851E-09   -0.22036E-09    0.18989E-14
  1288    0.76352E+03    0.42199E+01    0.58932E-09    0.42199E+01    0.26192E+02   -0.22141E-09    0.58932E-09   -0.22141E-09    0.18928E-14
  1289    0.75990E+03    0.37075E+01    0.58042E-09    0.37075E+01    0.26358E+02   -0.22244E-09    0.58042E-09   -0.22244E-09    0.18866E-14
  1290    0.75633E+03    0.31818E+01    0.57186E-09    0.31818E+01    0.26522E+02   -0.22343E-09    0.57186E-09   -0.22343E-09    0.18805E-14
  1291    0.75282E+03    0.26441E+01    0.56367E-09    0.26441E+01    0.26683E+02   -0.22441E-09    0.56367E-09   -0.22441E-09    0.18745E-14
  1292    0.74935E+03    0.20942E+01    0.55589E-09    0.20942E+01    0.26840E+02   -0.22535E-09    0.55589E-09   -0.22535E-09    0.18684E-14
  1293    0.74593E+03    0.15320E+01    0.54858E-09    0.15320E+01    0.26997E+02   -0.22627E-09    0.54858E-09   -0.22627E-09    0.18624E-14
  1294    0.74259E+03    0.96094E+00    0.54176E-09    0.96094E+00    0.27150E+02   -0.22717E-09    0.54176E-09   -0.22717E-09    0.18564E-14
  1295    0.73928E+03    0.37643E+00    0.53548E-09    0.37643E+00    0.27300E+02   -0.22805E-09    0.53548E-09   -0.22805E-09    0.18504E-14
  1296    0.73603E+03   -0.21726E+00    0.52979E-09   -0.21726E+00    0.27449E+02   -0.22890E-09    0.52979E-09   -0.22890E-09    0.18444E-14
  1297    0.73284E+03   -0.82328E+00    0.52471E-09   -0.82328E+00    0.27594E+02   -0.22973E-09    0.52471E-09   -0.22973E-09    0.18385E-14
  1298    0.72970E+03   -0.14396E+01    0.52031E-09   -0.14396E+01    0.27737E+02   -0.23053E-09    0.52031E-09   -0.23053E-09    0.18326E-14
  1299    0.72662E+03   -0.20671E+01    0.51661E-09   -0.20671E+01    0.27876E+02   -0.23132E-09    0.51661E-09   -0.23132E-09    0.18267E-14
  1300    0.72360E+03   -0.27045E+01    0.51366E-09   -0.27045E+01    0.28012E+02   -0.23208E-09    0.51366E-09   -0.23208E-09    0.18208E-14
  1301    0.72064E+03   -0.33519E+01    0.51149E-09   -0.33519E+01    0.28146E+02   -0.23283E-09    0.51149E-09   -0.23283E-09    0.18149E-14
  1302    0.71773E+03   -0.40086E+01    0.51007E-09   -0.40086E+01    0.28277E+02   -0.23355E-09    0.51007E-09   -0.23355E-09    0.18091E-14
  1303    0.71489E+03   -0.46760E+01    0.50940E-09   -0.46760E+01    0.28404E+02   -0.23426E-09    0.50940E-09   -0.23426E-09    0.18033E-14
  1304    0.71210E+03   -0.53517E+01    0.50942E-09   -0.53517E+01    0.28529E+02   -0.23494E-09    0.50942E-09   -0.23494E-09    0.17975E-14
  1305    0.70937E+03   -0.60373E+01    0.51012E-09   -0.60373E+01    0.28649E+02   -0.23560E-09    0.51012E-09   -0.23560E-09    0.17918E-14
  1306    0.70669E+03   -0.67296E+01    0.51147E-09   -0.67296E+01    0.28768E+02   -0.23624E-09    0.51147E-09   -0.23624E-09    0.17860E-14
  1307    0.70409E+03   -0.74293E+01    0.51344E-09   -0.74293E+01    0.28883E+02   -0.23686E-09    0.51344E-09   -0.23686E-09    0.17803E-14
  1308    0.70155E+03   -0.81385E+01    0.51600E-09   -0.81385E+01    0.28994E+02   -0.23746E-09    0.51600E-09   -0.23746E-09    0.17746E-14
  1309    0.69905E+03   -0.88529E+01    0.51911E-09   -0.88529E+01    0.29101E+02   -0.23803E-09    0.51911E-09   -0.23803E-09    0.17689E-14
  1310    0.69663E+03   -0.95751E+01    0.52277E-09   -0.95751E+01    0.29206E+02   -0.23859E-09    0.52277E-09   -0.23859E-09    0.17633E-14
  1311    0.69426E+03   -0.10303E+02    0.52692E-09   -0.10303E+02    0.29307E+02   -0.23912E-09    0.52692E-09   -0.23912E-09    0.17577E-14
  1312    0.69199E+03   -0.11037E+02    0.53155E-09   -0.11037E+02    0.29405E+02   -0.23963E-09    0.53155E-09   -0.23963E-09    0.17520E-14
  1313    0.68975E+03   -0.11776E+02    0.53663E-09   -0.11776E+02    0.29499E+02   -0.24012E-09    0.53663E-09   -0.24012E-09    0.17465E-14
  1314    0.68758E+03   -0.12520E+02    0.54213E-09   -0.12520E+02    0.29589E+02   -0.24059E-09    0.54213E-09   -0.24059E-09    0.17409E-14
  1315    0.68547E+03   -0.13269E+02    0.54801E-09   -0.13269E+02    0.29677E+02   -0.24103E-09    0.54801E-09   -0.24103E-09    0.17353E-14
  1316    0.68343E+03   -0.14022E+02    0.55426E-09   -0.14022E+02    0.29759E+02   -0.24145E-09    0.55426E-09   -0.24145E-09    0.17298E-14
  1317    0.68145E+03   -0.14779E+02    0.56084E-09   -0.14779E+02    0.29840E+02   -0.24185E-09    0.56084E-09   -0.24185E-09    0.17243E-14
  1318    0.67953E+03   -0.15539E+02    0.56772E-09   -0.15539E+02    0.29915E+02   -0.24223E-09    0.56772E-09   -0.24223E-09    0.17188E-14
  1319    0.67767E+03   -0.16304E+02    0.57488E-09   -0.16304E+02    0.29987E+02   -0.24258E-09    0.57488E-09   -0.24258E-09    0.17134E-14
  1320    0.67588E+03   -0.17071E+02    0.58229E-09   -0.17071E+02    0.30055E+02   -0.24291E-09    0.58229E-09   -0.24291E-09    0.17079E-14
  1321    0.67414E+03   -0.17841E+02    0.58992E-09   -0.17841E+02    0.30121E+02   -0.24322E-09    0.58992E-09   -0.24322E-09    0.17025E-14
  1322    0.67248E+03   -0.18612E+02    0.59773E-09   -0.18612E+02    0.30180E+02   -0.24350E-09    0.59773E-09   -0.24350E-09    0.16971E-14
  1323    0.67088E+03   -0.19385E+02    0.60571E-09   -0.19385E+02    0.30237E+02   -0.24377E-09    0.60571E-09   -0.24377E-09    0.16917E-14
  1324    0.66935E+03   -0.20160E+02    0.61382E-09   -0.20160E+02    0.30290E+02   -0.24400E-09    0.61382E-09   -0.24400E-09    0.16864E-14
  1325    0.66787E+03   -0.20936E+02    0.62203E-09   -0.20936E+02    0.30339E+02   -0.24421E-09    0.62203E-09   -0.24421E-09    0.16810E-14
  1326    0.66647E+03   -0.21713E+02    0.63032E-09   -0.21713E+02    0.30384E+02   -0.24440E-09    0.63032E-09   -0.24440E-09    0.16757E-14
  1327    0.66511E+03   -0.22492E+02    0.63865E-09   -0.22492E+02    0.30426E+02   -0.24457E-09    0.63865E-09   -0.24457E-09    0.16704E-14
  1328    0.66384E+03   -0.23268E+02    0.64701E-09   -0.23268E+02    0.30464E+02   -0.24471E-09    0.64701E-09   -0.24471E-09    0.16651E-14
  1329    0.66262E+03   -0.24046E+02    0.65535E-09   -0.24046E+02    0.30498E+02   -0.24483E-09    0.65535E-09   -0.24483E-09    0.16599E-14
  1330    0.66146E+03   -0.24823E+02    0.66365E-09   -0.24823E+02    0.30527E+02   -0.24492E-09    0.66365E-09   -0.24492E-09    0.16546E-14
  1331    0.66038E+03   -0.25599E+02    0.67189E-09   -0.25599E+02    0.30552E+02   -0.24498E-09    0.67189E-09   -0.24498E-09    0.16494E-14
  1332    0.65935E+03   -0.26375E+02    0.68003E-09   -0.26375E+02    0.30574E+02   -0.24503E-09    0.68003E-09   -0.24503E-09    0.16442E-14
  1333    0.65839E+03   -0.27148E+02    0.68805E-09   -0.27148E+02    0.30591E+02   -0.24504E-09    0.68805E-09   -0.24504E-09    0.16390E-14
  1334    0.65749E+03   -0.27921E+02    0.69591E-09   -0.27921E+02    0.30605E+02   -0.24503E-09    0.69591E-09   -0.24503E-09    0.16339E-14
  1335    0.65665E+03   -0.28692E+02    0.70359E-09   -0.28692E+02    0.30614E+02   -0.24500E-09    0.70359E-09   -0.24500E-09    0.16287E-14
  1336    0.65588E+03   -0.29459E+02    0.71106E-09   -0.29459E+02    0.30620E+02   -0.24494E-09    0.71106E-09   -0.24494E-09    0.16236E-14
  1337    0.65517E+03   -0.30224E+02    0.71830E-09   -0.30224E+02    0.30621E+02   -0.24486E-09    0.71830E-09   -0.24486E-09    0.16185E-14
  1338    0.65452E+03   -0.30987E+02    0.72526E-09   -0.30987E+02    0.30618E+02   -0.24475E-09    0.72526E-09   -0.24475E-09    0.16134E-14
