#    L    TT             EE             BB             TE          
   305    0.40482E+04    0.83507E+01    0.40100E-01    0.11407E+03
   306    0.40164E+04    0.85146E+01    0.40155E-01    0.11448E+03
   307    0.39845E+04    0.86796E+01    0.40209E-01    0.11486E+03
   308    0.39525E+04    0.88471E+01    0.40262E-01    0.11522E+03
   309    0.39205E+04    0.90142E+01    0.40313E-01    0.11553E+03
   310    0.38884E+04    0.91816E+01    0.40362E-01    0.11581E+03
   311    0.38563E+04    0.93516E+01    0.40411E-01    0.11605E+03
   312    0.38241E+04    0.95212E+01    0.40458E-01    0.11627E+03
   313    0.37919E+04    0.96919E+01    0.40504E-01    0.11645E+03
   314    0.37598E+04    0.98638E+01    0.40550E-01    0.11660E+03
   315    0.37276E+04    0.10035E+02    0.40594E-01    0.11671E+03
   316    0.36954E+04    0.10208E+02    0.40637E-01    0.11678E+03
   317    0.36632E+04    0.10380E+02    0.40680E-01    0.11682E+03
   318    0.36310E+04    0.10555E+02    0.40722E-01    0.11683E+03
   319    0.35989E+04    0.10729E+02    0.40763E-01    0.11680E+03
   320    0.35668E+04    0.10903E+02    0.40803E-01    0.11674E+03
   321    0.35348E+04    0.11079E+02    0.40844E-01    0.11665E+03
   322    0.35028E+04    0.11253E+02    0.40883E-01    0.11651E+03
   323    0.34709E+04    0.11428E+02    0.40923E-01    0.11635E+03
   324    0.34391E+04    0.11605E+02    0.40962E-01    0.11614E+03
   325    0.34074E+04    0.11778E+02    0.41000E-01    0.11590E+03
   326    0.33757E+04    0.11954E+02    0.41039E-01    0.11562E+03
   327    0.33442E+04    0.12130E+02    0.41078E-01    0.11531E+03
   328    0.33128E+04    0.12305E+02    0.41117E-01    0.11498E+03
   329    0.32815E+04    0.12480E+02    0.41156E-01    0.11459E+03
   330    0.32503E+04    0.12655E+02    0.41195E-01    0.11418E+03
   331    0.32193E+04    0.12829E+02    0.41234E-01    0.11373E+03
   332    0.31884E+04    0.13004E+02    0.41274E-01    0.11325E+03
   333    0.31577E+04    0.13178E+02    0.41314E-01    0.11274E+03
   334    0.31272E+04    0.13351E+02    0.41355E-01    0.11219E+03
   335    0.30967E+04    0.13524E+02    0.41396E-01    0.11161E+03
   336    0.30664E+04    0.13696E+02    0.41438E-01    0.11099E+03
   337    0.30364E+04    0.13868E+02    0.41481E-01    0.11033E+03
   338    0.30065E+04    0.14039E+02    0.41525E-01    0.10965E+03
   339    0.29769E+04    0.14210E+02    0.41570E-01    0.10892E+03
   340    0.29474E+04    0.14379E+02    0.41616E-01    0.10818E+03
   341    0.29181E+04    0.14548E+02    0.41664E-01    0.10739E+03
   342    0.28891E+04    0.14716E+02    0.41712E-01    0.10657E+03
   343    0.28603E+04    0.14883E+02    0.41762E-01    0.10572E+03
   344    0.28317E+04    0.15049E+02    0.41813E-01    0.10484E+03
   345    0.28033E+04    0.15213E+02    0.41866E-01    0.10393E+03
   346    0.27752E+04    0.15378E+02    0.41920E-01    0.10299E+03
   347    0.27473E+04    0.15540E+02    0.41977E-01    0.10201E+03
   348    0.27197E+04    0.15701E+02    0.42035E-01    0.10101E+03
   349    0.26923E+04    0.15861E+02    0.42095E-01    0.99966E+02
   350    0.26651E+04    0.16019E+02    0.42157E-01    0.98903E+02
   351    0.26384E+04    0.16176E+02    0.42221E-01    0.97807E+02
   352    0.26118E+04    0.16332E+02    0.42287E-01    0.96679E+02
   353    0.25855E+04    0.16486E+02    0.42355E-01    0.95533E+02
   354    0.25595E+04    0.16638E+02    0.42426E-01    0.94348E+02
   355    0.25338E+04    0.16789E+02    0.42498E-01    0.93137E+02
   356    0.25084E+04    0.16939E+02    0.42572E-01    0.91909E+02
   357    0.24833E+04    0.17086E+02    0.42648E-01    0.90647E+02
   358    0.24585E+04    0.17231E+02    0.42726E-01    0.89368E+02
   359    0.24340E+04    0.17374E+02    0.42805E-01    0.88055E+02
   360    0.24098E+04    0.17515E+02    0.42887E-01    0.86720E+02
   361    0.23860E+04    0.17654E+02    0.42970E-01    0.85359E+02
   362    0.23625E+04    0.17791E+02    0.43054E-01    0.83973E+02
   363    0.23393E+04    0.17927E+02    0.43141E-01    0.82566E+02
   364    0.23166E+04    0.18059E+02    0.43229E-01    0.81133E+02
   365    0.22941E+04    0.18189E+02    0.43318E-01    0.79681E+02
   366    0.22720E+04    0.18317E+02    0.43409E-01    0.78205E+02
   367    0.22502E+04    0.18441E+02    0.43501E-01    0.76709E+02
   368    0.22287E+04    0.18564E+02    0.43595E-01    0.75193E+02
   369    0.22078E+04    0.18685E+02    0.43690E-01    0.73656E+02
   370    0.21872E+04    0.18802E+02    0.43786E-01    0.72102E+02
   371    0.21668E+04    0.18917E+02    0.43884E-01    0.70527E+02
   372    0.21469E+04    0.19029E+02    0.43983E-01    0.68936E+02
   373    0.21274E+04    0.19138E+02    0.44083E-01    0.67325E+02
   374    0.21082E+04    0.19245E+02    0.44184E-01    0.65699E+02
   375    0.20894E+04    0.19348E+02    0.44287E-01    0.64057E+02
   376    0.20710E+04    0.19450E+02    0.44390E-01    0.62399E+02
   377    0.20531E+04    0.19547E+02    0.44494E-01    0.60727E+02
   378    0.20354E+04    0.19642E+02    0.44600E-01    0.59040E+02
   379    0.20182E+04    0.19734E+02    0.44706E-01    0.57340E+02
   380    0.20015E+04    0.19824E+02    0.44813E-01    0.55626E+02
   381    0.19851E+04    0.19907E+02    0.44921E-01    0.53900E+02
   382    0.19690E+04    0.19990E+02    0.45030E-01    0.52164E+02
   383    0.19534E+04    0.20069E+02    0.45139E-01    0.50415E+02
   384    0.19383E+04    0.20144E+02    0.45250E-01    0.48657E+02
   385    0.19234E+04    0.20218E+02    0.45361E-01    0.46888E+02
   386    0.19090E+04    0.20287E+02    0.45472E-01    0.45111E+02
   387    0.18950E+04    0.20353E+02    0.45584E-01    0.43325E+02
   388    0.18814E+04    0.20415E+02    0.45697E-01    0.41532E+02
   389    0.18682E+04    0.20473E+02    0.45810E-01    0.39732E+02
   390    0.18555E+04    0.20529E+02    0.45923E-01    0.37926E+02
   391    0.18431E+04    0.20582E+02    0.46037E-01    0.36113E+02
   392    0.18311E+04    0.20632E+02    0.46151E-01    0.34296E+02
   393    0.18196E+04    0.20678E+02    0.46266E-01    0.32474E+02
   394    0.18085E+04    0.20721E+02    0.46381E-01    0.30650E+02
