#    L    TT             EE             BB             TE             PP             TP             EP          
   569    0.24645E+04    0.80440E+01    0.00000E+00    0.57531E+01    0.14978E-07   -0.65973E-05   -0.17092E-07
   570    0.24608E+04    0.81773E+01    0.00000E+00    0.68440E+01    0.14934E-07   -0.65319E-05   -0.31276E-07
   571    0.24568E+04    0.83156E+01    0.00000E+00    0.79196E+01    0.14890E-07   -0.64659E-05   -0.45432E-07
   572    0.24527E+04    0.84581E+01    0.00000E+00    0.89798E+01    0.14846E-07   -0.63994E-05   -0.59559E-07
   573    0.24485E+04    0.86048E+01    0.00000E+00    0.10022E+02    0.14803E-07   -0.63323E-05   -0.73653E-07
   574    0.24440E+04    0.87566E+01    0.00000E+00    0.11048E+02    0.14760E-07   -0.62647E-05   -0.87714E-07
   575    0.24394E+04    0.89119E+01    0.00000E+00    0.12055E+02    0.14717E-07   -0.61965E-05   -0.10174E-06
   576    0.24347E+04    0.90723E+01    0.00000E+00    0.13045E+02    0.14674E-07   -0.61278E-05   -0.11573E-06
   577    0.24296E+04    0.92372E+01    0.00000E+00    0.14015E+02    0.14631E-07   -0.60586E-05   -0.12967E-06
   578    0.24245E+04    0.94057E+01    0.00000E+00    0.14966E+02    0.14588E-07   -0.59888E-05   -0.14358E-06
   579    0.24192E+04    0.95795E+01    0.00000E+00    0.15897E+02    0.14546E-07   -0.59186E-05   -0.15744E-06
   580    0.24139E+04    0.97571E+01    0.00000E+00    0.16806E+02    0.14504E-07   -0.58478E-05   -0.17126E-06
   581    0.24081E+04    0.99384E+01    0.00000E+00    0.17696E+02    0.14462E-07   -0.57766E-05   -0.18503E-06
   582    0.24023E+04    0.10124E+02    0.00000E+00    0.18563E+02    0.14420E-07   -0.57048E-05   -0.19875E-06
   583    0.23964E+04    0.10314E+02    0.00000E+00    0.19408E+02    0.14378E-07   -0.56326E-05   -0.21242E-06
   584    0.23904E+04    0.10508E+02    0.00000E+00    0.20231E+02    0.14337E-07   -0.55599E-05   -0.22604E-06
   585    0.23842E+04    0.10706E+02    0.00000E+00    0.21031E+02    0.14295E-07   -0.54868E-05   -0.23960E-06
   586    0.23778E+04    0.10907E+02    0.00000E+00    0.21808E+02    0.14254E-07   -0.54131E-05   -0.25310E-06
   587    0.23714E+04    0.11113E+02    0.00000E+00    0.22561E+02    0.14213E-07   -0.53391E-05   -0.26654E-06
   588    0.23647E+04    0.11323E+02    0.00000E+00    0.23289E+02    0.14172E-07   -0.52646E-05   -0.27993E-06
   589    0.23579E+04    0.11536E+02    0.00000E+00    0.23993E+02    0.14132E-07   -0.51896E-05   -0.29325E-06
   590    0.23510E+04    0.11752E+02    0.00000E+00    0.24673E+02    0.14091E-07   -0.51143E-05   -0.30650E-06
   591    0.23439E+04    0.11974E+02    0.00000E+00    0.25327E+02    0.14051E-07   -0.50385E-05   -0.31969E-06
   592    0.23368E+04    0.12197E+02    0.00000E+00    0.25955E+02    0.14010E-07   -0.49623E-05   -0.33281E-06
   593    0.23295E+04    0.12425E+02    0.00000E+00    0.26559E+02    0.13970E-07   -0.48857E-05   -0.34586E-06
   594    0.23220E+04    0.12657E+02    0.00000E+00    0.27135E+02    0.13931E-07   -0.48087E-05   -0.35884E-06
   595    0.23144E+04    0.12890E+02    0.00000E+00    0.27686E+02    0.13891E-07   -0.47313E-05   -0.37174E-06
   596    0.23068E+04    0.13129E+02    0.00000E+00    0.28209E+02    0.13851E-07   -0.46535E-05   -0.38457E-06
   597    0.22991E+04    0.13368E+02    0.00000E+00    0.28705E+02    0.13812E-07   -0.45754E-05   -0.39731E-06
   598    0.22914E+04    0.13612E+02    0.00000E+00    0.29175E+02    0.13773E-07   -0.44969E-05   -0.40998E-06
   599    0.22835E+04    0.13859E+02    0.00000E+00    0.29618E+02    0.13734E-07   -0.44180E-05   -0.42256E-06
   600    0.22754E+04    0.14109E+02    0.00000E+00    0.30033E+02    0.13695E-07   -0.43388E-05   -0.43506E-06
   601    0.22673E+04    0.14362E+02    0.00000E+00    0.30420E+02    0.13656E-07   -0.42592E-05   -0.44747E-06
   602    0.22591E+04    0.14617E+02    0.00000E+00    0.30778E+02    0.13617E-07   -0.41793E-05   -0.45980E-06
   603    0.22507E+04    0.14876E+02    0.00000E+00    0.31110E+02    0.13579E-07   -0.40991E-05   -0.47204E-06
   604    0.22424E+04    0.15137E+02    0.00000E+00    0.31412E+02    0.13541E-07   -0.40186E-05   -0.48419E-06
   605    0.22340E+04    0.15400E+02    0.00000E+00    0.31686E+02    0.13502E-07   -0.39377E-05   -0.49625E-06
   606    0.22255E+04    0.15666E+02    0.00000E+00    0.31930E+02    0.13464E-07   -0.38566E-05   -0.50822E-06
   607    0.22167E+04    0.15934E+02    0.00000E+00    0.32145E+02    0.13427E-07   -0.37751E-05   -0.52009E-06
   608    0.22081E+04    0.16205E+02    0.00000E+00    0.32330E+02    0.13389E-07   -0.36934E-05   -0.53188E-06
   609    0.21995E+04    0.16476E+02    0.00000E+00    0.32486E+02    0.13351E-07   -0.36114E-05   -0.54357E-06
   610    0.21907E+04    0.16750E+02    0.00000E+00    0.32611E+02    0.13314E-07   -0.35291E-05   -0.55517E-06
   611    0.21819E+04    0.17026E+02    0.00000E+00    0.32706E+02    0.13277E-07   -0.34466E-05   -0.56667E-06
   612    0.21731E+04    0.17305E+02    0.00000E+00    0.32772E+02    0.13240E-07   -0.33638E-05   -0.57808E-06
   613    0.21641E+04    0.17582E+02    0.00000E+00    0.32806E+02    0.13203E-07   -0.32808E-05   -0.58939E-06
   614    0.21553E+04    0.17863E+02    0.00000E+00    0.32809E+02    0.13166E-07   -0.31975E-05   -0.60060E-06
   615    0.21463E+04    0.18144E+02    0.00000E+00    0.32782E+02    0.13129E-07   -0.31140E-05   -0.61172E-06
   616    0.21373E+04    0.18428E+02    0.00000E+00    0.32724E+02    0.13093E-07   -0.30303E-05   -0.62273E-06
   617    0.21284E+04    0.18713E+02    0.00000E+00    0.32636E+02    0.13056E-07   -0.29463E-05   -0.63365E-06
   618    0.21195E+04    0.18999E+02    0.00000E+00    0.32516E+02    0.13020E-07   -0.28622E-05   -0.64446E-06
   619    0.21104E+04    0.19287E+02    0.00000E+00    0.32366E+02    0.12984E-07   -0.27779E-05   -0.65518E-06
   620    0.21015E+04    0.19574E+02    0.00000E+00    0.32185E+02    0.12948E-07   -0.26934E-05   -0.66579E-06
   621    0.20925E+04    0.19863E+02    0.00000E+00    0.31972E+02    0.12912E-07   -0.26087E-05   -0.67629E-06
   622    0.20835E+04    0.20152E+02    0.00000E+00    0.31728E+02    0.12877E-07   -0.25238E-05   -0.68670E-06
   623    0.20746E+04    0.20441E+02    0.00000E+00    0.31454E+02    0.12841E-07   -0.24388E-05   -0.69699E-06
   624    0.20656E+04    0.20731E+02    0.00000E+00    0.31149E+02    0.12806E-07   -0.23536E-05   -0.70719E-06
   625    0.20566E+04    0.21021E+02    0.00000E+00    0.30812E+02    0.12771E-07   -0.22683E-05   -0.71727E-06
   626    0.20477E+04    0.21311E+02    0.00000E+00    0.30445E+02    0.12736E-07   -0.21829E-05   -0.72725E-06
   627    0.20389E+04    0.21602E+02    0.00000E+00    0.30046E+02    0.12701E-07   -0.20973E-05   -0.73712E-06
   628    0.20301E+04    0.21892E+02    0.00000E+00    0.29617E+02    0.12666E-07   -0.20116E-05   -0.74688E-06
   629    0.20213E+04    0.22182E+02    0.00000E+00    0.29157E+02    0.12631E-07   -0.19257E-05   -0.75653E-06
   630    0.20125E+04    0.22471E+02    0.00000E+00    0.28665E+02    0.12597E-07   -0.18398E-05   -0.76607E-06
   631    0.20037E+04    0.22761E+02    0.00000E+00    0.28144E+02    0.12562E-07   -0.17538E-05   -0.77549E-06
   632    0.19951E+04    0.23050E+02    0.00000E+00    0.27592E+02    0.12528E-07   -0.16677E-05   -0.78481E-06
   633    0.19864E+04    0.23339E+02    0.00000E+00    0.27010E+02    0.12494E-07   -0.15815E-05   -0.79401E-06
   634    0.19779E+04    0.23626E+02    0.00000E+00    0.26398E+02    0.12460E-07   -0.14953E-05   -0.80309E-06
   635    0.19695E+04    0.23913E+02    0.00000E+00    0.25756E+02    0.12426E-07   -0.14089E-05   -0.81206E-06
   636    0.19609E+04    0.24200E+02    0.00000E+00    0.25085E+02    0.12392E-07   -0.13226E-05   -0.82092E-06
   637    0.19526E+04    0.24485E+02    0.00000E+00    0.24384E+02    0.12359E-07   -0.12362E-05   -0.82965E-06
   638    0.19443E+04    0.24770E+02    0.00000E+00    0.23654E+02    0.12325E-07   -0.11497E-05   -0.83827E-06
   639    0.19361E+04    0.25052E+02    0.00000E+00    0.22894E+02    0.12292E-07   -0.10632E-05   -0.84677E-06
   640    0.19279E+04    0.25335E+02    0.00000E+00    0.22106E+02    0.12259E-07   -0.97672E-06   -0.85515E-06
   641    0.19199E+04    0.25616E+02    0.00000E+00    0.21289E+02    0.12226E-07   -0.89020E-06   -0.86341E-06
   642    0.19118E+04    0.25894E+02    0.00000E+00    0.20443E+02    0.12193E-07   -0.80367E-06   -0.87155E-06
   643    0.19039E+04    0.26173E+02    0.00000E+00    0.19570E+02    0.12160E-07   -0.71715E-06   -0.87957E-06
   644    0.18961E+04    0.26448E+02    0.00000E+00    0.18669E+02    0.12127E-07   -0.63065E-06   -0.88746E-06
   645    0.18884E+04    0.26722E+02    0.00000E+00    0.17740E+02    0.12095E-07   -0.54416E-06   -0.89523E-06
   646    0.18807E+04    0.26995E+02    0.00000E+00    0.16784E+02    0.12063E-07   -0.45770E-06   -0.90288E-06
   647    0.18733E+04    0.27265E+02    0.00000E+00    0.15800E+02    0.12030E-07   -0.37127E-06   -0.91040E-06
   648    0.18658E+04    0.27535E+02    0.00000E+00    0.14791E+02    0.11998E-07   -0.28490E-06   -0.91779E-06
   649    0.18585E+04    0.27801E+02    0.00000E+00    0.13754E+02    0.11966E-07   -0.19857E-06   -0.92506E-06
   650    0.18513E+04    0.28065E+02    0.00000E+00    0.12692E+02    0.11934E-07   -0.11231E-06   -0.93220E-06
   651    0.18442E+04    0.28328E+02    0.00000E+00    0.11604E+02    0.11902E-07   -0.26111E-07   -0.93921E-06
   652    0.18372E+04    0.28588E+02    0.00000E+00    0.10491E+02    0.11871E-07    0.60002E-07   -0.94609E-06
   653    0.18304E+04    0.28845E+02    0.00000E+00    0.93533E+01    0.11839E-07    0.14602E-06   -0.95284E-06
   654    0.18236E+04    0.29100E+02    0.00000E+00    0.81924E+01    0.11808E-07    0.23194E-06   -0.95946E-06
   655    0.18169E+04    0.29353E+02    0.00000E+00    0.70072E+01    0.11776E-07    0.31774E-06   -0.96595E-06
   656    0.18105E+04    0.29602E+02    0.00000E+00    0.57989E+01    0.11745E-07    0.40341E-06   -0.97232E-06
   657    0.18041E+04    0.29849E+02    0.00000E+00    0.45691E+01    0.11714E-07    0.48894E-06   -0.97855E-06
   658    0.17977E+04    0.30093E+02    0.00000E+00    0.33168E+01    0.11683E-07    0.57432E-06   -0.98466E-06
   659    0.17917E+04    0.30334E+02    0.00000E+00    0.20433E+01    0.11652E-07    0.65954E-06   -0.99063E-06
   660    0.17858E+04    0.30571E+02    0.00000E+00    0.74930E+00    0.11622E-07    0.74459E-06   -0.99648E-06
   661    0.17800E+04    0.30804E+02    0.00000E+00   -0.56392E+00    0.11591E-07    0.82944E-06   -0.10022E-05
   662    0.17743E+04    0.31035E+02    0.00000E+00   -0.18980E+01    0.11560E-07    0.91411E-06   -0.10078E-05
   663    0.17687E+04    0.31263E+02    0.00000E+00   -0.32515E+01    0.11530E-07    0.99856E-06   -0.10132E-05
   664    0.17634E+04    0.31486E+02    0.00000E+00   -0.46224E+01    0.11500E-07    0.10828E-05   -0.10186E-05
   665    0.17581E+04    0.31705E+02    0.00000E+00   -0.60116E+01    0.11470E-07    0.11668E-05   -0.10238E-05
   666    0.17530E+04    0.31921E+02    0.00000E+00   -0.74177E+01    0.11440E-07    0.12505E-05   -0.10288E-05
   667    0.17481E+04    0.32133E+02    0.00000E+00   -0.88408E+01    0.11410E-07    0.13340E-05   -0.10338E-05
   668    0.17432E+04    0.32341E+02    0.00000E+00   -0.10280E+02    0.11380E-07    0.14173E-05   -0.10386E-05
   669    0.17387E+04    0.32545E+02    0.00000E+00   -0.11735E+02    0.11350E-07    0.15002E-05   -0.10433E-05
   670    0.17342E+04    0.32744E+02    0.00000E+00   -0.13204E+02    0.11321E-07    0.15829E-05   -0.10478E-05
   671    0.17300E+04    0.32941E+02    0.00000E+00   -0.14687E+02    0.11291E-07    0.16652E-05   -0.10522E-05
   672    0.17258E+04    0.33131E+02    0.00000E+00   -0.16185E+02    0.11262E-07    0.17473E-05   -0.10565E-05
   673    0.17219E+04    0.33319E+02    0.00000E+00   -0.17695E+02    0.11233E-07    0.18290E-05   -0.10607E-05
   674    0.17181E+04    0.33501E+02    0.00000E+00   -0.19218E+02    0.11204E-07    0.19104E-05   -0.10647E-05
   675    0.17146E+04    0.33679E+02    0.00000E+00   -0.20752E+02    0.11175E-07    0.19914E-05   -0.10686E-05
   676    0.17111E+04    0.33853E+02    0.00000E+00   -0.22297E+02    0.11146E-07    0.20721E-05   -0.10724E-05
   677    0.17078E+04    0.34021E+02    0.00000E+00   -0.23853E+02    0.11117E-07    0.21524E-05   -0.10760E-05
   678    0.17048E+04    0.34184E+02    0.00000E+00   -0.25420E+02    0.11088E-07    0.22323E-05   -0.10796E-05
   679    0.17018E+04    0.34344E+02    0.00000E+00   -0.26995E+02    0.11060E-07    0.23118E-05   -0.10829E-05
   680    0.16992E+04    0.34498E+02    0.00000E+00   -0.28580E+02    0.11031E-07    0.23909E-05   -0.10862E-05
   681    0.16967E+04    0.34647E+02    0.00000E+00   -0.30171E+02    0.11003E-07    0.24696E-05   -0.10893E-05
   682    0.16943E+04    0.34791E+02    0.00000E+00   -0.31772E+02    0.10975E-07    0.25478E-05   -0.10923E-05
   683    0.16922E+04    0.34931E+02    0.00000E+00   -0.33380E+02    0.10946E-07    0.26257E-05   -0.10952E-05
   684    0.16902E+04    0.35064E+02    0.00000E+00   -0.34995E+02    0.10918E-07    0.27030E-05   -0.10979E-05
   685    0.16883E+04    0.35193E+02    0.00000E+00   -0.36616E+02    0.10890E-07    0.27799E-05   -0.11005E-05
   686    0.16867E+04    0.35316E+02    0.00000E+00   -0.38234E+02    0.10863E-07    0.28563E-05   -0.11030E-05
   687    0.16853E+04    0.35435E+02    0.00000E+00   -0.39860E+02    0.10835E-07    0.29323E-05   -0.11053E-05
   688    0.16840E+04    0.35548E+02    0.00000E+00   -0.41494E+02    0.10807E-07    0.30077E-05   -0.11075E-05
   689    0.16830E+04    0.35655E+02    0.00000E+00   -0.43126E+02    0.10780E-07    0.30826E-05   -0.11096E-05
   690    0.16820E+04    0.35758E+02    0.00000E+00   -0.44766E+02    0.10752E-07    0.31570E-05   -0.11115E-05
   691    0.16813E+04    0.35854E+02    0.00000E+00   -0.46405E+02    0.10725E-07    0.32309E-05   -0.11133E-05
   692    0.16808E+04    0.35946E+02    0.00000E+00   -0.48044E+02    0.10698E-07    0.33042E-05   -0.11150E-05
   693    0.16805E+04    0.36032E+02    0.00000E+00   -0.49690E+02    0.10671E-07    0.33769E-05   -0.11166E-05
   694    0.16803E+04    0.36112E+02    0.00000E+00   -0.51328E+02    0.10644E-07    0.34491E-05   -0.11180E-05
   695    0.16804E+04    0.36188E+02    0.00000E+00   -0.52967E+02    0.10617E-07    0.35207E-05   -0.11193E-05
   696    0.16806E+04    0.36257E+02    0.00000E+00   -0.54621E+02    0.10590E-07    0.35917E-05   -0.11205E-05
   697    0.16810E+04    0.36321E+02    0.00000E+00   -0.56260E+02    0.10563E-07    0.36621E-05   -0.11215E-05
   698    0.16816E+04    0.36379E+02    0.00000E+00   -0.57900E+02    0.10537E-07    0.37319E-05   -0.11224E-05
   699    0.16823E+04    0.36432E+02    0.00000E+00   -0.59533E+02    0.10510E-07    0.38010E-05   -0.11232E-05
   700    0.16833E+04    0.36479E+02    0.00000E+00   -0.61167E+02    0.10484E-07    0.38695E-05   -0.11238E-05
   701    0.16845E+04    0.36520E+02    0.00000E+00   -0.62801E+02    0.10457E-07    0.39374E-05   -0.11243E-05
   702    0.16858E+04    0.36557E+02    0.00000E+00   -0.64422E+02    0.10431E-07    0.40046E-05   -0.11247E-05
   703    0.16873E+04    0.36587E+02    0.00000E+00   -0.66058E+02    0.10405E-07    0.40712E-05   -0.11249E-05
   704    0.16890E+04    0.36613E+02    0.00000E+00   -0.67672E+02    0.10379E-07    0.41371E-05   -0.11251E-05
   705    0.16907E+04    0.36631E+02    0.00000E+00   -0.69280E+02    0.10353E-07    0.42023E-05   -0.11250E-05
   706    0.16928E+04    0.36645E+02    0.00000E+00   -0.70887E+02    0.10327E-07    0.42669E-05   -0.11249E-05
   707    0.16949E+04    0.36653E+02    0.00000E+00   -0.72486E+02    0.10301E-07    0.43309E-05   -0.11247E-05
   708    0.16974E+04    0.36656E+02    0.00000E+00   -0.74063E+02    0.10276E-07    0.43942E-05   -0.11243E-05
   709    0.16999E+04    0.36653E+02    0.00000E+00   -0.75648E+02    0.10250E-07    0.44569E-05   -0.11238E-05
   710    0.17026E+04    0.36644E+02    0.00000E+00   -0.77216E+02    0.10225E-07    0.45189E-05   -0.11231E-05
   711    0.17055E+04    0.36629E+02    0.00000E+00   -0.78769E+02    0.10199E-07    0.45802E-05   -0.11224E-05
   712    0.17085E+04    0.36610E+02    0.00000E+00   -0.80321E+02    0.10174E-07    0.46409E-05   -0.11215E-05
   713    0.17118E+04    0.36584E+02    0.00000E+00   -0.81850E+02    0.10149E-07    0.47010E-05   -0.11205E-05
   714    0.17151E+04    0.36553E+02    0.00000E+00   -0.83370E+02    0.10124E-07    0.47604E-05   -0.11194E-05
   715    0.17187E+04    0.36516E+02    0.00000E+00   -0.84881E+02    0.10099E-07    0.48192E-05   -0.11182E-05
   716    0.17224E+04    0.36473E+02    0.00000E+00   -0.86376E+02    0.10074E-07    0.48773E-05   -0.11168E-05
   717    0.17262E+04    0.36426E+02    0.00000E+00   -0.87846E+02    0.10049E-07    0.49348E-05   -0.11153E-05
   718    0.17302E+04    0.36373E+02    0.00000E+00   -0.89315E+02    0.10024E-07    0.49916E-05   -0.11138E-05
   719    0.17344E+04    0.36312E+02    0.00000E+00   -0.90752E+02    0.99993E-08    0.50478E-05   -0.11121E-05
   720    0.17386E+04    0.36247E+02    0.00000E+00   -0.92186E+02    0.99747E-08    0.51033E-05   -0.11102E-05
   721    0.17432E+04    0.36178E+02    0.00000E+00   -0.93589E+02    0.99502E-08    0.51582E-05   -0.11083E-05
   722    0.17477E+04    0.36103E+02    0.00000E+00   -0.94973E+02    0.99258E-08    0.52124E-05   -0.11063E-05
   723    0.17525E+04    0.36022E+02    0.00000E+00   -0.96348E+02    0.99015E-08    0.52660E-05   -0.11041E-05
   724    0.17573E+04    0.35936E+02    0.00000E+00   -0.97704E+02    0.98772E-08    0.53190E-05   -0.11019E-05
   725    0.17623E+04    0.35845E+02    0.00000E+00   -0.99036E+02    0.98531E-08    0.53713E-05   -0.10995E-05
   726    0.17675E+04    0.35751E+02    0.00000E+00   -0.10034E+03    0.98290E-08    0.54229E-05   -0.10970E-05
   727    0.17728E+04    0.35649E+02    0.00000E+00   -0.10164E+03    0.98050E-08    0.54740E-05   -0.10944E-05
   728    0.17782E+04    0.35541E+02    0.00000E+00   -0.10290E+03    0.97811E-08    0.55243E-05   -0.10917E-05
   729    0.17837E+04    0.35429E+02    0.00000E+00   -0.10415E+03    0.97573E-08    0.55741E-05   -0.10889E-05
   730    0.17893E+04    0.35312E+02    0.00000E+00   -0.10538E+03    0.97336E-08    0.56232E-05   -0.10860E-05
   731    0.17952E+04    0.35189E+02    0.00000E+00   -0.10658E+03    0.97099E-08    0.56716E-05   -0.10830E-05
   732    0.18011E+04    0.35063E+02    0.00000E+00   -0.10775E+03    0.96864E-08    0.57194E-05   -0.10799E-05
   733    0.18072E+04    0.34931E+02    0.00000E+00   -0.10891E+03    0.96629E-08    0.57666E-05   -0.10767E-05
   734    0.18134E+04    0.34794E+02    0.00000E+00   -0.11002E+03    0.96395E-08    0.58131E-05   -0.10734E-05
   735    0.18197E+04    0.34651E+02    0.00000E+00   -0.11113E+03    0.96162E-08    0.58590E-05   -0.10700E-05
   736    0.18260E+04    0.34504E+02    0.00000E+00   -0.11220E+03    0.95930E-08    0.59042E-05   -0.10665E-05
   737    0.18325E+04    0.34353E+02    0.00000E+00   -0.11326E+03    0.95698E-08    0.59488E-05   -0.10628E-05
   738    0.18391E+04    0.34198E+02    0.00000E+00   -0.11428E+03    0.95467E-08    0.59928E-05   -0.10591E-05
   739    0.18457E+04    0.34037E+02    0.00000E+00   -0.11527E+03    0.95237E-08    0.60361E-05   -0.10553E-05
   740    0.18525E+04    0.33872E+02    0.00000E+00   -0.11624E+03    0.95008E-08    0.60788E-05   -0.10514E-05
   741    0.18594E+04    0.33701E+02    0.00000E+00   -0.11719E+03    0.94780E-08    0.61208E-05   -0.10474E-05
   742    0.18664E+04    0.33528E+02    0.00000E+00   -0.11810E+03    0.94552E-08    0.61622E-05   -0.10433E-05
   743    0.18735E+04    0.33351E+02    0.00000E+00   -0.11899E+03    0.94326E-08    0.62030E-05   -0.10391E-05
   744    0.18807E+04    0.33169E+02    0.00000E+00   -0.11984E+03    0.94100E-08    0.62431E-05   -0.10348E-05
   745    0.18879E+04    0.32983E+02    0.00000E+00   -0.12068E+03    0.93875E-08    0.62826E-05   -0.10305E-05
   746    0.18952E+04    0.32792E+02    0.00000E+00   -0.12147E+03    0.93650E-08    0.63215E-05   -0.10260E-05
   747    0.19025E+04    0.32597E+02    0.00000E+00   -0.12224E+03    0.93426E-08    0.63597E-05   -0.10214E-05
   748    0.19100E+04    0.32399E+02    0.00000E+00   -0.12298E+03    0.93204E-08    0.63973E-05   -0.10168E-05
   749    0.19176E+04    0.32196E+02    0.00000E+00   -0.12370E+03    0.92981E-08    0.64342E-05   -0.10120E-05
   750    0.19252E+04    0.31989E+02    0.00000E+00   -0.12439E+03    0.92760E-08    0.64705E-05   -0.10072E-05
   751    0.19329E+04    0.31779E+02    0.00000E+00   -0.12504E+03    0.92539E-08    0.65062E-05   -0.10023E-05
   752    0.19407E+04    0.31566E+02    0.00000E+00   -0.12566E+03    0.92319E-08    0.65412E-05   -0.99732E-06
   753    0.19485E+04    0.31348E+02    0.00000E+00   -0.12625E+03    0.92100E-08    0.65756E-05   -0.99224E-06
   754    0.19564E+04    0.31127E+02    0.00000E+00   -0.12681E+03    0.91882E-08    0.66094E-05   -0.98708E-06
   755    0.19644E+04    0.30903E+02    0.00000E+00   -0.12734E+03    0.91664E-08    0.66425E-05   -0.98183E-06
   756    0.19722E+04    0.30676E+02    0.00000E+00   -0.12784E+03    0.91447E-08    0.66750E-05   -0.97651E-06
   757    0.19803E+04    0.30446E+02    0.00000E+00   -0.12830E+03    0.91231E-08    0.67068E-05   -0.97110E-06
   758    0.19883E+04    0.30212E+02    0.00000E+00   -0.12873E+03    0.91016E-08    0.67380E-05   -0.96561E-06
   759    0.19964E+04    0.29975E+02    0.00000E+00   -0.12913E+03    0.90801E-08    0.67686E-05   -0.96005E-06
   760    0.20045E+04    0.29736E+02    0.00000E+00   -0.12950E+03    0.90587E-08    0.67986E-05   -0.95440E-06
   761    0.20126E+04    0.29495E+02    0.00000E+00   -0.12984E+03    0.90374E-08    0.68279E-05   -0.94868E-06
   762    0.20209E+04    0.29251E+02    0.00000E+00   -0.13014E+03    0.90161E-08    0.68565E-05   -0.94289E-06
   763    0.20290E+04    0.29005E+02    0.00000E+00   -0.13041E+03    0.89949E-08    0.68845E-05   -0.93702E-06
   764    0.20372E+04    0.28756E+02    0.00000E+00   -0.13065E+03    0.89738E-08    0.69119E-05   -0.93107E-06
   765    0.20454E+04    0.28505E+02    0.00000E+00   -0.13086E+03    0.89527E-08    0.69387E-05   -0.92505E-06
   766    0.20536E+04    0.28253E+02    0.00000E+00   -0.13103E+03    0.89318E-08    0.69648E-05   -0.91897E-06
   767    0.20618E+04    0.27999E+02    0.00000E+00   -0.13117E+03    0.89109E-08    0.69902E-05   -0.91281E-06
   768    0.20700E+04    0.27742E+02    0.00000E+00   -0.13126E+03    0.88900E-08    0.70151E-05   -0.90658E-06
   769    0.20782E+04    0.27483E+02    0.00000E+00   -0.13133E+03    0.88692E-08    0.70393E-05   -0.90028E-06
   770    0.20863E+04    0.27224E+02    0.00000E+00   -0.13137E+03    0.88485E-08    0.70628E-05   -0.89391E-06
   771    0.20944E+04    0.26963E+02    0.00000E+00   -0.13137E+03    0.88279E-08    0.70857E-05   -0.88748E-06
   772    0.21025E+04    0.26701E+02    0.00000E+00   -0.13133E+03    0.88073E-08    0.71080E-05   -0.88098E-06
   773    0.21106E+04    0.26438E+02    0.00000E+00   -0.13126E+03    0.87869E-08    0.71296E-05   -0.87442E-06
   774    0.21187E+04    0.26173E+02    0.00000E+00   -0.13116E+03    0.87664E-08    0.71506E-05   -0.86779E-06
   775    0.21268E+04    0.25908E+02    0.00000E+00   -0.13103E+03    0.87461E-08    0.71709E-05   -0.86110E-06
   776    0.21347E+04    0.25642E+02    0.00000E+00   -0.13086E+03    0.87258E-08    0.71906E-05   -0.85435E-06
   777    0.21426E+04    0.25375E+02    0.00000E+00   -0.13065E+03    0.87055E-08    0.72097E-05   -0.84754E-06
   778    0.21507E+04    0.25108E+02    0.00000E+00   -0.13041E+03    0.86854E-08    0.72281E-05   -0.84066E-06
   779    0.21585E+04    0.24840E+02    0.00000E+00   -0.13014E+03    0.86653E-08    0.72459E-05   -0.83373E-06
   780    0.21662E+04    0.24571E+02    0.00000E+00   -0.12983E+03    0.86453E-08    0.72630E-05   -0.82674E-06
   781    0.21740E+04    0.24303E+02    0.00000E+00   -0.12950E+03    0.86253E-08    0.72795E-05   -0.81969E-06
   782    0.21817E+04    0.24034E+02    0.00000E+00   -0.12914E+03    0.86054E-08    0.72954E-05   -0.81259E-06
   783    0.21894E+04    0.23766E+02    0.00000E+00   -0.12873E+03    0.85856E-08    0.73106E-05   -0.80543E-06
   784    0.21970E+04    0.23497E+02    0.00000E+00   -0.12829E+03    0.85658E-08    0.73252E-05   -0.79822E-06
   785    0.22044E+04    0.23229E+02    0.00000E+00   -0.12782E+03    0.85461E-08    0.73391E-05   -0.79096E-06
   786    0.22119E+04    0.22960E+02    0.00000E+00   -0.12730E+03    0.85264E-08    0.73524E-05   -0.78364E-06
   787    0.22192E+04    0.22693E+02    0.00000E+00   -0.12675E+03    0.85068E-08    0.73650E-05   -0.77627E-06
   788    0.22265E+04    0.22425E+02    0.00000E+00   -0.12618E+03    0.84873E-08    0.73770E-05   -0.76885E-06
   789    0.22336E+04    0.22156E+02    0.00000E+00   -0.12558E+03    0.84679E-08    0.73884E-05   -0.76138E-06
   790    0.22408E+04    0.21891E+02    0.00000E+00   -0.12494E+03    0.84485E-08    0.73991E-05   -0.75387E-06
   791    0.22479E+04    0.21625E+02    0.00000E+00   -0.12426E+03    0.84292E-08    0.74091E-05   -0.74631E-06
   792    0.22548E+04    0.21361E+02    0.00000E+00   -0.12356E+03    0.84099E-08    0.74185E-05   -0.73870E-06
   793    0.22617E+04    0.21098E+02    0.00000E+00   -0.12281E+03    0.83907E-08    0.74273E-05   -0.73104E-06
   794    0.22683E+04    0.20836E+02    0.00000E+00   -0.12205E+03    0.83715E-08    0.74354E-05   -0.72335E-06
   795    0.22750E+04    0.20575E+02    0.00000E+00   -0.12124E+03    0.83524E-08    0.74429E-05   -0.71560E-06
   796    0.22816E+04    0.20316E+02    0.00000E+00   -0.12041E+03    0.83334E-08    0.74498E-05   -0.70782E-06
   797    0.22880E+04    0.20057E+02    0.00000E+00   -0.11955E+03    0.83145E-08    0.74559E-05   -0.69999E-06
