#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   573    0.24485E+04    0.10022E+02   -0.11044E-07    0.10022E+02    0.86048E+01   -0.12458E-09   -0.11044E-07   -0.12458E-09    0.45005E-13
   574    0.24440E+04    0.11048E+02   -0.10907E-07    0.11048E+02    0.87566E+01   -0.14888E-09   -0.10907E-07   -0.14888E-09    0.44717E-13
   575    0.24394E+04    0.12055E+02   -0.10769E-07    0.12055E+02    0.89119E+01   -0.17305E-09   -0.10769E-07   -0.17305E-09    0.44431E-13
   576    0.24347E+04    0.13045E+02   -0.10632E-07    0.13045E+02    0.90723E+01   -0.19709E-09   -0.10632E-07   -0.19709E-09    0.44148E-13
   577    0.24296E+04    0.14015E+02   -0.10493E-07    0.14015E+02    0.92372E+01   -0.22098E-09   -0.10493E-07   -0.22098E-09    0.43867E-13
   578    0.24245E+04    0.14966E+02   -0.10355E-07    0.14966E+02    0.94057E+01   -0.24473E-09   -0.10355E-07   -0.24473E-09    0.43589E-13
   579    0.24192E+04    0.15897E+02   -0.10215E-07    0.15897E+02    0.95795E+01   -0.26834E-09   -0.10215E-07   -0.26834E-09    0.43312E-13
   580    0.24139E+04    0.16806E+02   -0.10076E-07    0.16806E+02    0.97571E+01   -0.29180E-09   -0.10076E-07   -0.29180E-09    0.43038E-13
   581    0.24081E+04    0.17696E+02   -0.99360E-08    0.17696E+02    0.99384E+01   -0.31510E-09   -0.99360E-08   -0.31510E-09    0.42766E-13
   582    0.24023E+04    0.18563E+02   -0.97957E-08    0.18563E+02    0.10124E+02   -0.33825E-09   -0.97957E-08   -0.33825E-09    0.42496E-13
   583    0.23964E+04    0.19408E+02   -0.96551E-08    0.19408E+02    0.10314E+02   -0.36124E-09   -0.96551E-08   -0.36124E-09    0.42228E-13
   584    0.23904E+04    0.20231E+02   -0.95141E-08    0.20231E+02    0.10508E+02   -0.38407E-09   -0.95141E-08   -0.38407E-09    0.41962E-13
   585    0.23842E+04    0.21031E+02   -0.93728E-08    0.21031E+02    0.10706E+02   -0.40673E-09   -0.93728E-08   -0.40673E-09    0.41698E-13
   586    0.23778E+04    0.21808E+02   -0.92312E-08    0.21808E+02    0.10907E+02   -0.42922E-09   -0.92312E-08   -0.42922E-09    0.41436E-13
   587    0.23714E+04    0.22561E+02   -0.90893E-08    0.22561E+02    0.11113E+02   -0.45154E-09   -0.90893E-08   -0.45154E-09    0.41177E-13
   588    0.23647E+04    0.23289E+02   -0.89471E-08    0.23289E+02    0.11323E+02   -0.47368E-09   -0.89471E-08   -0.47368E-09    0.40919E-13
   589    0.23579E+04    0.23993E+02   -0.88047E-08    0.23993E+02    0.11536E+02   -0.49565E-09   -0.88047E-08   -0.49565E-09    0.40664E-13
   590    0.23510E+04    0.24673E+02   -0.86620E-08    0.24673E+02    0.11752E+02   -0.51743E-09   -0.86620E-08   -0.51743E-09    0.40410E-13
   591    0.23439E+04    0.25327E+02   -0.85191E-08    0.25327E+02    0.11974E+02   -0.53903E-09   -0.85191E-08   -0.53903E-09    0.40158E-13
   592    0.23368E+04    0.25955E+02   -0.83760E-08    0.25955E+02    0.12197E+02   -0.56044E-09   -0.83760E-08   -0.56044E-09    0.39908E-13
   593    0.23295E+04    0.26559E+02   -0.82327E-08    0.26559E+02    0.12425E+02   -0.58165E-09   -0.82327E-08   -0.58165E-09    0.39661E-13
   594    0.23220E+04    0.27135E+02   -0.80892E-08    0.27135E+02    0.12657E+02   -0.60267E-09   -0.80892E-08   -0.60267E-09    0.39415E-13
   595    0.23144E+04    0.27686E+02   -0.79455E-08    0.27686E+02    0.12890E+02   -0.62349E-09   -0.79455E-08   -0.62349E-09    0.39171E-13
   596    0.23068E+04    0.28209E+02   -0.78017E-08    0.28209E+02    0.13129E+02   -0.64411E-09   -0.78017E-08   -0.64411E-09    0.38928E-13
   597    0.22991E+04    0.28705E+02   -0.76578E-08    0.28705E+02    0.13368E+02   -0.66452E-09   -0.76578E-08   -0.66452E-09    0.38688E-13
   598    0.22914E+04    0.29175E+02   -0.75137E-08    0.29175E+02    0.13612E+02   -0.68473E-09   -0.75137E-08   -0.68473E-09    0.38449E-13
   599    0.22835E+04    0.29618E+02   -0.73696E-08    0.29618E+02    0.13859E+02   -0.70472E-09   -0.73696E-08   -0.70472E-09    0.38213E-13
   600    0.22754E+04    0.30033E+02   -0.72253E-08    0.30033E+02    0.14109E+02   -0.72450E-09   -0.72253E-08   -0.72450E-09    0.37978E-13
   601    0.22673E+04    0.30420E+02   -0.70810E-08    0.30420E+02    0.14362E+02   -0.74406E-09   -0.70810E-08   -0.74406E-09    0.37744E-13
   602    0.22591E+04    0.30778E+02   -0.69366E-08    0.30778E+02    0.14617E+02   -0.76340E-09   -0.69366E-08   -0.76340E-09    0.37513E-13
   603    0.22507E+04    0.31110E+02   -0.67922E-08    0.31110E+02    0.14876E+02   -0.78252E-09   -0.67922E-08   -0.78252E-09    0.37283E-13
   604    0.22424E+04    0.31412E+02   -0.66477E-08    0.31412E+02    0.15137E+02   -0.80142E-09   -0.66477E-08   -0.80142E-09    0.37055E-13
   605    0.22340E+04    0.31686E+02   -0.65032E-08    0.31686E+02    0.15400E+02   -0.82011E-09   -0.65032E-08   -0.82011E-09    0.36828E-13
   606    0.22255E+04    0.31930E+02   -0.63587E-08    0.31930E+02    0.15666E+02   -0.83857E-09   -0.63587E-08   -0.83857E-09    0.36604E-13
   607    0.22167E+04    0.32145E+02   -0.62142E-08    0.32145E+02    0.15934E+02   -0.85681E-09   -0.62142E-08   -0.85681E-09    0.36381E-13
   608    0.22081E+04    0.32330E+02   -0.60697E-08    0.32330E+02    0.16205E+02   -0.87484E-09   -0.60697E-08   -0.87484E-09    0.36159E-13
   609    0.21995E+04    0.32486E+02   -0.59252E-08    0.32486E+02    0.16476E+02   -0.89265E-09   -0.59252E-08   -0.89265E-09    0.35940E-13
   610    0.21907E+04    0.32611E+02   -0.57808E-08    0.32611E+02    0.16750E+02   -0.91023E-09   -0.57808E-08   -0.91023E-09    0.35722E-13
   611    0.21819E+04    0.32706E+02   -0.56364E-08    0.32706E+02    0.17026E+02   -0.92760E-09   -0.56364E-08   -0.92760E-09    0.35505E-13
   612    0.21731E+04    0.32772E+02   -0.54921E-08    0.32772E+02    0.17305E+02   -0.94475E-09   -0.54921E-08   -0.94475E-09    0.35290E-13
   613    0.21641E+04    0.32806E+02   -0.53478E-08    0.32806E+02    0.17582E+02   -0.96168E-09   -0.53478E-08   -0.96168E-09    0.35077E-13
   614    0.21553E+04    0.32809E+02   -0.52037E-08    0.32809E+02    0.17863E+02   -0.97839E-09   -0.52037E-08   -0.97839E-09    0.34866E-13
   615    0.21463E+04    0.32782E+02   -0.50596E-08    0.32782E+02    0.18144E+02   -0.99488E-09   -0.50596E-08   -0.99488E-09    0.34655E-13
   616    0.21373E+04    0.32724E+02   -0.49156E-08    0.32724E+02    0.18428E+02   -0.10111E-08   -0.49156E-08   -0.10111E-08    0.34447E-13
   617    0.21284E+04    0.32636E+02   -0.47718E-08    0.32636E+02    0.18713E+02   -0.10272E-08   -0.47718E-08   -0.10272E-08    0.34240E-13
   618    0.21195E+04    0.32516E+02   -0.46281E-08    0.32516E+02    0.18999E+02   -0.10430E-08   -0.46281E-08   -0.10430E-08    0.34035E-13
   619    0.21104E+04    0.32366E+02   -0.44845E-08    0.32366E+02    0.19287E+02   -0.10586E-08   -0.44845E-08   -0.10586E-08    0.33831E-13
   620    0.21015E+04    0.32185E+02   -0.43411E-08    0.32185E+02    0.19574E+02   -0.10740E-08   -0.43411E-08   -0.10740E-08    0.33629E-13
   621    0.20925E+04    0.31972E+02   -0.41979E-08    0.31972E+02    0.19863E+02   -0.10892E-08   -0.41979E-08   -0.10892E-08    0.33428E-13
   622    0.20835E+04    0.31728E+02   -0.40548E-08    0.31728E+02    0.20152E+02   -0.11041E-08   -0.40548E-08   -0.11041E-08    0.33228E-13
   623    0.20746E+04    0.31454E+02   -0.39120E-08    0.31454E+02    0.20441E+02   -0.11189E-08   -0.39120E-08   -0.11189E-08    0.33030E-13
   624    0.20656E+04    0.31149E+02   -0.37693E-08    0.31149E+02    0.20731E+02   -0.11334E-08   -0.37693E-08   -0.11334E-08    0.32834E-13
   625    0.20566E+04    0.30812E+02   -0.36269E-08    0.30812E+02    0.21021E+02   -0.11477E-08   -0.36269E-08   -0.11477E-08    0.32639E-13
   626    0.20477E+04    0.30445E+02   -0.34847E-08    0.30445E+02    0.21311E+02   -0.11617E-08   -0.34847E-08   -0.11617E-08    0.32446E-13
   627    0.20389E+04    0.30046E+02   -0.33428E-08    0.30046E+02    0.21602E+02   -0.11756E-08   -0.33428E-08   -0.11756E-08    0.32254E-13
   628    0.20301E+04    0.29617E+02   -0.32011E-08    0.29617E+02    0.21892E+02   -0.11892E-08   -0.32011E-08   -0.11892E-08    0.32063E-13
   629    0.20213E+04    0.29157E+02   -0.30596E-08    0.29157E+02    0.22182E+02   -0.12026E-08   -0.30596E-08   -0.12026E-08    0.31874E-13
   630    0.20125E+04    0.28665E+02   -0.29185E-08    0.28665E+02    0.22471E+02   -0.12158E-08   -0.29185E-08   -0.12158E-08    0.31686E-13
   631    0.20037E+04    0.28144E+02   -0.27776E-08    0.28144E+02    0.22761E+02   -0.12288E-08   -0.27776E-08   -0.12288E-08    0.31499E-13
   632    0.19951E+04    0.27592E+02   -0.26370E-08    0.27592E+02    0.23050E+02   -0.12415E-08   -0.26370E-08   -0.12415E-08    0.31314E-13
   633    0.19864E+04    0.27010E+02   -0.24968E-08    0.27010E+02    0.23339E+02   -0.12540E-08   -0.24968E-08   -0.12540E-08    0.31131E-13
   634    0.19779E+04    0.26398E+02   -0.23569E-08    0.26398E+02    0.23626E+02   -0.12663E-08   -0.23569E-08   -0.12663E-08    0.30948E-13
   635    0.19695E+04    0.25756E+02   -0.22173E-08    0.25756E+02    0.23913E+02   -0.12784E-08   -0.22173E-08   -0.12784E-08    0.30767E-13
   636    0.19609E+04    0.25085E+02   -0.20781E-08    0.25085E+02    0.24200E+02   -0.12903E-08   -0.20781E-08   -0.12903E-08    0.30587E-13
   637    0.19526E+04    0.24384E+02   -0.19392E-08    0.24384E+02    0.24485E+02   -0.13019E-08   -0.19392E-08   -0.13019E-08    0.30409E-13
   638    0.19443E+04    0.23654E+02   -0.18007E-08    0.23654E+02    0.24770E+02   -0.13133E-08   -0.18007E-08   -0.13133E-08    0.30232E-13
   639    0.19361E+04    0.22894E+02   -0.16626E-08    0.22894E+02    0.25052E+02   -0.13245E-08   -0.16626E-08   -0.13245E-08    0.30056E-13
   640    0.19279E+04    0.22106E+02   -0.15249E-08    0.22106E+02    0.25335E+02   -0.13355E-08   -0.15249E-08   -0.13355E-08    0.29882E-13
   641    0.19199E+04    0.21289E+02   -0.13876E-08    0.21289E+02    0.25616E+02   -0.13463E-08   -0.13876E-08   -0.13463E-08    0.29708E-13
   642    0.19118E+04    0.20443E+02   -0.12508E-08    0.20443E+02    0.25894E+02   -0.13568E-08   -0.12508E-08   -0.13568E-08    0.29536E-13
   643    0.19039E+04    0.19570E+02   -0.11144E-08    0.19570E+02    0.26173E+02   -0.13671E-08   -0.11144E-08   -0.13671E-08    0.29365E-13
   644    0.18961E+04    0.18669E+02   -0.97838E-09    0.18669E+02    0.26448E+02   -0.13772E-08   -0.97838E-09   -0.13772E-08    0.29196E-13
   645    0.18884E+04    0.17740E+02   -0.84287E-09    0.17740E+02    0.26722E+02   -0.13871E-08   -0.84287E-09   -0.13871E-08    0.29027E-13
   646    0.18807E+04    0.16784E+02   -0.70783E-09    0.16784E+02    0.26995E+02   -0.13967E-08   -0.70783E-09   -0.13967E-08    0.28860E-13
   647    0.18733E+04    0.15800E+02   -0.57328E-09    0.15800E+02    0.27265E+02   -0.14061E-08   -0.57328E-09   -0.14061E-08    0.28694E-13
   648    0.18658E+04    0.14791E+02   -0.43922E-09    0.14791E+02    0.27535E+02   -0.14153E-08   -0.43922E-09   -0.14153E-08    0.28529E-13
   649    0.18585E+04    0.13754E+02   -0.30567E-09    0.13754E+02    0.27801E+02   -0.14243E-08   -0.30567E-09   -0.14243E-08    0.28365E-13
   650    0.18513E+04    0.12692E+02   -0.17265E-09    0.12692E+02    0.28065E+02   -0.14330E-08   -0.17265E-09   -0.14330E-08    0.28203E-13
   651    0.18442E+04    0.11604E+02   -0.40154E-10    0.11604E+02    0.28328E+02   -0.14416E-08   -0.40154E-10   -0.14416E-08    0.28042E-13
   652    0.18372E+04    0.10491E+02    0.91791E-10    0.10491E+02    0.28588E+02   -0.14499E-08    0.91791E-10   -0.14499E-08    0.27881E-13
   653    0.18304E+04    0.93533E+01    0.22317E-09    0.93533E+01    0.28845E+02   -0.14580E-08    0.22317E-09   -0.14580E-08    0.27722E-13
   654    0.18236E+04    0.81924E+01    0.35399E-09    0.81924E+01    0.29100E+02   -0.14659E-08    0.35399E-09   -0.14659E-08    0.27564E-13
   655    0.18169E+04    0.70072E+01    0.48421E-09    0.70072E+01    0.29353E+02   -0.14735E-08    0.48421E-09   -0.14735E-08    0.27407E-13
   656    0.18105E+04    0.57989E+01    0.61383E-09    0.57989E+01    0.29602E+02   -0.14809E-08    0.61383E-09   -0.14809E-08    0.27251E-13
   657    0.18041E+04    0.45691E+01    0.74285E-09    0.45691E+01    0.29849E+02   -0.14882E-08    0.74285E-09   -0.14882E-08    0.27097E-13
   658    0.17977E+04    0.33168E+01    0.87123E-09    0.33168E+01    0.30093E+02   -0.14952E-08    0.87123E-09   -0.14952E-08    0.26943E-13
   659    0.17917E+04    0.20433E+01    0.99898E-09    0.20433E+01    0.30334E+02   -0.15019E-08    0.99898E-09   -0.15019E-08    0.26790E-13
   660    0.17858E+04    0.74930E+00    0.11261E-08    0.74930E+00    0.30571E+02   -0.15085E-08    0.11261E-08   -0.15085E-08    0.26639E-13
   661    0.17800E+04   -0.56392E+00    0.12525E-08   -0.56392E+00    0.30804E+02   -0.15149E-08    0.12525E-08   -0.15149E-08    0.26488E-13
   662    0.17743E+04   -0.18980E+01    0.13783E-08   -0.18980E+01    0.31035E+02   -0.15210E-08    0.13783E-08   -0.15210E-08    0.26339E-13
   663    0.17687E+04   -0.32515E+01    0.15033E-08   -0.32515E+01    0.31263E+02   -0.15269E-08    0.15033E-08   -0.15269E-08    0.26190E-13
   664    0.17634E+04   -0.46224E+01    0.16277E-08   -0.46224E+01    0.31486E+02   -0.15326E-08    0.16277E-08   -0.15326E-08    0.26043E-13
   665    0.17581E+04   -0.60116E+01    0.17513E-08   -0.60116E+01    0.31705E+02   -0.15382E-08    0.17513E-08   -0.15382E-08    0.25897E-13
   666    0.17530E+04   -0.74177E+01    0.18742E-08   -0.74177E+01    0.31921E+02   -0.15435E-08    0.18742E-08   -0.15435E-08    0.25752E-13
   667    0.17481E+04   -0.88408E+01    0.19964E-08   -0.88408E+01    0.32133E+02   -0.15485E-08    0.19964E-08   -0.15485E-08    0.25607E-13
   668    0.17432E+04   -0.10280E+02    0.21178E-08   -0.10280E+02    0.32341E+02   -0.15534E-08    0.21178E-08   -0.15534E-08    0.25464E-13
   669    0.17387E+04   -0.11735E+02    0.22384E-08   -0.11735E+02    0.32545E+02   -0.15581E-08    0.22384E-08   -0.15581E-08    0.25322E-13
   670    0.17342E+04   -0.13204E+02    0.23582E-08   -0.13204E+02    0.32744E+02   -0.15626E-08    0.23582E-08   -0.15626E-08    0.25180E-13
   671    0.17300E+04   -0.14687E+02    0.24773E-08   -0.14687E+02    0.32941E+02   -0.15668E-08    0.24773E-08   -0.15668E-08    0.25040E-13
   672    0.17258E+04   -0.16185E+02    0.25955E-08   -0.16185E+02    0.33131E+02   -0.15709E-08    0.25955E-08   -0.15709E-08    0.24901E-13
   673    0.17219E+04   -0.17695E+02    0.27130E-08   -0.17695E+02    0.33319E+02   -0.15747E-08    0.27130E-08   -0.15747E-08    0.24762E-13
   674    0.17181E+04   -0.19218E+02    0.28295E-08   -0.19218E+02    0.33501E+02   -0.15784E-08    0.28295E-08   -0.15784E-08    0.24625E-13
   675    0.17146E+04   -0.20752E+02    0.29453E-08   -0.20752E+02    0.33679E+02   -0.15818E-08    0.29453E-08   -0.15818E-08    0.24489E-13
   676    0.17111E+04   -0.22297E+02    0.30601E-08   -0.22297E+02    0.33853E+02   -0.15850E-08    0.30601E-08   -0.15850E-08    0.24353E-13
   677    0.17078E+04   -0.23853E+02    0.31741E-08   -0.23853E+02    0.34021E+02   -0.15881E-08    0.31741E-08   -0.15881E-08    0.24219E-13
   678    0.17048E+04   -0.25420E+02    0.32872E-08   -0.25420E+02    0.34184E+02   -0.15909E-08    0.32872E-08   -0.15909E-08    0.24085E-13
   679    0.17018E+04   -0.26995E+02    0.33994E-08   -0.26995E+02    0.34344E+02   -0.15935E-08    0.33994E-08   -0.15935E-08    0.23952E-13
   680    0.16992E+04   -0.28580E+02    0.35107E-08   -0.28580E+02    0.34498E+02   -0.15960E-08    0.35107E-08   -0.15960E-08    0.23820E-13
   681    0.16967E+04   -0.30171E+02    0.36211E-08   -0.30171E+02    0.34647E+02   -0.15982E-08    0.36211E-08   -0.15982E-08    0.23690E-13
   682    0.16943E+04   -0.31772E+02    0.37305E-08   -0.31772E+02    0.34791E+02   -0.16003E-08    0.37305E-08   -0.16003E-08    0.23560E-13
   683    0.16922E+04   -0.33380E+02    0.38390E-08   -0.33380E+02    0.34931E+02   -0.16021E-08    0.38390E-08   -0.16021E-08    0.23430E-13
   684    0.16902E+04   -0.34995E+02    0.39465E-08   -0.34995E+02    0.35064E+02   -0.16038E-08    0.39465E-08   -0.16038E-08    0.23302E-13
   685    0.16883E+04   -0.36616E+02    0.40530E-08   -0.36616E+02    0.35193E+02   -0.16052E-08    0.40530E-08   -0.16052E-08    0.23175E-13
   686    0.16867E+04   -0.38234E+02    0.41585E-08   -0.38234E+02    0.35316E+02   -0.16065E-08    0.41585E-08   -0.16065E-08    0.23048E-13
   687    0.16853E+04   -0.39860E+02    0.42630E-08   -0.39860E+02    0.35435E+02   -0.16076E-08    0.42630E-08   -0.16076E-08    0.22923E-13
   688    0.16840E+04   -0.41494E+02    0.43665E-08   -0.41494E+02    0.35548E+02   -0.16084E-08    0.43665E-08   -0.16084E-08    0.22798E-13
   689    0.16830E+04   -0.43126E+02    0.44689E-08   -0.43126E+02    0.35655E+02   -0.16091E-08    0.44689E-08   -0.16091E-08    0.22674E-13
   690    0.16820E+04   -0.44766E+02    0.45704E-08   -0.44766E+02    0.35758E+02   -0.16096E-08    0.45704E-08   -0.16096E-08    0.22551E-13
   691    0.16813E+04   -0.46405E+02    0.46707E-08   -0.46405E+02    0.35854E+02   -0.16099E-08    0.46707E-08   -0.16099E-08    0.22429E-13
   692    0.16808E+04   -0.48044E+02    0.47700E-08   -0.48044E+02    0.35946E+02   -0.16101E-08    0.47700E-08   -0.16101E-08    0.22307E-13
   693    0.16805E+04   -0.49690E+02    0.48682E-08   -0.49690E+02    0.36032E+02   -0.16100E-08    0.48682E-08   -0.16100E-08    0.22187E-13
   694    0.16803E+04   -0.51328E+02    0.49653E-08   -0.51328E+02    0.36112E+02   -0.16097E-08    0.49653E-08   -0.16097E-08    0.22067E-13
   695    0.16804E+04   -0.52967E+02    0.50612E-08   -0.52967E+02    0.36188E+02   -0.16093E-08    0.50612E-08   -0.16093E-08    0.21948E-13
   696    0.16806E+04   -0.54621E+02    0.51561E-08   -0.54621E+02    0.36257E+02   -0.16086E-08    0.51561E-08   -0.16086E-08    0.21830E-13
   697    0.16810E+04   -0.56260E+02    0.52498E-08   -0.56260E+02    0.36321E+02   -0.16078E-08    0.52498E-08   -0.16078E-08    0.21712E-13
   698    0.16816E+04   -0.57900E+02    0.53424E-08   -0.57900E+02    0.36379E+02   -0.16068E-08    0.53424E-08   -0.16068E-08    0.21596E-13
   699    0.16823E+04   -0.59533E+02    0.54338E-08   -0.59533E+02    0.36432E+02   -0.16057E-08    0.54338E-08   -0.16057E-08    0.21480E-13
   700    0.16833E+04   -0.61167E+02    0.55240E-08   -0.61167E+02    0.36479E+02   -0.16043E-08    0.55240E-08   -0.16043E-08    0.21365E-13
   701    0.16845E+04   -0.62801E+02    0.56130E-08   -0.62801E+02    0.36520E+02   -0.16027E-08    0.56130E-08   -0.16027E-08    0.21250E-13
   702    0.16858E+04   -0.64422E+02    0.57008E-08   -0.64422E+02    0.36557E+02   -0.16010E-08    0.57008E-08   -0.16010E-08    0.21137E-13
   703    0.16873E+04   -0.66058E+02    0.57875E-08   -0.66058E+02    0.36587E+02   -0.15991E-08    0.57875E-08   -0.15991E-08    0.21024E-13
   704    0.16890E+04   -0.67672E+02    0.58730E-08   -0.67672E+02    0.36613E+02   -0.15970E-08    0.58730E-08   -0.15970E-08    0.20912E-13
   705    0.16907E+04   -0.69280E+02    0.59573E-08   -0.69280E+02    0.36631E+02   -0.15948E-08    0.59573E-08   -0.15948E-08    0.20800E-13
   706    0.16928E+04   -0.70887E+02    0.60405E-08   -0.70887E+02    0.36645E+02   -0.15923E-08    0.60405E-08   -0.15923E-08    0.20690E-13
   707    0.16949E+04   -0.72486E+02    0.61224E-08   -0.72486E+02    0.36653E+02   -0.15897E-08    0.61224E-08   -0.15897E-08    0.20580E-13
   708    0.16974E+04   -0.74063E+02    0.62033E-08   -0.74063E+02    0.36656E+02   -0.15870E-08    0.62033E-08   -0.15870E-08    0.20470E-13
   709    0.16999E+04   -0.75648E+02    0.62829E-08   -0.75648E+02    0.36653E+02   -0.15840E-08    0.62829E-08   -0.15840E-08    0.20362E-13
   710    0.17026E+04   -0.77216E+02    0.63615E-08   -0.77216E+02    0.36644E+02   -0.15809E-08    0.63615E-08   -0.15809E-08    0.20254E-13
   711    0.17055E+04   -0.78769E+02    0.64389E-08   -0.78769E+02    0.36629E+02   -0.15777E-08    0.64389E-08   -0.15777E-08    0.20147E-13
   712    0.17085E+04   -0.80321E+02    0.65151E-08   -0.80321E+02    0.36610E+02   -0.15742E-08    0.65151E-08   -0.15742E-08    0.20041E-13
   713    0.17118E+04   -0.81850E+02    0.65903E-08   -0.81850E+02    0.36584E+02   -0.15707E-08    0.65903E-08   -0.15707E-08    0.19935E-13
   714    0.17151E+04   -0.83370E+02    0.66643E-08   -0.83370E+02    0.36553E+02   -0.15669E-08    0.66643E-08   -0.15669E-08    0.19830E-13
   715    0.17187E+04   -0.84881E+02    0.67371E-08   -0.84881E+02    0.36516E+02   -0.15630E-08    0.67371E-08   -0.15630E-08    0.19726E-13
   716    0.17224E+04   -0.86376E+02    0.68089E-08   -0.86376E+02    0.36473E+02   -0.15590E-08    0.68089E-08   -0.15590E-08    0.19622E-13
   717    0.17262E+04   -0.87846E+02    0.68796E-08   -0.87846E+02    0.36426E+02   -0.15547E-08    0.68796E-08   -0.15547E-08    0.19519E-13
   718    0.17302E+04   -0.89315E+02    0.69491E-08   -0.89315E+02    0.36373E+02   -0.15504E-08    0.69491E-08   -0.15504E-08    0.19417E-13
   719    0.17344E+04   -0.90752E+02    0.70176E-08   -0.90752E+02    0.36312E+02   -0.15459E-08    0.70176E-08   -0.15459E-08    0.19315E-13
   720    0.17386E+04   -0.92186E+02    0.70849E-08   -0.92186E+02    0.36247E+02   -0.15412E-08    0.70849E-08   -0.15412E-08    0.19214E-13
   721    0.17432E+04   -0.93589E+02    0.71512E-08   -0.93589E+02    0.36178E+02   -0.15364E-08    0.71512E-08   -0.15364E-08    0.19114E-13
   722    0.17477E+04   -0.94973E+02    0.72164E-08   -0.94973E+02    0.36103E+02   -0.15315E-08    0.72164E-08   -0.15315E-08    0.19014E-13
   723    0.17525E+04   -0.96348E+02    0.72805E-08   -0.96348E+02    0.36022E+02   -0.15264E-08    0.72805E-08   -0.15264E-08    0.18915E-13
   724    0.17573E+04   -0.97704E+02    0.73435E-08   -0.97704E+02    0.35936E+02   -0.15212E-08    0.73435E-08   -0.15212E-08    0.18817E-13
   725    0.17623E+04   -0.99036E+02    0.74054E-08   -0.99036E+02    0.35845E+02   -0.15158E-08    0.74054E-08   -0.15158E-08    0.18719E-13
   726    0.17675E+04   -0.10034E+03    0.74663E-08   -0.10034E+03    0.35751E+02   -0.15103E-08    0.74663E-08   -0.15103E-08    0.18622E-13
   727    0.17728E+04   -0.10164E+03    0.75262E-08   -0.10164E+03    0.35649E+02   -0.15047E-08    0.75262E-08   -0.15047E-08    0.18525E-13
   728    0.17782E+04   -0.10290E+03    0.75849E-08   -0.10290E+03    0.35541E+02   -0.14989E-08    0.75849E-08   -0.14989E-08    0.18430E-13
   729    0.17837E+04   -0.10415E+03    0.76427E-08   -0.10415E+03    0.35429E+02   -0.14930E-08    0.76427E-08   -0.14930E-08    0.18334E-13
   730    0.17893E+04   -0.10538E+03    0.76993E-08   -0.10538E+03    0.35312E+02   -0.14870E-08    0.76993E-08   -0.14870E-08    0.18240E-13
   731    0.17952E+04   -0.10658E+03    0.77550E-08   -0.10658E+03    0.35189E+02   -0.14808E-08    0.77550E-08   -0.14808E-08    0.18146E-13
   732    0.18011E+04   -0.10775E+03    0.78096E-08   -0.10775E+03    0.35063E+02   -0.14745E-08    0.78096E-08   -0.14745E-08    0.18052E-13
   733    0.18072E+04   -0.10891E+03    0.78632E-08   -0.10891E+03    0.34931E+02   -0.14681E-08    0.78632E-08   -0.14681E-08    0.17960E-13
   734    0.18134E+04   -0.11002E+03    0.79157E-08   -0.11002E+03    0.34794E+02   -0.14616E-08    0.79157E-08   -0.14616E-08    0.17867E-13
   735    0.18197E+04   -0.11113E+03    0.79673E-08   -0.11113E+03    0.34651E+02   -0.14549E-08    0.79673E-08   -0.14549E-08    0.17776E-13
   736    0.18260E+04   -0.11220E+03    0.80178E-08   -0.11220E+03    0.34504E+02   -0.14482E-08    0.80178E-08   -0.14482E-08    0.17685E-13
   737    0.18325E+04   -0.11326E+03    0.80673E-08   -0.11326E+03    0.34353E+02   -0.14413E-08    0.80673E-08   -0.14413E-08    0.17594E-13
   738    0.18391E+04   -0.11428E+03    0.81158E-08   -0.11428E+03    0.34198E+02   -0.14343E-08    0.81158E-08   -0.14343E-08    0.17504E-13
   739    0.18457E+04   -0.11527E+03    0.81634E-08   -0.11527E+03    0.34037E+02   -0.14272E-08    0.81634E-08   -0.14272E-08    0.17415E-13
   740    0.18525E+04   -0.11624E+03    0.82099E-08   -0.11624E+03    0.33872E+02   -0.14200E-08    0.82099E-08   -0.14200E-08    0.17326E-13
   741    0.18594E+04   -0.11719E+03    0.82554E-08   -0.11719E+03    0.33701E+02   -0.14126E-08    0.82554E-08   -0.14126E-08    0.17238E-13
   742    0.18664E+04   -0.11810E+03    0.83000E-08   -0.11810E+03    0.33528E+02   -0.14052E-08    0.83000E-08   -0.14052E-08    0.17150E-13
   743    0.18735E+04   -0.11899E+03    0.83435E-08   -0.11899E+03    0.33351E+02   -0.13977E-08    0.83435E-08   -0.13977E-08    0.17063E-13
   744    0.18807E+04   -0.11984E+03    0.83861E-08   -0.11984E+03    0.33169E+02   -0.13900E-08    0.83861E-08   -0.13900E-08    0.16977E-13
   745    0.18879E+04   -0.12068E+03    0.84278E-08   -0.12068E+03    0.32983E+02   -0.13823E-08    0.84278E-08   -0.13823E-08    0.16891E-13
   746    0.18952E+04   -0.12147E+03    0.84684E-08   -0.12147E+03    0.32792E+02   -0.13744E-08    0.84684E-08   -0.13744E-08    0.16805E-13
   747    0.19025E+04   -0.12224E+03    0.85082E-08   -0.12224E+03    0.32597E+02   -0.13665E-08    0.85082E-08   -0.13665E-08    0.16720E-13
   748    0.19100E+04   -0.12298E+03    0.85469E-08   -0.12298E+03    0.32399E+02   -0.13584E-08    0.85469E-08   -0.13584E-08    0.16636E-13
