#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    53    0.14074E+04    0.12177E+00   -0.76929E-05    0.12177E+00    0.12468E+00   -0.14520E-07   -0.76929E-05   -0.14520E-07    0.55505E-10
    54    0.14267E+04   -0.83643E-01   -0.73173E-05   -0.83643E-01    0.13239E+00   -0.16282E-07   -0.73173E-05   -0.16282E-07    0.53164E-10
    55    0.14463E+04   -0.29794E+00   -0.69610E-05   -0.29794E+00    0.14048E+00   -0.17275E-07   -0.69610E-05   -0.17275E-07    0.50953E-10
    56    0.14661E+04   -0.52230E+00   -0.66221E-05   -0.52230E+00    0.14881E+00   -0.17159E-07   -0.66221E-05   -0.17159E-07    0.48860E-10
    57    0.14862E+04   -0.75686E+00   -0.62989E-05   -0.75686E+00    0.15726E+00   -0.16169E-07   -0.62989E-05   -0.16169E-07    0.46880E-10
    58    0.15066E+04   -0.10028E+01   -0.59897E-05   -0.10028E+01    0.16585E+00   -0.14683E-07   -0.59897E-05   -0.14683E-07    0.45004E-10
    59    0.15271E+04   -0.12612E+01   -0.56929E-05   -0.12612E+01    0.17462E+00   -0.13077E-07   -0.56929E-05   -0.13077E-07    0.43226E-10
    60    0.15478E+04   -0.15318E+01   -0.54069E-05   -0.15318E+01    0.18362E+00   -0.11730E-07   -0.54069E-05   -0.11730E-07    0.41540E-10
    61    0.15690E+04   -0.18140E+01   -0.51305E-05   -0.18140E+01    0.19295E+00   -0.10921E-07   -0.51305E-05   -0.10921E-07    0.39938E-10
    62    0.15900E+04   -0.21090E+01   -0.48649E-05   -0.21090E+01    0.20259E+00   -0.10544E-07   -0.48649E-05   -0.10544E-07    0.38416E-10
    63    0.16111E+04   -0.24174E+01   -0.46118E-05   -0.24174E+01    0.21252E+00   -0.10395E-07   -0.46118E-05   -0.10395E-07    0.36969E-10
    64    0.16326E+04   -0.27406E+01   -0.43727E-05   -0.27406E+01    0.22273E+00   -0.10269E-07   -0.43727E-05   -0.10269E-07    0.35594E-10
    65    0.16541E+04   -0.30790E+01   -0.41492E-05   -0.30790E+01    0.23321E+00   -0.99636E-08   -0.41492E-05   -0.99636E-08    0.34284E-10
    66    0.16759E+04   -0.34308E+01   -0.39425E-05   -0.34308E+01    0.24390E+00   -0.93402E-08   -0.39425E-05   -0.93402E-08    0.33037E-10
    67    0.16979E+04   -0.37932E+01   -0.37510E-05   -0.37932E+01    0.25479E+00   -0.85271E-08   -0.37510E-05   -0.85271E-08    0.31849E-10
    68    0.17203E+04   -0.41645E+01   -0.35723E-05   -0.41645E+01    0.26591E+00   -0.77188E-08   -0.35723E-05   -0.77188E-08    0.30717E-10
    69    0.17428E+04   -0.45431E+01   -0.34042E-05   -0.45431E+01    0.27724E+00   -0.71100E-08   -0.34042E-05   -0.71100E-08    0.29636E-10
    70    0.17656E+04   -0.49307E+01   -0.32446E-05   -0.49307E+01    0.28881E+00   -0.68951E-08   -0.32446E-05   -0.68951E-08    0.28605E-10
    71    0.17886E+04   -0.53296E+01   -0.30913E-05   -0.53296E+01    0.30061E+00   -0.72039E-08   -0.30913E-05   -0.72039E-08    0.27621E-10
    72    0.18117E+04   -0.57412E+01   -0.29438E-05   -0.57412E+01    0.31261E+00   -0.79069E-08   -0.29438E-05   -0.79069E-08    0.26680E-10
    73    0.18350E+04   -0.61658E+01   -0.28014E-05   -0.61658E+01    0.32479E+00   -0.88100E-08   -0.28014E-05   -0.88100E-08    0.25780E-10
    74    0.18584E+04   -0.66024E+01   -0.26637E-05   -0.66024E+01    0.33713E+00   -0.97188E-08   -0.26637E-05   -0.97188E-08    0.24920E-10
    75    0.18822E+04   -0.70495E+01   -0.25301E-05   -0.70495E+01    0.34965E+00   -0.10439E-07   -0.25301E-05   -0.10439E-07    0.24097E-10
    76    0.19063E+04   -0.75063E+01   -0.24004E-05   -0.75063E+01    0.36236E+00   -0.10818E-07   -0.24004E-05   -0.10818E-07    0.23308E-10
    77    0.19306E+04   -0.79729E+01   -0.22751E-05   -0.79729E+01    0.37524E+00   -0.10864E-07   -0.22751E-05   -0.10864E-07    0.22552E-10
    78    0.19553E+04   -0.84510E+01   -0.21546E-05   -0.84510E+01    0.38832E+00   -0.10627E-07   -0.21546E-05   -0.10627E-07    0.21828E-10
    79    0.19802E+04   -0.89372E+01   -0.20398E-05   -0.89372E+01    0.40156E+00   -0.10158E-07   -0.20398E-05   -0.10158E-07    0.21134E-10
    80    0.20053E+04   -0.94330E+01   -0.19313E-05   -0.94330E+01    0.41495E+00   -0.95079E-08   -0.19313E-05   -0.95079E-08    0.20468E-10
    81    0.20306E+04   -0.99394E+01   -0.18295E-05   -0.99394E+01    0.42844E+00   -0.87343E-08   -0.18295E-05   -0.87343E-08    0.19828E-10
    82    0.20561E+04   -0.10455E+02   -0.17340E-05   -0.10455E+02    0.44207E+00   -0.79317E-08   -0.17340E-05   -0.79317E-08    0.19215E-10
    83    0.20818E+04   -0.10980E+02   -0.16445E-05   -0.10980E+02    0.45579E+00   -0.72030E-08   -0.16445E-05   -0.72030E-08    0.18625E-10
    84    0.21077E+04   -0.11513E+02   -0.15604E-05   -0.11513E+02    0.46962E+00   -0.66511E-08   -0.15604E-05   -0.66511E-08    0.18059E-10
    85    0.21337E+04   -0.12053E+02   -0.14813E-05   -0.12053E+02    0.48352E+00   -0.63788E-08   -0.14813E-05   -0.63788E-08    0.17516E-10
    86    0.21599E+04   -0.12601E+02   -0.14065E-05   -0.12601E+02    0.49751E+00   -0.64544E-08   -0.14065E-05   -0.64544E-08    0.16993E-10
    87    0.21866E+04   -0.13155E+02   -0.13357E-05   -0.13155E+02    0.51156E+00   -0.68078E-08   -0.13357E-05   -0.68078E-08    0.16490E-10
    88    0.22132E+04   -0.13715E+02   -0.12684E-05   -0.13715E+02    0.52568E+00   -0.73346E-08   -0.12684E-05   -0.73346E-08    0.16006E-10
    89    0.22402E+04   -0.14284E+02   -0.12042E-05   -0.14284E+02    0.53987E+00   -0.79300E-08   -0.12042E-05   -0.79300E-08    0.15541E-10
    90    0.22674E+04   -0.14857E+02   -0.11427E-05   -0.14857E+02    0.55410E+00   -0.84894E-08   -0.11427E-05   -0.84894E-08    0.15092E-10
    91    0.22946E+04   -0.15437E+02   -0.10834E-05   -0.15437E+02    0.56835E+00   -0.89275E-08   -0.10834E-05   -0.89275E-08    0.14658E-10
    92    0.23222E+04   -0.16021E+02   -0.10263E-05   -0.16021E+02    0.58261E+00   -0.92356E-08   -0.10263E-05   -0.92356E-08    0.14240E-10
    93    0.23501E+04   -0.16611E+02   -0.97133E-06   -0.16611E+02    0.59688E+00   -0.94243E-08   -0.97133E-06   -0.94243E-08    0.13837E-10
    94    0.23780E+04   -0.17205E+02   -0.91841E-06   -0.17205E+02    0.61112E+00   -0.95041E-08   -0.91841E-06   -0.95041E-08    0.13448E-10
    95    0.24061E+04   -0.17804E+02   -0.86754E-06   -0.17804E+02    0.62534E+00   -0.94857E-08   -0.86754E-06   -0.94857E-08    0.13073E-10
    96    0.24343E+04   -0.18406E+02   -0.81866E-06   -0.18406E+02    0.63952E+00   -0.93796E-08   -0.81866E-06   -0.93796E-08    0.12712E-10
    97    0.24629E+04   -0.19013E+02   -0.77173E-06   -0.19013E+02    0.65365E+00   -0.91963E-08   -0.77173E-06   -0.91963E-08    0.12363E-10
    98    0.24917E+04   -0.19620E+02   -0.72673E-06   -0.19620E+02    0.66772E+00   -0.89465E-08   -0.72673E-06   -0.89465E-08    0.12027E-10
    99    0.25206E+04   -0.20232E+02   -0.68359E-06   -0.20232E+02    0.68169E+00   -0.86408E-08   -0.68359E-06   -0.86408E-08    0.11703E-10
   100    0.25498E+04   -0.20844E+02   -0.64229E-06   -0.20844E+02    0.69558E+00   -0.82896E-08   -0.64229E-06   -0.82896E-08    0.11390E-10
   101    0.25791E+04   -0.21459E+02   -0.60279E-06   -0.21459E+02    0.70943E+00   -0.79037E-08   -0.60279E-06   -0.79037E-08    0.11089E-10
   102    0.26089E+04   -0.22075E+02   -0.56503E-06   -0.22075E+02    0.72311E+00   -0.74934E-08   -0.56503E-06   -0.74934E-08    0.10798E-10
   103    0.26386E+04   -0.22694E+02   -0.52899E-06   -0.22694E+02    0.73668E+00   -0.70695E-08   -0.52899E-06   -0.70695E-08    0.10517E-10
   104    0.26686E+04   -0.23311E+02   -0.49462E-06   -0.23311E+02    0.75016E+00   -0.66425E-08   -0.49462E-06   -0.66425E-08    0.10246E-10
   105    0.26987E+04   -0.23928E+02   -0.46188E-06   -0.23928E+02    0.76346E+00   -0.62229E-08   -0.46188E-06   -0.62229E-08    0.99848E-11
   106    0.27290E+04   -0.24546E+02   -0.43072E-06   -0.24546E+02    0.77666E+00   -0.58214E-08   -0.43072E-06   -0.58214E-08    0.97320E-11
   107    0.27593E+04   -0.25162E+02   -0.40112E-06   -0.25162E+02    0.78963E+00   -0.54485E-08   -0.40112E-06   -0.54485E-08    0.94875E-11
   108    0.27900E+04   -0.25778E+02   -0.37302E-06   -0.25778E+02    0.80242E+00   -0.51148E-08   -0.37302E-06   -0.51148E-08    0.92509E-11
   109    0.28208E+04   -0.26391E+02   -0.34639E-06   -0.26391E+02    0.81497E+00   -0.48309E-08   -0.34639E-06   -0.48309E-08    0.90217E-11
   110    0.28517E+04   -0.27002E+02   -0.32118E-06   -0.27002E+02    0.82729E+00   -0.46073E-08   -0.32118E-06   -0.46073E-08    0.87995E-11
   111    0.28827E+04   -0.27610E+02   -0.29736E-06   -0.27610E+02    0.83944E+00   -0.44519E-08   -0.29736E-06   -0.44519E-08    0.85838E-11
   112    0.29139E+04   -0.28216E+02   -0.27486E-06   -0.28216E+02    0.85136E+00   -0.43616E-08   -0.27486E-06   -0.43616E-08    0.83745E-11
   113    0.29454E+04   -0.28819E+02   -0.25363E-06   -0.28819E+02    0.86304E+00   -0.43310E-08   -0.25363E-06   -0.43310E-08    0.81713E-11
   114    0.29769E+04   -0.29416E+02   -0.23360E-06   -0.29416E+02    0.87441E+00   -0.43541E-08   -0.23360E-06   -0.43541E-08    0.79742E-11
   115    0.30087E+04   -0.30009E+02   -0.21473E-06   -0.30009E+02    0.88561E+00   -0.44254E-08   -0.21473E-06   -0.44254E-08    0.77829E-11
   116    0.30404E+04   -0.30596E+02   -0.19696E-06   -0.30596E+02    0.89643E+00   -0.45390E-08   -0.19696E-06   -0.45390E-08    0.75973E-11
   117    0.30725E+04   -0.31177E+02   -0.18021E-06   -0.31177E+02    0.90694E+00   -0.46895E-08   -0.18021E-06   -0.46895E-08    0.74172E-11
   118    0.31047E+04   -0.31753E+02   -0.16444E-06   -0.31753E+02    0.91728E+00   -0.48710E-08   -0.16444E-06   -0.48710E-08    0.72425E-11
   119    0.31370E+04   -0.32321E+02   -0.14959E-06   -0.32321E+02    0.92732E+00   -0.50778E-08   -0.14959E-06   -0.50778E-08    0.70731E-11
   120    0.31694E+04   -0.32882E+02   -0.13559E-06   -0.32882E+02    0.93689E+00   -0.53043E-08   -0.13559E-06   -0.53043E-08    0.69086E-11
   121    0.32018E+04   -0.33435E+02   -0.12240E-06   -0.33435E+02    0.94631E+00   -0.55447E-08   -0.12240E-06   -0.55447E-08    0.67491E-11
   122    0.32343E+04   -0.33980E+02   -0.10994E-06   -0.33980E+02    0.95526E+00   -0.57934E-08   -0.10994E-06   -0.57934E-08    0.65943E-11
   123    0.32669E+04   -0.34516E+02   -0.98168E-07   -0.34516E+02    0.96382E+00   -0.60447E-08   -0.98168E-07   -0.60447E-08    0.64440E-11
   124    0.32995E+04   -0.35042E+02   -0.87019E-07   -0.35042E+02    0.97208E+00   -0.62929E-08   -0.87019E-07   -0.62929E-08    0.62982E-11
   125    0.33322E+04   -0.35558E+02   -0.76436E-07   -0.35558E+02    0.97995E+00   -0.65322E-08   -0.76436E-07   -0.65322E-08    0.61566E-11
   126    0.33649E+04   -0.36064E+02   -0.66360E-07   -0.36064E+02    0.98751E+00   -0.67570E-08   -0.66360E-07   -0.67570E-08    0.60191E-11
   127    0.33977E+04   -0.36560E+02   -0.56732E-07   -0.36560E+02    0.99460E+00   -0.69616E-08   -0.56732E-07   -0.69616E-08    0.58855E-11
   128    0.34304E+04   -0.37045E+02   -0.47494E-07   -0.37045E+02    0.10014E+01   -0.71403E-08   -0.47494E-07   -0.71403E-08    0.57557E-11
   129    0.34633E+04   -0.37518E+02   -0.38587E-07   -0.37518E+02    0.10077E+01   -0.72874E-08   -0.38587E-07   -0.72874E-08    0.56295E-11
   130    0.34961E+04   -0.37979E+02   -0.29954E-07   -0.37979E+02    0.10136E+01   -0.73973E-08   -0.29954E-07   -0.73973E-08    0.55068E-11
   131    0.35289E+04   -0.38428E+02   -0.21544E-07   -0.38428E+02    0.10191E+01   -0.74656E-08   -0.21544E-07   -0.74656E-08    0.53873E-11
   132    0.35619E+04   -0.38863E+02   -0.13351E-07   -0.38863E+02    0.10242E+01   -0.74939E-08   -0.13351E-07   -0.74939E-08    0.52710E-11
   133    0.35947E+04   -0.39286E+02   -0.53756E-08   -0.39286E+02    0.10289E+01   -0.74853E-08   -0.53756E-08   -0.74853E-08    0.51579E-11
   134    0.36276E+04   -0.39693E+02    0.23792E-08   -0.39693E+02    0.10332E+01   -0.74429E-08    0.23792E-08   -0.74429E-08    0.50478E-11
   135    0.36605E+04   -0.40087E+02    0.99118E-08   -0.40087E+02    0.10371E+01   -0.73696E-08    0.99118E-08   -0.73696E-08    0.49407E-11
   136    0.36932E+04   -0.40464E+02    0.17220E-07   -0.40464E+02    0.10405E+01   -0.72685E-08    0.17220E-07   -0.72685E-08    0.48364E-11
   137    0.37260E+04   -0.40826E+02    0.24302E-07   -0.40826E+02    0.10434E+01   -0.71426E-08    0.24302E-07   -0.71426E-08    0.47350E-11
   138    0.37587E+04   -0.41172E+02    0.31156E-07   -0.41172E+02    0.10459E+01   -0.69950E-08    0.31156E-07   -0.69950E-08    0.46363E-11
   139    0.37912E+04   -0.41502E+02    0.37779E-07   -0.41502E+02    0.10481E+01   -0.68287E-08    0.37779E-07   -0.68287E-08    0.45402E-11
   140    0.38238E+04   -0.41815E+02    0.44171E-07   -0.41815E+02    0.10497E+01   -0.66467E-08    0.44171E-07   -0.66467E-08    0.44467E-11
   141    0.38562E+04   -0.42110E+02    0.50328E-07   -0.42110E+02    0.10509E+01   -0.64521E-08    0.50328E-07   -0.64521E-08    0.43557E-11
   142    0.38886E+04   -0.42388E+02    0.56248E-07   -0.42388E+02    0.10516E+01   -0.62479E-08    0.56248E-07   -0.62479E-08    0.42671E-11
   143    0.39210E+04   -0.42648E+02    0.61931E-07   -0.42648E+02    0.10519E+01   -0.60371E-08    0.61931E-07   -0.60371E-08    0.41809E-11
   144    0.39532E+04   -0.42891E+02    0.67373E-07   -0.42891E+02    0.10517E+01   -0.58229E-08    0.67373E-07   -0.58229E-08    0.40969E-11
   145    0.39853E+04   -0.43114E+02    0.72573E-07   -0.43114E+02    0.10512E+01   -0.56081E-08    0.72573E-07   -0.56081E-08    0.40150E-11
   146    0.40175E+04   -0.43319E+02    0.77529E-07   -0.43319E+02    0.10502E+01   -0.53959E-08    0.77529E-07   -0.53959E-08    0.39353E-11
   147    0.40494E+04   -0.43504E+02    0.82238E-07   -0.43504E+02    0.10488E+01   -0.51893E-08    0.82238E-07   -0.51893E-08    0.38575E-11
   148    0.40811E+04   -0.43670E+02    0.86699E-07   -0.43670E+02    0.10468E+01   -0.49913E-08    0.86699E-07   -0.49913E-08    0.37817E-11
   149    0.41128E+04   -0.43816E+02    0.90910E-07   -0.43816E+02    0.10445E+01   -0.48049E-08    0.90910E-07   -0.48049E-08    0.37078E-11
   150    0.41443E+04   -0.43940E+02    0.94869E-07   -0.43940E+02    0.10418E+01   -0.46333E-08    0.94869E-07   -0.46333E-08    0.36356E-11
   151    0.41757E+04   -0.44044E+02    0.98575E-07   -0.44044E+02    0.10387E+01   -0.44787E-08    0.98575E-07   -0.44787E-08    0.35651E-11
   152    0.42068E+04   -0.44127E+02    0.10204E-06   -0.44127E+02    0.10351E+01   -0.43409E-08    0.10204E-06   -0.43409E-08    0.34963E-11
   153    0.42378E+04   -0.44188E+02    0.10526E-06   -0.44188E+02    0.10311E+01   -0.42190E-08    0.10526E-06   -0.42190E-08    0.34291E-11
   154    0.42687E+04   -0.44227E+02    0.10826E-06   -0.44227E+02    0.10268E+01   -0.41120E-08    0.10826E-06   -0.41120E-08    0.33635E-11
   155    0.42993E+04   -0.44245E+02    0.11104E-06   -0.44245E+02    0.10220E+01   -0.40189E-08    0.11104E-06   -0.40189E-08    0.32995E-11
   156    0.43297E+04   -0.44241E+02    0.11361E-06   -0.44241E+02    0.10170E+01   -0.39389E-08    0.11361E-06   -0.39389E-08    0.32370E-11
   157    0.43600E+04   -0.44214E+02    0.11598E-06   -0.44214E+02    0.10115E+01   -0.38709E-08    0.11598E-06   -0.38709E-08    0.31760E-11
   158    0.43901E+04   -0.44165E+02    0.11816E-06   -0.44165E+02    0.10057E+01   -0.38141E-08    0.11816E-06   -0.38141E-08    0.31164E-11
   159    0.44199E+04   -0.44092E+02    0.12016E-06   -0.44092E+02    0.99947E+00   -0.37675E-08    0.12016E-06   -0.37675E-08    0.30582E-11
   160    0.44495E+04   -0.43996E+02    0.12198E-06   -0.43996E+02    0.99291E+00   -0.37302E-08    0.12198E-06   -0.37302E-08    0.30015E-11
   161    0.44790E+04   -0.43877E+02    0.12365E-06   -0.43877E+02    0.98611E+00   -0.37012E-08    0.12365E-06   -0.37012E-08    0.29461E-11
   162    0.45082E+04   -0.43735E+02    0.12515E-06   -0.43735E+02    0.97890E+00   -0.36795E-08    0.12515E-06   -0.36795E-08    0.28920E-11
   163    0.45374E+04   -0.43569E+02    0.12652E-06   -0.43569E+02    0.97136E+00   -0.36644E-08    0.12652E-06   -0.36644E-08    0.28392E-11
   164    0.45661E+04   -0.43380E+02    0.12774E-06   -0.43380E+02    0.96357E+00   -0.36547E-08    0.12774E-06   -0.36547E-08    0.27877E-11
   165    0.45947E+04   -0.43166E+02    0.12884E-06   -0.43166E+02    0.95543E+00   -0.36495E-08    0.12884E-06   -0.36495E-08    0.27374E-11
   166    0.46231E+04   -0.42929E+02    0.12982E-06   -0.42929E+02    0.94710E+00   -0.36480E-08    0.12982E-06   -0.36480E-08    0.26882E-11
   167    0.46513E+04   -0.42669E+02    0.13069E-06   -0.42669E+02    0.93834E+00   -0.36492E-08    0.13069E-06   -0.36492E-08    0.26402E-11
   168    0.46792E+04   -0.42383E+02    0.13146E-06   -0.42383E+02    0.92953E+00   -0.36521E-08    0.13146E-06   -0.36521E-08    0.25934E-11
   169    0.47067E+04   -0.42072E+02    0.13214E-06   -0.42072E+02    0.92036E+00   -0.36558E-08    0.13214E-06   -0.36558E-08    0.25476E-11
   170    0.47341E+04   -0.41737E+02    0.13274E-06   -0.41737E+02    0.91106E+00   -0.36594E-08    0.13274E-06   -0.36594E-08    0.25028E-11
   171    0.47610E+04   -0.41377E+02    0.13326E-06   -0.41377E+02    0.90161E+00   -0.36618E-08    0.13326E-06   -0.36618E-08    0.24591E-11
   172    0.47876E+04   -0.40991E+02    0.13372E-06   -0.40991E+02    0.89194E+00   -0.36623E-08    0.13372E-06   -0.36623E-08    0.24163E-11
   173    0.48138E+04   -0.40581E+02    0.13413E-06   -0.40581E+02    0.88204E+00   -0.36598E-08    0.13413E-06   -0.36598E-08    0.23745E-11
   174    0.48398E+04   -0.40147E+02    0.13449E-06   -0.40147E+02    0.87222E+00   -0.36533E-08    0.13449E-06   -0.36533E-08    0.23336E-11
   175    0.48655E+04   -0.39686E+02    0.13481E-06   -0.39686E+02    0.86215E+00   -0.36421E-08    0.13481E-06   -0.36421E-08    0.22936E-11
