#    L    TT             EE             TE             PP             TP          
    52    0.13897E+04    0.11738E+00    0.31355E+00    0.71875E+07   -0.94670E+04
    53    0.14091E+04    0.12468E+00    0.12210E+00    0.71457E+07   -0.91120E+04
    54    0.14284E+04    0.13239E+00   -0.83425E-01    0.71035E+07   -0.87716E+04
    55    0.14478E+04    0.14048E+00   -0.29784E+00    0.70611E+07   -0.84264E+04
    56    0.14675E+04    0.14881E+00   -0.52231E+00    0.70184E+07   -0.80625E+04
    57    0.14875E+04    0.15726E+00   -0.75696E+00    0.69756E+07   -0.76870E+04
    58    0.15078E+04    0.16585E+00   -0.10029E+01    0.69325E+07   -0.73121E+04
    59    0.15282E+04    0.17462E+00   -0.12614E+01    0.68893E+07   -0.69500E+04
    60    0.15487E+04    0.18362E+00   -0.15320E+01    0.68458E+07   -0.66131E+04
    61    0.15698E+04    0.19295E+00   -0.18143E+01    0.68023E+07   -0.63102E+04
    62    0.15908E+04    0.20260E+00   -0.21093E+01    0.67586E+07   -0.60373E+04
    63    0.16119E+04    0.21252E+00   -0.24177E+01    0.67149E+07   -0.57867E+04
    64    0.16334E+04    0.22274E+00   -0.27409E+01    0.66711E+07   -0.55508E+04
    65    0.16548E+04    0.23322E+00   -0.30793E+01    0.66275E+07   -0.53222E+04
    66    0.16766E+04    0.24390E+00   -0.34310E+01    0.65839E+07   -0.50950E+04
    67    0.16985E+04    0.25479E+00   -0.37933E+01    0.65405E+07   -0.48705E+04
    68    0.17209E+04    0.26592E+00   -0.41647E+01    0.64972E+07   -0.46515E+04
    69    0.17434E+04    0.27725E+00   -0.45432E+01    0.64540E+07   -0.44410E+04
    70    0.17661E+04    0.28882E+00   -0.49308E+01    0.64109E+07   -0.42420E+04
    71    0.17891E+04    0.30062E+00   -0.53297E+01    0.63679E+07   -0.40564E+04
    72    0.18122E+04    0.31262E+00   -0.57413E+01    0.63251E+07   -0.38822E+04
    73    0.18354E+04    0.32480E+00   -0.61659E+01    0.62825E+07   -0.37166E+04
    74    0.18588E+04    0.33714E+00   -0.66026E+01    0.62400E+07   -0.35567E+04
    75    0.18826E+04    0.34966E+00   -0.70497E+01    0.61976E+07   -0.33996E+04
    76    0.19066E+04    0.36236E+00   -0.75065E+01    0.61554E+07   -0.32431E+04
    77    0.19310E+04    0.37524E+00   -0.79731E+01    0.61133E+07   -0.30882E+04
    78    0.19556E+04    0.38833E+00   -0.84512E+01    0.60714E+07   -0.29366E+04
    79    0.19805E+04    0.40156E+00   -0.89374E+01    0.60297E+07   -0.27900E+04
    80    0.20056E+04    0.41495E+00   -0.94333E+01    0.59882E+07   -0.26502E+04
    81    0.20309E+04    0.42845E+00   -0.99397E+01    0.59469E+07   -0.25185E+04
    82    0.20563E+04    0.44208E+00   -0.10456E+02    0.59058E+07   -0.23944E+04
    83    0.20820E+04    0.45580E+00   -0.10981E+02    0.58650E+07   -0.22772E+04
    84    0.21079E+04    0.46963E+00   -0.11513E+02    0.58243E+07   -0.21661E+04
    85    0.21339E+04    0.48353E+00   -0.12053E+02    0.57839E+07   -0.20602E+04
    86    0.21601E+04    0.49752E+00   -0.12601E+02    0.57438E+07   -0.19589E+04
    87    0.21868E+04    0.51157E+00   -0.13155E+02    0.57040E+07   -0.18615E+04
    88    0.22134E+04    0.52569E+00   -0.13716E+02    0.56644E+07   -0.17678E+04
    89    0.22404E+04    0.53988E+00   -0.14284E+02    0.56251E+07   -0.16772E+04
    90    0.22675E+04    0.55411E+00   -0.14858E+02    0.55860E+07   -0.15894E+04
    91    0.22948E+04    0.56836E+00   -0.15437E+02    0.55472E+07   -0.15040E+04
    92    0.23224E+04    0.58262E+00   -0.16022E+02    0.55087E+07   -0.14209E+04
    93    0.23502E+04    0.59689E+00   -0.16612E+02    0.54705E+07   -0.13401E+04
    94    0.23781E+04    0.61113E+00   -0.17205E+02    0.54325E+07   -0.12615E+04
    95    0.24063E+04    0.62535E+00   -0.17804E+02    0.53948E+07   -0.11852E+04
    96    0.24344E+04    0.63953E+00   -0.18407E+02    0.53573E+07   -0.11112E+04
    97    0.24630E+04    0.65366E+00   -0.19013E+02    0.53202E+07   -0.10394E+04
    98    0.24918E+04    0.66773E+00   -0.19620E+02    0.52833E+07   -0.96982E+03
    99    0.25207E+04    0.68170E+00   -0.20232E+02    0.52467E+07   -0.90244E+03
   100    0.25499E+04    0.69559E+00   -0.20844E+02    0.52103E+07   -0.83724E+03
   101    0.25792E+04    0.70944E+00   -0.21460E+02    0.51743E+07   -0.77422E+03
   102    0.26090E+04    0.72312E+00   -0.22076E+02    0.51385E+07   -0.71334E+03
   103    0.26387E+04    0.73669E+00   -0.22694E+02    0.51029E+07   -0.65461E+03
   104    0.26687E+04    0.75017E+00   -0.23311E+02    0.50677E+07   -0.59799E+03
   105    0.26988E+04    0.76347E+00   -0.23929E+02    0.50327E+07   -0.54348E+03
   106    0.27291E+04    0.77667E+00   -0.24546E+02    0.49980E+07   -0.49107E+03
   107    0.27594E+04    0.78964E+00   -0.25163E+02    0.49636E+07   -0.44072E+03
   108    0.27900E+04    0.80243E+00   -0.25778E+02    0.49295E+07   -0.39244E+03
   109    0.28208E+04    0.81498E+00   -0.26392E+02    0.48956E+07   -0.34620E+03
   110    0.28517E+04    0.82730E+00   -0.27002E+02    0.48620E+07   -0.30199E+03
   111    0.28828E+04    0.83945E+00   -0.27611E+02    0.48287E+07   -0.25978E+03
   112    0.29140E+04    0.85137E+00   -0.28217E+02    0.47957E+07   -0.21949E+03
   113    0.29454E+04    0.86305E+00   -0.28819E+02    0.47629E+07   -0.18105E+03
   114    0.29770E+04    0.87442E+00   -0.29416E+02    0.47305E+07   -0.14437E+03
   115    0.30087E+04    0.88562E+00   -0.30009E+02    0.46983E+07   -0.10935E+03
   116    0.30405E+04    0.89644E+00   -0.30596E+02    0.46663E+07   -0.75923E+02
   117    0.30726E+04    0.90695E+00   -0.31178E+02    0.46347E+07   -0.43995E+02
   118    0.31048E+04    0.91729E+00   -0.31754E+02    0.46033E+07   -0.13483E+02
   119    0.31370E+04    0.92733E+00   -0.32322E+02    0.45721E+07    0.15698E+02
   120    0.31694E+04    0.93690E+00   -0.32882E+02    0.45413E+07    0.43634E+02
   121    0.32019E+04    0.94631E+00   -0.33435E+02    0.45107E+07    0.70410E+02
   122    0.32343E+04    0.95527E+00   -0.33980E+02    0.44803E+07    0.96112E+02
   123    0.32669E+04    0.96383E+00   -0.34517E+02    0.44503E+07    0.12082E+03
   124    0.32996E+04    0.97209E+00   -0.35042E+02    0.44205E+07    0.14463E+03
   125    0.33322E+04    0.97996E+00   -0.35558E+02    0.43909E+07    0.16762E+03
   126    0.33650E+04    0.98751E+00   -0.36065E+02    0.43616E+07    0.18987E+03
   127    0.33977E+04    0.99461E+00   -0.36561E+02    0.43326E+07    0.21148E+03
   128    0.34305E+04    0.10014E+01   -0.37046E+02    0.43038E+07    0.23252E+03
   129    0.34633E+04    0.10077E+01   -0.37519E+02    0.42753E+07    0.25308E+03
   130    0.34961E+04    0.10136E+01   -0.37979E+02    0.42470E+07    0.27326E+03
   131    0.35290E+04    0.10191E+01   -0.38428E+02    0.42189E+07    0.29310E+03
   132    0.35619E+04    0.10242E+01   -0.38863E+02    0.41912E+07    0.31263E+03
   133    0.35948E+04    0.10289E+01   -0.39286E+02    0.41636E+07    0.33182E+03
   134    0.36276E+04    0.10333E+01   -0.39693E+02    0.41363E+07    0.35066E+03
   135    0.36605E+04    0.10371E+01   -0.40087E+02    0.41093E+07    0.36915E+03
   136    0.36932E+04    0.10405E+01   -0.40464E+02    0.40825E+07    0.38726E+03
   137    0.37260E+04    0.10434E+01   -0.40826E+02    0.40559E+07    0.40499E+03
   138    0.37587E+04    0.10459E+01   -0.41173E+02    0.40296E+07    0.42232E+03
   139    0.37912E+04    0.10481E+01   -0.41502E+02    0.40035E+07    0.43924E+03
   140    0.38238E+04    0.10497E+01   -0.41815E+02    0.39776E+07    0.45573E+03
   141    0.38562E+04    0.10509E+01   -0.42111E+02    0.39520E+07    0.47178E+03
   142    0.38887E+04    0.10516E+01   -0.42388E+02    0.39266E+07    0.48739E+03
   143    0.39211E+04    0.10519E+01   -0.42649E+02    0.39014E+07    0.50253E+03
   144    0.39533E+04    0.10517E+01   -0.42891E+02    0.38764E+07    0.51719E+03
   145    0.39853E+04    0.10512E+01   -0.43115E+02    0.38517E+07    0.53137E+03
   146    0.40175E+04    0.10502E+01   -0.43320E+02    0.38272E+07    0.54504E+03
   147    0.40494E+04    0.10487E+01   -0.43504E+02    0.38029E+07    0.55820E+03
   148    0.40811E+04    0.10468E+01   -0.43670E+02    0.37788E+07    0.57083E+03
   149    0.41129E+04    0.10445E+01   -0.43816E+02    0.37549E+07    0.58292E+03
   150    0.41443E+04    0.10418E+01   -0.43940E+02    0.37312E+07    0.59446E+03
   151    0.41757E+04    0.10387E+01   -0.44044E+02    0.37078E+07    0.60543E+03
   152    0.42068E+04    0.10351E+01   -0.44127E+02    0.36845E+07    0.61585E+03
   153    0.42378E+04    0.10311E+01   -0.44188E+02    0.36615E+07    0.62574E+03
   154    0.42687E+04    0.10268E+01   -0.44227E+02    0.36386E+07    0.63511E+03
   155    0.42994E+04    0.10220E+01   -0.44245E+02    0.36160E+07    0.64399E+03
   156    0.43297E+04    0.10169E+01   -0.44241E+02    0.35935E+07    0.65238E+03
   157    0.43600E+04    0.10115E+01   -0.44214E+02    0.35713E+07    0.66031E+03
   158    0.43901E+04    0.10057E+01   -0.44164E+02    0.35493E+07    0.66780E+03
   159    0.44199E+04    0.99946E+00   -0.44092E+02    0.35274E+07    0.67485E+03
   160    0.44496E+04    0.99290E+00   -0.43996E+02    0.35058E+07    0.68149E+03
   161    0.44790E+04    0.98610E+00   -0.43877E+02    0.34843E+07    0.68773E+03
   162    0.45083E+04    0.97889E+00   -0.43735E+02    0.34630E+07    0.69360E+03
   163    0.45374E+04    0.97135E+00   -0.43569E+02    0.34419E+07    0.69910E+03
   164    0.45661E+04    0.96356E+00   -0.43380E+02    0.34210E+07    0.70426E+03
   165    0.45948E+04    0.95542E+00   -0.43166E+02    0.34003E+07    0.70909E+03
   166    0.46231E+04    0.94709E+00   -0.42929E+02    0.33798E+07    0.71361E+03
   167    0.46514E+04    0.93833E+00   -0.42668E+02    0.33595E+07    0.71784E+03
   168    0.46792E+04    0.92952E+00   -0.42382E+02    0.33393E+07    0.72179E+03
   169    0.47067E+04    0.92035E+00   -0.42072E+02    0.33193E+07    0.72548E+03
   170    0.47341E+04    0.91105E+00   -0.41737E+02    0.32995E+07    0.72893E+03
   171    0.47610E+04    0.90160E+00   -0.41376E+02    0.32799E+07    0.73215E+03
   172    0.47876E+04    0.89193E+00   -0.40991E+02    0.32605E+07    0.73517E+03
   173    0.48139E+04    0.88203E+00   -0.40581E+02    0.32412E+07    0.73800E+03
   174    0.48398E+04    0.87220E+00   -0.40146E+02    0.32221E+07    0.74065E+03
   175    0.48655E+04    0.86214E+00   -0.39686E+02    0.32032E+07    0.74315E+03
   176    0.48907E+04    0.85206E+00   -0.39200E+02    0.31844E+07    0.74551E+03
   177    0.49156E+04    0.84188E+00   -0.38690E+02    0.31658E+07    0.74773E+03
   178    0.49400E+04    0.83183E+00   -0.38155E+02    0.31474E+07    0.74981E+03
   179    0.49641E+04    0.82159E+00   -0.37593E+02    0.31291E+07    0.75176E+03
   180    0.49880E+04    0.81138E+00   -0.37007E+02    0.31110E+07    0.75357E+03
   181    0.50114E+04    0.80120E+00   -0.36397E+02    0.30931E+07    0.75526E+03
   182    0.50344E+04    0.79111E+00   -0.35761E+02    0.30753E+07    0.75681E+03
   183    0.50569E+04    0.78103E+00   -0.35100E+02    0.30576E+07    0.75823E+03
   184    0.50791E+04    0.77104E+00   -0.34413E+02    0.30402E+07    0.75953E+03
   185    0.51009E+04    0.76127E+00   -0.33703E+02    0.30228E+07    0.76071E+03
   186    0.51220E+04    0.75158E+00   -0.32967E+02    0.30057E+07    0.76176E+03
   187    0.51430E+04    0.74210E+00   -0.32206E+02    0.29887E+07    0.76268E+03
   188    0.51635E+04    0.73280E+00   -0.31421E+02    0.29718E+07    0.76349E+03
   189    0.51835E+04    0.72373E+00   -0.30611E+02    0.29551E+07    0.76418E+03
   190    0.52034E+04    0.71492E+00   -0.29778E+02    0.29385E+07    0.76475E+03
   191    0.52225E+04    0.70640E+00   -0.28919E+02    0.29220E+07    0.76520E+03
   192    0.52412E+04    0.69817E+00   -0.28036E+02    0.29057E+07    0.76554E+03
   193    0.52595E+04    0.69028E+00   -0.27130E+02    0.28896E+07    0.76577E+03
   194    0.52774E+04    0.68274E+00   -0.26199E+02    0.28736E+07    0.76589E+03
   195    0.52948E+04    0.67560E+00   -0.25246E+02    0.28577E+07    0.76589E+03
   196    0.53117E+04    0.66888E+00   -0.24269E+02    0.28420E+07    0.76579E+03
   197    0.53281E+04    0.66261E+00   -0.23270E+02    0.28263E+07    0.76558E+03
   198    0.53442E+04    0.65682E+00   -0.22248E+02    0.28109E+07    0.76527E+03
   199    0.53598E+04    0.65154E+00   -0.21203E+02    0.27955E+07    0.76485E+03
   200    0.53749E+04    0.64678E+00   -0.20137E+02    0.27803E+07    0.76433E+03
   201    0.53895E+04    0.64261E+00   -0.19048E+02    0.27652E+07    0.76372E+03
   202    0.54036E+04    0.63902E+00   -0.17938E+02    0.27502E+07    0.76300E+03
   203    0.54172E+04    0.63609E+00   -0.16807E+02    0.27354E+07    0.76218E+03
   204    0.54302E+04    0.63382E+00   -0.15656E+02    0.27206E+07    0.76127E+03
   205    0.54428E+04    0.63226E+00   -0.14483E+02    0.27060E+07    0.76026E+03
   206    0.54547E+04    0.63145E+00   -0.13290E+02    0.26916E+07    0.75917E+03
   207    0.54662E+04    0.63141E+00   -0.12078E+02    0.26772E+07    0.75798E+03
   208    0.54770E+04    0.63219E+00   -0.10846E+02    0.26630E+07    0.75670E+03
   209    0.54873E+04    0.63381E+00   -0.95940E+01    0.26488E+07    0.75533E+03
   210    0.54970E+04    0.63633E+00   -0.83240E+01    0.26348E+07    0.75388E+03
   211    0.55062E+04    0.63977E+00   -0.70354E+01    0.26209E+07    0.75234E+03
   212    0.55146E+04    0.64416E+00   -0.57291E+01    0.26072E+07    0.75072E+03
   213    0.55226E+04    0.64955E+00   -0.44049E+01    0.25935E+07    0.74902E+03
   214    0.55300E+04    0.65592E+00   -0.30639E+01    0.25799E+07    0.74723E+03
   215    0.55369E+04    0.66347E+00   -0.17069E+01    0.25665E+07    0.74537E+03
   216    0.55431E+04    0.67202E+00   -0.33302E+00    0.25532E+07    0.74343E+03
   217    0.55489E+04    0.68171E+00    0.10557E+01    0.25399E+07    0.74142E+03
   218    0.55540E+04    0.69255E+00    0.24596E+01    0.25268E+07    0.73933E+03
   219    0.55585E+04    0.70454E+00    0.38797E+01    0.25138E+07    0.73717E+03
   220    0.55625E+04    0.71782E+00    0.53117E+01    0.25009E+07    0.73494E+03
   221    0.55660E+04    0.73232E+00    0.67580E+01    0.24881E+07    0.73264E+03
   222    0.55689E+04    0.74818E+00    0.82172E+01    0.24755E+07    0.73027E+03
   223    0.55711E+04    0.76534E+00    0.96900E+01    0.24629E+07    0.72784E+03
   224    0.55728E+04    0.78379E+00    0.11173E+02    0.24504E+07    0.72534E+03
   225    0.55740E+04    0.80368E+00    0.12669E+02    0.24380E+07    0.72277E+03
   226    0.55746E+04    0.82500E+00    0.14175E+02    0.24257E+07    0.72015E+03
   227    0.55745E+04    0.84776E+00    0.15692E+02    0.24135E+07    0.71747E+03
   228    0.55739E+04    0.87196E+00    0.17218E+02    0.24014E+07    0.71473E+03
   229    0.55728E+04    0.89766E+00    0.18753E+02    0.23895E+07    0.71193E+03
   230    0.55710E+04    0.92488E+00    0.20298E+02    0.23776E+07    0.70907E+03
   231    0.55686E+04    0.95367E+00    0.21851E+02    0.23658E+07    0.70617E+03
   232    0.55657E+04    0.98398E+00    0.23411E+02    0.23540E+07    0.70321E+03
   233    0.55622E+04    0.10160E+01    0.24977E+02    0.23424E+07    0.70020E+03
   234    0.55580E+04    0.10496E+01    0.26550E+02    0.23309E+07    0.69714E+03
   235    0.55532E+04    0.10849E+01    0.28128E+02    0.23195E+07    0.69403E+03
   236    0.55479E+04    0.11218E+01    0.29711E+02    0.23081E+07    0.69088E+03
   237    0.55419E+04    0.11604E+01    0.31299E+02    0.22969E+07    0.68768E+03
   238    0.55354E+04    0.12009E+01    0.32890E+02    0.22857E+07    0.68444E+03
   239    0.55283E+04    0.12430E+01    0.34485E+02    0.22746E+07    0.68116E+03
   240    0.55205E+04    0.12868E+01    0.36082E+02    0.22636E+07    0.67784E+03
   241    0.55123E+04    0.13325E+01    0.37681E+02    0.22527E+07    0.67448E+03
   242    0.55035E+04    0.13799E+01    0.39281E+02    0.22419E+07    0.67109E+03
   243    0.54941E+04    0.14292E+01    0.40882E+02    0.22311E+07    0.66766E+03
   244    0.54841E+04    0.14802E+01    0.42484E+02    0.22205E+07    0.66419E+03
   245    0.54735E+04    0.15332E+01    0.44084E+02    0.22099E+07    0.66070E+03
   246    0.54624E+04    0.15880E+01    0.45683E+02    0.21994E+07    0.65717E+03
   247    0.54508E+04    0.16446E+01    0.47281E+02    0.21890E+07    0.65362E+03
   248    0.54386E+04    0.17033E+01    0.48876E+02    0.21786E+07    0.65004E+03
   249    0.54259E+04    0.17637E+01    0.50468E+02    0.21683E+07    0.64643E+03
   250    0.54126E+04    0.18262E+01    0.52056E+02    0.21581E+07    0.64280E+03
   251    0.53989E+04    0.18905E+01    0.53641E+02    0.21480E+07    0.63914E+03
   252    0.53845E+04    0.19568E+01    0.55221E+02    0.21379E+07    0.63547E+03
   253    0.53697E+04    0.20249E+01    0.56794E+02    0.21280E+07    0.63177E+03
   254    0.53544E+04    0.20951E+01    0.58361E+02    0.21180E+07    0.62805E+03
   255    0.53386E+04    0.21672E+01    0.59922E+02    0.21082E+07    0.62432E+03
   256    0.53223E+04    0.22415E+01    0.61476E+02    0.20984E+07    0.62056E+03
   257    0.53055E+04    0.23176E+01    0.63016E+02    0.20887E+07    0.61678E+03
   258    0.52882E+04    0.23958E+01    0.64554E+02    0.20791E+07    0.61299E+03
   259    0.52704E+04    0.24760E+01    0.66075E+02    0.20695E+07    0.60918E+03
   260    0.52522E+04    0.25583E+01    0.67594E+02    0.20600E+07    0.60535E+03
   261    0.52335E+04    0.26426E+01    0.69089E+02    0.20506E+07    0.60151E+03
   262    0.52143E+04    0.27291E+01    0.70582E+02    0.20412E+07    0.59765E+03
   263    0.51948E+04    0.28176E+01    0.72065E+02    0.20320E+07    0.59377E+03
   264    0.51748E+04    0.29082E+01    0.73532E+02    0.20227E+07    0.58988E+03
   265    0.51542E+04    0.30008E+01    0.74975E+02    0.20136E+07    0.58598E+03
   266    0.51333E+04    0.30956E+01    0.76415E+02    0.20045E+07    0.58207E+03
   267    0.51118E+04    0.31924E+01    0.77831E+02    0.19954E+07    0.57814E+03
   268    0.50899E+04    0.32914E+01    0.79238E+02    0.19865E+07    0.57420E+03
   269    0.50675E+04    0.33925E+01    0.80628E+02    0.19776E+07    0.57025E+03
   270    0.50448E+04    0.34956E+01    0.82001E+02    0.19687E+07    0.56629E+03
   271    0.50217E+04    0.36007E+01    0.83357E+02    0.19599E+07    0.56231E+03
   272    0.49982E+04    0.37082E+01    0.84689E+02    0.19512E+07    0.55833E+03
   273    0.49743E+04    0.38174E+01    0.86012E+02    0.19425E+07    0.55434E+03
   274    0.49501E+04    0.39289E+01    0.87303E+02    0.19339E+07    0.55035E+03
   275    0.49254E+04    0.40423E+01    0.88584E+02    0.19254E+07    0.54634E+03
   276    0.49005E+04    0.41578E+01    0.89834E+02    0.19169E+07    0.54233E+03
   277    0.48751E+04    0.42754E+01    0.91074E+02    0.19085E+07    0.53831E+03
   278    0.48494E+04    0.43949E+01    0.92282E+02    0.19001E+07    0.53429E+03
   279    0.48234E+04    0.45165E+01    0.93466E+02    0.18918E+07    0.53026E+03
   280    0.47970E+04    0.46400E+01    0.94641E+02    0.18836E+07    0.52623E+03
   281    0.47705E+04    0.47656E+01    0.95784E+02    0.18754E+07    0.52220E+03
   282    0.47434E+04    0.48929E+01    0.96902E+02    0.18672E+07    0.51816E+03
   283    0.47162E+04    0.50223E+01    0.97996E+02    0.18592E+07    0.51412E+03
   284    0.46886E+04    0.51536E+01    0.99066E+02    0.18511E+07    0.51008E+03
   285    0.46608E+04    0.52869E+01    0.10011E+03    0.18432E+07    0.50603E+03
   286    0.46327E+04    0.54219E+01    0.10113E+03    0.18352E+07    0.50199E+03
   287    0.46042E+04    0.55589E+01    0.10212E+03    0.18274E+07    0.49795E+03
   288    0.45756E+04    0.56976E+01    0.10309E+03    0.18196E+07    0.49391E+03
   289    0.45466E+04    0.58381E+01    0.10403E+03    0.18118E+07    0.48986E+03
   290    0.45175E+04    0.59803E+01    0.10494E+03    0.18041E+07    0.48583E+03
   291    0.44881E+04    0.61249E+01    0.10582E+03    0.17964E+07    0.48179E+03
   292    0.44582E+04    0.62707E+01    0.10668E+03    0.17888E+07    0.47776E+03
   293    0.44285E+04    0.64175E+01    0.10750E+03    0.17812E+07    0.47373E+03
   294    0.43983E+04    0.65668E+01    0.10831E+03    0.17737E+07    0.46971E+03
   295    0.43682E+04    0.67170E+01    0.10907E+03    0.17662E+07    0.46569E+03
   296    0.43377E+04    0.68696E+01    0.10981E+03    0.17588E+07    0.46168E+03
   297    0.43070E+04    0.70225E+01    0.11053E+03    0.17514E+07    0.45767E+03
   298    0.42761E+04    0.71778E+01    0.11120E+03    0.17441E+07    0.45367E+03
   299    0.42450E+04    0.73349E+01    0.11185E+03    0.17368E+07    0.44968E+03
   300    0.42138E+04    0.74923E+01    0.11246E+03    0.17296E+07    0.44570E+03
   301    0.41824E+04    0.76515E+01    0.11305E+03    0.17224E+07    0.44172E+03
   302    0.41509E+04    0.78116E+01    0.11361E+03    0.17153E+07    0.43776E+03
   303    0.41193E+04    0.79736E+01    0.11414E+03    0.17081E+07    0.43381E+03
   304    0.40875E+04    0.81374E+01    0.11462E+03    0.17011E+07    0.42986E+03
   305    0.40556E+04    0.83015E+01    0.11508E+03    0.16941E+07    0.42593E+03
   306    0.40236E+04    0.84667E+01    0.11551E+03    0.16871E+07    0.42201E+03
   307    0.39916E+04    0.86330E+01    0.11589E+03    0.16802E+07    0.41810E+03
   308    0.39594E+04    0.88018E+01    0.11626E+03    0.16733E+07    0.41420E+03
   309    0.39272E+04    0.89703E+01    0.11658E+03    0.16664E+07    0.41031E+03
   310    0.38949E+04    0.91392E+01    0.11687E+03    0.16596E+07    0.40644E+03
   311    0.38626E+04    0.93107E+01    0.11713E+03    0.16529E+07    0.40257E+03
   312    0.38302E+04    0.94819E+01    0.11735E+03    0.16461E+07    0.39872E+03
   313    0.37978E+04    0.96542E+01    0.11754E+03    0.16394E+07    0.39489E+03
   314    0.37654E+04    0.98277E+01    0.11770E+03    0.16328E+07    0.39107E+03
   315    0.37330E+04    0.10001E+02    0.11782E+03    0.16262E+07    0.38726E+03
   316    0.37006E+04    0.10175E+02    0.11790E+03    0.16196E+07    0.38347E+03
   317    0.36681E+04    0.10349E+02    0.11795E+03    0.16131E+07    0.37969E+03
   318    0.36357E+04    0.10525E+02    0.11796E+03    0.16066E+07    0.37593E+03
   319    0.36033E+04    0.10701E+02    0.11794E+03    0.16002E+07    0.37218E+03
