#    L    TT             EE             BB             TE             PP             TP             EP          
    38    0.11410E+04    0.41989E-01    0.00000E+00    0.17662E+01    0.17391E-06   -0.11092E-02   -0.10637E-05
    39    0.11574E+04    0.45795E-01    0.00000E+00    0.17241E+01    0.17300E-06   -0.10527E-02   -0.81930E-06
    40    0.11741E+04    0.49838E-01    0.00000E+00    0.16745E+01    0.17207E-06   -0.10005E-02   -0.62426E-06
    41    0.11911E+04    0.54139E-01    0.00000E+00    0.16177E+01    0.17113E-06   -0.95354E-03   -0.51332E-06
    42    0.12082E+04    0.58700E-01    0.00000E+00    0.15525E+01    0.17017E-06   -0.91106E-03   -0.47205E-06
    43    0.12255E+04    0.63520E-01    0.00000E+00    0.14771E+01    0.16919E-06   -0.87166E-03   -0.47384E-06
    44    0.12428E+04    0.68581E-01    0.00000E+00    0.13909E+01    0.16820E-06   -0.83401E-03   -0.49219E-06
    45    0.12605E+04    0.73878E-01    0.00000E+00    0.12931E+01    0.16719E-06   -0.79674E-03   -0.50068E-06
    46    0.12784E+04    0.79407E-01    0.00000E+00    0.11813E+01    0.16618E-06   -0.75891E-03   -0.48056E-06
    47    0.12964E+04    0.85170E-01    0.00000E+00    0.10567E+01    0.16516E-06   -0.72119E-03   -0.44353E-06
    48    0.13144E+04    0.91176E-01    0.00000E+00    0.92380E+00    0.16413E-06   -0.68467E-03   -0.40888E-06
    49    0.13327E+04    0.97411E-01    0.00000E+00    0.78649E+00    0.16310E-06   -0.65040E-03   -0.39582E-06
    50    0.13514E+04    0.10385E+00    0.00000E+00    0.64195E+00    0.16206E-06   -0.61946E-03   -0.42353E-06
    51    0.13703E+04    0.11048E+00    0.00000E+00    0.48586E+00    0.16102E-06   -0.59254E-03   -0.50367E-06
    52    0.13897E+04    0.11738E+00    0.00000E+00    0.31355E+00    0.15997E-06   -0.56885E-03   -0.61810E-06
    53    0.14091E+04    0.12468E+00    0.00000E+00    0.12210E+00    0.15893E-06   -0.54723E-03   -0.74125E-06
    54    0.14284E+04    0.13239E+00    0.00000E+00   -0.83425E-01    0.15788E-06   -0.52651E-03   -0.84764E-06
    55    0.14478E+04    0.14048E+00    0.00000E+00   -0.29784E+00    0.15684E-06   -0.50554E-03   -0.91181E-06
    56    0.14675E+04    0.14881E+00    0.00000E+00   -0.52231E+00    0.15579E-06   -0.48348E-03   -0.91601E-06
    57    0.14875E+04    0.15726E+00    0.00000E+00   -0.75696E+00    0.15474E-06   -0.46075E-03   -0.87315E-06
    58    0.15078E+04    0.16585E+00    0.00000E+00   -0.10029E+01    0.15370E-06   -0.43808E-03   -0.80375E-06
    59    0.15282E+04    0.17462E+00    0.00000E+00   -0.12614E+01    0.15265E-06   -0.41620E-03   -0.72830E-06
    60    0.15487E+04    0.18362E+00    0.00000E+00   -0.15320E+01    0.15160E-06   -0.39586E-03   -0.66725E-06
    61    0.15698E+04    0.19295E+00    0.00000E+00   -0.18143E+01    0.15056E-06   -0.37758E-03   -0.63559E-06
    62    0.15908E+04    0.20260E+00    0.00000E+00   -0.21093E+01    0.14951E-06   -0.36111E-03   -0.62665E-06
    63    0.16119E+04    0.21252E+00    0.00000E+00   -0.24177E+01    0.14847E-06   -0.34599E-03   -0.62835E-06
    64    0.16334E+04    0.22274E+00    0.00000E+00   -0.27409E+01    0.14743E-06   -0.33176E-03   -0.62862E-06
    65    0.16548E+04    0.23322E+00    0.00000E+00   -0.30793E+01    0.14640E-06   -0.31799E-03   -0.61542E-06
    66    0.16766E+04    0.24390E+00    0.00000E+00   -0.34310E+01    0.14537E-06   -0.30431E-03   -0.58095E-06
    67    0.16985E+04    0.25479E+00    0.00000E+00   -0.37933E+01    0.14435E-06   -0.29080E-03   -0.53432E-06
    68    0.17209E+04    0.26592E+00    0.00000E+00   -0.41647E+01    0.14333E-06   -0.27764E-03   -0.48885E-06
    69    0.17434E+04    0.27725E+00    0.00000E+00   -0.45432E+01    0.14232E-06   -0.26499E-03   -0.45785E-06
    70    0.17661E+04    0.28882E+00    0.00000E+00   -0.49308E+01    0.14131E-06   -0.25304E-03   -0.45459E-06
    71    0.17891E+04    0.30062E+00    0.00000E+00   -0.53297E+01    0.14031E-06   -0.24189E-03   -0.48789E-06
    72    0.18122E+04    0.31262E+00    0.00000E+00   -0.57413E+01    0.13931E-06   -0.23144E-03   -0.54869E-06
    73    0.18354E+04    0.32480E+00    0.00000E+00   -0.61659E+01    0.13832E-06   -0.22151E-03   -0.62350E-06
    74    0.18588E+04    0.33714E+00    0.00000E+00   -0.66026E+01    0.13733E-06   -0.21192E-03   -0.69883E-06
    75    0.18826E+04    0.34966E+00    0.00000E+00   -0.70497E+01    0.13635E-06   -0.20250E-03   -0.76120E-06
    76    0.19066E+04    0.36236E+00    0.00000E+00   -0.75065E+01    0.13537E-06   -0.19313E-03   -0.79984E-06
    77    0.19310E+04    0.37524E+00    0.00000E+00   -0.79731E+01    0.13440E-06   -0.18386E-03   -0.81464E-06
    78    0.19556E+04    0.38833E+00    0.00000E+00   -0.84512E+01    0.13344E-06   -0.17479E-03   -0.80817E-06
    79    0.19805E+04    0.40156E+00    0.00000E+00   -0.89374E+01    0.13248E-06   -0.16603E-03   -0.78300E-06
    80    0.20056E+04    0.41495E+00    0.00000E+00   -0.94333E+01    0.13153E-06   -0.15767E-03   -0.74169E-06
    81    0.20309E+04    0.42845E+00    0.00000E+00   -0.99397E+01    0.13058E-06   -0.14980E-03   -0.68794E-06
    82    0.20563E+04    0.44208E+00    0.00000E+00   -0.10456E+02    0.12964E-06   -0.14239E-03   -0.62998E-06
    83    0.20820E+04    0.45580E+00    0.00000E+00   -0.10981E+02    0.12870E-06   -0.13539E-03   -0.57719E-06
    84    0.21079E+04    0.46963E+00    0.00000E+00   -0.11513E+02    0.12778E-06   -0.12876E-03   -0.53894E-06
    85    0.21339E+04    0.48353E+00    0.00000E+00   -0.12053E+02    0.12686E-06   -0.12244E-03   -0.52458E-06
    86    0.21601E+04    0.49752E+00    0.00000E+00   -0.12601E+02    0.12594E-06   -0.11639E-03   -0.54035E-06
    87    0.21868E+04    0.51157E+00    0.00000E+00   -0.13155E+02    0.12503E-06   -0.11058E-03   -0.58007E-06
    88    0.22134E+04    0.52569E+00    0.00000E+00   -0.13716E+02    0.12414E-06   -0.10499E-03   -0.63445E-06
    89    0.22404E+04    0.53988E+00    0.00000E+00   -0.14284E+02    0.12324E-06   -0.99597E-04   -0.69422E-06
    90    0.22675E+04    0.55411E+00    0.00000E+00   -0.14858E+02    0.12236E-06   -0.94364E-04   -0.75010E-06
    91    0.22948E+04    0.56836E+00    0.00000E+00   -0.15437E+02    0.12148E-06   -0.89276E-04   -0.79455E-06
    92    0.23224E+04    0.58262E+00    0.00000E+00   -0.16022E+02    0.12061E-06   -0.84328E-04   -0.82688E-06
    93    0.23502E+04    0.59689E+00    0.00000E+00   -0.16612E+02    0.11974E-06   -0.79517E-04   -0.84810E-06
    94    0.23781E+04    0.61113E+00    0.00000E+00   -0.17205E+02    0.11888E-06   -0.74844E-04   -0.85925E-06
    95    0.24063E+04    0.62535E+00    0.00000E+00   -0.17804E+02    0.11803E-06   -0.70307E-04   -0.86135E-06
    96    0.24344E+04    0.63953E+00    0.00000E+00   -0.18407E+02    0.11719E-06   -0.65905E-04   -0.85541E-06
    97    0.24630E+04    0.65366E+00    0.00000E+00   -0.19013E+02    0.11635E-06   -0.61637E-04   -0.84247E-06
    98    0.24918E+04    0.66773E+00    0.00000E+00   -0.19620E+02    0.11552E-06   -0.57502E-04   -0.82352E-06
    99    0.25207E+04    0.68170E+00    0.00000E+00   -0.20232E+02    0.11469E-06   -0.53498E-04   -0.79961E-06
   100    0.25499E+04    0.69559E+00    0.00000E+00   -0.20844E+02    0.11388E-06   -0.49626E-04   -0.77174E-06
   101    0.25792E+04    0.70944E+00    0.00000E+00   -0.21460E+02    0.11307E-06   -0.45883E-04   -0.74093E-06
   102    0.26090E+04    0.72312E+00    0.00000E+00   -0.22076E+02    0.11226E-06   -0.42270E-04   -0.70820E-06
   103    0.26387E+04    0.73669E+00    0.00000E+00   -0.22694E+02    0.11147E-06   -0.38784E-04   -0.67457E-06
   104    0.26687E+04    0.75017E+00    0.00000E+00   -0.23311E+02    0.11068E-06   -0.35424E-04   -0.64104E-06
   105    0.26988E+04    0.76347E+00    0.00000E+00   -0.23929E+02    0.10989E-06   -0.32191E-04   -0.60865E-06
   106    0.27291E+04    0.77667E+00    0.00000E+00   -0.24546E+02    0.10911E-06   -0.29082E-04   -0.57839E-06
   107    0.27594E+04    0.78964E+00    0.00000E+00   -0.25163E+02    0.10834E-06   -0.26098E-04   -0.55129E-06
   108    0.27900E+04    0.80243E+00    0.00000E+00   -0.25778E+02    0.10758E-06   -0.23236E-04   -0.52836E-06
   109    0.28208E+04    0.81498E+00    0.00000E+00   -0.26392E+02    0.10682E-06   -0.20495E-04   -0.51061E-06
   110    0.28517E+04    0.82730E+00    0.00000E+00   -0.27002E+02    0.10607E-06   -0.17876E-04   -0.49905E-06
   111    0.28828E+04    0.83945E+00    0.00000E+00   -0.27611E+02    0.10533E-06   -0.15375E-04   -0.49443E-06
   112    0.29140E+04    0.85137E+00    0.00000E+00   -0.28217E+02    0.10459E-06   -0.12989E-04   -0.49640E-06
   113    0.29454E+04    0.86305E+00    0.00000E+00   -0.28819E+02    0.10386E-06   -0.10713E-04   -0.50434E-06
   114    0.29770E+04    0.87442E+00    0.00000E+00   -0.29416E+02    0.10314E-06   -0.85414E-05   -0.51765E-06
   115    0.30087E+04    0.88562E+00    0.00000E+00   -0.30009E+02    0.10242E-06   -0.64690E-05   -0.53571E-06
   116    0.30405E+04    0.89644E+00    0.00000E+00   -0.30596E+02    0.10171E-06   -0.44910E-05   -0.55790E-06
   117    0.30726E+04    0.90695E+00    0.00000E+00   -0.31178E+02    0.10100E-06   -0.26021E-05   -0.58361E-06
   118    0.31048E+04    0.91729E+00    0.00000E+00   -0.31754E+02    0.10031E-06   -0.79739E-06   -0.61222E-06
   119    0.31370E+04    0.92733E+00    0.00000E+00   -0.32322E+02    0.99613E-07    0.92826E-06   -0.64314E-06
   120    0.31694E+04    0.93690E+00    0.00000E+00   -0.32882E+02    0.98927E-07    0.25799E-05   -0.67573E-06
   121    0.32019E+04    0.94631E+00    0.00000E+00   -0.33435E+02    0.98247E-07    0.41627E-05   -0.70939E-06
   122    0.32343E+04    0.95527E+00    0.00000E+00   -0.33980E+02    0.97573E-07    0.56816E-05   -0.74351E-06
   123    0.32669E+04    0.96383E+00    0.00000E+00   -0.34517E+02    0.96905E-07    0.71417E-05   -0.77748E-06
   124    0.32996E+04    0.97209E+00    0.00000E+00   -0.35042E+02    0.96244E-07    0.85480E-05   -0.81068E-06
   125    0.33322E+04    0.97996E+00    0.00000E+00   -0.35558E+02    0.95588E-07    0.99058E-05   -0.84250E-06
   126    0.33650E+04    0.98751E+00    0.00000E+00   -0.36065E+02    0.94938E-07    0.11220E-04   -0.87234E-06
   127    0.33977E+04    0.99461E+00    0.00000E+00   -0.36561E+02    0.94294E-07    0.12495E-04   -0.89957E-06
   128    0.34305E+04    0.10014E+01    0.00000E+00   -0.37046E+02    0.93657E-07    0.13737E-04   -0.92359E-06
   129    0.34633E+04    0.10077E+01    0.00000E+00   -0.37519E+02    0.93024E-07    0.14951E-04   -0.94380E-06
   130    0.34961E+04    0.10136E+01    0.00000E+00   -0.37979E+02    0.92398E-07    0.16141E-04   -0.95957E-06
   131    0.35290E+04    0.10191E+01    0.00000E+00   -0.38428E+02    0.91778E-07    0.17312E-04   -0.97046E-06
   132    0.35619E+04    0.10242E+01    0.00000E+00   -0.38863E+02    0.91163E-07    0.18464E-04   -0.97666E-06
   133    0.35948E+04    0.10289E+01    0.00000E+00   -0.39286E+02    0.90554E-07    0.19595E-04   -0.97855E-06
   134    0.36276E+04    0.10333E+01    0.00000E+00   -0.39693E+02    0.89950E-07    0.20707E-04   -0.97646E-06
   135    0.36605E+04    0.10371E+01    0.00000E+00   -0.40087E+02    0.89352E-07    0.21796E-04   -0.97076E-06
   136    0.36932E+04    0.10405E+01    0.00000E+00   -0.40464E+02    0.88760E-07    0.22864E-04   -0.96181E-06
   137    0.37260E+04    0.10434E+01    0.00000E+00   -0.40826E+02    0.88173E-07    0.23909E-04   -0.94996E-06
   138    0.37587E+04    0.10459E+01    0.00000E+00   -0.41173E+02    0.87591E-07    0.24930E-04   -0.93557E-06
   139    0.37912E+04    0.10481E+01    0.00000E+00   -0.41502E+02    0.87015E-07    0.25926E-04   -0.91899E-06
   140    0.38238E+04    0.10497E+01    0.00000E+00   -0.41815E+02    0.86444E-07    0.26898E-04   -0.90059E-06
   141    0.38562E+04    0.10509E+01    0.00000E+00   -0.42111E+02    0.85878E-07    0.27843E-04   -0.88072E-06
   142    0.38887E+04    0.10516E+01    0.00000E+00   -0.42388E+02    0.85317E-07    0.28762E-04   -0.85974E-06
   143    0.39211E+04    0.10519E+01    0.00000E+00   -0.42649E+02    0.84762E-07    0.29653E-04   -0.83800E-06
   144    0.39533E+04    0.10517E+01    0.00000E+00   -0.42891E+02    0.84211E-07    0.30517E-04   -0.81586E-06
   145    0.39853E+04    0.10512E+01    0.00000E+00   -0.43115E+02    0.83666E-07    0.31351E-04   -0.79367E-06
   146    0.40175E+04    0.10502E+01    0.00000E+00   -0.43320E+02    0.83125E-07    0.32155E-04   -0.77179E-06
   147    0.40494E+04    0.10487E+01    0.00000E+00   -0.43504E+02    0.82590E-07    0.32929E-04   -0.75059E-06
   148    0.40811E+04    0.10468E+01    0.00000E+00   -0.43670E+02    0.82059E-07    0.33672E-04   -0.73040E-06
   149    0.41129E+04    0.10445E+01    0.00000E+00   -0.43816E+02    0.81533E-07    0.34383E-04   -0.71159E-06
   150    0.41443E+04    0.10418E+01    0.00000E+00   -0.43940E+02    0.81012E-07    0.35061E-04   -0.69452E-06
   151    0.41757E+04    0.10387E+01    0.00000E+00   -0.44044E+02    0.80496E-07    0.35706E-04   -0.67946E-06
   152    0.42068E+04    0.10351E+01    0.00000E+00   -0.44127E+02    0.79984E-07    0.36318E-04   -0.66637E-06
   153    0.42378E+04    0.10311E+01    0.00000E+00   -0.44188E+02    0.79477E-07    0.36899E-04   -0.65513E-06
   154    0.42687E+04    0.10268E+01    0.00000E+00   -0.44227E+02    0.78974E-07    0.37449E-04   -0.64563E-06
   155    0.42994E+04    0.10220E+01    0.00000E+00   -0.44245E+02    0.78477E-07    0.37970E-04   -0.63774E-06
   156    0.43297E+04    0.10169E+01    0.00000E+00   -0.44241E+02    0.77983E-07    0.38463E-04   -0.63136E-06
   157    0.43600E+04    0.10115E+01    0.00000E+00   -0.44214E+02    0.77494E-07    0.38928E-04   -0.62635E-06
   158    0.43901E+04    0.10057E+01    0.00000E+00   -0.44164E+02    0.77010E-07    0.39367E-04   -0.62261E-06
   159    0.44199E+04    0.99946E+00    0.00000E+00   -0.44092E+02    0.76530E-07    0.39780E-04   -0.62001E-06
   160    0.44496E+04    0.99290E+00    0.00000E+00   -0.43996E+02    0.76054E-07    0.40169E-04   -0.61844E-06
   161    0.44790E+04    0.98610E+00    0.00000E+00   -0.43877E+02    0.75582E-07    0.40535E-04   -0.61778E-06
   162    0.45083E+04    0.97889E+00    0.00000E+00   -0.43735E+02    0.75115E-07    0.40878E-04   -0.61791E-06
   163    0.45374E+04    0.97135E+00    0.00000E+00   -0.43569E+02    0.74652E-07    0.41200E-04   -0.61872E-06
   164    0.45661E+04    0.96356E+00    0.00000E+00   -0.43380E+02    0.74194E-07    0.41502E-04   -0.62007E-06
   165    0.45948E+04    0.95542E+00    0.00000E+00   -0.43166E+02    0.73739E-07    0.41784E-04   -0.62187E-06
   166    0.46231E+04    0.94709E+00    0.00000E+00   -0.42929E+02    0.73289E-07    0.42048E-04   -0.62399E-06
   167    0.46514E+04    0.93833E+00    0.00000E+00   -0.42668E+02    0.72843E-07    0.42295E-04   -0.62630E-06
   168    0.46792E+04    0.92952E+00    0.00000E+00   -0.42382E+02    0.72400E-07    0.42525E-04   -0.62871E-06
   169    0.47067E+04    0.92035E+00    0.00000E+00   -0.42072E+02    0.71962E-07    0.42741E-04   -0.63108E-06
   170    0.47341E+04    0.91105E+00    0.00000E+00   -0.41737E+02    0.71528E-07    0.42942E-04   -0.63329E-06
   171    0.47610E+04    0.90160E+00    0.00000E+00   -0.41376E+02    0.71098E-07    0.43130E-04   -0.63524E-06
   172    0.47876E+04    0.89193E+00    0.00000E+00   -0.40991E+02    0.70671E-07    0.43305E-04   -0.63681E-06
   173    0.48139E+04    0.88203E+00    0.00000E+00   -0.40581E+02    0.70249E-07    0.43470E-04   -0.63787E-06
   174    0.48398E+04    0.87220E+00    0.00000E+00   -0.40146E+02    0.69830E-07    0.43624E-04   -0.63830E-06
   175    0.48655E+04    0.86214E+00    0.00000E+00   -0.39686E+02    0.69415E-07    0.43769E-04   -0.63800E-06
   176    0.48907E+04    0.85206E+00    0.00000E+00   -0.39200E+02    0.69004E-07    0.43905E-04   -0.63687E-06
   177    0.49156E+04    0.84188E+00    0.00000E+00   -0.38690E+02    0.68597E-07    0.44034E-04   -0.63491E-06
   178    0.49400E+04    0.83183E+00    0.00000E+00   -0.38155E+02    0.68193E-07    0.44154E-04   -0.63215E-06
   179    0.49641E+04    0.82159E+00    0.00000E+00   -0.37593E+02    0.67793E-07    0.44267E-04   -0.62862E-06
   180    0.49880E+04    0.81138E+00    0.00000E+00   -0.37007E+02    0.67397E-07    0.44372E-04   -0.62435E-06
   181    0.50114E+04    0.80120E+00    0.00000E+00   -0.36397E+02    0.67004E-07    0.44469E-04   -0.61937E-06
   182    0.50344E+04    0.79111E+00    0.00000E+00   -0.35761E+02    0.66615E-07    0.44558E-04   -0.61371E-06
   183    0.50569E+04    0.78103E+00    0.00000E+00   -0.35100E+02    0.66229E-07    0.44640E-04   -0.60739E-06
   184    0.50791E+04    0.77104E+00    0.00000E+00   -0.34413E+02    0.65847E-07    0.44715E-04   -0.60045E-06
   185    0.51009E+04    0.76127E+00    0.00000E+00   -0.33703E+02    0.65468E-07    0.44782E-04   -0.59291E-06
   186    0.51220E+04    0.75158E+00    0.00000E+00   -0.32967E+02    0.65092E-07    0.44842E-04   -0.58481E-06
   187    0.51430E+04    0.74210E+00    0.00000E+00   -0.32206E+02    0.64720E-07    0.44894E-04   -0.57617E-06
   188    0.51635E+04    0.73280E+00    0.00000E+00   -0.31421E+02    0.64351E-07    0.44940E-04   -0.56702E-06
   189    0.51835E+04    0.72373E+00    0.00000E+00   -0.30611E+02    0.63985E-07    0.44979E-04   -0.55740E-06
   190    0.52034E+04    0.71492E+00    0.00000E+00   -0.29778E+02    0.63622E-07    0.45010E-04   -0.54732E-06
   191    0.52225E+04    0.70640E+00    0.00000E+00   -0.28919E+02    0.63263E-07    0.45035E-04   -0.53682E-06
   192    0.52412E+04    0.69817E+00    0.00000E+00   -0.28036E+02    0.62907E-07    0.45053E-04   -0.52592E-06
   193    0.52595E+04    0.69028E+00    0.00000E+00   -0.27130E+02    0.62554E-07    0.45065E-04   -0.51467E-06
   194    0.52774E+04    0.68274E+00    0.00000E+00   -0.26199E+02    0.62204E-07    0.45070E-04   -0.50308E-06
   195    0.52948E+04    0.67560E+00    0.00000E+00   -0.25246E+02    0.61857E-07    0.45069E-04   -0.49118E-06
   196    0.53117E+04    0.66888E+00    0.00000E+00   -0.24269E+02    0.61513E-07    0.45061E-04   -0.47900E-06
   197    0.53281E+04    0.66261E+00    0.00000E+00   -0.23270E+02    0.61172E-07    0.45047E-04   -0.46658E-06
   198    0.53442E+04    0.65682E+00    0.00000E+00   -0.22248E+02    0.60833E-07    0.45027E-04   -0.45394E-06
   199    0.53598E+04    0.65154E+00    0.00000E+00   -0.21203E+02    0.60498E-07    0.45001E-04   -0.44111E-06
   200    0.53749E+04    0.64678E+00    0.00000E+00   -0.20137E+02    0.60166E-07    0.44968E-04   -0.42812E-06
   201    0.53895E+04    0.64261E+00    0.00000E+00   -0.19048E+02    0.59836E-07    0.44930E-04   -0.41499E-06
   202    0.54036E+04    0.63902E+00    0.00000E+00   -0.17938E+02    0.59509E-07    0.44886E-04   -0.40173E-06
   203    0.54172E+04    0.63609E+00    0.00000E+00   -0.16807E+02    0.59185E-07    0.44837E-04   -0.38835E-06
   204    0.54302E+04    0.63382E+00    0.00000E+00   -0.15656E+02    0.58864E-07    0.44781E-04   -0.37486E-06
   205    0.54428E+04    0.63226E+00    0.00000E+00   -0.14483E+02    0.58545E-07    0.44721E-04   -0.36125E-06
   206    0.54547E+04    0.63145E+00    0.00000E+00   -0.13290E+02    0.58229E-07    0.44655E-04   -0.34754E-06
   207    0.54662E+04    0.63141E+00    0.00000E+00   -0.12078E+02    0.57915E-07    0.44583E-04   -0.33373E-06
   208    0.54770E+04    0.63219E+00    0.00000E+00   -0.10846E+02    0.57605E-07    0.44506E-04   -0.31983E-06
   209    0.54873E+04    0.63381E+00    0.00000E+00   -0.95940E+01    0.57297E-07    0.44424E-04   -0.30583E-06
   210    0.54970E+04    0.63633E+00    0.00000E+00   -0.83240E+01    0.56991E-07    0.44337E-04   -0.29176E-06
   211    0.55062E+04    0.63977E+00    0.00000E+00   -0.70354E+01    0.56688E-07    0.44245E-04   -0.27760E-06
   212    0.55146E+04    0.64416E+00    0.00000E+00   -0.57291E+01    0.56387E-07    0.44149E-04   -0.26337E-06
   213    0.55226E+04    0.64955E+00    0.00000E+00   -0.44049E+01    0.56089E-07    0.44047E-04   -0.24908E-06
   214    0.55300E+04    0.65592E+00    0.00000E+00   -0.30639E+01    0.55794E-07    0.43941E-04   -0.23472E-06
   215    0.55369E+04    0.66347E+00    0.00000E+00   -0.17069E+01    0.55501E-07    0.43830E-04   -0.22031E-06
   216    0.55431E+04    0.67202E+00    0.00000E+00   -0.33302E+00    0.55210E-07    0.43714E-04   -0.20584E-06
   217    0.55489E+04    0.68171E+00    0.00000E+00    0.10557E+01    0.54922E-07    0.43595E-04   -0.19133E-06
   218    0.55540E+04    0.69255E+00    0.00000E+00    0.24596E+01    0.54636E-07    0.43470E-04   -0.17678E-06
   219    0.55585E+04    0.70454E+00    0.00000E+00    0.38797E+01    0.54353E-07    0.43342E-04   -0.16220E-06
   220    0.55625E+04    0.71782E+00    0.00000E+00    0.53117E+01    0.54072E-07    0.43210E-04   -0.14758E-06
   221    0.55660E+04    0.73232E+00    0.00000E+00    0.67580E+01    0.53793E-07    0.43073E-04   -0.13294E-06
   222    0.55689E+04    0.74818E+00    0.00000E+00    0.82172E+01    0.53516E-07    0.42932E-04   -0.11829E-06
   223    0.55711E+04    0.76534E+00    0.00000E+00    0.96900E+01    0.53242E-07    0.42788E-04   -0.10362E-06
   224    0.55728E+04    0.78379E+00    0.00000E+00    0.11173E+02    0.52970E-07    0.42640E-04   -0.88938E-07
   225    0.55740E+04    0.80368E+00    0.00000E+00    0.12669E+02    0.52700E-07    0.42488E-04   -0.74258E-07
   226    0.55746E+04    0.82500E+00    0.00000E+00    0.14175E+02    0.52433E-07    0.42332E-04   -0.59581E-07
   227    0.55745E+04    0.84776E+00    0.00000E+00    0.15692E+02    0.52167E-07    0.42174E-04   -0.44912E-07
   228    0.55739E+04    0.87196E+00    0.00000E+00    0.17218E+02    0.51904E-07    0.42011E-04   -0.30258E-07
