#    L    TT             EE             TE             PP             TP          
   552    0.24973E+04    0.64946E+01   -0.14546E+02    0.72104E+06   -0.85602E+02
   553    0.24971E+04    0.65465E+01   -0.13295E+02    0.71888E+06   -0.84863E+02
   554    0.24966E+04    0.66048E+01   -0.12047E+02    0.71673E+06   -0.84111E+02
   555    0.24959E+04    0.66674E+01   -0.10804E+02    0.71458E+06   -0.83344E+02
   556    0.24950E+04    0.67349E+01   -0.95657E+01    0.71245E+06   -0.82564E+02
   557    0.24939E+04    0.68068E+01   -0.83337E+01    0.71033E+06   -0.81771E+02
   558    0.24925E+04    0.68846E+01   -0.71077E+01    0.70821E+06   -0.80964E+02
   559    0.24909E+04    0.69660E+01   -0.58887E+01    0.70610E+06   -0.80145E+02
   560    0.24893E+04    0.70518E+01   -0.46783E+01    0.70400E+06   -0.79312E+02
   561    0.24872E+04    0.71429E+01   -0.34766E+01    0.70191E+06   -0.78467E+02
   562    0.24851E+04    0.72393E+01   -0.22845E+01    0.69983E+06   -0.77610E+02
   563    0.24827E+04    0.73394E+01   -0.11006E+01    0.69776E+06   -0.76740E+02
   564    0.24802E+04    0.74457E+01    0.69707E-01    0.69569E+06   -0.75857E+02
   565    0.24775E+04    0.75551E+01    0.12300E+01    0.69364E+06   -0.74963E+02
   566    0.24745E+04    0.76700E+01    0.23772E+01    0.69159E+06   -0.74057E+02
   567    0.24714E+04    0.77889E+01    0.35118E+01    0.68955E+06   -0.73139E+02
   568    0.24681E+04    0.79133E+01    0.46323E+01    0.68752E+06   -0.72210E+02
   569    0.24645E+04    0.80425E+01    0.57408E+01    0.68550E+06   -0.71269E+02
   570    0.24608E+04    0.81758E+01    0.68318E+01    0.68349E+06   -0.70317E+02
   571    0.24569E+04    0.83140E+01    0.79076E+01    0.68148E+06   -0.69354E+02
   572    0.24527E+04    0.84564E+01    0.89679E+01    0.67948E+06   -0.68380E+02
   573    0.24485E+04    0.86031E+01    0.10010E+02    0.67750E+06   -0.67396E+02
   574    0.24441E+04    0.87548E+01    0.11037E+02    0.67551E+06   -0.66401E+02
   575    0.24394E+04    0.89101E+01    0.12044E+02    0.67354E+06   -0.65395E+02
   576    0.24347E+04    0.90704E+01    0.13034E+02    0.67158E+06   -0.64380E+02
   577    0.24297E+04    0.92352E+01    0.14004E+02    0.66962E+06   -0.63354E+02
   578    0.24246E+04    0.94037E+01    0.14955E+02    0.66767E+06   -0.62318E+02
   579    0.24193E+04    0.95774E+01    0.15886E+02    0.66573E+06   -0.61273E+02
   580    0.24139E+04    0.97550E+01    0.16796E+02    0.66380E+06   -0.60218E+02
   581    0.24082E+04    0.99363E+01    0.17686E+02    0.66188E+06   -0.59154E+02
   582    0.24024E+04    0.10122E+02    0.18553E+02    0.65996E+06   -0.58080E+02
   583    0.23965E+04    0.10312E+02    0.19398E+02    0.65805E+06   -0.56998E+02
   584    0.23904E+04    0.10506E+02    0.20222E+02    0.65615E+06   -0.55906E+02
   585    0.23843E+04    0.10704E+02    0.21022E+02    0.65426E+06   -0.54806E+02
   586    0.23779E+04    0.10905E+02    0.21799E+02    0.65237E+06   -0.53697E+02
   587    0.23714E+04    0.11111E+02    0.22552E+02    0.65049E+06   -0.52580E+02
   588    0.23648E+04    0.11320E+02    0.23281E+02    0.64862E+06   -0.51455E+02
   589    0.23580E+04    0.11534E+02    0.23985E+02    0.64676E+06   -0.50322E+02
   590    0.23510E+04    0.11750E+02    0.24665E+02    0.64491E+06   -0.49180E+02
   591    0.23440E+04    0.11971E+02    0.25320E+02    0.64306E+06   -0.48031E+02
   592    0.23369E+04    0.12194E+02    0.25948E+02    0.64122E+06   -0.46875E+02
   593    0.23296E+04    0.12423E+02    0.26552E+02    0.63939E+06   -0.45711E+02
   594    0.23221E+04    0.12654E+02    0.27128E+02    0.63756E+06   -0.44540E+02
   595    0.23145E+04    0.12887E+02    0.27679E+02    0.63574E+06   -0.43362E+02
   596    0.23069E+04    0.13126E+02    0.28203E+02    0.63393E+06   -0.42176E+02
   597    0.22992E+04    0.13365E+02    0.28700E+02    0.63213E+06   -0.40985E+02
   598    0.22915E+04    0.13609E+02    0.29170E+02    0.63034E+06   -0.39786E+02
   599    0.22836E+04    0.13856E+02    0.29613E+02    0.62855E+06   -0.38581E+02
   600    0.22755E+04    0.14106E+02    0.30028E+02    0.62677E+06   -0.37370E+02
   601    0.22674E+04    0.14359E+02    0.30415E+02    0.62499E+06   -0.36153E+02
   602    0.22592E+04    0.14614E+02    0.30774E+02    0.62322E+06   -0.34930E+02
   603    0.22508E+04    0.14873E+02    0.31106E+02    0.62146E+06   -0.33701E+02
   604    0.22425E+04    0.15134E+02    0.31409E+02    0.61971E+06   -0.32467E+02
   605    0.22341E+04    0.15397E+02    0.31682E+02    0.61797E+06   -0.31227E+02
   606    0.22256E+04    0.15663E+02    0.31927E+02    0.61623E+06   -0.29981E+02
   607    0.22168E+04    0.15931E+02    0.32143E+02    0.61450E+06   -0.28731E+02
   608    0.22082E+04    0.16201E+02    0.32328E+02    0.61277E+06   -0.27475E+02
   609    0.21996E+04    0.16473E+02    0.32484E+02    0.61105E+06   -0.26214E+02
   610    0.21908E+04    0.16747E+02    0.32610E+02    0.60934E+06   -0.24949E+02
   611    0.21820E+04    0.17023E+02    0.32705E+02    0.60764E+06   -0.23679E+02
   612    0.21732E+04    0.17301E+02    0.32771E+02    0.60594E+06   -0.22404E+02
   613    0.21642E+04    0.17579E+02    0.32806E+02    0.60425E+06   -0.21125E+02
   614    0.21554E+04    0.17860E+02    0.32809E+02    0.60257E+06   -0.19841E+02
   615    0.21464E+04    0.18141E+02    0.32783E+02    0.60089E+06   -0.18554E+02
   616    0.21374E+04    0.18425E+02    0.32725E+02    0.59922E+06   -0.17262E+02
   617    0.21285E+04    0.18709E+02    0.32637E+02    0.59756E+06   -0.15967E+02
   618    0.21196E+04    0.18996E+02    0.32517E+02    0.59590E+06   -0.14668E+02
   619    0.21105E+04    0.19284E+02    0.32368E+02    0.59425E+06   -0.13365E+02
   620    0.21016E+04    0.19570E+02    0.32187E+02    0.59261E+06   -0.12059E+02
   621    0.20926E+04    0.19859E+02    0.31975E+02    0.59097E+06   -0.10749E+02
   622    0.20836E+04    0.20149E+02    0.31731E+02    0.58934E+06   -0.94367E+01
   623    0.20747E+04    0.20438E+02    0.31458E+02    0.58771E+06   -0.81211E+01
   624    0.20657E+04    0.20727E+02    0.31153E+02    0.58610E+06   -0.68026E+01
   625    0.20568E+04    0.21017E+02    0.30817E+02    0.58448E+06   -0.54814E+01
   626    0.20478E+04    0.21308E+02    0.30450E+02    0.58288E+06   -0.41575E+01
   627    0.20390E+04    0.21598E+02    0.30052E+02    0.58128E+06   -0.28312E+01
   628    0.20302E+04    0.21888E+02    0.29623E+02    0.57969E+06   -0.15025E+01
   629    0.20214E+04    0.22178E+02    0.29163E+02    0.57810E+06   -0.17169E+00
   630    0.20126E+04    0.22468E+02    0.28672E+02    0.57652E+06    0.11612E+01
   631    0.20038E+04    0.22757E+02    0.28151E+02    0.57495E+06    0.24960E+01
   632    0.19952E+04    0.23046E+02    0.27599E+02    0.57338E+06    0.38326E+01
   633    0.19866E+04    0.23335E+02    0.27018E+02    0.57182E+06    0.51709E+01
   634    0.19780E+04    0.23622E+02    0.26406E+02    0.57027E+06    0.65106E+01
   635    0.19696E+04    0.23909E+02    0.25765E+02    0.56872E+06    0.78517E+01
   636    0.19610E+04    0.24197E+02    0.25094E+02    0.56718E+06    0.91940E+01
   637    0.19527E+04    0.24481E+02    0.24393E+02    0.56564E+06    0.10537E+02
   638    0.19444E+04    0.24766E+02    0.23663E+02    0.56411E+06    0.11882E+02
   639    0.19362E+04    0.25049E+02    0.22904E+02    0.56258E+06    0.13227E+02
   640    0.19280E+04    0.25331E+02    0.22116E+02    0.56107E+06    0.14573E+02
   641    0.19200E+04    0.25612E+02    0.21299E+02    0.55955E+06    0.15919E+02
   642    0.19119E+04    0.25891E+02    0.20454E+02    0.55805E+06    0.17266E+02
   643    0.19040E+04    0.26170E+02    0.19581E+02    0.55655E+06    0.18613E+02
   644    0.18962E+04    0.26444E+02    0.18681E+02    0.55505E+06    0.19960E+02
   645    0.18885E+04    0.26719E+02    0.17752E+02    0.55356E+06    0.21307E+02
   646    0.18808E+04    0.26991E+02    0.16796E+02    0.55208E+06    0.22654E+02
   647    0.18734E+04    0.27262E+02    0.15813E+02    0.55060E+06    0.24001E+02
   648    0.18659E+04    0.27531E+02    0.14804E+02    0.54913E+06    0.25347E+02
   649    0.18586E+04    0.27797E+02    0.13768E+02    0.54766E+06    0.26693E+02
   650    0.18514E+04    0.28061E+02    0.12706E+02    0.54620E+06    0.28038E+02
   651    0.18443E+04    0.28324E+02    0.11619E+02    0.54475E+06    0.29382E+02
   652    0.18373E+04    0.28585E+02    0.10505E+02    0.54330E+06    0.30725E+02
   653    0.18305E+04    0.28841E+02    0.93683E+01    0.54186E+06    0.32066E+02
   654    0.18237E+04    0.29096E+02    0.82077E+01    0.54042E+06    0.33407E+02
   655    0.18170E+04    0.29349E+02    0.70228E+01    0.53899E+06    0.34745E+02
   656    0.18105E+04    0.29599E+02    0.58149E+01    0.53756E+06    0.36082E+02
   657    0.18042E+04    0.29846E+02    0.45853E+01    0.53614E+06    0.37417E+02
   658    0.17978E+04    0.30090E+02    0.33333E+01    0.53472E+06    0.38750E+02
   659    0.17918E+04    0.30331E+02    0.20601E+01    0.53331E+06    0.40080E+02
   660    0.17859E+04    0.30568E+02    0.76640E+00    0.53191E+06    0.41407E+02
   661    0.17800E+04    0.30801E+02   -0.54654E+00    0.53051E+06    0.42732E+02
   662    0.17744E+04    0.31032E+02   -0.18803E+01    0.52911E+06    0.44054E+02
   663    0.17688E+04    0.31260E+02   -0.32336E+01    0.52773E+06    0.45372E+02
   664    0.17634E+04    0.31483E+02   -0.46042E+01    0.52634E+06    0.46687E+02
   665    0.17582E+04    0.31702E+02   -0.59931E+01    0.52496E+06    0.47998E+02
   666    0.17531E+04    0.31918E+02   -0.73989E+01    0.52359E+06    0.49306E+02
   667    0.17482E+04    0.32130E+02   -0.88218E+01    0.52222E+06    0.50610E+02
   668    0.17433E+04    0.32338E+02   -0.10261E+02    0.52086E+06    0.51909E+02
   669    0.17388E+04    0.32542E+02   -0.11716E+02    0.51950E+06    0.53204E+02
   670    0.17343E+04    0.32742E+02   -0.13184E+02    0.51815E+06    0.54494E+02
   671    0.17301E+04    0.32938E+02   -0.14667E+02    0.51681E+06    0.55780E+02
   672    0.17259E+04    0.33129E+02   -0.16165E+02    0.51546E+06    0.57060E+02
   673    0.17220E+04    0.33317E+02   -0.17675E+02    0.51413E+06    0.58336E+02
   674    0.17182E+04    0.33499E+02   -0.19197E+02    0.51280E+06    0.59606E+02
   675    0.17146E+04    0.33677E+02   -0.20732E+02    0.51147E+06    0.60870E+02
   676    0.17111E+04    0.33850E+02   -0.22277E+02    0.51015E+06    0.62129E+02
   677    0.17079E+04    0.34019E+02   -0.23832E+02    0.50883E+06    0.63381E+02
   678    0.17048E+04    0.34182E+02   -0.25398E+02    0.50752E+06    0.64628E+02
   679    0.17019E+04    0.34342E+02   -0.26974E+02    0.50621E+06    0.65868E+02
   680    0.16992E+04    0.34496E+02   -0.28558E+02    0.50491E+06    0.67101E+02
   681    0.16967E+04    0.34645E+02   -0.30150E+02    0.50361E+06    0.68328E+02
   682    0.16944E+04    0.34789E+02   -0.31750E+02    0.50232E+06    0.69548E+02
   683    0.16923E+04    0.34929E+02   -0.33358E+02    0.50104E+06    0.70760E+02
   684    0.16902E+04    0.35062E+02   -0.34973E+02    0.49975E+06    0.71965E+02
   685    0.16884E+04    0.35191E+02   -0.36593E+02    0.49848E+06    0.73163E+02
   686    0.16867E+04    0.35315E+02   -0.38211E+02    0.49720E+06    0.74353E+02
   687    0.16853E+04    0.35434E+02   -0.39838E+02    0.49594E+06    0.75535E+02
   688    0.16840E+04    0.35546E+02   -0.41471E+02    0.49467E+06    0.76708E+02
   689    0.16830E+04    0.35654E+02   -0.43104E+02    0.49341E+06    0.77874E+02
   690    0.16820E+04    0.35757E+02   -0.44743E+02    0.49216E+06    0.79031E+02
   691    0.16813E+04    0.35852E+02   -0.46382E+02    0.49091E+06    0.80179E+02
   692    0.16808E+04    0.35944E+02   -0.48021E+02    0.48967E+06    0.81318E+02
   693    0.16805E+04    0.36030E+02   -0.49667E+02    0.48843E+06    0.82448E+02
   694    0.16803E+04    0.36110E+02   -0.51305E+02    0.48719E+06    0.83568E+02
   695    0.16804E+04    0.36187E+02   -0.52944E+02    0.48596E+06    0.84680E+02
   696    0.16806E+04    0.36256E+02   -0.54598E+02    0.48474E+06    0.85781E+02
   697    0.16810E+04    0.36320E+02   -0.56237E+02    0.48351E+06    0.86872E+02
   698    0.16816E+04    0.36378E+02   -0.57877E+02    0.48230E+06    0.87954E+02
   699    0.16823E+04    0.36431E+02   -0.59510E+02    0.48108E+06    0.89025E+02
   700    0.16833E+04    0.36478E+02   -0.61144E+02    0.47988E+06    0.90085E+02
   701    0.16845E+04    0.36520E+02   -0.62779E+02    0.47867E+06    0.91135E+02
   702    0.16858E+04    0.36557E+02   -0.64399E+02    0.47747E+06    0.92174E+02
   703    0.16873E+04    0.36587E+02   -0.66036E+02    0.47628E+06    0.93202E+02
   704    0.16889E+04    0.36612E+02   -0.67650E+02    0.47509E+06    0.94220E+02
   705    0.16907E+04    0.36631E+02   -0.69257E+02    0.47390E+06    0.95227E+02
   706    0.16927E+04    0.36645E+02   -0.70864E+02    0.47272E+06    0.96223E+02
   707    0.16949E+04    0.36653E+02   -0.72464E+02    0.47154E+06    0.97209E+02
   708    0.16973E+04    0.36656E+02   -0.74041E+02    0.47037E+06    0.98183E+02
   709    0.16998E+04    0.36653E+02   -0.75626E+02    0.46920E+06    0.99148E+02
   710    0.17026E+04    0.36644E+02   -0.77194E+02    0.46803E+06    0.10010E+03
   711    0.17054E+04    0.36630E+02   -0.78747E+02    0.46687E+06    0.10104E+03
   712    0.17085E+04    0.36610E+02   -0.80300E+02    0.46572E+06    0.10198E+03
   713    0.17118E+04    0.36584E+02   -0.81829E+02    0.46456E+06    0.10290E+03
   714    0.17151E+04    0.36553E+02   -0.83349E+02    0.46342E+06    0.10381E+03
   715    0.17186E+04    0.36516E+02   -0.84860E+02    0.46227E+06    0.10471E+03
   716    0.17223E+04    0.36474E+02   -0.86355E+02    0.46113E+06    0.10560E+03
   717    0.17262E+04    0.36426E+02   -0.87826E+02    0.46000E+06    0.10648E+03
   718    0.17302E+04    0.36373E+02   -0.89294E+02    0.45886E+06    0.10734E+03
   719    0.17343E+04    0.36313E+02   -0.90731E+02    0.45774E+06    0.10820E+03
   720    0.17385E+04    0.36248E+02   -0.92166E+02    0.45661E+06    0.10905E+03
   721    0.17431E+04    0.36179E+02   -0.93569E+02    0.45549E+06    0.10989E+03
   722    0.17476E+04    0.36104E+02   -0.94954E+02    0.45438E+06    0.11071E+03
   723    0.17524E+04    0.36024E+02   -0.96328E+02    0.45327E+06    0.11153E+03
   724    0.17573E+04    0.35937E+02   -0.97685E+02    0.45216E+06    0.11233E+03
   725    0.17623E+04    0.35847E+02   -0.99017E+02    0.45106E+06    0.11312E+03
   726    0.17675E+04    0.35752E+02   -0.10032E+03    0.44996E+06    0.11391E+03
   727    0.17727E+04    0.35651E+02   -0.10162E+03    0.44886E+06    0.11468E+03
   728    0.17781E+04    0.35543E+02   -0.10289E+03    0.44777E+06    0.11544E+03
   729    0.17837E+04    0.35431E+02   -0.10414E+03    0.44668E+06    0.11619E+03
   730    0.17893E+04    0.35314E+02   -0.10536E+03    0.44560E+06    0.11693E+03
   731    0.17951E+04    0.35191E+02   -0.10656E+03    0.44452E+06    0.11766E+03
   732    0.18010E+04    0.35065E+02   -0.10773E+03    0.44344E+06    0.11838E+03
   733    0.18071E+04    0.34933E+02   -0.10889E+03    0.44237E+06    0.11909E+03
   734    0.18133E+04    0.34796E+02   -0.11001E+03    0.44130E+06    0.11979E+03
   735    0.18196E+04    0.34653E+02   -0.11112E+03    0.44023E+06    0.12048E+03
   736    0.18259E+04    0.34506E+02   -0.11219E+03    0.43917E+06    0.12116E+03
   737    0.18324E+04    0.34356E+02   -0.11325E+03    0.43811E+06    0.12182E+03
   738    0.18390E+04    0.34200E+02   -0.11426E+03    0.43706E+06    0.12248E+03
   739    0.18456E+04    0.34040E+02   -0.11526E+03    0.43601E+06    0.12313E+03
   740    0.18524E+04    0.33874E+02   -0.11623E+03    0.43496E+06    0.12376E+03
   741    0.18593E+04    0.33703E+02   -0.11718E+03    0.43392E+06    0.12439E+03
   742    0.18663E+04    0.33531E+02   -0.11809E+03    0.43288E+06    0.12500E+03
   743    0.18734E+04    0.33354E+02   -0.11898E+03    0.43184E+06    0.12560E+03
   744    0.18806E+04    0.33172E+02   -0.11983E+03    0.43081E+06    0.12620E+03
   745    0.18878E+04    0.32985E+02   -0.12067E+03    0.42978E+06    0.12678E+03
   746    0.18951E+04    0.32795E+02   -0.12145E+03    0.42876E+06    0.12735E+03
   747    0.19024E+04    0.32600E+02   -0.12223E+03    0.42773E+06    0.12791E+03
   748    0.19099E+04    0.32402E+02   -0.12297E+03    0.42671E+06    0.12846E+03
   749    0.19175E+04    0.32199E+02   -0.12369E+03    0.42570E+06    0.12900E+03
   750    0.19251E+04    0.31993E+02   -0.12438E+03    0.42469E+06    0.12953E+03
   751    0.19328E+04    0.31782E+02   -0.12503E+03    0.42368E+06    0.13005E+03
   752    0.19406E+04    0.31569E+02   -0.12565E+03    0.42268E+06    0.13056E+03
   753    0.19484E+04    0.31351E+02   -0.12625E+03    0.42168E+06    0.13106E+03
   754    0.19563E+04    0.31131E+02   -0.12680E+03    0.42068E+06    0.13155E+03
   755    0.19642E+04    0.30906E+02   -0.12733E+03    0.41968E+06    0.13203E+03
   756    0.19721E+04    0.30679E+02   -0.12783E+03    0.41869E+06    0.13249E+03
   757    0.19802E+04    0.30449E+02   -0.12829E+03    0.41770E+06    0.13295E+03
   758    0.19882E+04    0.30216E+02   -0.12872E+03    0.41672E+06    0.13339E+03
   759    0.19963E+04    0.29979E+02   -0.12913E+03    0.41574E+06    0.13383E+03
   760    0.20044E+04    0.29740E+02   -0.12950E+03    0.41476E+06    0.13425E+03
   761    0.20125E+04    0.29498E+02   -0.12983E+03    0.41379E+06    0.13467E+03
   762    0.20207E+04    0.29254E+02   -0.13014E+03    0.41282E+06    0.13507E+03
   763    0.20289E+04    0.29009E+02   -0.13041E+03    0.41185E+06    0.13546E+03
   764    0.20371E+04    0.28760E+02   -0.13065E+03    0.41088E+06    0.13585E+03
   765    0.20452E+04    0.28509E+02   -0.13085E+03    0.40992E+06    0.13622E+03
   766    0.20535E+04    0.28257E+02   -0.13103E+03    0.40896E+06    0.13658E+03
   767    0.20616E+04    0.28003E+02   -0.13116E+03    0.40801E+06    0.13693E+03
   768    0.20698E+04    0.27746E+02   -0.13126E+03    0.40706E+06    0.13727E+03
   769    0.20780E+04    0.27487E+02   -0.13133E+03    0.40611E+06    0.13760E+03
   770    0.20862E+04    0.27228E+02   -0.13137E+03    0.40516E+06    0.13792E+03
   771    0.20943E+04    0.26967E+02   -0.13137E+03    0.40422E+06    0.13823E+03
   772    0.21024E+04    0.26705E+02   -0.13133E+03    0.40328E+06    0.13852E+03
   773    0.21105E+04    0.26442E+02   -0.13126E+03    0.40235E+06    0.13881E+03
   774    0.21185E+04    0.26177E+02   -0.13116E+03    0.40141E+06    0.13909E+03
   775    0.21267E+04    0.25912E+02   -0.13103E+03    0.40048E+06    0.13935E+03
   776    0.21346E+04    0.25646E+02   -0.13086E+03    0.39956E+06    0.13961E+03
   777    0.21425E+04    0.25379E+02   -0.13066E+03    0.39863E+06    0.13985E+03
   778    0.21506E+04    0.25112E+02   -0.13041E+03    0.39771E+06    0.14008E+03
   779    0.21583E+04    0.24845E+02   -0.13015E+03    0.39679E+06    0.14030E+03
   780    0.21661E+04    0.24575E+02   -0.12984E+03    0.39588E+06    0.14052E+03
   781    0.21739E+04    0.24307E+02   -0.12951E+03    0.39497E+06    0.14072E+03
   782    0.21816E+04    0.24038E+02   -0.12915E+03    0.39406E+06    0.14091E+03
   783    0.21893E+04    0.23770E+02   -0.12874E+03    0.39315E+06    0.14109E+03
   784    0.21969E+04    0.23502E+02   -0.12830E+03    0.39225E+06    0.14126E+03
   785    0.22043E+04    0.23233E+02   -0.12783E+03    0.39135E+06    0.14141E+03
   786    0.22118E+04    0.22964E+02   -0.12731E+03    0.39045E+06    0.14156E+03
   787    0.22191E+04    0.22697E+02   -0.12676E+03    0.38956E+06    0.14170E+03
   788    0.22263E+04    0.22429E+02   -0.12619E+03    0.38867E+06    0.14182E+03
   789    0.22335E+04    0.22160E+02   -0.12559E+03    0.38778E+06    0.14194E+03
   790    0.22407E+04    0.21895E+02   -0.12495E+03    0.38689E+06    0.14204E+03
   791    0.22478E+04    0.21629E+02   -0.12427E+03    0.38601E+06    0.14213E+03
   792    0.22547E+04    0.21365E+02   -0.12357E+03    0.38513E+06    0.14222E+03
   793    0.22616E+04    0.21102E+02   -0.12283E+03    0.38426E+06    0.14229E+03
   794    0.22682E+04    0.20841E+02   -0.12206E+03    0.38338E+06    0.14235E+03
   795    0.22748E+04    0.20579E+02   -0.12125E+03    0.38251E+06    0.14240E+03
   796    0.22815E+04    0.20320E+02   -0.12043E+03    0.38164E+06    0.14244E+03
   797    0.22879E+04    0.20061E+02   -0.11956E+03    0.38078E+06    0.14247E+03
   798    0.22942E+04    0.19804E+02   -0.11867E+03    0.37991E+06    0.14248E+03
   799    0.23005E+04    0.19549E+02   -0.11775E+03    0.37905E+06    0.14249E+03
   800    0.23067E+04    0.19295E+02   -0.11680E+03    0.37819E+06    0.14249E+03
   801    0.23127E+04    0.19043E+02   -0.11582E+03    0.37734E+06    0.14247E+03
   802    0.23185E+04    0.18793E+02   -0.11480E+03    0.37649E+06    0.14244E+03
   803    0.23244E+04    0.18543E+02   -0.11376E+03    0.37564E+06    0.14241E+03
   804    0.23300E+04    0.18297E+02   -0.11269E+03    0.37479E+06    0.14236E+03
   805    0.23356E+04    0.18053E+02   -0.11159E+03    0.37395E+06    0.14230E+03
   806    0.23411E+04    0.17810E+02   -0.11046E+03    0.37310E+06    0.14223E+03
   807    0.23463E+04    0.17571E+02   -0.10931E+03    0.37226E+06    0.14215E+03
   808    0.23514E+04    0.17334E+02   -0.10813E+03    0.37143E+06    0.14206E+03
   809    0.23565E+04    0.17100E+02   -0.10693E+03    0.37059E+06    0.14196E+03
   810    0.23613E+04    0.16869E+02   -0.10569E+03    0.36976E+06    0.14185E+03
   811    0.23660E+04    0.16640E+02   -0.10443E+03    0.36893E+06    0.14173E+03
   812    0.23706E+04    0.16416E+02   -0.10315E+03    0.36811E+06    0.14160E+03
   813    0.23750E+04    0.16193E+02   -0.10184E+03    0.36728E+06    0.14146E+03
   814    0.23794E+04    0.15975E+02   -0.10051E+03    0.36646E+06    0.14131E+03
   815    0.23835E+04    0.15760E+02   -0.99161E+02    0.36564E+06    0.14116E+03
   816    0.23874E+04    0.15548E+02   -0.97787E+02    0.36483E+06    0.14099E+03
   817    0.23912E+04    0.15340E+02   -0.96390E+02    0.36402E+06    0.14081E+03
   818    0.23949E+04    0.15136E+02   -0.94972E+02    0.36320E+06    0.14062E+03
   819    0.23984E+04    0.14935E+02   -0.93533E+02    0.36240E+06    0.14042E+03
   820    0.24018E+04    0.14738E+02   -0.92073E+02    0.36159E+06    0.14021E+03
   821    0.24050E+04    0.14545E+02   -0.90594E+02    0.36079E+06    0.14000E+03
   822    0.24080E+04    0.14357E+02   -0.89096E+02    0.35999E+06    0.13977E+03
   823    0.24109E+04    0.14172E+02   -0.87578E+02    0.35919E+06    0.13954E+03
   824    0.24134E+04    0.13992E+02   -0.86042E+02    0.35839E+06    0.13929E+03
   825    0.24160E+04    0.13816E+02   -0.84489E+02    0.35760E+06    0.13904E+03
   826    0.24183E+04    0.13645E+02   -0.82918E+02    0.35681E+06    0.13878E+03
   827    0.24203E+04    0.13478E+02   -0.81332E+02    0.35602E+06    0.13851E+03
   828    0.24224E+04    0.13316E+02   -0.79729E+02    0.35523E+06    0.13823E+03
   829    0.24241E+04    0.13159E+02   -0.78112E+02    0.35445E+06    0.13794E+03
   830    0.24258E+04    0.13007E+02   -0.76481E+02    0.35366E+06    0.13765E+03
   831    0.24272E+04    0.12859E+02   -0.74836E+02    0.35288E+06    0.13734E+03
   832    0.24284E+04    0.12716E+02   -0.73177E+02    0.35211E+06    0.13703E+03
   833    0.24295E+04    0.12577E+02   -0.71505E+02    0.35133E+06    0.13671E+03
   834    0.24304E+04    0.12444E+02   -0.69821E+02    0.35056E+06    0.13638E+03
   835    0.24311E+04    0.12317E+02   -0.68125E+02    0.34979E+06    0.13604E+03
   836    0.24315E+04    0.12193E+02   -0.66417E+02    0.34902E+06    0.13570E+03
   837    0.24319E+04    0.12075E+02   -0.64698E+02    0.34826E+06    0.13534E+03
   838    0.24320E+04    0.11963E+02   -0.62969E+02    0.34749E+06    0.13498E+03
   839    0.24318E+04    0.11856E+02   -0.61230E+02    0.34673E+06    0.13461E+03
   840    0.24316E+04    0.11755E+02   -0.59481E+02    0.34597E+06    0.13424E+03
   841    0.24312E+04    0.11658E+02   -0.57725E+02    0.34522E+06    0.13385E+03
   842    0.24305E+04    0.11566E+02   -0.55959E+02    0.34446E+06    0.13346E+03
   843    0.24297E+04    0.11480E+02   -0.54188E+02    0.34371E+06    0.13306E+03
   844    0.24286E+04    0.11400E+02   -0.52408E+02    0.34296E+06    0.13265E+03
   845    0.24274E+04    0.11324E+02   -0.50622E+02    0.34221E+06    0.13224E+03
   846    0.24260E+04    0.11256E+02   -0.48831E+02    0.34147E+06    0.13182E+03
   847    0.24245E+04    0.11191E+02   -0.47034E+02    0.34073E+06    0.13139E+03
   848    0.24228E+04    0.11132E+02   -0.45233E+02    0.33998E+06    0.13096E+03
   849    0.24208E+04    0.11079E+02   -0.43427E+02    0.33925E+06    0.13051E+03
   850    0.24187E+04    0.11032E+02   -0.41617E+02    0.33851E+06    0.13006E+03
   851    0.24164E+04    0.10990E+02   -0.39803E+02    0.33777E+06    0.12961E+03
   852    0.24138E+04    0.10955E+02   -0.37987E+02    0.33704E+06    0.12914E+03
   853    0.24112E+04    0.10924E+02   -0.36168E+02    0.33631E+06    0.12867E+03
   854    0.24082E+04    0.10900E+02   -0.34349E+02    0.33558E+06    0.12820E+03
   855    0.24051E+04    0.10881E+02   -0.32529E+02    0.33486E+06    0.12771E+03
   856    0.24019E+04    0.10867E+02   -0.30709E+02    0.33413E+06    0.12723E+03
   857    0.23984E+04    0.10859E+02   -0.28892E+02    0.33341E+06    0.12673E+03
   858    0.23947E+04    0.10859E+02   -0.27075E+02    0.33269E+06    0.12623E+03
   859    0.23908E+04    0.10861E+02   -0.25261E+02    0.33197E+06    0.12572E+03
   860    0.23869E+04    0.10871E+02   -0.23450E+02    0.33126E+06    0.12521E+03
   861    0.23827E+04    0.10886E+02   -0.21645E+02    0.33054E+06    0.12469E+03
   862    0.23783E+04    0.10907E+02   -0.19843E+02    0.32983E+06    0.12416E+03
   863    0.23737E+04    0.10934E+02   -0.18048E+02    0.32912E+06    0.12363E+03
   864    0.23690E+04    0.10965E+02   -0.16258E+02    0.32842E+06    0.12310E+03
   865    0.23639E+04    0.11003E+02   -0.14477E+02    0.32771E+06    0.12255E+03
   866    0.23590E+04    0.11047E+02   -0.12704E+02    0.32701E+06    0.12201E+03
   867    0.23537E+04    0.11097E+02   -0.10939E+02    0.32631E+06    0.12145E+03
   868    0.23483E+04    0.11152E+02   -0.91827E+01    0.32561E+06    0.12090E+03
   869    0.23427E+04    0.11213E+02   -0.74364E+01    0.32491E+06    0.12033E+03
