#    L    TT             EE             BB             TE          
   394    0.18066E+04    0.20712E+02    0.40103E-01    0.30638E+02
   395    0.17959E+04    0.20751E+02    0.40212E-01    0.28810E+02
   396    0.17856E+04    0.20787E+02    0.40321E-01    0.26981E+02
   397    0.17756E+04    0.20819E+02    0.40431E-01    0.25150E+02
   398    0.17661E+04    0.20847E+02    0.40541E-01    0.23317E+02
   399    0.17570E+04    0.20872E+02    0.40651E-01    0.21483E+02
   400    0.17483E+04    0.20894E+02    0.40762E-01    0.19649E+02
   401    0.17399E+04    0.20912E+02    0.40873E-01    0.17816E+02
   402    0.17321E+04    0.20926E+02    0.40985E-01    0.15984E+02
   403    0.17246E+04    0.20937E+02    0.41097E-01    0.14155E+02
   404    0.17174E+04    0.20944E+02    0.41209E-01    0.12329E+02
   405    0.17107E+04    0.20947E+02    0.41322E-01    0.10506E+02
   406    0.17043E+04    0.20947E+02    0.41436E-01    0.86880E+01
   407    0.16984E+04    0.20943E+02    0.41550E-01    0.68740E+01
   408    0.16928E+04    0.20936E+02    0.41665E-01    0.50684E+01
   409    0.16877E+04    0.20926E+02    0.41781E-01    0.32690E+01
   410    0.16829E+04    0.20911E+02    0.41897E-01    0.14765E+01
   411    0.16785E+04    0.20894E+02    0.42013E-01   -0.30675E+00
   412    0.16745E+04    0.20872E+02    0.42131E-01   -0.20815E+01
   413    0.16708E+04    0.20848E+02    0.42249E-01   -0.38461E+01
   414    0.16675E+04    0.20819E+02    0.42367E-01   -0.56006E+01
   415    0.16646E+04    0.20788E+02    0.42487E-01   -0.73426E+01
   416    0.16620E+04    0.20752E+02    0.42607E-01   -0.90736E+01
   417    0.16597E+04    0.20714E+02    0.42728E-01   -0.10793E+02
   418    0.16579E+04    0.20670E+02    0.42850E-01   -0.12497E+02
   419    0.16564E+04    0.20624E+02    0.42973E-01   -0.14188E+02
   420    0.16552E+04    0.20575E+02    0.43096E-01   -0.15864E+02
   421    0.16545E+04    0.20523E+02    0.43220E-01   -0.17524E+02
   422    0.16540E+04    0.20466E+02    0.43345E-01   -0.19170E+02
   423    0.16539E+04    0.20406E+02    0.43471E-01   -0.20798E+02
   424    0.16540E+04    0.20342E+02    0.43598E-01   -0.22409E+02
   425    0.16545E+04    0.20275E+02    0.43726E-01   -0.24001E+02
   426    0.16554E+04    0.20206E+02    0.43854E-01   -0.25576E+02
   427    0.16566E+04    0.20132E+02    0.43984E-01   -0.27133E+02
   428    0.16580E+04    0.20055E+02    0.44114E-01   -0.28668E+02
   429    0.16598E+04    0.19975E+02    0.44246E-01   -0.30184E+02
   430    0.16619E+04    0.19893E+02    0.44378E-01   -0.31679E+02
   431    0.16643E+04    0.19806E+02    0.44512E-01   -0.33153E+02
   432    0.16669E+04    0.19716E+02    0.44646E-01   -0.34607E+02
   433    0.16699E+04    0.19625E+02    0.44781E-01   -0.36037E+02
   434    0.16731E+04    0.19529E+02    0.44917E-01   -0.37445E+02
   435    0.16766E+04    0.19431E+02    0.45054E-01   -0.38831E+02
   436    0.16805E+04    0.19330E+02    0.45193E-01   -0.40193E+02
   437    0.16846E+04    0.19226E+02    0.45332E-01   -0.41531E+02
   438    0.16889E+04    0.19118E+02    0.45472E-01   -0.42844E+02
   439    0.16935E+04    0.19009E+02    0.45613E-01   -0.44134E+02
   440    0.16984E+04    0.18896E+02    0.45755E-01   -0.45397E+02
   441    0.17036E+04    0.18781E+02    0.45898E-01   -0.46636E+02
   442    0.17088E+04    0.18663E+02    0.46042E-01   -0.47848E+02
   443    0.17145E+04    0.18542E+02    0.46188E-01   -0.49035E+02
   444    0.17203E+04    0.18420E+02    0.46334E-01   -0.50194E+02
   445    0.17264E+04    0.18293E+02    0.46481E-01   -0.51327E+02
   446    0.17326E+04    0.18165E+02    0.46629E-01   -0.52431E+02
   447    0.17391E+04    0.18035E+02    0.46778E-01   -0.53510E+02
   448    0.17458E+04    0.17901E+02    0.46928E-01   -0.54561E+02
   449    0.17527E+04    0.17766E+02    0.47079E-01   -0.55582E+02
   450    0.17599E+04    0.17630E+02    0.47231E-01   -0.56577E+02
   451    0.17672E+04    0.17490E+02    0.47383E-01   -0.57543E+02
   452    0.17747E+04    0.17349E+02    0.47537E-01   -0.58481E+02
   453    0.17824E+04    0.17206E+02    0.47692E-01   -0.59390E+02
   454    0.17903E+04    0.17060E+02    0.47848E-01   -0.60271E+02
   455    0.17983E+04    0.16913E+02    0.48004E-01   -0.61123E+02
   456    0.18066E+04    0.16764E+02    0.48162E-01   -0.61939E+02
   457    0.18149E+04    0.16614E+02    0.48320E-01   -0.62734E+02
   458    0.18234E+04    0.16462E+02    0.48480E-01   -0.63488E+02
   459    0.18321E+04    0.16309E+02    0.48640E-01   -0.64218E+02
   460    0.18409E+04    0.16154E+02    0.48801E-01   -0.64916E+02
   461    0.18498E+04    0.15998E+02    0.48963E-01   -0.65584E+02
   462    0.18589E+04    0.15840E+02    0.49126E-01   -0.66215E+02
   463    0.18680E+04    0.15681E+02    0.49290E-01   -0.66827E+02
   464    0.18772E+04    0.15522E+02    0.49455E-01   -0.67391E+02
   465    0.18865E+04    0.15362E+02    0.49620E-01   -0.67936E+02
   466    0.18959E+04    0.15200E+02    0.49786E-01   -0.68440E+02
   467    0.19055E+04    0.15037E+02    0.49954E-01   -0.68917E+02
   468    0.19151E+04    0.14875E+02    0.50121E-01   -0.69359E+02
   469    0.19248E+04    0.14710E+02    0.50290E-01   -0.69774E+02
   470    0.19346E+04    0.14546E+02    0.50460E-01   -0.70155E+02
   471    0.19442E+04    0.14382E+02    0.50630E-01   -0.70500E+02
   472    0.19541E+04    0.14217E+02    0.50801E-01   -0.70818E+02
   473    0.19640E+04    0.14052E+02    0.50973E-01   -0.71099E+02
   474    0.19740E+04    0.13887E+02    0.51146E-01   -0.71353E+02
   475    0.19841E+04    0.13721E+02    0.51319E-01   -0.71571E+02
   476    0.19941E+04    0.13555E+02    0.51493E-01   -0.71754E+02
   477    0.20041E+04    0.13390E+02    0.51668E-01   -0.71913E+02
   478    0.20141E+04    0.13224E+02    0.51844E-01   -0.72029E+02
   479    0.20242E+04    0.13059E+02    0.52020E-01   -0.72126E+02
   480    0.20343E+04    0.12894E+02    0.52197E-01   -0.72184E+02
   481    0.20444E+04    0.12729E+02    0.52375E-01   -0.72207E+02
   482    0.20545E+04    0.12565E+02    0.52553E-01   -0.72201E+02
   483    0.20645E+04    0.12402E+02    0.52732E-01   -0.72167E+02
   484    0.20745E+04    0.12239E+02    0.52912E-01   -0.72100E+02
   485    0.20846E+04    0.12077E+02    0.53092E-01   -0.72000E+02
   486    0.20946E+04    0.11916E+02    0.53273E-01   -0.71870E+02
   487    0.21045E+04    0.11756E+02    0.53454E-01   -0.71710E+02
   488    0.21144E+04    0.11596E+02    0.53636E-01   -0.71518E+02
   489    0.21243E+04    0.11438E+02    0.53819E-01   -0.71296E+02
   490    0.21342E+04    0.11281E+02    0.54002E-01   -0.71043E+02
   491    0.21439E+04    0.11125E+02    0.54185E-01   -0.70761E+02
   492    0.21536E+04    0.10971E+02    0.54369E-01   -0.70450E+02
   493    0.21633E+04    0.10817E+02    0.54554E-01   -0.70108E+02
   494    0.21729E+04    0.10665E+02    0.54739E-01   -0.69738E+02
   495    0.21824E+04    0.10515E+02    0.54925E-01   -0.69338E+02
   496    0.21918E+04    0.10366E+02    0.55111E-01   -0.68910E+02
   497    0.22011E+04    0.10219E+02    0.55297E-01   -0.68454E+02
   498    0.22103E+04    0.10073E+02    0.55484E-01   -0.67971E+02
   499    0.22196E+04    0.99296E+01    0.55671E-01   -0.67458E+02
   500    0.22287E+04    0.97869E+01    0.55858E-01   -0.66920E+02
   501    0.22376E+04    0.96471E+01    0.56046E-01   -0.66355E+02
   502    0.22466E+04    0.95095E+01    0.56234E-01   -0.65763E+02
   503    0.22554E+04    0.93732E+01    0.56422E-01   -0.65145E+02
   504    0.22640E+04    0.92392E+01    0.56610E-01   -0.64501E+02
   505    0.22727E+04    0.91081E+01    0.56799E-01   -0.63834E+02
   506    0.22810E+04    0.89794E+01    0.56988E-01   -0.63141E+02
   507    0.22894E+04    0.88528E+01    0.57177E-01   -0.62424E+02
   508    0.22976E+04    0.87294E+01    0.57366E-01   -0.61683E+02
   509    0.23056E+04    0.86082E+01    0.57555E-01   -0.60921E+02
   510    0.23135E+04    0.84899E+01    0.57744E-01   -0.60136E+02
   511    0.23213E+04    0.83742E+01    0.57933E-01   -0.59329E+02
   512    0.23289E+04    0.82616E+01    0.58122E-01   -0.58501E+02
   513    0.23364E+04    0.81520E+01    0.58312E-01   -0.57652E+02
   514    0.23437E+04    0.80455E+01    0.58501E-01   -0.56784E+02
   515    0.23509E+04    0.79422E+01    0.58690E-01   -0.55896E+02
   516    0.23579E+04    0.78421E+01    0.58879E-01   -0.54988E+02
   517    0.23647E+04    0.77455E+01    0.59067E-01   -0.54063E+02
   518    0.23714E+04    0.76522E+01    0.59256E-01   -0.53119E+02
   519    0.23780E+04    0.75624E+01    0.59444E-01   -0.52158E+02
   520    0.23843E+04    0.74761E+01    0.59632E-01   -0.51180E+02
   521    0.23904E+04    0.73934E+01    0.59820E-01   -0.50187E+02
   522    0.23963E+04    0.73145E+01    0.60008E-01   -0.49178E+02
   523    0.24021E+04    0.72393E+01    0.60195E-01   -0.48154E+02
   524    0.24077E+04    0.71678E+01    0.60382E-01   -0.47116E+02
   525    0.24130E+04    0.71002E+01    0.60568E-01   -0.46063E+02
   526    0.24182E+04    0.70365E+01    0.60754E-01   -0.44997E+02
   527    0.24233E+04    0.69767E+01    0.60939E-01   -0.43919E+02
   528    0.24282E+04    0.69209E+01    0.61124E-01   -0.42830E+02
   529    0.24328E+04    0.68693E+01    0.61309E-01   -0.41728E+02
   530    0.24372E+04    0.68218E+01    0.61493E-01   -0.40618E+02
   531    0.24416E+04    0.67783E+01    0.61676E-01   -0.39495E+02
   532    0.24456E+04    0.67392E+01    0.61859E-01   -0.38363E+02
   533    0.24494E+04    0.67042E+01    0.62041E-01   -0.37223E+02
   534    0.24530E+04    0.66735E+01    0.62223E-01   -0.36075E+02
   535    0.24564E+04    0.66472E+01    0.62404E-01   -0.34919E+02
   536    0.24596E+04    0.66252E+01    0.62584E-01   -0.33755E+02
   537    0.24627E+04    0.66075E+01    0.62764E-01   -0.32585E+02
   538    0.24654E+04    0.65943E+01    0.62942E-01   -0.31409E+02
   539    0.24680E+04    0.65854E+01    0.63120E-01   -0.30227E+02
   540    0.24704E+04    0.65812E+01    0.63298E-01   -0.29041E+02
   541    0.24725E+04    0.65813E+01    0.63474E-01   -0.27851E+02
   542    0.24745E+04    0.65859E+01    0.63650E-01   -0.26657E+02
   543    0.24763E+04    0.65952E+01    0.63824E-01   -0.25460E+02
   544    0.24778E+04    0.66089E+01    0.63998E-01   -0.24261E+02
   545    0.24791E+04    0.66272E+01    0.64171E-01   -0.23060E+02
   546    0.24803E+04    0.66498E+01    0.64343E-01   -0.21857E+02
   547    0.24811E+04    0.66769E+01    0.64514E-01   -0.20653E+02
   548    0.24818E+04    0.67086E+01    0.64685E-01   -0.19449E+02
   549    0.24823E+04    0.67450E+01    0.64854E-01   -0.18245E+02
   550    0.24826E+04    0.67859E+01    0.65022E-01   -0.17042E+02
   551    0.24827E+04    0.68315E+01    0.65190E-01   -0.15840E+02
   552    0.24826E+04    0.68818E+01    0.65356E-01   -0.14641E+02
   553    0.24823E+04    0.69354E+01    0.65521E-01   -0.13444E+02
   554    0.24817E+04    0.69952E+01    0.65685E-01   -0.12251E+02
   555    0.24809E+04    0.70590E+01    0.65849E-01   -0.11063E+02
   556    0.24799E+04    0.71277E+01    0.66011E-01   -0.98790E+01
   557    0.24788E+04    0.72005E+01    0.66172E-01   -0.87021E+01
   558    0.24774E+04    0.72790E+01    0.66332E-01   -0.75314E+01
   559    0.24758E+04    0.73610E+01    0.66490E-01   -0.63678E+01
   560    0.24741E+04    0.74472E+01    0.66648E-01   -0.52129E+01
   561    0.24720E+04    0.75385E+01    0.66805E-01   -0.40668E+01
   562    0.24699E+04    0.76348E+01    0.66960E-01   -0.29304E+01
   563    0.24675E+04    0.77348E+01    0.67114E-01   -0.18023E+01
   564    0.24650E+04    0.78406E+01    0.67267E-01   -0.68778E+00
   565    0.24622E+04    0.79495E+01    0.67419E-01    0.41675E+00
   566    0.24593E+04    0.80636E+01    0.67570E-01    0.15082E+01
   567    0.24562E+04    0.81814E+01    0.67719E-01    0.25872E+01
   568    0.24529E+04    0.83046E+01    0.67867E-01    0.36522E+01
   569    0.24494E+04    0.84324E+01    0.68014E-01    0.47052E+01
   570    0.24458E+04    0.85641E+01    0.68160E-01    0.57411E+01
   571    0.24419E+04    0.87005E+01    0.68304E-01    0.67618E+01
   572    0.24378E+04    0.88409E+01    0.68447E-01    0.77673E+01
   573    0.24337E+04    0.89853E+01    0.68589E-01    0.87552E+01
   574    0.24293E+04    0.91346E+01    0.68729E-01    0.97270E+01
   575    0.24248E+04    0.92872E+01    0.68868E-01    0.10680E+02
   576    0.24202E+04    0.94447E+01    0.69006E-01    0.11616E+02
   577    0.24153E+04    0.96064E+01    0.69142E-01    0.12534E+02
   578    0.24103E+04    0.97716E+01    0.69277E-01    0.13431E+02
   579    0.24052E+04    0.99418E+01    0.69411E-01    0.14310E+02
   580    0.23999E+04    0.10116E+02    0.69543E-01    0.15168E+02
   581    0.23943E+04    0.10293E+02    0.69674E-01    0.16006E+02
   582    0.23887E+04    0.10475E+02    0.69803E-01    0.16823E+02
   583    0.23830E+04    0.10660E+02    0.69931E-01    0.17617E+02
   584    0.23771E+04    0.10850E+02    0.70057E-01    0.18391E+02
   585    0.23711E+04    0.11043E+02    0.70182E-01    0.19142E+02
   586    0.23649E+04    0.11239E+02    0.70306E-01    0.19870E+02
   587    0.23586E+04    0.11439E+02    0.70428E-01    0.20575E+02
   588    0.23522E+04    0.11643E+02    0.70549E-01    0.21256E+02
   589    0.23456E+04    0.11851E+02    0.70668E-01    0.21914E+02
   590    0.23389E+04    0.12061E+02    0.70785E-01    0.22548E+02
   591    0.23321E+04    0.12277E+02    0.70902E-01    0.23158E+02
   592    0.23252E+04    0.12493E+02    0.71016E-01    0.23741E+02
   593    0.23181E+04    0.12715E+02    0.71130E-01    0.24302E+02
   594    0.23109E+04    0.12940E+02    0.71241E-01    0.24836E+02
   595    0.23035E+04    0.13166E+02    0.71351E-01    0.25345E+02
   596    0.22962E+04    0.13398E+02    0.71460E-01    0.25827E+02
   597    0.22887E+04    0.13630E+02    0.71567E-01    0.26285E+02
   598    0.22814E+04    0.13866E+02    0.71673E-01    0.26715E+02
   599    0.22738E+04    0.14105E+02    0.71777E-01    0.27121E+02
   600    0.22660E+04    0.14348E+02    0.71880E-01    0.27499E+02
   601    0.22582E+04    0.14593E+02    0.71981E-01    0.27850E+02
   602    0.22502E+04    0.14839E+02    0.72081E-01    0.28174E+02
   603    0.22422E+04    0.15090E+02    0.72179E-01    0.28472E+02
   604    0.22342E+04    0.15342E+02    0.72276E-01    0.28742E+02
   605    0.22261E+04    0.15596E+02    0.72371E-01    0.28985E+02
   606    0.22179E+04    0.15853E+02    0.72465E-01    0.29199E+02
   607    0.22095E+04    0.16111E+02    0.72557E-01    0.29385E+02
   608    0.22012E+04    0.16373E+02    0.72648E-01    0.29543E+02
   609    0.21929E+04    0.16635E+02    0.72738E-01    0.29672E+02
   610    0.21845E+04    0.16898E+02    0.72826E-01    0.29772E+02
   611    0.21761E+04    0.17165E+02    0.72913E-01    0.29844E+02
   612    0.21676E+04    0.17433E+02    0.72998E-01    0.29887E+02
   613    0.21590E+04    0.17700E+02    0.73082E-01    0.29900E+02
   614    0.21505E+04    0.17971E+02    0.73164E-01    0.29883E+02
   615    0.21419E+04    0.18241E+02    0.73245E-01    0.29838E+02
   616    0.21334E+04    0.18514E+02    0.73325E-01    0.29763E+02
   617    0.21249E+04    0.18788E+02    0.73404E-01    0.29659E+02
   618    0.21163E+04    0.19063E+02    0.73481E-01    0.29524E+02
   619    0.21076E+04    0.19340E+02    0.73557E-01    0.29362E+02
   620    0.20991E+04    0.19616E+02    0.73632E-01    0.29169E+02
   621    0.20905E+04    0.19893E+02    0.73705E-01    0.28946E+02
   622    0.20819E+04    0.20171E+02    0.73778E-01    0.28694E+02
   623    0.20734E+04    0.20448E+02    0.73849E-01    0.28413E+02
   624    0.20648E+04    0.20726E+02    0.73919E-01    0.28102E+02
   625    0.20562E+04    0.21004E+02    0.73987E-01    0.27761E+02
   626    0.20477E+04    0.21282E+02    0.74055E-01    0.27392E+02
   627    0.20393E+04    0.21560E+02    0.74122E-01    0.26992E+02
   628    0.20309E+04    0.21838E+02    0.74187E-01    0.26564E+02
   629    0.20225E+04    0.22115E+02    0.74251E-01    0.26106E+02
   630    0.20141E+04    0.22393E+02    0.74315E-01    0.25618E+02
   631    0.20058E+04    0.22670E+02    0.74377E-01    0.25103E+02
   632    0.19976E+04    0.22946E+02    0.74438E-01    0.24557E+02
   633    0.19893E+04    0.23222E+02    0.74499E-01    0.23984E+02
   634    0.19812E+04    0.23496E+02    0.74558E-01    0.23382E+02
   635    0.19731E+04    0.23771E+02    0.74616E-01    0.22752E+02
   636    0.19650E+04    0.24045E+02    0.74674E-01    0.22095E+02
   637    0.19571E+04    0.24316E+02    0.74730E-01    0.21408E+02
   638    0.19492E+04    0.24588E+02    0.74786E-01    0.20695E+02
   639    0.19414E+04    0.24858E+02    0.74841E-01    0.19954E+02
   640    0.19336E+04    0.25127E+02    0.74895E-01    0.19186E+02
   641    0.19260E+04    0.25395E+02    0.74948E-01    0.18390E+02
   642    0.19183E+04    0.25660E+02    0.75001E-01    0.17569E+02
   643    0.19108E+04    0.25926E+02    0.75052E-01    0.16720E+02
   644    0.19035E+04    0.26187E+02    0.75103E-01    0.15846E+02
   645    0.18961E+04    0.26448E+02    0.75153E-01    0.14945E+02
   646    0.18888E+04    0.26708E+02    0.75203E-01    0.14019E+02
   647    0.18818E+04    0.26965E+02    0.75252E-01    0.13067E+02
   648    0.18747E+04    0.27221E+02    0.75300E-01    0.12091E+02
   649    0.18678E+04    0.27473E+02    0.75348E-01    0.11089E+02
   650    0.18610E+04    0.27724E+02    0.75394E-01    0.10064E+02
   651    0.18542E+04    0.27974E+02    0.75441E-01    0.90140E+01
   652    0.18476E+04    0.28221E+02    0.75487E-01    0.79403E+01
   653    0.18411E+04    0.28465E+02    0.75532E-01    0.68442E+01
   654    0.18347E+04    0.28706E+02    0.75576E-01    0.57263E+01
   655    0.18284E+04    0.28946E+02    0.75621E-01    0.45857E+01
   656    0.18223E+04    0.29183E+02    0.75664E-01    0.34237E+01
   657    0.18163E+04    0.29416E+02    0.75707E-01    0.22416E+01
   658    0.18103E+04    0.29647E+02    0.75750E-01    0.10386E+01
   659    0.18046E+04    0.29875E+02    0.75792E-01   -0.18400E+00
   660    0.17990E+04    0.30099E+02    0.75834E-01   -0.14256E+01
   661    0.17935E+04    0.30320E+02    0.75876E-01   -0.26849E+01
   662    0.17882E+04    0.30539E+02    0.75917E-01   -0.39635E+01
   663    0.17829E+04    0.30754E+02    0.75958E-01   -0.52600E+01
   664    0.17779E+04    0.30964E+02    0.75998E-01   -0.65725E+01
   665    0.17729E+04    0.31171E+02    0.76039E-01   -0.79018E+01
   666    0.17681E+04    0.31375E+02    0.76079E-01   -0.92465E+01
   667    0.17635E+04    0.31575E+02    0.76118E-01   -0.10607E+02
   668    0.17589E+04    0.31771E+02    0.76158E-01   -0.11982E+02
   669    0.17547E+04    0.31963E+02    0.76197E-01   -0.13371E+02
   670    0.17504E+04    0.32150E+02    0.76236E-01   -0.14773E+02
   671    0.17465E+04    0.32335E+02    0.76275E-01   -0.16188E+02
   672    0.17426E+04    0.32515E+02    0.76314E-01   -0.17617E+02
   673    0.17389E+04    0.32691E+02    0.76353E-01   -0.19056E+02
   674    0.17353E+04    0.32862E+02    0.76392E-01   -0.20506E+02
   675    0.17320E+04    0.33029E+02    0.76430E-01   -0.21967E+02
   676    0.17288E+04    0.33192E+02    0.76469E-01   -0.23438E+02
   677    0.17257E+04    0.33350E+02    0.76508E-01   -0.24918E+02
   678    0.17229E+04    0.33502E+02    0.76546E-01   -0.26407E+02
   679    0.17201E+04    0.33651E+02    0.76585E-01   -0.27904E+02
   680    0.17177E+04    0.33796E+02    0.76624E-01   -0.29409E+02
   681    0.17153E+04    0.33935E+02    0.76663E-01   -0.30921E+02
   682    0.17131E+04    0.34069E+02    0.76702E-01   -0.32440E+02
   683    0.17112E+04    0.34200E+02    0.76742E-01   -0.33966E+02
   684    0.17093E+04    0.34324E+02    0.76781E-01   -0.35497E+02
   685    0.17076E+04    0.34444E+02    0.76821E-01   -0.37033E+02
   686    0.17061E+04    0.34558E+02    0.76861E-01   -0.38565E+02
   687    0.17048E+04    0.34668E+02    0.76901E-01   -0.40106E+02
   688    0.17036E+04    0.34773E+02    0.76942E-01   -0.41652E+02
   689    0.17027E+04    0.34872E+02    0.76983E-01   -0.43196E+02
   690    0.17018E+04    0.34967E+02    0.77025E-01   -0.44747E+02
   691    0.17012E+04    0.35055E+02    0.77066E-01   -0.46296E+02
   692    0.17008E+04    0.35140E+02    0.77109E-01   -0.47845E+02
   693    0.17005E+04    0.35219E+02    0.77151E-01   -0.49399E+02
   694    0.17003E+04    0.35292E+02    0.77194E-01   -0.50946E+02
   695    0.17005E+04    0.35362E+02    0.77238E-01   -0.52492E+02
   696    0.17007E+04    0.35425E+02    0.77282E-01   -0.54053E+02
   697    0.17012E+04    0.35483E+02    0.77327E-01   -0.55599E+02
   698    0.17017E+04    0.35535E+02    0.77372E-01   -0.57144E+02
   699    0.17025E+04    0.35583E+02    0.77418E-01   -0.58683E+02
   700    0.17034E+04    0.35625E+02    0.77465E-01   -0.60222E+02
   701    0.17046E+04    0.35662E+02    0.77512E-01   -0.61761E+02
   702    0.17058E+04    0.35694E+02    0.77560E-01   -0.63286E+02
   703    0.17073E+04    0.35720E+02    0.77609E-01   -0.64825E+02
   704    0.17089E+04    0.35741E+02    0.77658E-01   -0.66343E+02
   705    0.17106E+04    0.35757E+02    0.77708E-01   -0.67854E+02
   706    0.17125E+04    0.35767E+02    0.77759E-01   -0.69364E+02
   707    0.17146E+04    0.35772E+02    0.77810E-01   -0.70866E+02
   708    0.17169E+04    0.35773E+02    0.77863E-01   -0.72346E+02
   709    0.17193E+04    0.35767E+02    0.77916E-01   -0.73833E+02
   710    0.17219E+04    0.35756E+02    0.77970E-01   -0.75304E+02
   711    0.17246E+04    0.35740E+02    0.78025E-01   -0.76759E+02
   712    0.17275E+04    0.35719E+02    0.78080E-01   -0.78214E+02
   713    0.17306E+04    0.35692E+02    0.78137E-01   -0.79645E+02
   714    0.17337E+04    0.35661E+02    0.78194E-01   -0.81068E+02
   715    0.17371E+04    0.35624E+02    0.78252E-01   -0.82482E+02
   716    0.17406E+04    0.35581E+02    0.78311E-01   -0.83880E+02
   717    0.17442E+04    0.35534E+02    0.78371E-01   -0.85254E+02
   718    0.17480E+04    0.35482E+02    0.78432E-01   -0.86626E+02
   719    0.17519E+04    0.35423E+02    0.78494E-01   -0.87966E+02
   720    0.17559E+04    0.35360E+02    0.78556E-01   -0.89305E+02
   721    0.17602E+04    0.35292E+02    0.78620E-01   -0.90612E+02
   722    0.17644E+04    0.35219E+02    0.78684E-01   -0.91902E+02
   723    0.17689E+04    0.35141E+02    0.78750E-01   -0.93182E+02
   724    0.17735E+04    0.35058E+02    0.78816E-01   -0.94445E+02
   725    0.17781E+04    0.34971E+02    0.78883E-01   -0.95683E+02
   726    0.17830E+04    0.34879E+02    0.78951E-01   -0.96896E+02
   727    0.17880E+04    0.34782E+02    0.79020E-01   -0.98099E+02
   728    0.17930E+04    0.34678E+02    0.79090E-01   -0.99276E+02
   729    0.17982E+04    0.34571E+02    0.79161E-01   -0.10044E+03
   730    0.18034E+04    0.34459E+02    0.79233E-01   -0.10157E+03
   731    0.18090E+04    0.34342E+02    0.79306E-01   -0.10268E+03
   732    0.18145E+04    0.34222E+02    0.79380E-01   -0.10376E+03
   733    0.18202E+04    0.34095E+02    0.79454E-01   -0.10483E+03
   734    0.18259E+04    0.33965E+02    0.79530E-01   -0.10586E+03
   735    0.18318E+04    0.33829E+02    0.79607E-01   -0.10689E+03
   736    0.18377E+04    0.33689E+02    0.79684E-01   -0.10788E+03
   737    0.18438E+04    0.33546E+02    0.79762E-01   -0.10885E+03
   738    0.18499E+04    0.33399E+02    0.79842E-01   -0.10978E+03
   739    0.18561E+04    0.33246E+02    0.79922E-01   -0.11070E+03
   740    0.18624E+04    0.33089E+02    0.80003E-01   -0.11159E+03
   741    0.18688E+04    0.32927E+02    0.80085E-01   -0.11246E+03
   742    0.18753E+04    0.32764E+02    0.80168E-01   -0.11329E+03
   743    0.18819E+04    0.32597E+02    0.80252E-01   -0.11410E+03
   744    0.18886E+04    0.32424E+02    0.80337E-01   -0.11488E+03
   745    0.18954E+04    0.32248E+02    0.80423E-01   -0.11565E+03
   746    0.19021E+04    0.32069E+02    0.80509E-01   -0.11636E+03
   747    0.19089E+04    0.31885E+02    0.80597E-01   -0.11706E+03
   748    0.19159E+04    0.31698E+02    0.80685E-01   -0.11774E+03
   749    0.19229E+04    0.31506E+02    0.80774E-01   -0.11839E+03
   750    0.19300E+04    0.31312E+02    0.80864E-01   -0.11901E+03
   751    0.19371E+04    0.31113E+02    0.80956E-01   -0.11960E+03
   752    0.19443E+04    0.30913E+02    0.81047E-01   -0.12016E+03
   753    0.19516E+04    0.30708E+02    0.81140E-01   -0.12069E+03
   754    0.19588E+04    0.30501E+02    0.81234E-01   -0.12119E+03
   755    0.19662E+04    0.30290E+02    0.81328E-01   -0.12166E+03
   756    0.19735E+04    0.30076E+02    0.81424E-01   -0.12211E+03
   757    0.19810E+04    0.29860E+02    0.81520E-01   -0.12251E+03
   758    0.19884E+04    0.29641E+02    0.81617E-01   -0.12289E+03
   759    0.19959E+04    0.29419E+02    0.81715E-01   -0.12324E+03
   760    0.20034E+04    0.29195E+02    0.81814E-01   -0.12356E+03
   761    0.20108E+04    0.28969E+02    0.81914E-01   -0.12386E+03
   762    0.20184E+04    0.28740E+02    0.82014E-01   -0.12411E+03
   763    0.20259E+04    0.28510E+02    0.82115E-01   -0.12434E+03
   764    0.20335E+04    0.28277E+02    0.82218E-01   -0.12454E+03
   765    0.20410E+04    0.28042E+02    0.82320E-01   -0.12471E+03
   766    0.20486E+04    0.27807E+02    0.82424E-01   -0.12484E+03
   767    0.20561E+04    0.27569E+02    0.82529E-01   -0.12495E+03
   768    0.20636E+04    0.27330E+02    0.82634E-01   -0.12501E+03
   769    0.20712E+04    0.27088E+02    0.82740E-01   -0.12505E+03
   770    0.20786E+04    0.26846E+02    0.82846E-01   -0.12506E+03
   771    0.20861E+04    0.26603E+02    0.82954E-01   -0.12504E+03
   772    0.20935E+04    0.26358E+02    0.83062E-01   -0.12497E+03
   773    0.21010E+04    0.26113E+02    0.83171E-01   -0.12488E+03
   774    0.21083E+04    0.25867E+02    0.83281E-01   -0.12477E+03
   775    0.21157E+04    0.25620E+02    0.83391E-01   -0.12462E+03
   776    0.21230E+04    0.25373E+02    0.83502E-01   -0.12443E+03
   777    0.21302E+04    0.25125E+02    0.83613E-01   -0.12422E+03
   778    0.21376E+04    0.24877E+02    0.83725E-01   -0.12396E+03
   779    0.21447E+04    0.24628E+02    0.83838E-01   -0.12369E+03
   780    0.21518E+04    0.24378E+02    0.83951E-01   -0.12338E+03
   781    0.21589E+04    0.24130E+02    0.84065E-01   -0.12304E+03
   782    0.21659E+04    0.23881E+02    0.84179E-01   -0.12268E+03
   783    0.21728E+04    0.23632E+02    0.84294E-01   -0.12228E+03
   784    0.21797E+04    0.23383E+02    0.84410E-01   -0.12184E+03
