#    L    TT             EE             TE             PP             TP          
   552    0.24973E+04    0.64951E+01   -0.14532E+02    0.73265E+06   -0.13004E+03
   553    0.24971E+04    0.65471E+01   -0.13281E+02    0.73046E+06   -0.12911E+03
   554    0.24966E+04    0.66054E+01   -0.12034E+02    0.72828E+06   -0.12817E+03
   555    0.24959E+04    0.66681E+01   -0.10791E+02    0.72611E+06   -0.12721E+03
   556    0.24950E+04    0.67357E+01   -0.95521E+01    0.72394E+06   -0.12624E+03
   557    0.24939E+04    0.68076E+01   -0.83201E+01    0.72179E+06   -0.12527E+03
   558    0.24925E+04    0.68854E+01   -0.70942E+01    0.71964E+06   -0.12428E+03
   559    0.24909E+04    0.69669E+01   -0.58753E+01    0.71751E+06   -0.12328E+03
   560    0.24892E+04    0.70528E+01   -0.46649E+01    0.71538E+06   -0.12227E+03
   561    0.24872E+04    0.71440E+01   -0.34633E+01    0.71326E+06   -0.12124E+03
   562    0.24851E+04    0.72404E+01   -0.22713E+01    0.71115E+06   -0.12021E+03
   563    0.24827E+04    0.73406E+01   -0.10875E+01    0.70905E+06   -0.11917E+03
   564    0.24802E+04    0.74469E+01    0.82690E-01    0.70696E+06   -0.11811E+03
   565    0.24774E+04    0.75564E+01    0.12429E+01    0.70487E+06   -0.11705E+03
   566    0.24745E+04    0.76713E+01    0.23899E+01    0.70280E+06   -0.11597E+03
   567    0.24713E+04    0.77903E+01    0.35244E+01    0.70073E+06   -0.11488E+03
   568    0.24680E+04    0.79147E+01    0.46448E+01    0.69867E+06   -0.11379E+03
   569    0.24645E+04    0.80440E+01    0.57531E+01    0.69662E+06   -0.11268E+03
   570    0.24608E+04    0.81773E+01    0.68440E+01    0.69458E+06   -0.11156E+03
   571    0.24568E+04    0.83156E+01    0.79196E+01    0.69255E+06   -0.11044E+03
   572    0.24527E+04    0.84581E+01    0.89798E+01    0.69052E+06   -0.10930E+03
   573    0.24485E+04    0.86048E+01    0.10022E+02    0.68851E+06   -0.10816E+03
   574    0.24440E+04    0.87566E+01    0.11048E+02    0.68650E+06   -0.10700E+03
   575    0.24394E+04    0.89119E+01    0.12055E+02    0.68450E+06   -0.10584E+03
   576    0.24347E+04    0.90723E+01    0.13045E+02    0.68251E+06   -0.10467E+03
   577    0.24296E+04    0.92372E+01    0.14015E+02    0.68052E+06   -0.10348E+03
   578    0.24245E+04    0.94057E+01    0.14966E+02    0.67855E+06   -0.10229E+03
   579    0.24192E+04    0.95795E+01    0.15897E+02    0.67658E+06   -0.10109E+03
   580    0.24139E+04    0.97571E+01    0.16806E+02    0.67462E+06   -0.99885E+02
   581    0.24081E+04    0.99384E+01    0.17696E+02    0.67267E+06   -0.98668E+02
   582    0.24023E+04    0.10124E+02    0.18563E+02    0.67072E+06   -0.97443E+02
   583    0.23964E+04    0.10314E+02    0.19408E+02    0.66879E+06   -0.96210E+02
   584    0.23904E+04    0.10508E+02    0.20231E+02    0.66686E+06   -0.94969E+02
   585    0.23842E+04    0.10706E+02    0.21031E+02    0.66494E+06   -0.93719E+02
   586    0.23778E+04    0.10907E+02    0.21808E+02    0.66303E+06   -0.92462E+02
   587    0.23714E+04    0.11113E+02    0.22561E+02    0.66112E+06   -0.91198E+02
   588    0.23647E+04    0.11323E+02    0.23289E+02    0.65923E+06   -0.89925E+02
   589    0.23579E+04    0.11536E+02    0.23993E+02    0.65734E+06   -0.88646E+02
   590    0.23510E+04    0.11752E+02    0.24673E+02    0.65546E+06   -0.87359E+02
   591    0.23439E+04    0.11974E+02    0.25327E+02    0.65358E+06   -0.86065E+02
   592    0.23368E+04    0.12197E+02    0.25955E+02    0.65172E+06   -0.84763E+02
   593    0.23295E+04    0.12425E+02    0.26559E+02    0.64986E+06   -0.83455E+02
   594    0.23220E+04    0.12657E+02    0.27135E+02    0.64801E+06   -0.82140E+02
   595    0.23144E+04    0.12890E+02    0.27686E+02    0.64616E+06   -0.80819E+02
   596    0.23068E+04    0.13129E+02    0.28209E+02    0.64433E+06   -0.79491E+02
   597    0.22991E+04    0.13368E+02    0.28705E+02    0.64250E+06   -0.78156E+02
   598    0.22914E+04    0.13612E+02    0.29175E+02    0.64068E+06   -0.76816E+02
   599    0.22835E+04    0.13859E+02    0.29618E+02    0.63886E+06   -0.75469E+02
   600    0.22754E+04    0.14109E+02    0.30033E+02    0.63706E+06   -0.74116E+02
   601    0.22673E+04    0.14362E+02    0.30420E+02    0.63526E+06   -0.72757E+02
   602    0.22591E+04    0.14617E+02    0.30778E+02    0.63346E+06   -0.71393E+02
   603    0.22507E+04    0.14876E+02    0.31110E+02    0.63168E+06   -0.70023E+02
   604    0.22424E+04    0.15137E+02    0.31412E+02    0.62990E+06   -0.68647E+02
   605    0.22340E+04    0.15400E+02    0.31686E+02    0.62813E+06   -0.67266E+02
   606    0.22255E+04    0.15666E+02    0.31930E+02    0.62637E+06   -0.65880E+02
   607    0.22167E+04    0.15934E+02    0.32145E+02    0.62461E+06   -0.64489E+02
   608    0.22081E+04    0.16205E+02    0.32330E+02    0.62286E+06   -0.63093E+02
   609    0.21995E+04    0.16476E+02    0.32486E+02    0.62112E+06   -0.61693E+02
   610    0.21907E+04    0.16750E+02    0.32611E+02    0.61938E+06   -0.60287E+02
   611    0.21819E+04    0.17026E+02    0.32706E+02    0.61765E+06   -0.58878E+02
   612    0.21731E+04    0.17305E+02    0.32772E+02    0.61593E+06   -0.57463E+02
   613    0.21641E+04    0.17582E+02    0.32806E+02    0.61421E+06   -0.56045E+02
   614    0.21553E+04    0.17863E+02    0.32809E+02    0.61251E+06   -0.54623E+02
   615    0.21463E+04    0.18144E+02    0.32782E+02    0.61080E+06   -0.53197E+02
   616    0.21373E+04    0.18428E+02    0.32724E+02    0.60911E+06   -0.51767E+02
   617    0.21284E+04    0.18713E+02    0.32636E+02    0.60742E+06   -0.50333E+02
   618    0.21195E+04    0.18999E+02    0.32516E+02    0.60574E+06   -0.48896E+02
   619    0.21104E+04    0.19287E+02    0.32366E+02    0.60407E+06   -0.47456E+02
   620    0.21015E+04    0.19574E+02    0.32185E+02    0.60240E+06   -0.46012E+02
   621    0.20925E+04    0.19863E+02    0.31972E+02    0.60074E+06   -0.44566E+02
   622    0.20835E+04    0.20152E+02    0.31728E+02    0.59908E+06   -0.43116E+02
   623    0.20746E+04    0.20441E+02    0.31454E+02    0.59743E+06   -0.41664E+02
   624    0.20656E+04    0.20731E+02    0.31149E+02    0.59579E+06   -0.40209E+02
   625    0.20566E+04    0.21021E+02    0.30812E+02    0.59416E+06   -0.38751E+02
   626    0.20477E+04    0.21311E+02    0.30445E+02    0.59253E+06   -0.37292E+02
   627    0.20389E+04    0.21602E+02    0.30046E+02    0.59090E+06   -0.35830E+02
   628    0.20301E+04    0.21892E+02    0.29617E+02    0.58929E+06   -0.34366E+02
   629    0.20213E+04    0.22182E+02    0.29157E+02    0.58768E+06   -0.32900E+02
   630    0.20125E+04    0.22471E+02    0.28665E+02    0.58608E+06   -0.31432E+02
   631    0.20037E+04    0.22761E+02    0.28144E+02    0.58448E+06   -0.29962E+02
   632    0.19951E+04    0.23050E+02    0.27592E+02    0.58289E+06   -0.28491E+02
   633    0.19864E+04    0.23339E+02    0.27010E+02    0.58130E+06   -0.27019E+02
   634    0.19779E+04    0.23626E+02    0.26398E+02    0.57973E+06   -0.25546E+02
   635    0.19695E+04    0.23913E+02    0.25756E+02    0.57815E+06   -0.24071E+02
   636    0.19609E+04    0.24200E+02    0.25085E+02    0.57659E+06   -0.22596E+02
   637    0.19526E+04    0.24485E+02    0.24384E+02    0.57503E+06   -0.21119E+02
   638    0.19443E+04    0.24770E+02    0.23654E+02    0.57348E+06   -0.19642E+02
   639    0.19361E+04    0.25052E+02    0.22894E+02    0.57193E+06   -0.18165E+02
   640    0.19279E+04    0.25335E+02    0.22106E+02    0.57039E+06   -0.16687E+02
   641    0.19199E+04    0.25616E+02    0.21289E+02    0.56885E+06   -0.15209E+02
   642    0.19118E+04    0.25894E+02    0.20443E+02    0.56732E+06   -0.13731E+02
   643    0.19039E+04    0.26173E+02    0.19570E+02    0.56580E+06   -0.12253E+02
   644    0.18961E+04    0.26448E+02    0.18669E+02    0.56428E+06   -0.10775E+02
   645    0.18884E+04    0.26722E+02    0.17740E+02    0.56277E+06   -0.92970E+01
   646    0.18807E+04    0.26995E+02    0.16784E+02    0.56126E+06   -0.78198E+01
   647    0.18733E+04    0.27265E+02    0.15800E+02    0.55976E+06   -0.63433E+01
   648    0.18658E+04    0.27535E+02    0.14791E+02    0.55827E+06   -0.48675E+01
   649    0.18585E+04    0.27801E+02    0.13754E+02    0.55678E+06   -0.33926E+01
   650    0.18513E+04    0.28065E+02    0.12692E+02    0.55530E+06   -0.19188E+01
   651    0.18442E+04    0.28328E+02    0.11604E+02    0.55382E+06   -0.44613E+00
   652    0.18372E+04    0.28588E+02    0.10491E+02    0.55235E+06    0.10252E+01
   653    0.18304E+04    0.28845E+02    0.93533E+01    0.55088E+06    0.24949E+01
   654    0.18236E+04    0.29100E+02    0.81924E+01    0.54942E+06    0.39628E+01
   655    0.18169E+04    0.29353E+02    0.70072E+01    0.54797E+06    0.54288E+01
   656    0.18105E+04    0.29602E+02    0.57989E+01    0.54652E+06    0.68926E+01
   657    0.18041E+04    0.29849E+02    0.45691E+01    0.54508E+06    0.83540E+01
   658    0.17977E+04    0.30093E+02    0.33168E+01    0.54364E+06    0.98128E+01
   659    0.17917E+04    0.30334E+02    0.20433E+01    0.54221E+06    0.11269E+02
   660    0.17858E+04    0.30571E+02    0.74930E+00    0.54078E+06    0.12722E+02
   661    0.17800E+04    0.30804E+02   -0.56392E+00    0.53936E+06    0.14172E+02
   662    0.17743E+04    0.31035E+02   -0.18980E+01    0.53794E+06    0.15618E+02
   663    0.17687E+04    0.31263E+02   -0.32515E+01    0.53653E+06    0.17061E+02
   664    0.17634E+04    0.31486E+02   -0.46224E+01    0.53513E+06    0.18501E+02
   665    0.17581E+04    0.31705E+02   -0.60116E+01    0.53373E+06    0.19936E+02
   666    0.17530E+04    0.31921E+02   -0.74177E+01    0.53233E+06    0.21367E+02
   667    0.17481E+04    0.32133E+02   -0.88408E+01    0.53094E+06    0.22794E+02
   668    0.17432E+04    0.32341E+02   -0.10280E+02    0.52956E+06    0.24216E+02
   669    0.17387E+04    0.32545E+02   -0.11735E+02    0.52818E+06    0.25633E+02
   670    0.17342E+04    0.32744E+02   -0.13204E+02    0.52681E+06    0.27046E+02
   671    0.17300E+04    0.32941E+02   -0.14687E+02    0.52544E+06    0.28453E+02
   672    0.17258E+04    0.33131E+02   -0.16185E+02    0.52408E+06    0.29855E+02
   673    0.17219E+04    0.33319E+02   -0.17695E+02    0.52272E+06    0.31251E+02
   674    0.17181E+04    0.33501E+02   -0.19218E+02    0.52137E+06    0.32642E+02
   675    0.17146E+04    0.33679E+02   -0.20752E+02    0.52002E+06    0.34027E+02
   676    0.17111E+04    0.33853E+02   -0.22297E+02    0.51868E+06    0.35405E+02
   677    0.17078E+04    0.34021E+02   -0.23853E+02    0.51734E+06    0.36777E+02
   678    0.17048E+04    0.34184E+02   -0.25420E+02    0.51601E+06    0.38143E+02
   679    0.17018E+04    0.34344E+02   -0.26995E+02    0.51468E+06    0.39502E+02
   680    0.16992E+04    0.34498E+02   -0.28580E+02    0.51336E+06    0.40854E+02
   681    0.16967E+04    0.34647E+02   -0.30171E+02    0.51204E+06    0.42198E+02
   682    0.16943E+04    0.34791E+02   -0.31772E+02    0.51073E+06    0.43536E+02
   683    0.16922E+04    0.34931E+02   -0.33380E+02    0.50942E+06    0.44865E+02
   684    0.16902E+04    0.35064E+02   -0.34995E+02    0.50812E+06    0.46187E+02
   685    0.16883E+04    0.35193E+02   -0.36616E+02    0.50682E+06    0.47502E+02
   686    0.16867E+04    0.35316E+02   -0.38234E+02    0.50552E+06    0.48807E+02
   687    0.16853E+04    0.35435E+02   -0.39860E+02    0.50424E+06    0.50105E+02
   688    0.16840E+04    0.35548E+02   -0.41494E+02    0.50295E+06    0.51394E+02
   689    0.16830E+04    0.35655E+02   -0.43126E+02    0.50167E+06    0.52674E+02
   690    0.16820E+04    0.35758E+02   -0.44766E+02    0.50040E+06    0.53946E+02
   691    0.16813E+04    0.35854E+02   -0.46405E+02    0.49913E+06    0.55208E+02
   692    0.16808E+04    0.35946E+02   -0.48044E+02    0.49787E+06    0.56461E+02
   693    0.16805E+04    0.36032E+02   -0.49690E+02    0.49661E+06    0.57704E+02
   694    0.16803E+04    0.36112E+02   -0.51328E+02    0.49535E+06    0.58938E+02
   695    0.16804E+04    0.36188E+02   -0.52967E+02    0.49410E+06    0.60161E+02
   696    0.16806E+04    0.36257E+02   -0.54621E+02    0.49285E+06    0.61375E+02
   697    0.16810E+04    0.36321E+02   -0.56260E+02    0.49161E+06    0.62578E+02
   698    0.16816E+04    0.36379E+02   -0.57900E+02    0.49038E+06    0.63771E+02
   699    0.16823E+04    0.36432E+02   -0.59533E+02    0.48914E+06    0.64953E+02
   700    0.16833E+04    0.36479E+02   -0.61167E+02    0.48792E+06    0.66124E+02
   701    0.16845E+04    0.36520E+02   -0.62801E+02    0.48669E+06    0.67283E+02
   702    0.16858E+04    0.36557E+02   -0.64422E+02    0.48547E+06    0.68432E+02
   703    0.16873E+04    0.36587E+02   -0.66058E+02    0.48426E+06    0.69570E+02
   704    0.16890E+04    0.36613E+02   -0.67672E+02    0.48305E+06    0.70696E+02
   705    0.16907E+04    0.36631E+02   -0.69280E+02    0.48184E+06    0.71811E+02
   706    0.16928E+04    0.36645E+02   -0.70887E+02    0.48064E+06    0.72916E+02
   707    0.16949E+04    0.36653E+02   -0.72486E+02    0.47944E+06    0.74009E+02
   708    0.16974E+04    0.36656E+02   -0.74063E+02    0.47825E+06    0.75091E+02
   709    0.16999E+04    0.36653E+02   -0.75648E+02    0.47706E+06    0.76162E+02
   710    0.17026E+04    0.36644E+02   -0.77216E+02    0.47588E+06    0.77222E+02
   711    0.17055E+04    0.36629E+02   -0.78769E+02    0.47470E+06    0.78270E+02
   712    0.17085E+04    0.36610E+02   -0.80321E+02    0.47352E+06    0.79308E+02
   713    0.17118E+04    0.36584E+02   -0.81850E+02    0.47235E+06    0.80335E+02
   714    0.17151E+04    0.36553E+02   -0.83370E+02    0.47118E+06    0.81350E+02
   715    0.17187E+04    0.36516E+02   -0.84881E+02    0.47002E+06    0.82355E+02
   716    0.17224E+04    0.36473E+02   -0.86376E+02    0.46886E+06    0.83348E+02
   717    0.17262E+04    0.36426E+02   -0.87846E+02    0.46771E+06    0.84330E+02
   718    0.17302E+04    0.36373E+02   -0.89315E+02    0.46655E+06    0.85302E+02
   719    0.17344E+04    0.36312E+02   -0.90752E+02    0.46541E+06    0.86262E+02
   720    0.17386E+04    0.36247E+02   -0.92186E+02    0.46427E+06    0.87211E+02
   721    0.17432E+04    0.36178E+02   -0.93589E+02    0.46313E+06    0.88149E+02
   722    0.17477E+04    0.36103E+02   -0.94973E+02    0.46199E+06    0.89077E+02
   723    0.17525E+04    0.36022E+02   -0.96348E+02    0.46086E+06    0.89993E+02
   724    0.17573E+04    0.35936E+02   -0.97704E+02    0.45974E+06    0.90898E+02
   725    0.17623E+04    0.35845E+02   -0.99036E+02    0.45861E+06    0.91792E+02
   726    0.17675E+04    0.35751E+02   -0.10034E+03    0.45749E+06    0.92675E+02
   727    0.17728E+04    0.35649E+02   -0.10164E+03    0.45638E+06    0.93547E+02
   728    0.17782E+04    0.35541E+02   -0.10290E+03    0.45527E+06    0.94409E+02
   729    0.17837E+04    0.35429E+02   -0.10415E+03    0.45416E+06    0.95259E+02
   730    0.17893E+04    0.35312E+02   -0.10538E+03    0.45306E+06    0.96098E+02
   731    0.17952E+04    0.35189E+02   -0.10658E+03    0.45196E+06    0.96926E+02
   732    0.18011E+04    0.35063E+02   -0.10775E+03    0.45087E+06    0.97744E+02
   733    0.18072E+04    0.34931E+02   -0.10891E+03    0.44978E+06    0.98550E+02
   734    0.18134E+04    0.34794E+02   -0.11002E+03    0.44869E+06    0.99345E+02
   735    0.18197E+04    0.34651E+02   -0.11113E+03    0.44760E+06    0.10013E+03
   736    0.18260E+04    0.34504E+02   -0.11220E+03    0.44652E+06    0.10090E+03
   737    0.18325E+04    0.34353E+02   -0.11326E+03    0.44545E+06    0.10167E+03
   738    0.18391E+04    0.34198E+02   -0.11428E+03    0.44438E+06    0.10242E+03
   739    0.18457E+04    0.34037E+02   -0.11527E+03    0.44331E+06    0.10316E+03
   740    0.18525E+04    0.33872E+02   -0.11624E+03    0.44224E+06    0.10389E+03
   741    0.18594E+04    0.33701E+02   -0.11719E+03    0.44118E+06    0.10461E+03
   742    0.18664E+04    0.33528E+02   -0.11810E+03    0.44012E+06    0.10531E+03
   743    0.18735E+04    0.33351E+02   -0.11899E+03    0.43907E+06    0.10601E+03
   744    0.18807E+04    0.33169E+02   -0.11984E+03    0.43802E+06    0.10670E+03
   745    0.18879E+04    0.32983E+02   -0.12068E+03    0.43697E+06    0.10737E+03
   746    0.18952E+04    0.32792E+02   -0.12147E+03    0.43593E+06    0.10804E+03
   747    0.19025E+04    0.32597E+02   -0.12224E+03    0.43489E+06    0.10869E+03
   748    0.19100E+04    0.32399E+02   -0.12298E+03    0.43385E+06    0.10933E+03
   749    0.19176E+04    0.32196E+02   -0.12370E+03    0.43282E+06    0.10996E+03
   750    0.19252E+04    0.31989E+02   -0.12439E+03    0.43179E+06    0.11058E+03
   751    0.19329E+04    0.31779E+02   -0.12504E+03    0.43077E+06    0.11119E+03
   752    0.19407E+04    0.31566E+02   -0.12566E+03    0.42975E+06    0.11179E+03
   753    0.19485E+04    0.31348E+02   -0.12625E+03    0.42873E+06    0.11238E+03
   754    0.19564E+04    0.31127E+02   -0.12681E+03    0.42771E+06    0.11296E+03
   755    0.19644E+04    0.30903E+02   -0.12734E+03    0.42670E+06    0.11353E+03
   756    0.19722E+04    0.30676E+02   -0.12784E+03    0.42569E+06    0.11408E+03
   757    0.19803E+04    0.30446E+02   -0.12830E+03    0.42469E+06    0.11463E+03
   758    0.19883E+04    0.30212E+02   -0.12873E+03    0.42369E+06    0.11516E+03
   759    0.19964E+04    0.29975E+02   -0.12913E+03    0.42269E+06    0.11568E+03
   760    0.20045E+04    0.29736E+02   -0.12950E+03    0.42169E+06    0.11619E+03
   761    0.20126E+04    0.29495E+02   -0.12984E+03    0.42070E+06    0.11670E+03
   762    0.20209E+04    0.29251E+02   -0.13014E+03    0.41971E+06    0.11719E+03
   763    0.20290E+04    0.29005E+02   -0.13041E+03    0.41873E+06    0.11767E+03
   764    0.20372E+04    0.28756E+02   -0.13065E+03    0.41775E+06    0.11813E+03
   765    0.20454E+04    0.28505E+02   -0.13086E+03    0.41677E+06    0.11859E+03
   766    0.20536E+04    0.28253E+02   -0.13103E+03    0.41579E+06    0.11904E+03
   767    0.20618E+04    0.27999E+02   -0.13117E+03    0.41482E+06    0.11947E+03
   768    0.20700E+04    0.27742E+02   -0.13126E+03    0.41385E+06    0.11990E+03
   769    0.20782E+04    0.27483E+02   -0.13133E+03    0.41289E+06    0.12031E+03
   770    0.20863E+04    0.27224E+02   -0.13137E+03    0.41192E+06    0.12071E+03
   771    0.20944E+04    0.26963E+02   -0.13137E+03    0.41096E+06    0.12111E+03
   772    0.21025E+04    0.26701E+02   -0.13133E+03    0.41001E+06    0.12149E+03
   773    0.21106E+04    0.26438E+02   -0.13126E+03    0.40906E+06    0.12186E+03
   774    0.21187E+04    0.26173E+02   -0.13116E+03    0.40811E+06    0.12222E+03
   775    0.21268E+04    0.25908E+02   -0.13103E+03    0.40716E+06    0.12256E+03
   776    0.21347E+04    0.25642E+02   -0.13086E+03    0.40622E+06    0.12290E+03
   777    0.21426E+04    0.25375E+02   -0.13065E+03    0.40528E+06    0.12323E+03
   778    0.21507E+04    0.25108E+02   -0.13041E+03    0.40434E+06    0.12354E+03
   779    0.21585E+04    0.24840E+02   -0.13014E+03    0.40340E+06    0.12385E+03
   780    0.21662E+04    0.24571E+02   -0.12983E+03    0.40247E+06    0.12414E+03
   781    0.21740E+04    0.24303E+02   -0.12950E+03    0.40155E+06    0.12442E+03
   782    0.21817E+04    0.24034E+02   -0.12914E+03    0.40062E+06    0.12469E+03
   783    0.21894E+04    0.23766E+02   -0.12873E+03    0.39970E+06    0.12495E+03
   784    0.21970E+04    0.23497E+02   -0.12829E+03    0.39878E+06    0.12520E+03
   785    0.22044E+04    0.23229E+02   -0.12782E+03    0.39786E+06    0.12544E+03
   786    0.22119E+04    0.22960E+02   -0.12730E+03    0.39695E+06    0.12567E+03
   787    0.22192E+04    0.22693E+02   -0.12675E+03    0.39604E+06    0.12588E+03
   788    0.22265E+04    0.22425E+02   -0.12618E+03    0.39513E+06    0.12609E+03
   789    0.22336E+04    0.22156E+02   -0.12558E+03    0.39423E+06    0.12628E+03
   790    0.22408E+04    0.21891E+02   -0.12494E+03    0.39333E+06    0.12647E+03
   791    0.22479E+04    0.21625E+02   -0.12426E+03    0.39243E+06    0.12664E+03
   792    0.22548E+04    0.21361E+02   -0.12356E+03    0.39153E+06    0.12680E+03
   793    0.22617E+04    0.21098E+02   -0.12281E+03    0.39064E+06    0.12695E+03
   794    0.22683E+04    0.20836E+02   -0.12205E+03    0.38975E+06    0.12709E+03
   795    0.22750E+04    0.20575E+02   -0.12124E+03    0.38886E+06    0.12722E+03
   796    0.22816E+04    0.20316E+02   -0.12041E+03    0.38798E+06    0.12734E+03
   797    0.22880E+04    0.20057E+02   -0.11955E+03    0.38709E+06    0.12744E+03
   798    0.22943E+04    0.19800E+02   -0.11866E+03    0.38622E+06    0.12754E+03
   799    0.23006E+04    0.19545E+02   -0.11774E+03    0.38534E+06    0.12762E+03
   800    0.23068E+04    0.19291E+02   -0.11678E+03    0.38447E+06    0.12769E+03
   801    0.23128E+04    0.19039E+02   -0.11581E+03    0.38359E+06    0.12776E+03
   802    0.23186E+04    0.18789E+02   -0.11478E+03    0.38273E+06    0.12781E+03
   803    0.23245E+04    0.18539E+02   -0.11375E+03    0.38186E+06    0.12785E+03
   804    0.23301E+04    0.18293E+02   -0.11267E+03    0.38100E+06    0.12788E+03
   805    0.23357E+04    0.18049E+02   -0.11157E+03    0.38014E+06    0.12789E+03
   806    0.23411E+04    0.17806E+02   -0.11045E+03    0.37928E+06    0.12790E+03
   807    0.23464E+04    0.17567E+02   -0.10930E+03    0.37843E+06    0.12790E+03
   808    0.23515E+04    0.17330E+02   -0.10811E+03    0.37757E+06    0.12789E+03
   809    0.23565E+04    0.17096E+02   -0.10691E+03    0.37673E+06    0.12786E+03
   810    0.23614E+04    0.16865E+02   -0.10567E+03    0.37588E+06    0.12783E+03
   811    0.23661E+04    0.16637E+02   -0.10441E+03    0.37503E+06    0.12778E+03
   812    0.23706E+04    0.16413E+02   -0.10313E+03    0.37419E+06    0.12773E+03
   813    0.23750E+04    0.16190E+02   -0.10182E+03    0.37335E+06    0.12766E+03
   814    0.23794E+04    0.15972E+02   -0.10049E+03    0.37252E+06    0.12759E+03
   815    0.23836E+04    0.15756E+02   -0.99139E+02    0.37168E+06    0.12750E+03
   816    0.23874E+04    0.15545E+02   -0.97764E+02    0.37085E+06    0.12740E+03
   817    0.23912E+04    0.15336E+02   -0.96367E+02    0.37002E+06    0.12730E+03
   818    0.23950E+04    0.15132E+02   -0.94949E+02    0.36920E+06    0.12718E+03
   819    0.23985E+04    0.14932E+02   -0.93509E+02    0.36837E+06    0.12706E+03
   820    0.24019E+04    0.14735E+02   -0.92049E+02    0.36755E+06    0.12692E+03
   821    0.24050E+04    0.14541E+02   -0.90570E+02    0.36673E+06    0.12677E+03
   822    0.24081E+04    0.14354E+02   -0.89071E+02    0.36592E+06    0.12662E+03
   823    0.24109E+04    0.14169E+02   -0.87553E+02    0.36511E+06    0.12646E+03
   824    0.24135E+04    0.13989E+02   -0.86017E+02    0.36429E+06    0.12628E+03
   825    0.24160E+04    0.13813E+02   -0.84463E+02    0.36349E+06    0.12610E+03
   826    0.24183E+04    0.13642E+02   -0.82892E+02    0.36268E+06    0.12590E+03
   827    0.24204E+04    0.13475E+02   -0.81306E+02    0.36188E+06    0.12570E+03
   828    0.24224E+04    0.13314E+02   -0.79703E+02    0.36107E+06    0.12549E+03
   829    0.24242E+04    0.13157E+02   -0.78085E+02    0.36027E+06    0.12527E+03
   830    0.24258E+04    0.13004E+02   -0.76454E+02    0.35948E+06    0.12504E+03
   831    0.24272E+04    0.12857E+02   -0.74808E+02    0.35868E+06    0.12480E+03
   832    0.24285E+04    0.12713E+02   -0.73149E+02    0.35789E+06    0.12455E+03
   833    0.24296E+04    0.12575E+02   -0.71477E+02    0.35710E+06    0.12430E+03
   834    0.24304E+04    0.12442E+02   -0.69793E+02    0.35632E+06    0.12403E+03
   835    0.24311E+04    0.12315E+02   -0.68096E+02    0.35553E+06    0.12376E+03
   836    0.24315E+04    0.12191E+02   -0.66388E+02    0.35475E+06    0.12347E+03
   837    0.24319E+04    0.12074E+02   -0.64670E+02    0.35397E+06    0.12318E+03
   838    0.24320E+04    0.11961E+02   -0.62940E+02    0.35319E+06    0.12288E+03
   839    0.24318E+04    0.11854E+02   -0.61200E+02    0.35242E+06    0.12257E+03
   840    0.24316E+04    0.11753E+02   -0.59452E+02    0.35164E+06    0.12225E+03
   841    0.24312E+04    0.11656E+02   -0.57696E+02    0.35087E+06    0.12193E+03
   842    0.24305E+04    0.11565E+02   -0.55929E+02    0.35010E+06    0.12159E+03
   843    0.24297E+04    0.11479E+02   -0.54158E+02    0.34934E+06    0.12125E+03
   844    0.24285E+04    0.11399E+02   -0.52378E+02    0.34857E+06    0.12090E+03
   845    0.24274E+04    0.11323E+02   -0.50592E+02    0.34781E+06    0.12054E+03
   846    0.24260E+04    0.11255E+02   -0.48801E+02    0.34705E+06    0.12017E+03
   847    0.24245E+04    0.11190E+02   -0.47004E+02    0.34629E+06    0.11979E+03
   848    0.24228E+04    0.11132E+02   -0.45203E+02    0.34554E+06    0.11941E+03
   849    0.24207E+04    0.11078E+02   -0.43396E+02    0.34479E+06    0.11902E+03
   850    0.24187E+04    0.11031E+02   -0.41586E+02    0.34403E+06    0.11862E+03
   851    0.24163E+04    0.10990E+02   -0.39773E+02    0.34329E+06    0.11821E+03
   852    0.24138E+04    0.10954E+02   -0.37956E+02    0.34254E+06    0.11780E+03
   853    0.24111E+04    0.10924E+02   -0.36138E+02    0.34180E+06    0.11738E+03
   854    0.24082E+04    0.10900E+02   -0.34318E+02    0.34105E+06    0.11695E+03
   855    0.24050E+04    0.10881E+02   -0.32498E+02    0.34031E+06    0.11651E+03
   856    0.24018E+04    0.10867E+02   -0.30679E+02    0.33957E+06    0.11607E+03
   857    0.23983E+04    0.10859E+02   -0.28861E+02    0.33884E+06    0.11562E+03
   858    0.23946E+04    0.10859E+02   -0.27045E+02    0.33811E+06    0.11516E+03
   859    0.23908E+04    0.10862E+02   -0.25230E+02    0.33737E+06    0.11469E+03
   860    0.23868E+04    0.10871E+02   -0.23420E+02    0.33664E+06    0.11422E+03
   861    0.23826E+04    0.10886E+02   -0.21614E+02    0.33592E+06    0.11374E+03
   862    0.23782E+04    0.10907E+02   -0.19812E+02    0.33519E+06    0.11326E+03
   863    0.23736E+04    0.10934E+02   -0.18017E+02    0.33447E+06    0.11277E+03
   864    0.23689E+04    0.10966E+02   -0.16228E+02    0.33375E+06    0.11227E+03
   865    0.23638E+04    0.11004E+02   -0.14447E+02    0.33303E+06    0.11177E+03
   866    0.23589E+04    0.11048E+02   -0.12673E+02    0.33231E+06    0.11126E+03
   867    0.23536E+04    0.11098E+02   -0.10909E+02    0.33160E+06    0.11074E+03
   868    0.23482E+04    0.11153E+02   -0.91527E+01    0.33088E+06    0.11022E+03
