#    L    TT             EE             BB             TE          
   352    0.16883E+01    0.13022E-01    0.66996E-02    0.67662E-01
   353    0.17036E+01    0.12824E-01    0.66566E-02    0.67574E-01
   354    0.17184E+01    0.12628E-01    0.66159E-02    0.67379E-01
   355    0.17327E+01    0.12437E-01    0.65777E-02    0.67080E-01
   356    0.17465E+01    0.12249E-01    0.65417E-02    0.66680E-01
   357    0.17597E+01    0.12065E-01    0.65079E-02    0.66184E-01
   358    0.17725E+01    0.11884E-01    0.64764E-02    0.65595E-01
   359    0.17847E+01    0.11708E-01    0.64470E-02    0.64915E-01
   360    0.17965E+01    0.11535E-01    0.64196E-02    0.64150E-01
   361    0.18076E+01    0.11366E-01    0.63942E-02    0.63302E-01
   362    0.18183E+01    0.11201E-01    0.63707E-02    0.62375E-01
   363    0.18284E+01    0.11040E-01    0.63492E-02    0.61373E-01
   364    0.18380E+01    0.10883E-01    0.63294E-02    0.60298E-01
   365    0.18470E+01    0.10730E-01    0.63114E-02    0.59154E-01
   366    0.18554E+01    0.10581E-01    0.62950E-02    0.57946E-01
   367    0.18633E+01    0.10435E-01    0.62804E-02    0.56676E-01
   368    0.18706E+01    0.10294E-01    0.62672E-02    0.55348E-01
   369    0.18774E+01    0.10158E-01    0.62556E-02    0.53965E-01
   370    0.18836E+01    0.10025E-01    0.62454E-02    0.52531E-01
   371    0.18892E+01    0.98966E-02    0.62367E-02    0.51050E-01
   372    0.18942E+01    0.97725E-02    0.62292E-02    0.49525E-01
   373    0.18986E+01    0.96526E-02    0.62230E-02    0.47960E-01
   374    0.19024E+01    0.95370E-02    0.62180E-02    0.46357E-01
   375    0.19056E+01    0.94259E-02    0.62142E-02    0.44721E-01
   376    0.19082E+01    0.93191E-02    0.62114E-02    0.43055E-01
   377    0.19102E+01    0.92167E-02    0.62097E-02    0.41363E-01
   378    0.19116E+01    0.91188E-02    0.62089E-02    0.39648E-01
   379    0.19123E+01    0.90254E-02    0.62090E-02    0.37914E-01
   380    0.19124E+01    0.89366E-02    0.62100E-02    0.36163E-01
   381    0.19119E+01    0.88524E-02    0.62117E-02    0.34401E-01
   382    0.19108E+01    0.87727E-02    0.62142E-02    0.32629E-01
   383    0.19090E+01    0.86977E-02    0.62173E-02    0.30852E-01
   384    0.19065E+01    0.86274E-02    0.62210E-02    0.29074E-01
   385    0.19034E+01    0.85619E-02    0.62253E-02    0.27297E-01
   386    0.18996E+01    0.85010E-02    0.62300E-02    0.25526E-01
   387    0.18952E+01    0.84450E-02    0.62351E-02    0.23763E-01
   388    0.18901E+01    0.83939E-02    0.62406E-02    0.22012E-01
   389    0.18843E+01    0.83475E-02    0.62464E-02    0.20278E-01
   390    0.18779E+01    0.83061E-02    0.62524E-02    0.18562E-01
