#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1124    0.11418E+04   -0.75574E+02   -0.59038E-09   -0.75574E+02    0.19919E+02    0.31263E-09   -0.59038E-09    0.31263E-09    0.33147E-14
  1125    0.11444E+04   -0.75099E+02   -0.59355E-09   -0.75099E+02    0.19659E+02    0.30846E-09   -0.59355E-09    0.30846E-09    0.33027E-14
  1126    0.11469E+04   -0.74607E+02   -0.59658E-09   -0.74607E+02    0.19403E+02    0.30428E-09   -0.59658E-09    0.30428E-09    0.32907E-14
  1127    0.11494E+04   -0.74097E+02   -0.59948E-09   -0.74097E+02    0.19148E+02    0.30010E-09   -0.59948E-09    0.30010E-09    0.32788E-14
  1128    0.11518E+04   -0.73570E+02   -0.60227E-09   -0.73570E+02    0.18897E+02    0.29591E-09   -0.60227E-09    0.29591E-09    0.32670E-14
  1129    0.11542E+04   -0.73025E+02   -0.60494E-09   -0.73025E+02    0.18649E+02    0.29172E-09   -0.60494E-09    0.29172E-09    0.32552E-14
  1130    0.11564E+04   -0.72463E+02   -0.60750E-09   -0.72463E+02    0.18404E+02    0.28752E-09   -0.60750E-09    0.28752E-09    0.32435E-14
  1131    0.11587E+04   -0.71886E+02   -0.60997E-09   -0.71886E+02    0.18161E+02    0.28333E-09   -0.60997E-09    0.28333E-09    0.32318E-14
  1132    0.11609E+04   -0.71292E+02   -0.61234E-09   -0.71292E+02    0.17922E+02    0.27913E-09   -0.61234E-09    0.27913E-09    0.32201E-14
  1133    0.11630E+04   -0.70682E+02   -0.61462E-09   -0.70682E+02    0.17686E+02    0.27493E-09   -0.61462E-09    0.27493E-09    0.32086E-14
  1134    0.11651E+04   -0.70056E+02   -0.61682E-09   -0.70056E+02    0.17453E+02    0.27072E-09   -0.61682E-09    0.27072E-09    0.31970E-14
  1135    0.11671E+04   -0.69414E+02   -0.61896E-09   -0.69414E+02    0.17223E+02    0.26652E-09   -0.61896E-09    0.26652E-09    0.31855E-14
  1136    0.11690E+04   -0.68758E+02   -0.62102E-09   -0.68758E+02    0.16998E+02    0.26232E-09   -0.62102E-09    0.26232E-09    0.31741E-14
  1137    0.11709E+04   -0.68086E+02   -0.62303E-09   -0.68086E+02    0.16775E+02    0.25812E-09   -0.62303E-09    0.25812E-09    0.31627E-14
  1138    0.11728E+04   -0.67400E+02   -0.62499E-09   -0.67400E+02    0.16556E+02    0.25392E-09   -0.62499E-09    0.25392E-09    0.31514E-14
  1139    0.11745E+04   -0.66699E+02   -0.62690E-09   -0.66699E+02    0.16340E+02    0.24972E-09   -0.62690E-09    0.24972E-09    0.31401E-14
  1140    0.11762E+04   -0.65985E+02   -0.62877E-09   -0.65985E+02    0.16129E+02    0.24553E-09   -0.62877E-09    0.24553E-09    0.31288E-14
  1141    0.11778E+04   -0.65256E+02   -0.63062E-09   -0.65256E+02    0.15920E+02    0.24133E-09   -0.63062E-09    0.24133E-09    0.31176E-14
  1142    0.11793E+04   -0.64513E+02   -0.63244E-09   -0.64513E+02    0.15715E+02    0.23715E-09   -0.63244E-09    0.23715E-09    0.31065E-14
  1143    0.11808E+04   -0.63758E+02   -0.63424E-09   -0.63758E+02    0.15514E+02    0.23296E-09   -0.63424E-09    0.23296E-09    0.30954E-14
  1144    0.11821E+04   -0.62990E+02   -0.63604E-09   -0.62990E+02    0.15316E+02    0.22878E-09   -0.63604E-09    0.22878E-09    0.30843E-14
  1145    0.11835E+04   -0.62209E+02   -0.63783E-09   -0.62209E+02    0.15124E+02    0.22461E-09   -0.63783E-09    0.22461E-09    0.30733E-14
  1146    0.11847E+04   -0.61415E+02   -0.63962E-09   -0.61415E+02    0.14935E+02    0.22045E-09   -0.63962E-09    0.22045E-09    0.30624E-14
  1147    0.11859E+04   -0.60610E+02   -0.64143E-09   -0.60610E+02    0.14750E+02    0.21629E-09   -0.64143E-09    0.21629E-09    0.30515E-14
  1148    0.11870E+04   -0.59792E+02   -0.64326E-09   -0.59792E+02    0.14568E+02    0.21213E-09   -0.64326E-09    0.21213E-09    0.30406E-14
  1149    0.11880E+04   -0.58963E+02   -0.64511E-09   -0.58963E+02    0.14391E+02    0.20799E-09   -0.64511E-09    0.20799E-09    0.30298E-14
  1150    0.11889E+04   -0.58122E+02   -0.64699E-09   -0.58122E+02    0.14218E+02    0.20385E-09   -0.64699E-09    0.20385E-09    0.30190E-14
  1151    0.11899E+04   -0.57271E+02   -0.64890E-09   -0.57271E+02    0.14050E+02    0.19973E-09   -0.64890E-09    0.19973E-09    0.30083E-14
  1152    0.11906E+04   -0.56408E+02   -0.65084E-09   -0.56408E+02    0.13885E+02    0.19561E-09   -0.65084E-09    0.19561E-09    0.29976E-14
  1153    0.11914E+04   -0.55537E+02   -0.65278E-09   -0.55537E+02    0.13725E+02    0.19150E-09   -0.65278E-09    0.19150E-09    0.29870E-14
  1154    0.11920E+04   -0.54654E+02   -0.65470E-09   -0.54654E+02    0.13569E+02    0.18741E-09   -0.65470E-09    0.18741E-09    0.29764E-14
  1155    0.11926E+04   -0.53763E+02   -0.65659E-09   -0.53763E+02    0.13417E+02    0.18332E-09   -0.65659E-09    0.18332E-09    0.29659E-14
  1156    0.11930E+04   -0.52863E+02   -0.65842E-09   -0.52863E+02    0.13270E+02    0.17923E-09   -0.65842E-09    0.17923E-09    0.29554E-14
  1157    0.11934E+04   -0.51955E+02   -0.66018E-09   -0.51955E+02    0.13126E+02    0.17516E-09   -0.66018E-09    0.17516E-09    0.29449E-14
  1158    0.11937E+04   -0.51040E+02   -0.66185E-09   -0.51040E+02    0.12988E+02    0.17110E-09   -0.66185E-09    0.17110E-09    0.29345E-14
  1159    0.11940E+04   -0.50117E+02   -0.66341E-09   -0.50117E+02    0.12854E+02    0.16704E-09   -0.66341E-09    0.16704E-09    0.29241E-14
  1160    0.11941E+04   -0.49190E+02   -0.66483E-09   -0.49190E+02    0.12725E+02    0.16300E-09   -0.66483E-09    0.16300E-09    0.29138E-14
  1161    0.11942E+04   -0.48255E+02   -0.66611E-09   -0.48255E+02    0.12599E+02    0.15896E-09   -0.66611E-09    0.15896E-09    0.29035E-14
  1162    0.11942E+04   -0.47315E+02   -0.66723E-09   -0.47315E+02    0.12479E+02    0.15493E-09   -0.66723E-09    0.15493E-09    0.28933E-14
  1163    0.11941E+04   -0.46370E+02   -0.66816E-09   -0.46370E+02    0.12364E+02    0.15091E-09   -0.66816E-09    0.15091E-09    0.28831E-14
  1164    0.11940E+04   -0.45421E+02   -0.66889E-09   -0.45421E+02    0.12253E+02    0.14689E-09   -0.66889E-09    0.14689E-09    0.28729E-14
  1165    0.11938E+04   -0.44467E+02   -0.66939E-09   -0.44467E+02    0.12147E+02    0.14289E-09   -0.66939E-09    0.14289E-09    0.28628E-14
  1166    0.11934E+04   -0.43510E+02   -0.66965E-09   -0.43510E+02    0.12046E+02    0.13889E-09   -0.66965E-09    0.13889E-09    0.28528E-14
  1167    0.11930E+04   -0.42551E+02   -0.66966E-09   -0.42551E+02    0.11949E+02    0.13490E-09   -0.66966E-09    0.13490E-09    0.28428E-14
  1168    0.11925E+04   -0.41587E+02   -0.66938E-09   -0.41587E+02    0.11857E+02    0.13092E-09   -0.66938E-09    0.13092E-09    0.28328E-14
  1169    0.11920E+04   -0.40623E+02   -0.66881E-09   -0.40623E+02    0.11770E+02    0.12695E-09   -0.66881E-09    0.12695E-09    0.28228E-14
  1170    0.11914E+04   -0.39656E+02   -0.66792E-09   -0.39656E+02    0.11687E+02    0.12298E-09   -0.66792E-09    0.12298E-09    0.28130E-14
  1171    0.11906E+04   -0.38689E+02   -0.66670E-09   -0.38689E+02    0.11610E+02    0.11902E-09   -0.66670E-09    0.11902E-09    0.28031E-14
  1172    0.11898E+04   -0.37721E+02   -0.66513E-09   -0.37721E+02    0.11537E+02    0.11507E-09   -0.66513E-09    0.11507E-09    0.27933E-14
  1173    0.11889E+04   -0.36752E+02   -0.66319E-09   -0.36752E+02    0.11469E+02    0.11113E-09   -0.66319E-09    0.11113E-09    0.27835E-14
  1174    0.11880E+04   -0.35783E+02   -0.66085E-09   -0.35783E+02    0.11405E+02    0.10719E-09   -0.66085E-09    0.10719E-09    0.27738E-14
  1175    0.11869E+04   -0.34815E+02   -0.65811E-09   -0.34815E+02    0.11346E+02    0.10326E-09   -0.65811E-09    0.10326E-09    0.27641E-14
  1176    0.11857E+04   -0.33848E+02   -0.65494E-09   -0.33848E+02    0.11293E+02    0.99338E-10   -0.65494E-09    0.99338E-10    0.27545E-14
  1177    0.11845E+04   -0.32883E+02   -0.65132E-09   -0.32883E+02    0.11244E+02    0.95423E-10   -0.65132E-09    0.95423E-10    0.27449E-14
  1178    0.11832E+04   -0.31919E+02   -0.64724E-09   -0.31919E+02    0.11200E+02    0.91514E-10   -0.64724E-09    0.91514E-10    0.27353E-14
  1179    0.11819E+04   -0.30957E+02   -0.64267E-09   -0.30957E+02    0.11162E+02    0.87613E-10   -0.64267E-09    0.87613E-10    0.27258E-14
  1180    0.11804E+04   -0.29997E+02   -0.63760E-09   -0.29997E+02    0.11129E+02    0.83718E-10   -0.63760E-09    0.83718E-10    0.27163E-14
  1181    0.11789E+04   -0.29041E+02   -0.63202E-09   -0.29041E+02    0.11099E+02    0.79831E-10   -0.63202E-09    0.79831E-10    0.27068E-14
  1182    0.11772E+04   -0.28087E+02   -0.62589E-09   -0.28087E+02    0.11075E+02    0.75949E-10   -0.62589E-09    0.75949E-10    0.26974E-14
  1183    0.11755E+04   -0.27138E+02   -0.61920E-09   -0.27138E+02    0.11056E+02    0.72075E-10   -0.61920E-09    0.72075E-10    0.26881E-14
  1184    0.11738E+04   -0.26192E+02   -0.61194E-09   -0.26192E+02    0.11040E+02    0.68206E-10   -0.61194E-09    0.68206E-10    0.26787E-14
  1185    0.11719E+04   -0.25251E+02   -0.60409E-09   -0.25251E+02    0.11031E+02    0.64344E-10   -0.60409E-09    0.64344E-10    0.26694E-14
  1186    0.11700E+04   -0.24314E+02   -0.59561E-09   -0.24314E+02    0.11026E+02    0.60489E-10   -0.59561E-09    0.60489E-10    0.26602E-14
  1187    0.11680E+04   -0.23382E+02   -0.58651E-09   -0.23382E+02    0.11026E+02    0.56639E-10   -0.58651E-09    0.56639E-10    0.26510E-14
  1188    0.11660E+04   -0.22456E+02   -0.57676E-09   -0.22456E+02    0.11031E+02    0.52796E-10   -0.57676E-09    0.52796E-10    0.26418E-14
  1189    0.11638E+04   -0.21536E+02   -0.56633E-09   -0.21536E+02    0.11040E+02    0.48958E-10   -0.56633E-09    0.48958E-10    0.26327E-14
  1190    0.11616E+04   -0.20621E+02   -0.55522E-09   -0.20621E+02    0.11054E+02    0.45127E-10   -0.55522E-09    0.45127E-10    0.26236E-14
  1191    0.11592E+04   -0.19713E+02   -0.54340E-09   -0.19713E+02    0.11073E+02    0.41301E-10   -0.54340E-09    0.41301E-10    0.26145E-14
  1192    0.11569E+04   -0.18811E+02   -0.53085E-09   -0.18811E+02    0.11097E+02    0.37481E-10   -0.53085E-09    0.37481E-10    0.26055E-14
  1193    0.11544E+04   -0.17916E+02   -0.51756E-09   -0.17916E+02    0.11125E+02    0.33667E-10   -0.51756E-09    0.33667E-10    0.25965E-14
  1194    0.11519E+04   -0.17028E+02   -0.50350E-09   -0.17028E+02    0.11159E+02    0.29858E-10   -0.50350E-09    0.29858E-10    0.25876E-14
  1195    0.11493E+04   -0.16147E+02   -0.48867E-09   -0.16147E+02    0.11196E+02    0.26055E-10   -0.48867E-09    0.26055E-10    0.25787E-14
  1196    0.11465E+04   -0.15274E+02   -0.47303E-09   -0.15274E+02    0.11240E+02    0.22257E-10   -0.47303E-09    0.22257E-10    0.25698E-14
  1197    0.11438E+04   -0.14409E+02   -0.45658E-09   -0.14409E+02    0.11287E+02    0.18465E-10   -0.45658E-09    0.18465E-10    0.25609E-14
  1198    0.11410E+04   -0.13553E+02   -0.43928E-09   -0.13553E+02    0.11339E+02    0.14678E-10   -0.43928E-09    0.14678E-10    0.25521E-14
  1199    0.11381E+04   -0.12704E+02   -0.42113E-09   -0.12704E+02    0.11395E+02    0.10896E-10   -0.42113E-09    0.10896E-10    0.25434E-14
  1200    0.11351E+04   -0.11864E+02   -0.40211E-09   -0.11864E+02    0.11456E+02    0.71189E-11   -0.40211E-09    0.71189E-11    0.25347E-14
  1201    0.11321E+04   -0.11033E+02   -0.38220E-09   -0.11033E+02    0.11521E+02    0.33471E-11   -0.38220E-09    0.33471E-11    0.25260E-14
  1202    0.11289E+04   -0.10211E+02   -0.36144E-09   -0.10211E+02    0.11592E+02   -0.41883E-12   -0.36144E-09   -0.41883E-12    0.25173E-14
  1203    0.11258E+04   -0.93994E+01   -0.33987E-09   -0.93994E+01    0.11666E+02   -0.41781E-11   -0.33987E-09   -0.41781E-11    0.25087E-14
  1204    0.11225E+04   -0.85972E+01   -0.31754E-09   -0.85972E+01    0.11746E+02   -0.79298E-11   -0.31754E-09   -0.79298E-11    0.25001E-14
  1205    0.11192E+04   -0.78057E+01   -0.29449E-09   -0.78057E+01    0.11828E+02   -0.11673E-10   -0.29449E-09   -0.11673E-10    0.24916E-14
  1206    0.11158E+04   -0.70244E+01   -0.27077E-09   -0.70244E+01    0.11915E+02   -0.15407E-10   -0.27077E-09   -0.15407E-10    0.24830E-14
  1207    0.11124E+04   -0.62551E+01   -0.24641E-09   -0.62551E+01    0.12007E+02   -0.19131E-10   -0.24641E-09   -0.19131E-10    0.24746E-14
  1208    0.11090E+04   -0.54959E+01   -0.22146E-09   -0.54959E+01    0.12102E+02   -0.22844E-10   -0.22146E-09   -0.22844E-10    0.24661E-14
  1209    0.11054E+04   -0.47485E+01   -0.19597E-09   -0.47485E+01    0.12202E+02   -0.26545E-10   -0.19597E-09   -0.26545E-10    0.24577E-14
  1210    0.11018E+04   -0.40139E+01   -0.16997E-09   -0.40139E+01    0.12305E+02   -0.30234E-10   -0.16997E-09   -0.30234E-10    0.24493E-14
  1211    0.10981E+04   -0.32917E+01   -0.14351E-09   -0.32917E+01    0.12412E+02   -0.33909E-10   -0.14351E-09   -0.33909E-10    0.24410E-14
  1212    0.10944E+04   -0.25814E+01   -0.11664E-09   -0.25814E+01    0.12523E+02   -0.37569E-10   -0.11664E-09   -0.37569E-10    0.24327E-14
  1213    0.10906E+04   -0.18832E+01   -0.89399E-10   -0.18832E+01    0.12637E+02   -0.41215E-10   -0.89399E-10   -0.41215E-10    0.24244E-14
  1214    0.10869E+04   -0.11990E+01   -0.61827E-10   -0.11990E+01    0.12756E+02   -0.44844E-10   -0.61827E-10   -0.44844E-10    0.24162E-14
  1215    0.10830E+04   -0.52828E+00   -0.33969E-10   -0.52828E+00    0.12878E+02   -0.48456E-10   -0.33969E-10   -0.48456E-10    0.24079E-14
  1216    0.10792E+04    0.12872E+00   -0.58698E-11    0.12872E+00    0.13003E+02   -0.52051E-10   -0.58698E-11   -0.52051E-10    0.23998E-14
  1217    0.10751E+04    0.77244E+00    0.22428E-10    0.77244E+00    0.13132E+02   -0.55626E-10    0.22428E-10   -0.55626E-10    0.23916E-14
  1218    0.10711E+04    0.14011E+01    0.50880E-10    0.14011E+01    0.13265E+02   -0.59183E-10    0.50880E-10   -0.59183E-10    0.23835E-14
  1219    0.10670E+04    0.20167E+01    0.79443E-10    0.20167E+01    0.13400E+02   -0.62718E-10    0.79443E-10   -0.62718E-10    0.23755E-14
  1220    0.10630E+04    0.26167E+01    0.10807E-09    0.26167E+01    0.13538E+02   -0.66233E-10    0.10807E-09   -0.66233E-10    0.23674E-14
  1221    0.10589E+04    0.32024E+01    0.13673E-09    0.32024E+01    0.13679E+02   -0.69726E-10    0.13673E-09   -0.69726E-10    0.23594E-14
  1222    0.10547E+04    0.37719E+01    0.16537E-09    0.37719E+01    0.13824E+02   -0.73195E-10    0.16537E-09   -0.73195E-10    0.23514E-14
  1223    0.10505E+04    0.43279E+01    0.19394E-09    0.43279E+01    0.13972E+02   -0.76641E-10    0.19394E-09   -0.76641E-10    0.23435E-14
  1224    0.10462E+04    0.48665E+01    0.22241E-09    0.48665E+01    0.14121E+02   -0.80062E-10    0.22241E-09   -0.80062E-10    0.23356E-14
  1225    0.10419E+04    0.53897E+01    0.25073E-09    0.53897E+01    0.14274E+02   -0.83458E-10    0.25073E-09   -0.83458E-10    0.23277E-14
  1226    0.10376E+04    0.58978E+01    0.27885E-09    0.58978E+01    0.14430E+02   -0.86827E-10    0.27885E-09   -0.86827E-10    0.23199E-14
  1227    0.10334E+04    0.63891E+01    0.30674E-09    0.63891E+01    0.14588E+02   -0.90169E-10    0.30674E-09   -0.90169E-10    0.23120E-14
  1228    0.10290E+04    0.68649E+01    0.33435E-09    0.68649E+01    0.14749E+02   -0.93483E-10    0.33435E-09   -0.93483E-10    0.23043E-14
  1229    0.10246E+04    0.73233E+01    0.36164E-09    0.73233E+01    0.14913E+02   -0.96768E-10    0.36164E-09   -0.96768E-10    0.22965E-14
  1230    0.10200E+04    0.77664E+01    0.38856E-09    0.77664E+01    0.15078E+02   -0.10002E-09    0.38856E-09   -0.10002E-09    0.22888E-14
  1231    0.10155E+04    0.81923E+01    0.41506E-09    0.81923E+01    0.15247E+02   -0.10325E-09    0.41506E-09   -0.10325E-09    0.22811E-14
  1232    0.10110E+04    0.86023E+01    0.44112E-09    0.86023E+01    0.15417E+02   -0.10644E-09    0.44112E-09   -0.10644E-09    0.22734E-14
  1233    0.10065E+04    0.89939E+01    0.46668E-09    0.89939E+01    0.15590E+02   -0.10960E-09    0.46668E-09   -0.10960E-09    0.22658E-14
  1234    0.10020E+04    0.93697E+01    0.49169E-09    0.93697E+01    0.15765E+02   -0.11273E-09    0.49169E-09   -0.11273E-09    0.22582E-14
  1235    0.99766E+03    0.97281E+01    0.51613E-09    0.97281E+01    0.15942E+02   -0.11582E-09    0.51613E-09   -0.11582E-09    0.22506E-14
  1236    0.99314E+03    0.10069E+02    0.53993E-09    0.10069E+02    0.16120E+02   -0.11888E-09    0.53993E-09   -0.11888E-09    0.22431E-14
  1237    0.98857E+03    0.10393E+02    0.56306E-09    0.10393E+02    0.16301E+02   -0.12190E-09    0.56306E-09   -0.12190E-09    0.22356E-14
  1238    0.98402E+03    0.10698E+02    0.58548E-09    0.10698E+02    0.16484E+02   -0.12489E-09    0.58548E-09   -0.12489E-09    0.22281E-14
  1239    0.97941E+03    0.10986E+02    0.60714E-09    0.10986E+02    0.16668E+02   -0.12784E-09    0.60714E-09   -0.12784E-09    0.22207E-14
  1240    0.97476E+03    0.11257E+02    0.62800E-09    0.11257E+02    0.16854E+02   -0.13075E-09    0.62800E-09   -0.13075E-09    0.22133E-14
  1241    0.97020E+03    0.11510E+02    0.64802E-09    0.11510E+02    0.17041E+02   -0.13362E-09    0.64802E-09   -0.13362E-09    0.22059E-14
  1242    0.96552E+03    0.11746E+02    0.66714E-09    0.11746E+02    0.17231E+02   -0.13645E-09    0.66714E-09   -0.13645E-09    0.21985E-14
  1243    0.96085E+03    0.11963E+02    0.68534E-09    0.11963E+02    0.17421E+02   -0.13924E-09    0.68534E-09   -0.13924E-09    0.21912E-14
  1244    0.95621E+03    0.12163E+02    0.70255E-09    0.12163E+02    0.17614E+02   -0.14199E-09    0.70255E-09   -0.14199E-09    0.21839E-14
  1245    0.95159E+03    0.12344E+02    0.71875E-09    0.12344E+02    0.17809E+02   -0.14470E-09    0.71875E-09   -0.14470E-09    0.21766E-14
  1246    0.94691E+03    0.12509E+02    0.73389E-09    0.12509E+02    0.18003E+02   -0.14736E-09    0.73389E-09   -0.14736E-09    0.21694E-14
  1247    0.94218E+03    0.12655E+02    0.74792E-09    0.12655E+02    0.18199E+02   -0.14998E-09    0.74792E-09   -0.14998E-09    0.21622E-14
  1248    0.93747E+03    0.12783E+02    0.76080E-09    0.12783E+02    0.18397E+02   -0.15255E-09    0.76080E-09   -0.15255E-09    0.21550E-14
  1249    0.93279E+03    0.12893E+02    0.77249E-09    0.12893E+02    0.18597E+02   -0.15508E-09    0.77249E-09   -0.15508E-09    0.21479E-14
  1250    0.92812E+03    0.12985E+02    0.78294E-09    0.12985E+02    0.18796E+02   -0.15756E-09    0.78294E-09   -0.15756E-09    0.21407E-14
  1251    0.92340E+03    0.13058E+02    0.79213E-09    0.13058E+02    0.18997E+02   -0.15999E-09    0.79213E-09   -0.15999E-09    0.21336E-14
  1252    0.91878E+03    0.13114E+02    0.80008E-09    0.13114E+02    0.19199E+02   -0.16238E-09    0.80008E-09   -0.16238E-09    0.21266E-14
  1253    0.91402E+03    0.13151E+02    0.80683E-09    0.13151E+02    0.19402E+02   -0.16471E-09    0.80683E-09   -0.16471E-09    0.21195E-14
  1254    0.90930E+03    0.13171E+02    0.81242E-09    0.13171E+02    0.19604E+02   -0.16701E-09    0.81242E-09   -0.16701E-09    0.21125E-14
  1255    0.90459E+03    0.13173E+02    0.81690E-09    0.13173E+02    0.19809E+02   -0.16925E-09    0.81690E-09   -0.16925E-09    0.21055E-14
  1256    0.89999E+03    0.13157E+02    0.82031E-09    0.13157E+02    0.20013E+02   -0.17146E-09    0.82031E-09   -0.17146E-09    0.20986E-14
  1257    0.89534E+03    0.13124E+02    0.82269E-09    0.13124E+02    0.20218E+02   -0.17361E-09    0.82269E-09   -0.17361E-09    0.20916E-14
  1258    0.89064E+03    0.13074E+02    0.82407E-09    0.13074E+02    0.20422E+02   -0.17573E-09    0.82407E-09   -0.17573E-09    0.20847E-14
  1259    0.88596E+03    0.13006E+02    0.82450E-09    0.13006E+02    0.20627E+02   -0.17780E-09    0.82450E-09   -0.17780E-09    0.20779E-14
  1260    0.88132E+03    0.12921E+02    0.82403E-09    0.12921E+02    0.20832E+02   -0.17982E-09    0.82403E-09   -0.17982E-09    0.20710E-14
  1261    0.87671E+03    0.12820E+02    0.82269E-09    0.12820E+02    0.21037E+02   -0.18181E-09    0.82269E-09   -0.18181E-09    0.20642E-14
  1262    0.87212E+03    0.12701E+02    0.82052E-09    0.12701E+02    0.21243E+02   -0.18375E-09    0.82052E-09   -0.18375E-09    0.20574E-14
  1263    0.86757E+03    0.12566E+02    0.81757E-09    0.12566E+02    0.21447E+02   -0.18566E-09    0.81757E-09   -0.18566E-09    0.20506E-14
  1264    0.86297E+03    0.12414E+02    0.81388E-09    0.12414E+02    0.21652E+02   -0.18752E-09    0.81388E-09   -0.18752E-09    0.20439E-14
  1265    0.85849E+03    0.12246E+02    0.80948E-09    0.12246E+02    0.21855E+02   -0.18934E-09    0.80948E-09   -0.18934E-09    0.20372E-14
  1266    0.85396E+03    0.12061E+02    0.80442E-09    0.12061E+02    0.22059E+02   -0.19112E-09    0.80442E-09   -0.19112E-09    0.20305E-14
  1267    0.84946E+03    0.11860E+02    0.79875E-09    0.11860E+02    0.22260E+02   -0.19286E-09    0.79875E-09   -0.19286E-09    0.20238E-14
  1268    0.84501E+03    0.11643E+02    0.79249E-09    0.11643E+02    0.22463E+02   -0.19457E-09    0.79249E-09   -0.19457E-09    0.20172E-14
  1269    0.84061E+03    0.11411E+02    0.78570E-09    0.11411E+02    0.22663E+02   -0.19624E-09    0.78570E-09   -0.19624E-09    0.20106E-14
  1270    0.83621E+03    0.11162E+02    0.77842E-09    0.11162E+02    0.22863E+02   -0.19787E-09    0.77842E-09   -0.19787E-09    0.20040E-14
  1271    0.83185E+03    0.10898E+02    0.77067E-09    0.10898E+02    0.23062E+02   -0.19946E-09    0.77067E-09   -0.19946E-09    0.19974E-14
  1272    0.82752E+03    0.10618E+02    0.76252E-09    0.10618E+02    0.23260E+02   -0.20101E-09    0.76252E-09   -0.20101E-09    0.19909E-14
  1273    0.82320E+03    0.10324E+02    0.75399E-09    0.10324E+02    0.23456E+02   -0.20254E-09    0.75399E-09   -0.20254E-09    0.19844E-14
  1274    0.81893E+03    0.10014E+02    0.74514E-09    0.10014E+02    0.23650E+02   -0.20402E-09    0.74514E-09   -0.20402E-09    0.19779E-14
  1275    0.81469E+03    0.96900E+01    0.73599E-09    0.96900E+01    0.23843E+02   -0.20547E-09    0.73599E-09   -0.20547E-09    0.19715E-14
  1276    0.81048E+03    0.93507E+01    0.72660E-09    0.93507E+01    0.24036E+02   -0.20689E-09    0.72660E-09   -0.20689E-09    0.19650E-14
  1277    0.80632E+03    0.89975E+01    0.71700E-09    0.89975E+01    0.24226E+02   -0.20827E-09    0.71700E-09   -0.20827E-09    0.19586E-14
  1278    0.80219E+03    0.86295E+01    0.70724E-09    0.86295E+01    0.24415E+02   -0.20962E-09    0.70724E-09   -0.20962E-09    0.19523E-14
  1279    0.79811E+03    0.82479E+01    0.69735E-09    0.82479E+01    0.24602E+02   -0.21094E-09    0.69735E-09   -0.21094E-09    0.19459E-14
  1280    0.79407E+03    0.78511E+01    0.68737E-09    0.78511E+01    0.24788E+02   -0.21223E-09    0.68737E-09   -0.21223E-09    0.19396E-14
  1281    0.79007E+03    0.74419E+01    0.67736E-09    0.74419E+01    0.24971E+02   -0.21348E-09    0.67736E-09   -0.21348E-09    0.19333E-14
  1282    0.78613E+03    0.70186E+01    0.66735E-09    0.70186E+01    0.25153E+02   -0.21471E-09    0.66735E-09   -0.21471E-09    0.19270E-14
  1283    0.78222E+03    0.65817E+01    0.65737E-09    0.65817E+01    0.25333E+02   -0.21590E-09    0.65737E-09   -0.21590E-09    0.19207E-14
  1284    0.77836E+03    0.61312E+01    0.64748E-09    0.61312E+01    0.25510E+02   -0.21707E-09    0.64748E-09   -0.21707E-09    0.19145E-14
  1285    0.77454E+03    0.56682E+01    0.63772E-09    0.56682E+01    0.25686E+02   -0.21820E-09    0.63772E-09   -0.21820E-09    0.19083E-14
  1286    0.77077E+03    0.51919E+01    0.62812E-09    0.51919E+01    0.25858E+02   -0.21931E-09    0.62812E-09   -0.21931E-09    0.19021E-14
  1287    0.76705E+03    0.47036E+01    0.61872E-09    0.47036E+01    0.26029E+02   -0.22039E-09    0.61872E-09   -0.22039E-09    0.18959E-14
  1288    0.76339E+03    0.42017E+01    0.60957E-09    0.42017E+01    0.26198E+02   -0.22144E-09    0.60957E-09   -0.22144E-09    0.18898E-14
  1289    0.75977E+03    0.36888E+01    0.60071E-09    0.36888E+01    0.26364E+02   -0.22246E-09    0.60071E-09   -0.22246E-09    0.18837E-14
  1290    0.75620E+03    0.31626E+01    0.59218E-09    0.31626E+01    0.26527E+02   -0.22346E-09    0.59218E-09   -0.22346E-09    0.18776E-14
  1291    0.75269E+03    0.26245E+01    0.58402E-09    0.26245E+01    0.26689E+02   -0.22443E-09    0.58402E-09   -0.22443E-09    0.18715E-14
  1292    0.74923E+03    0.20742E+01    0.57628E-09    0.20742E+01    0.26846E+02   -0.22538E-09    0.57628E-09   -0.22538E-09    0.18655E-14
  1293    0.74581E+03    0.15115E+01    0.56899E-09    0.15115E+01    0.27002E+02   -0.22630E-09    0.56899E-09   -0.22630E-09    0.18595E-14
  1294    0.74247E+03    0.94008E+00    0.56219E-09    0.94008E+00    0.27155E+02   -0.22720E-09    0.56219E-09   -0.22720E-09    0.18535E-14
  1295    0.73916E+03    0.35516E+00    0.55593E-09    0.35516E+00    0.27306E+02   -0.22807E-09    0.55593E-09   -0.22807E-09    0.18475E-14
  1296    0.73591E+03   -0.23892E+00    0.55024E-09   -0.23892E+00    0.27454E+02   -0.22892E-09    0.55024E-09   -0.22892E-09    0.18416E-14
  1297    0.73273E+03   -0.84532E+00    0.54518E-09   -0.84532E+00    0.27599E+02   -0.22975E-09    0.54518E-09   -0.22975E-09    0.18356E-14
  1298    0.72959E+03   -0.14620E+01    0.54078E-09   -0.14620E+01    0.27742E+02   -0.23056E-09    0.54078E-09   -0.23056E-09    0.18297E-14
  1299    0.72651E+03   -0.20899E+01    0.53707E-09   -0.20899E+01    0.27881E+02   -0.23134E-09    0.53707E-09   -0.23134E-09    0.18239E-14
