#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   497    0.22012E+04   -0.70304E+02   -0.99495E-08   -0.70304E+02    0.10099E+02    0.21686E-08   -0.99495E-08    0.21686E-08    0.73991E-13
   498    0.22108E+04   -0.69810E+02   -0.99881E-08   -0.69810E+02    0.99463E+01    0.21268E-08   -0.99881E-08    0.21268E-08    0.73460E-13
   499    0.22204E+04   -0.69285E+02   -0.10024E-07   -0.69285E+02    0.97966E+01    0.20855E-08   -0.10024E-07    0.20855E-08    0.72934E-13
   500    0.22299E+04   -0.68733E+02   -0.10056E-07   -0.68733E+02    0.96476E+01    0.20447E-08   -0.10056E-07    0.20447E-08    0.72412E-13
   501    0.22392E+04   -0.68154E+02   -0.10086E-07   -0.68154E+02    0.95014E+01    0.20043E-08   -0.10086E-07    0.20043E-08    0.71894E-13
   502    0.22485E+04   -0.67546E+02   -0.10113E-07   -0.67546E+02    0.93575E+01    0.19645E-08   -0.10113E-07    0.19645E-08    0.71381E-13
   503    0.22576E+04   -0.66912E+02   -0.10138E-07   -0.66912E+02    0.92149E+01    0.19251E-08   -0.10138E-07    0.19251E-08    0.70872E-13
   504    0.22666E+04   -0.66251E+02   -0.10160E-07   -0.66251E+02    0.90746E+01    0.18863E-08   -0.10160E-07    0.18863E-08    0.70368E-13
   505    0.22756E+04   -0.65565E+02   -0.10179E-07   -0.65565E+02    0.89372E+01    0.18479E-08   -0.10179E-07    0.18479E-08    0.69868E-13
   506    0.22844E+04   -0.64853E+02   -0.10195E-07   -0.64853E+02    0.88022E+01    0.18100E-08   -0.10195E-07    0.18100E-08    0.69372E-13
   507    0.22931E+04   -0.64116E+02   -0.10209E-07   -0.64116E+02    0.86693E+01    0.17725E-08   -0.10209E-07    0.17725E-08    0.68880E-13
   508    0.23016E+04   -0.63354E+02   -0.10219E-07   -0.63354E+02    0.85397E+01    0.17355E-08   -0.10219E-07    0.17355E-08    0.68393E-13
   509    0.23100E+04   -0.62569E+02   -0.10228E-07   -0.62569E+02    0.84123E+01    0.16989E-08   -0.10228E-07    0.16989E-08    0.67910E-13
   510    0.23182E+04   -0.61761E+02   -0.10234E-07   -0.61761E+02    0.82878E+01    0.16627E-08   -0.10234E-07    0.16627E-08    0.67431E-13
   511    0.23264E+04   -0.60929E+02   -0.10237E-07   -0.60929E+02    0.81660E+01    0.16270E-08   -0.10237E-07    0.16270E-08    0.66956E-13
   512    0.23343E+04   -0.60075E+02   -0.10237E-07   -0.60075E+02    0.80473E+01    0.15917E-08   -0.10237E-07    0.15917E-08    0.66485E-13
   513    0.23422E+04   -0.59201E+02   -0.10235E-07   -0.59201E+02    0.79316E+01    0.15568E-08   -0.10235E-07    0.15568E-08    0.66018E-13
   514    0.23499E+04   -0.58305E+02   -0.10231E-07   -0.58305E+02    0.78191E+01    0.15222E-08   -0.10231E-07    0.15222E-08    0.65555E-13
   515    0.23574E+04   -0.57388E+02   -0.10224E-07   -0.57388E+02    0.77099E+01    0.14881E-08   -0.10224E-07    0.14881E-08    0.65096E-13
   516    0.23647E+04   -0.56451E+02   -0.10214E-07   -0.56451E+02    0.76039E+01    0.14543E-08   -0.10214E-07    0.14543E-08    0.64641E-13
   517    0.23718E+04   -0.55496E+02   -0.10202E-07   -0.55496E+02    0.75014E+01    0.14209E-08   -0.10202E-07    0.14209E-08    0.64190E-13
   518    0.23788E+04   -0.54521E+02   -0.10188E-07   -0.54521E+02    0.74023E+01    0.13879E-08   -0.10188E-07    0.13879E-08    0.63743E-13
   519    0.23857E+04   -0.53527E+02   -0.10171E-07   -0.53527E+02    0.73068E+01    0.13552E-08   -0.10171E-07    0.13552E-08    0.63300E-13
   520    0.23923E+04   -0.52517E+02   -0.10152E-07   -0.52517E+02    0.72149E+01    0.13228E-08   -0.10152E-07    0.13228E-08    0.62860E-13
   521    0.23987E+04   -0.51490E+02   -0.10130E-07   -0.51490E+02    0.71265E+01    0.12908E-08   -0.10130E-07    0.12908E-08    0.62424E-13
   522    0.24049E+04   -0.50446E+02   -0.10106E-07   -0.50446E+02    0.70421E+01    0.12590E-08   -0.10106E-07    0.12590E-08    0.61992E-13
   523    0.24110E+04   -0.49386E+02   -0.10080E-07   -0.49386E+02    0.69615E+01    0.12276E-08   -0.10080E-07    0.12276E-08    0.61564E-13
   524    0.24169E+04   -0.48312E+02   -0.10051E-07   -0.48312E+02    0.68846E+01    0.11965E-08   -0.10051E-07    0.11965E-08    0.61139E-13
   525    0.24225E+04   -0.47221E+02   -0.10020E-07   -0.47221E+02    0.68118E+01    0.11657E-08   -0.10020E-07    0.11657E-08    0.60718E-13
   526    0.24280E+04   -0.46117E+02   -0.99867E-08   -0.46117E+02    0.67429E+01    0.11352E-08   -0.99867E-08    0.11352E-08    0.60300E-13
   527    0.24334E+04   -0.45000E+02   -0.99511E-08   -0.45000E+02    0.66780E+01    0.11049E-08   -0.99511E-08    0.11049E-08    0.59886E-13
   528    0.24385E+04   -0.43871E+02   -0.99132E-08   -0.43871E+02    0.66172E+01    0.10749E-08   -0.99132E-08    0.10749E-08    0.59476E-13
   529    0.24434E+04   -0.42729E+02   -0.98731E-08   -0.42729E+02    0.65607E+01    0.10452E-08   -0.98731E-08    0.10452E-08    0.59069E-13
   530    0.24480E+04   -0.41576E+02   -0.98307E-08   -0.41576E+02    0.65084E+01    0.10157E-08   -0.98307E-08    0.10157E-08    0.58665E-13
   531    0.24527E+04   -0.40411E+02   -0.97861E-08   -0.40411E+02    0.64602E+01    0.98644E-09   -0.97861E-08    0.98644E-09    0.58265E-13
   532    0.24569E+04   -0.39237E+02   -0.97394E-08   -0.39237E+02    0.64165E+01    0.95741E-09   -0.97394E-08    0.95741E-09    0.57868E-13
   533    0.24610E+04   -0.38053E+02   -0.96905E-08   -0.38053E+02    0.63770E+01    0.92859E-09   -0.96905E-08    0.92859E-09    0.57475E-13
   534    0.24648E+04   -0.36860E+02   -0.96394E-08   -0.36860E+02    0.63420E+01    0.89999E-09   -0.96394E-08    0.89999E-09    0.57084E-13
   535    0.24684E+04   -0.35659E+02   -0.95863E-08   -0.35659E+02    0.63115E+01    0.87159E-09   -0.95863E-08    0.87159E-09    0.56698E-13
   536    0.24719E+04   -0.34449E+02   -0.95310E-08   -0.34449E+02    0.62853E+01    0.84338E-09   -0.95310E-08    0.84338E-09    0.56314E-13
   537    0.24752E+04   -0.33232E+02   -0.94736E-08   -0.33232E+02    0.62636E+01    0.81535E-09   -0.94736E-08    0.81535E-09    0.55934E-13
   538    0.24781E+04   -0.32009E+02   -0.94141E-08   -0.32009E+02    0.62466E+01    0.78749E-09   -0.94141E-08    0.78749E-09    0.55556E-13
   539    0.24809E+04   -0.30780E+02   -0.93526E-08   -0.30780E+02    0.62340E+01    0.75980E-09   -0.93526E-08    0.75980E-09    0.55182E-13
   540    0.24835E+04   -0.29546E+02   -0.92891E-08   -0.29546E+02    0.62262E+01    0.73226E-09   -0.92891E-08    0.73226E-09    0.54811E-13
   541    0.24858E+04   -0.28306E+02   -0.92236E-08   -0.28306E+02    0.62228E+01    0.70486E-09   -0.92236E-08    0.70486E-09    0.54443E-13
   542    0.24880E+04   -0.27063E+02   -0.91560E-08   -0.27063E+02    0.62241E+01    0.67760E-09   -0.91560E-08    0.67760E-09    0.54078E-13
   543    0.24899E+04   -0.25817E+02   -0.90865E-08   -0.25817E+02    0.62302E+01    0.65047E-09   -0.90865E-08    0.65047E-09    0.53717E-13
   544    0.24916E+04   -0.24567E+02   -0.90151E-08   -0.24567E+02    0.62409E+01    0.62346E-09   -0.90151E-08    0.62346E-09    0.53358E-13
   545    0.24930E+04   -0.23314E+02   -0.89417E-08   -0.23314E+02    0.62563E+01    0.59655E-09   -0.89417E-08    0.59655E-09    0.53002E-13
   546    0.24943E+04   -0.22060E+02   -0.88664E-08   -0.22060E+02    0.62762E+01    0.56974E-09   -0.88664E-08    0.56974E-09    0.52648E-13
   547    0.24953E+04   -0.20804E+02   -0.87892E-08   -0.20804E+02    0.63008E+01    0.54303E-09   -0.87892E-08    0.54303E-09    0.52298E-13
   548    0.24961E+04   -0.19548E+02   -0.87101E-08   -0.19548E+02    0.63301E+01    0.51639E-09   -0.87101E-08    0.51639E-09    0.51951E-13
   549    0.24968E+04   -0.18291E+02   -0.86292E-08   -0.18291E+02    0.63642E+01    0.48983E-09   -0.86292E-08    0.48983E-09    0.51606E-13
   550    0.24971E+04   -0.17035E+02   -0.85464E-08   -0.17035E+02    0.64031E+01    0.46333E-09   -0.85464E-08    0.46333E-09    0.51264E-13
   551    0.24974E+04   -0.15780E+02   -0.84618E-08   -0.15780E+02    0.64468E+01    0.43688E-09   -0.84618E-08    0.43688E-09    0.50925E-13
   552    0.24973E+04   -0.14527E+02   -0.83755E-08   -0.14527E+02    0.64953E+01    0.41049E-09   -0.83755E-08    0.41049E-09    0.50589E-13
   553    0.24971E+04   -0.13276E+02   -0.82874E-08   -0.13276E+02    0.65473E+01    0.38416E-09   -0.82874E-08    0.38416E-09    0.50255E-13
   554    0.24966E+04   -0.12028E+02   -0.81976E-08   -0.12028E+02    0.66057E+01    0.35790E-09   -0.81976E-08    0.35790E-09    0.49924E-13
   555    0.24959E+04   -0.10785E+02   -0.81061E-08   -0.10785E+02    0.66683E+01    0.33170E-09   -0.81061E-08    0.33170E-09    0.49595E-13
   556    0.24950E+04   -0.95468E+01   -0.80130E-08   -0.95468E+01    0.67360E+01    0.30557E-09   -0.80130E-08    0.30557E-09    0.49269E-13
   557    0.24939E+04   -0.83149E+01   -0.79184E-08   -0.83149E+01    0.68080E+01    0.27952E-09   -0.79184E-08    0.27952E-09    0.48946E-13
   558    0.24925E+04   -0.70890E+01   -0.78222E-08   -0.70890E+01    0.68858E+01    0.25354E-09   -0.78222E-08    0.25354E-09    0.48626E-13
   559    0.24909E+04   -0.58701E+01   -0.77245E-08   -0.58701E+01    0.69673E+01    0.22764E-09   -0.77245E-08    0.22764E-09    0.48307E-13
   560    0.24892E+04   -0.46597E+01   -0.76253E-08   -0.46597E+01    0.70532E+01    0.20182E-09   -0.76253E-08    0.20182E-09    0.47992E-13
   561    0.24872E+04   -0.34581E+01   -0.75247E-08   -0.34581E+01    0.71444E+01    0.17609E-09   -0.75247E-08    0.17609E-09    0.47679E-13
   562    0.24851E+04   -0.22661E+01   -0.74227E-08   -0.22661E+01    0.72408E+01    0.15045E-09   -0.74227E-08    0.15045E-09    0.47368E-13
   563    0.24827E+04   -0.10824E+01   -0.73194E-08   -0.10824E+01    0.73410E+01    0.12491E-09   -0.73194E-08    0.12491E-09    0.47060E-13
   564    0.24802E+04    0.87741E-01   -0.72148E-08    0.87741E-01    0.74474E+01    0.99459E-10   -0.72148E-08    0.99459E-10    0.46755E-13
   565    0.24774E+04    0.12479E+01   -0.71089E-08    0.12479E+01    0.75569E+01    0.74109E-10   -0.71089E-08    0.74109E-10    0.46451E-13
   566    0.24745E+04    0.23949E+01   -0.70018E-08    0.23949E+01    0.76719E+01    0.48862E-10   -0.70018E-08    0.48862E-10    0.46151E-13
   567    0.24713E+04    0.35293E+01   -0.68935E-08    0.35293E+01    0.77908E+01    0.23721E-10   -0.68935E-08    0.23721E-10    0.45852E-13
   568    0.24680E+04    0.46497E+01   -0.67841E-08    0.46497E+01    0.79153E+01   -0.13102E-11   -0.67841E-08   -0.13102E-11    0.45556E-13
   569    0.24644E+04    0.57579E+01   -0.66735E-08    0.57579E+01    0.80446E+01   -0.26228E-10   -0.66735E-08   -0.26228E-10    0.45263E-13
   570    0.24608E+04    0.68488E+01   -0.65619E-08    0.68488E+01    0.81780E+01   -0.51030E-10   -0.65619E-08   -0.51030E-10    0.44972E-13
   571    0.24568E+04    0.79243E+01   -0.64493E-08    0.79243E+01    0.83163E+01   -0.75712E-10   -0.64493E-08   -0.75712E-10    0.44683E-13
   572    0.24527E+04    0.89844E+01   -0.63356E-08    0.89844E+01    0.84588E+01   -0.10027E-09   -0.63356E-08   -0.10027E-09    0.44396E-13
   573    0.24484E+04    0.10027E+02   -0.62211E-08    0.10027E+02    0.86055E+01   -0.12471E-09   -0.62211E-08   -0.12471E-09    0.44112E-13
   574    0.24440E+04    0.11053E+02   -0.61056E-08    0.11053E+02    0.87573E+01   -0.14901E-09   -0.61056E-08   -0.14901E-09    0.43829E-13
   575    0.24394E+04    0.12060E+02   -0.59892E-08    0.12060E+02    0.89126E+01   -0.17318E-09   -0.59892E-08   -0.17318E-09    0.43550E-13
   576    0.24346E+04    0.13049E+02   -0.58721E-08    0.13049E+02    0.90731E+01   -0.19721E-09   -0.58721E-08   -0.19721E-09    0.43272E-13
   577    0.24296E+04    0.14019E+02   -0.57541E-08    0.14019E+02    0.92379E+01   -0.22111E-09   -0.57541E-08   -0.22111E-09    0.42997E-13
   578    0.24245E+04    0.14970E+02   -0.56354E-08    0.14970E+02    0.94065E+01   -0.24486E-09   -0.56354E-08   -0.24486E-09    0.42723E-13
   579    0.24192E+04    0.15901E+02   -0.55159E-08    0.15901E+02    0.95803E+01   -0.26847E-09   -0.55159E-08   -0.26847E-09    0.42452E-13
   580    0.24138E+04    0.16810E+02   -0.53958E-08    0.16810E+02    0.97579E+01   -0.29193E-09   -0.53958E-08   -0.29193E-09    0.42183E-13
   581    0.24081E+04    0.17700E+02   -0.52751E-08    0.17700E+02    0.99393E+01   -0.31523E-09   -0.52751E-08   -0.31523E-09    0.41916E-13
   582    0.24023E+04    0.18567E+02   -0.51538E-08    0.18567E+02    0.10125E+02   -0.33838E-09   -0.51538E-08   -0.33838E-09    0.41652E-13
   583    0.23964E+04    0.19412E+02   -0.50319E-08    0.19412E+02    0.10315E+02   -0.36137E-09   -0.50319E-08   -0.36137E-09    0.41389E-13
   584    0.23903E+04    0.20235E+02   -0.49095E-08    0.20235E+02    0.10509E+02   -0.38420E-09   -0.49095E-08   -0.38420E-09    0.41128E-13
   585    0.23842E+04    0.21035E+02   -0.47867E-08    0.21035E+02    0.10707E+02   -0.40686E-09   -0.47867E-08   -0.40686E-09    0.40870E-13
   586    0.23778E+04    0.21811E+02   -0.46634E-08    0.21811E+02    0.10908E+02   -0.42935E-09   -0.46634E-08   -0.42935E-09    0.40613E-13
   587    0.23713E+04    0.22564E+02   -0.45397E-08    0.22564E+02    0.11114E+02   -0.45167E-09   -0.45397E-08   -0.45167E-09    0.40359E-13
   588    0.23647E+04    0.23292E+02   -0.44156E-08    0.23292E+02    0.11324E+02   -0.47382E-09   -0.44156E-08   -0.47382E-09    0.40106E-13
   589    0.23579E+04    0.23997E+02   -0.42913E-08    0.23997E+02    0.11537E+02   -0.49578E-09   -0.42913E-08   -0.49578E-09    0.39855E-13
   590    0.23509E+04    0.24676E+02   -0.41666E-08    0.24676E+02    0.11753E+02   -0.51756E-09   -0.41666E-08   -0.51756E-09    0.39607E-13
   591    0.23439E+04    0.25330E+02   -0.40418E-08    0.25330E+02    0.11975E+02   -0.53916E-09   -0.40418E-08   -0.53916E-09    0.39360E-13
   592    0.23368E+04    0.25958E+02   -0.39167E-08    0.25958E+02    0.12198E+02   -0.56057E-09   -0.39167E-08   -0.56057E-09    0.39115E-13
   593    0.23295E+04    0.26561E+02   -0.37915E-08    0.26561E+02    0.12426E+02   -0.58178E-09   -0.37915E-08   -0.58178E-09    0.38872E-13
   594    0.23219E+04    0.27137E+02   -0.36662E-08    0.27137E+02    0.12658E+02   -0.60280E-09   -0.36662E-08   -0.60280E-09    0.38631E-13
   595    0.23144E+04    0.27688E+02   -0.35407E-08    0.27688E+02    0.12891E+02   -0.62363E-09   -0.35407E-08   -0.62363E-09    0.38392E-13
   596    0.23068E+04    0.28211E+02   -0.34153E-08    0.28211E+02    0.13130E+02   -0.64424E-09   -0.34153E-08   -0.64424E-09    0.38154E-13
   597    0.22990E+04    0.28708E+02   -0.32898E-08    0.28708E+02    0.13369E+02   -0.66466E-09   -0.32898E-08   -0.66466E-09    0.37919E-13
   598    0.22914E+04    0.29177E+02   -0.31644E-08    0.29177E+02    0.13613E+02   -0.68486E-09   -0.31644E-08   -0.68486E-09    0.37685E-13
   599    0.22835E+04    0.29620E+02   -0.30391E-08    0.29620E+02    0.13860E+02   -0.70486E-09   -0.30391E-08   -0.70486E-09    0.37453E-13
   600    0.22754E+04    0.30035E+02   -0.29139E-08    0.30035E+02    0.14110E+02   -0.72463E-09   -0.29139E-08   -0.72463E-09    0.37222E-13
   601    0.22673E+04    0.30421E+02   -0.27889E-08    0.30421E+02    0.14364E+02   -0.74419E-09   -0.27889E-08   -0.74419E-09    0.36994E-13
   602    0.22591E+04    0.30780E+02   -0.26640E-08    0.30780E+02    0.14619E+02   -0.76353E-09   -0.26640E-08   -0.76353E-09    0.36767E-13
   603    0.22507E+04    0.31111E+02   -0.25392E-08    0.31111E+02    0.14878E+02   -0.78265E-09   -0.25392E-08   -0.78265E-09    0.36541E-13
   604    0.22424E+04    0.31413E+02   -0.24147E-08    0.31413E+02    0.15138E+02   -0.80156E-09   -0.24147E-08   -0.80156E-09    0.36318E-13
   605    0.22339E+04    0.31687E+02   -0.22903E-08    0.31687E+02    0.15402E+02   -0.82024E-09   -0.22903E-08   -0.82024E-09    0.36096E-13
   606    0.22254E+04    0.31931E+02   -0.21661E-08    0.31931E+02    0.15667E+02   -0.83871E-09   -0.21661E-08   -0.83871E-09    0.35875E-13
   607    0.22167E+04    0.32146E+02   -0.20421E-08    0.32146E+02    0.15935E+02   -0.85695E-09   -0.20421E-08   -0.85695E-09    0.35657E-13
   608    0.22081E+04    0.32331E+02   -0.19183E-08    0.32331E+02    0.16206E+02   -0.87498E-09   -0.19183E-08   -0.87498E-09    0.35440E-13
   609    0.21994E+04    0.32486E+02   -0.17947E-08    0.32486E+02    0.16478E+02   -0.89278E-09   -0.17947E-08   -0.89278E-09    0.35224E-13
   610    0.21906E+04    0.32611E+02   -0.16712E-08    0.32611E+02    0.16751E+02   -0.91037E-09   -0.16712E-08   -0.91037E-09    0.35011E-13
   611    0.21818E+04    0.32706E+02   -0.15480E-08    0.32706E+02    0.17027E+02   -0.92774E-09   -0.15480E-08   -0.92774E-09    0.34799E-13
   612    0.21730E+04    0.32772E+02   -0.14250E-08    0.32772E+02    0.17306E+02   -0.94489E-09   -0.14250E-08   -0.94489E-09    0.34588E-13
   613    0.21641E+04    0.32806E+02   -0.13021E-08    0.32806E+02    0.17584E+02   -0.96182E-09   -0.13021E-08   -0.96182E-09    0.34379E-13
   614    0.21552E+04    0.32809E+02   -0.11795E-08    0.32809E+02    0.17864E+02   -0.97853E-09   -0.11795E-08   -0.97853E-09    0.34172E-13
   615    0.21463E+04    0.32782E+02   -0.10571E-08    0.32782E+02    0.18146E+02   -0.99502E-09   -0.10571E-08   -0.99502E-09    0.33966E-13
   616    0.21373E+04    0.32724E+02   -0.93494E-09    0.32724E+02    0.18429E+02   -0.10113E-08   -0.93494E-09   -0.10113E-08    0.33761E-13
   617    0.21284E+04    0.32636E+02   -0.81298E-09    0.32636E+02    0.18714E+02   -0.10273E-08   -0.81298E-09   -0.10273E-08    0.33558E-13
   618    0.21194E+04    0.32515E+02   -0.69124E-09    0.32515E+02    0.19000E+02   -0.10432E-08   -0.69124E-09   -0.10432E-08    0.33357E-13
   619    0.21104E+04    0.32365E+02   -0.56973E-09    0.32365E+02    0.19288E+02   -0.10588E-08   -0.56973E-09   -0.10588E-08    0.33157E-13
   620    0.21015E+04    0.32184E+02   -0.44846E-09    0.32184E+02    0.19575E+02   -0.10742E-08   -0.44846E-09   -0.10742E-08    0.32959E-13
   621    0.20924E+04    0.31971E+02   -0.32743E-09    0.31971E+02    0.19864E+02   -0.10893E-08   -0.32743E-09   -0.10893E-08    0.32762E-13
   622    0.20835E+04    0.31727E+02   -0.20663E-09    0.31727E+02    0.20154E+02   -0.11043E-08   -0.20663E-09   -0.11043E-08    0.32567E-13
   623    0.20746E+04    0.31453E+02   -0.86084E-10    0.31453E+02    0.20443E+02   -0.11190E-08   -0.86084E-10   -0.11190E-08    0.32373E-13
   624    0.20656E+04    0.31148E+02    0.34215E-10    0.31148E+02    0.20732E+02   -0.11335E-08    0.34215E-10   -0.11335E-08    0.32180E-13
   625    0.20566E+04    0.30810E+02    0.15426E-09    0.30810E+02    0.21022E+02   -0.11478E-08    0.15426E-09   -0.11478E-08    0.31989E-13
   626    0.20477E+04    0.30443E+02    0.27405E-09    0.30443E+02    0.21313E+02   -0.11619E-08    0.27405E-09   -0.11619E-08    0.31800E-13
   627    0.20389E+04    0.30044E+02    0.39358E-09    0.30044E+02    0.21603E+02   -0.11757E-08    0.39358E-09   -0.11757E-08    0.31611E-13
   628    0.20300E+04    0.29615E+02    0.51284E-09    0.29615E+02    0.21893E+02   -0.11894E-08    0.51284E-09   -0.11894E-08    0.31424E-13
   629    0.20213E+04    0.29155E+02    0.63184E-09    0.29155E+02    0.22183E+02   -0.12028E-08    0.63184E-09   -0.12028E-08    0.31239E-13
   630    0.20124E+04    0.28663E+02    0.75056E-09    0.28663E+02    0.22473E+02   -0.12159E-08    0.75056E-09   -0.12159E-08    0.31055E-13
   631    0.20037E+04    0.28142E+02    0.86901E-09    0.28142E+02    0.22762E+02   -0.12289E-08    0.86901E-09   -0.12289E-08    0.30872E-13
   632    0.19951E+04    0.27589E+02    0.98718E-09    0.27589E+02    0.23051E+02   -0.12417E-08    0.98718E-09   -0.12417E-08    0.30691E-13
   633    0.19864E+04    0.27007E+02    0.11051E-08    0.27007E+02    0.23340E+02   -0.12542E-08    0.11051E-08   -0.12542E-08    0.30511E-13
   634    0.19779E+04    0.26395E+02    0.12227E-08    0.26395E+02    0.23627E+02   -0.12665E-08    0.12227E-08   -0.12665E-08    0.30332E-13
   635    0.19694E+04    0.25753E+02    0.13400E-08    0.25753E+02    0.23914E+02   -0.12786E-08    0.13400E-08   -0.12786E-08    0.30154E-13
   636    0.19609E+04    0.25082E+02    0.14570E-08    0.25082E+02    0.24202E+02   -0.12904E-08    0.14570E-08   -0.12904E-08    0.29978E-13
   637    0.19525E+04    0.24380E+02    0.15737E-08    0.24380E+02    0.24486E+02   -0.13021E-08    0.15737E-08   -0.13021E-08    0.29803E-13
   638    0.19442E+04    0.23650E+02    0.16901E-08    0.23650E+02    0.24771E+02   -0.13135E-08    0.16901E-08   -0.13135E-08    0.29630E-13
   639    0.19360E+04    0.22890E+02    0.18062E-08    0.22890E+02    0.25054E+02   -0.13247E-08    0.18062E-08   -0.13247E-08    0.29457E-13
   640    0.19279E+04    0.22102E+02    0.19220E-08    0.22102E+02    0.25336E+02   -0.13356E-08    0.19220E-08   -0.13356E-08    0.29286E-13
   641    0.19198E+04    0.21284E+02    0.20374E-08    0.21284E+02    0.25617E+02   -0.13464E-08    0.20374E-08   -0.13464E-08    0.29116E-13
   642    0.19118E+04    0.20439E+02    0.21526E-08    0.20439E+02    0.25896E+02   -0.13569E-08    0.21526E-08   -0.13569E-08    0.28948E-13
   643    0.19039E+04    0.19566E+02    0.22674E-08    0.19566E+02    0.26175E+02   -0.13672E-08    0.22674E-08   -0.13672E-08    0.28780E-13
   644    0.18961E+04    0.18664E+02    0.23819E-08    0.18664E+02    0.26449E+02   -0.13773E-08    0.23819E-08   -0.13773E-08    0.28614E-13
   645    0.18884E+04    0.17735E+02    0.24961E-08    0.17735E+02    0.26724E+02   -0.13872E-08    0.24961E-08   -0.13872E-08    0.28449E-13
   646    0.18807E+04    0.16779E+02    0.26099E-08    0.16779E+02    0.26996E+02   -0.13968E-08    0.26099E-08   -0.13968E-08    0.28285E-13
   647    0.18733E+04    0.15795E+02    0.27234E-08    0.15795E+02    0.27267E+02   -0.14062E-08    0.27234E-08   -0.14062E-08    0.28122E-13
   648    0.18658E+04    0.14786E+02    0.28366E-08    0.14786E+02    0.27536E+02   -0.14154E-08    0.28366E-08   -0.14154E-08    0.27961E-13
   649    0.18585E+04    0.13749E+02    0.29494E-08    0.13749E+02    0.27802E+02   -0.14244E-08    0.29494E-08   -0.14244E-08    0.27800E-13
   650    0.18513E+04    0.12687E+02    0.30619E-08    0.12687E+02    0.28066E+02   -0.14332E-08    0.30619E-08   -0.14332E-08    0.27641E-13
   651    0.18442E+04    0.11599E+02    0.31740E-08    0.11599E+02    0.28329E+02   -0.14417E-08    0.31740E-08   -0.14417E-08    0.27483E-13
   652    0.18371E+04    0.10485E+02    0.32857E-08    0.10485E+02    0.28589E+02   -0.14500E-08    0.32857E-08   -0.14500E-08    0.27326E-13
   653    0.18304E+04    0.93475E+01    0.33971E-08    0.93475E+01    0.28846E+02   -0.14581E-08    0.33971E-08   -0.14581E-08    0.27170E-13
   654    0.18236E+04    0.81865E+01    0.35080E-08    0.81865E+01    0.29101E+02   -0.14660E-08    0.35080E-08   -0.14660E-08    0.27015E-13
   655    0.18169E+04    0.70011E+01    0.36186E-08    0.70011E+01    0.29354E+02   -0.14736E-08    0.36186E-08   -0.14736E-08    0.26861E-13
   656    0.18104E+04    0.57928E+01    0.37287E-08    0.57928E+01    0.29603E+02   -0.14810E-08    0.37287E-08   -0.14810E-08    0.26709E-13
   657    0.18041E+04    0.45629E+01    0.38383E-08    0.45629E+01    0.29850E+02   -0.14883E-08    0.38383E-08   -0.14883E-08    0.26557E-13
   658    0.17977E+04    0.33104E+01    0.39475E-08    0.33104E+01    0.30094E+02   -0.14953E-08    0.39475E-08   -0.14953E-08    0.26406E-13
   659    0.17917E+04    0.20368E+01    0.40561E-08    0.20368E+01    0.30335E+02   -0.15020E-08    0.40561E-08   -0.15020E-08    0.26257E-13
   660    0.17858E+04    0.74268E+00    0.41643E-08    0.74268E+00    0.30572E+02   -0.15086E-08    0.41643E-08   -0.15086E-08    0.26108E-13
   661    0.17799E+04   -0.57065E+00    0.42720E-08   -0.57065E+00    0.30805E+02   -0.15150E-08    0.42720E-08   -0.15150E-08    0.25961E-13
   662    0.17743E+04   -0.19048E+01    0.43791E-08   -0.19048E+01    0.31036E+02   -0.15211E-08    0.43791E-08   -0.15211E-08    0.25814E-13
   663    0.17687E+04   -0.32584E+01    0.44857E-08   -0.32584E+01    0.31264E+02   -0.15270E-08    0.44857E-08   -0.15270E-08    0.25669E-13
   664    0.17633E+04   -0.46295E+01    0.45917E-08   -0.46295E+01    0.31487E+02   -0.15327E-08    0.45917E-08   -0.15327E-08    0.25525E-13
   665    0.17581E+04   -0.60187E+01    0.46971E-08   -0.60187E+01    0.31706E+02   -0.15382E-08    0.46971E-08   -0.15382E-08    0.25381E-13
   666    0.17530E+04   -0.74249E+01    0.48019E-08   -0.74249E+01    0.31922E+02   -0.15435E-08    0.48019E-08   -0.15435E-08    0.25239E-13
   667    0.17481E+04   -0.88482E+01    0.49061E-08   -0.88482E+01    0.32134E+02   -0.15486E-08    0.49061E-08   -0.15486E-08    0.25098E-13
   668    0.17432E+04   -0.10288E+02    0.50096E-08   -0.10288E+02    0.32342E+02   -0.15535E-08    0.50096E-08   -0.15535E-08    0.24957E-13
   669    0.17387E+04   -0.11743E+02    0.51125E-08   -0.11743E+02    0.32546E+02   -0.15582E-08    0.51125E-08   -0.15582E-08    0.24818E-13
   670    0.17342E+04   -0.13211E+02    0.52148E-08   -0.13211E+02    0.32745E+02   -0.15626E-08    0.52148E-08   -0.15626E-08    0.24679E-13
   671    0.17300E+04   -0.14695E+02    0.53163E-08   -0.14695E+02    0.32942E+02   -0.15669E-08    0.53163E-08   -0.15669E-08    0.24542E-13
   672    0.17258E+04   -0.16193E+02    0.54171E-08   -0.16193E+02    0.33132E+02   -0.15709E-08    0.54171E-08   -0.15709E-08    0.24405E-13
   673    0.17219E+04   -0.17703E+02    0.55173E-08   -0.17703E+02    0.33320E+02   -0.15748E-08    0.55173E-08   -0.15748E-08    0.24270E-13
