#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.259948E+00   0.666358E+06   0.663050E+06   0.230916E+00  -0.332614E+00   0.000000E+00   0.665803E+06   0.665803E+06   0.665803E+06  -0.149569E-01   0.324811E+06   0.324769E+06   0.534310E-01
   0.265060E+00   0.645305E+06   0.641975E+06   0.215069E+00  -0.309792E+00   0.000000E+00   0.644746E+06   0.644746E+06   0.644746E+06  -0.144838E-01   0.314538E+06   0.314497E+06   0.521518E-01
   0.270172E+00   0.625039E+06   0.621693E+06   0.200497E+00  -0.288807E+00   0.000000E+00   0.624477E+06   0.624477E+06   0.624477E+06  -0.140285E-01   0.304650E+06   0.304609E+06   0.508141E-01
   0.275284E+00   0.606135E+06   0.602803E+06   0.187273E+00  -0.269761E+00   0.000000E+00   0.605575E+06   0.605575E+06   0.605575E+06  -0.136039E-01   0.295429E+06   0.295389E+06   0.491904E-01
   0.280396E+00   0.588966E+06   0.585692E+06   0.175392E+00  -0.252648E+00   0.000000E+00   0.588417E+06   0.588417E+06   0.588417E+06  -0.132184E-01   0.287058E+06   0.287019E+06   0.472024E-01
   0.285507E+00   0.573604E+06   0.570431E+06   0.164756E+00  -0.237327E+00   0.000000E+00   0.573072E+06   0.573072E+06   0.573072E+06  -0.128737E-01   0.279572E+06   0.279534E+06   0.449075E-01
   0.290619E+00   0.559795E+06   0.556753E+06   0.155187E+00  -0.223540E+00   0.000000E+00   0.559284E+06   0.559284E+06   0.559284E+06  -0.125640E-01   0.272846E+06   0.272809E+06   0.424543E-01
   0.295731E+00   0.547081E+06   0.544183E+06   0.146469E+00  -0.210980E+00   0.000000E+00   0.546594E+06   0.546594E+06   0.546594E+06  -0.122789E-01   0.266655E+06   0.266620E+06   0.400272E-01
   0.300843E+00   0.534975E+06   0.532214E+06   0.138406E+00  -0.199364E+00   0.000000E+00   0.534511E+06   0.534511E+06   0.534511E+06  -0.120075E-01   0.260760E+06   0.260726E+06   0.377950E-01
   0.305955E+00   0.523077E+06   0.520432E+06   0.130847E+00  -0.188473E+00   0.000000E+00   0.522633E+06   0.522633E+06   0.522633E+06  -0.117406E-01   0.254966E+06   0.254933E+06   0.358713E-01
   0.311067E+00   0.511116E+06   0.508557E+06   0.123688E+00  -0.178162E+00   0.000000E+00   0.510686E+06   0.510686E+06   0.510686E+06  -0.114723E-01   0.249137E+06   0.249105E+06   0.342955E-01
   0.316179E+00   0.498974E+06   0.496470E+06   0.116876E+00  -0.168351E+00   0.000000E+00   0.498553E+06   0.498553E+06   0.498553E+06  -0.111997E-01   0.243218E+06   0.243187E+06   0.330351E-01
   0.321291E+00   0.486715E+06   0.484244E+06   0.110405E+00  -0.159029E+00   0.000000E+00   0.486300E+06   0.486300E+06   0.486300E+06  -0.109244E-01   0.237241E+06   0.237210E+06   0.320072E-01
   0.326403E+00   0.474558E+06   0.472107E+06   0.104299E+00  -0.150236E+00   0.000000E+00   0.474147E+06   0.474147E+06   0.474147E+06  -0.106514E-01   0.231312E+06   0.231281E+06   0.311073E-01
   0.331515E+00   0.462767E+06   0.460333E+06   0.985933E-01  -0.142018E+00   0.000000E+00   0.462358E+06   0.462358E+06   0.462358E+06  -0.103866E-01   0.225561E+06   0.225531E+06   0.302366E-01
   0.336626E+00   0.451543E+06   0.449135E+06   0.933010E-01  -0.134396E+00   0.000000E+00   0.451139E+06   0.451139E+06   0.451139E+06  -0.101346E-01   0.220087E+06   0.220058E+06   0.293222E-01
   0.341738E+00   0.441000E+06   0.438631E+06   0.884160E-01  -0.127359E+00   0.000000E+00   0.440603E+06   0.440603E+06   0.440603E+06  -0.989787E-02   0.214947E+06   0.214918E+06   0.283291E-01
   0.346850E+00   0.431175E+06   0.428859E+06   0.839168E-01  -0.120878E+00   0.000000E+00   0.430786E+06   0.430786E+06   0.430786E+06  -0.967735E-02   0.210158E+06   0.210130E+06   0.272614E-01
   0.351962E+00   0.422027E+06   0.419775E+06   0.797685E-01  -0.114903E+00   0.000000E+00   0.421649E+06   0.421649E+06   0.421649E+06  -0.947208E-02   0.205701E+06   0.205673E+06   0.261531E-01
   0.357074E+00   0.413430E+06   0.411248E+06   0.759232E-01  -0.109363E+00   0.000000E+00   0.413063E+06   0.413063E+06   0.413063E+06  -0.927923E-02   0.201512E+06   0.201486E+06   0.250525E-01
   0.362186E+00   0.405205E+06   0.403093E+06   0.723281E-01  -0.104184E+00   0.000000E+00   0.404850E+06   0.404850E+06   0.404850E+06  -0.909472E-02   0.197506E+06   0.197479E+06   0.240074E-01
   0.367298E+00   0.397190E+06   0.395140E+06   0.689385E-01  -0.993011E-01   0.000000E+00   0.396845E+06   0.396845E+06   0.396845E+06  -0.891490E-02   0.193600E+06   0.193575E+06   0.230536E-01
   0.372410E+00   0.389278E+06   0.387282E+06   0.657238E-01  -0.946703E-01   0.000000E+00   0.388943E+06   0.388943E+06   0.388943E+06  -0.873738E-02   0.189745E+06   0.189721E+06   0.222086E-01
   0.377522E+00   0.381421E+06   0.379467E+06   0.626650E-01  -0.902644E-01   0.000000E+00   0.381093E+06   0.381093E+06   0.381093E+06  -0.856103E-02   0.185916E+06   0.185891E+06   0.214697E-01
   0.382634E+00   0.373613E+06   0.371692E+06   0.597529E-01  -0.860698E-01   0.000000E+00   0.373291E+06   0.373291E+06   0.373291E+06  -0.838576E-02   0.182109E+06   0.182085E+06   0.208175E-01
   0.387745E+00   0.365906E+06   0.364011E+06   0.569869E-01  -0.820859E-01   0.000000E+00   0.365588E+06   0.365588E+06   0.365588E+06  -0.821272E-02   0.178352E+06   0.178328E+06   0.202241E-01
   0.392857E+00   0.358380E+06   0.356509E+06   0.543712E-01  -0.783184E-01   0.000000E+00   0.358066E+06   0.358066E+06   0.358066E+06  -0.804374E-02   0.174682E+06   0.174659E+06   0.196605E-01
   0.397969E+00   0.351110E+06   0.349264E+06   0.519081E-01  -0.747707E-01   0.000000E+00   0.350800E+06   0.350800E+06   0.350800E+06  -0.788052E-02   0.171137E+06   0.171115E+06   0.191031E-01
   0.403081E+00   0.344142E+06   0.342325E+06   0.495954E-01  -0.714395E-01   0.000000E+00   0.343837E+06   0.343837E+06   0.343837E+06  -0.772410E-02   0.167740E+06   0.167718E+06   0.185375E-01
   0.408193E+00   0.337495E+06   0.335711E+06   0.474269E-01  -0.683159E-01   0.000000E+00   0.337196E+06   0.337196E+06   0.337196E+06  -0.757490E-02   0.164500E+06   0.164478E+06   0.179603E-01
   0.413305E+00   0.331165E+06   0.329418E+06   0.453934E-01  -0.653867E-01   0.000000E+00   0.330872E+06   0.330872E+06   0.330872E+06  -0.743284E-02   0.161415E+06   0.161394E+06   0.173776E-01
   0.418417E+00   0.325118E+06   0.323409E+06   0.434824E-01  -0.626338E-01   0.000000E+00   0.324831E+06   0.324831E+06   0.324831E+06  -0.729713E-02   0.158468E+06   0.158447E+06   0.168011E-01
   0.423529E+00   0.319294E+06   0.317625E+06   0.416791E-01  -0.600362E-01   0.000000E+00   0.319013E+06   0.319013E+06   0.319013E+06  -0.716644E-02   0.155630E+06   0.155610E+06   0.162442E-01
   0.428641E+00   0.313634E+06   0.312002E+06   0.399699E-01  -0.575741E-01   0.000000E+00   0.313360E+06   0.313360E+06   0.313360E+06  -0.703945E-02   0.152872E+06   0.152852E+06   0.157178E-01
   0.433753E+00   0.308098E+06   0.306500E+06   0.383444E-01  -0.552327E-01   0.000000E+00   0.307829E+06   0.307829E+06   0.307829E+06  -0.691520E-02   0.150174E+06   0.150154E+06   0.152287E-01
   0.438864E+00   0.302659E+06   0.301092E+06   0.367952E-01  -0.530011E-01   0.000000E+00   0.302396E+06   0.302396E+06   0.302396E+06  -0.679315E-02   0.147523E+06   0.147504E+06   0.147784E-01
   0.443976E+00   0.297305E+06   0.295764E+06   0.353167E-01  -0.508714E-01   0.000000E+00   0.297046E+06   0.297046E+06   0.297046E+06  -0.667296E-02   0.144913E+06   0.144894E+06   0.143629E-01
   0.449088E+00   0.292038E+06   0.290521E+06   0.339057E-01  -0.488390E-01   0.000000E+00   0.291783E+06   0.291783E+06   0.291783E+06  -0.655474E-02   0.142346E+06   0.142327E+06   0.139749E-01
   0.454200E+00   0.286882E+06   0.285387E+06   0.325614E-01  -0.469027E-01   0.000000E+00   0.286630E+06   0.286630E+06   0.286630E+06  -0.643898E-02   0.139832E+06   0.139814E+06   0.136060E-01
   0.459312E+00   0.281864E+06   0.280390E+06   0.312836E-01  -0.450622E-01   0.000000E+00   0.281616E+06   0.281616E+06   0.281616E+06  -0.632634E-02   0.137386E+06   0.137368E+06   0.132486E-01
   0.464424E+00   0.277002E+06   0.275550E+06   0.300708E-01  -0.433153E-01   0.000000E+00   0.276758E+06   0.276758E+06   0.276758E+06  -0.621720E-02   0.135016E+06   0.134998E+06   0.128974E-01
   0.469536E+00   0.272300E+06   0.270872E+06   0.289202E-01  -0.416579E-01   0.000000E+00   0.272060E+06   0.272060E+06   0.272060E+06  -0.611166E-02   0.132724E+06   0.132706E+06   0.125495E-01
   0.474648E+00   0.267756E+06   0.266352E+06   0.278285E-01  -0.400853E-01   0.000000E+00   0.267521E+06   0.267521E+06   0.267521E+06  -0.600969E-02   0.130510E+06   0.130492E+06   0.122051E-01
   0.479760E+00   0.263367E+06   0.261988E+06   0.267921E-01  -0.385925E-01   0.000000E+00   0.263136E+06   0.263136E+06   0.263136E+06  -0.591119E-02   0.128370E+06   0.128353E+06   0.118666E-01
   0.484872E+00   0.259118E+06   0.257763E+06   0.258070E-01  -0.371734E-01   0.000000E+00   0.258890E+06   0.258890E+06   0.258890E+06  -0.581582E-02   0.126299E+06   0.126282E+06   0.115376E-01
   0.489983E+00   0.254984E+06   0.253654E+06   0.248682E-01  -0.358212E-01   0.000000E+00   0.254761E+06   0.254761E+06   0.254761E+06  -0.572304E-02   0.124285E+06   0.124268E+06   0.112210E-01
   0.495095E+00   0.250945E+06   0.249638E+06   0.239716E-01  -0.345295E-01   0.000000E+00   0.250726E+06   0.250726E+06   0.250726E+06  -0.563240E-02   0.122316E+06   0.122300E+06   0.109191E-01
   0.500207E+00   0.246990E+06   0.245705E+06   0.231140E-01  -0.332943E-01   0.000000E+00   0.246774E+06   0.246774E+06   0.246774E+06  -0.554364E-02   0.120388E+06   0.120373E+06   0.106330E-01
   0.505319E+00   0.243115E+06   0.241850E+06   0.222934E-01  -0.321123E-01   0.000000E+00   0.242903E+06   0.242903E+06   0.242903E+06  -0.545666E-02   0.118500E+06   0.118484E+06   0.103621E-01
   0.510431E+00   0.239316E+06   0.238070E+06   0.215076E-01  -0.309804E-01   0.000000E+00   0.239107E+06   0.239107E+06   0.239107E+06  -0.537139E-02   0.116648E+06   0.116632E+06   0.101047E-01
   0.515543E+00   0.235592E+06   0.234365E+06   0.207552E-01  -0.298966E-01   0.000000E+00   0.235386E+06   0.235386E+06   0.235386E+06  -0.528781E-02   0.114833E+06   0.114818E+06   0.985826E-02
   0.520655E+00   0.231952E+06   0.230742E+06   0.200351E-01  -0.288594E-01   0.000000E+00   0.231749E+06   0.231749E+06   0.231749E+06  -0.520610E-02   0.113058E+06   0.113043E+06   0.962044E-02
   0.525767E+00   0.228403E+06   0.227210E+06   0.193468E-01  -0.278680E-01   0.000000E+00   0.228203E+06   0.228203E+06   0.228203E+06  -0.512644E-02   0.111328E+06   0.111314E+06   0.938928E-02
   0.530879E+00   0.224949E+06   0.223773E+06   0.186890E-01  -0.269204E-01   0.000000E+00   0.224751E+06   0.224751E+06   0.224751E+06  -0.504890E-02   0.109645E+06   0.109630E+06   0.916345E-02
   0.535991E+00   0.221585E+06   0.220427E+06   0.180601E-01  -0.260144E-01   0.000000E+00   0.221390E+06   0.221390E+06   0.221390E+06  -0.497340E-02   0.108005E+06   0.107991E+06   0.894236E-02
   0.541102E+00   0.218310E+06   0.217169E+06   0.174585E-01  -0.251480E-01   0.000000E+00   0.218118E+06   0.218118E+06   0.218118E+06  -0.489990E-02   0.106409E+06   0.106394E+06   0.872621E-02
   0.546214E+00   0.215121E+06   0.213998E+06   0.168831E-01  -0.243190E-01   0.000000E+00   0.214933E+06   0.214933E+06   0.214933E+06  -0.482833E-02   0.104855E+06   0.104841E+06   0.851573E-02
   0.559946E+00   0.206930E+06   0.205851E+06   0.154535E-01  -0.222598E-01   0.000000E+00   0.206749E+06   0.206749E+06   0.206749E+06  -0.464449E-02   0.100862E+06   0.100849E+06   0.798361E-02
   0.593872E+00   0.188554E+06   0.187570E+06   0.125183E-01  -0.180318E-01   0.000000E+00   0.188389E+06   0.188389E+06   0.188389E+06  -0.423204E-02   0.919052E+05   0.918929E+05   0.687377E-02
   0.629853E+00   0.171767E+06   0.170871E+06   0.101381E-01  -0.146033E-01   0.000000E+00   0.171616E+06   0.171616E+06   0.171616E+06  -0.385526E-02   0.837228E+05   0.837117E+05   0.590805E-02
   0.879031E+00   0.100409E+06   0.998860E+05   0.304269E-02  -0.438285E-02   0.000000E+00   0.100322E+06   0.100322E+06   0.100322E+06  -0.225367E-02   0.489417E+05   0.489351E+05   0.250414E-02
   0.122679E+01   0.579868E+05   0.576845E+05   0.902151E-03  -0.129952E-02   0.000000E+00   0.579361E+05   0.579361E+05   0.579361E+05  -0.130150E-02   0.282640E+05   0.282601E+05   0.106040E-02
   0.171212E+01   0.331391E+05   0.329662E+05   0.264699E-03  -0.381298E-03   0.000000E+00   0.331101E+05   0.331101E+05   0.331101E+05  -0.743798E-03   0.161527E+05   0.161504E+05   0.453772E-03
   0.238945E+01   0.187690E+05   0.186708E+05   0.769674E-04  -0.110876E-03   0.000000E+00   0.187525E+05   0.187525E+05   0.187525E+05  -0.421264E-03   0.914841E+04   0.914698E+04   0.199677E-03
