#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.253330E+00   0.787278E+06   0.783931E+06   0.233334E+01   0.151701E+01   0.000000E+00   0.786716E+06   0.786716E+06   0.786716E+06  -0.203748E-01   0.434917E+06   0.434874E+06   0.567644E-01
   0.258401E+00   0.763436E+06   0.760104E+06   0.217487E+01   0.141404E+01   0.000000E+00   0.762876E+06   0.762876E+06   0.762876E+06  -0.197582E-01   0.421738E+06   0.421695E+06   0.550339E-01
   0.263471E+00   0.739546E+06   0.736196E+06   0.202643E+01   0.131753E+01   0.000000E+00   0.738984E+06   0.738984E+06   0.738984E+06  -0.191394E-01   0.408529E+06   0.408487E+06   0.536776E-01
   0.268542E+00   0.716373E+06   0.713003E+06   0.188943E+01   0.122845E+01   0.000000E+00   0.715807E+06   0.715807E+06   0.715807E+06  -0.185390E-01   0.395717E+06   0.395675E+06   0.523362E-01
   0.273613E+00   0.694599E+06   0.691234E+06   0.176452E+01   0.114718E+01   0.000000E+00   0.694034E+06   0.694034E+06   0.694034E+06  -0.179742E-01   0.383680E+06   0.383639E+06   0.507542E-01
   0.278683E+00   0.674702E+06   0.671384E+06   0.165227E+01   0.107424E+01   0.000000E+00   0.674145E+06   0.674145E+06   0.674145E+06  -0.174598E-01   0.372685E+06   0.372644E+06   0.488189E-01
   0.283754E+00   0.656843E+06   0.653616E+06   0.155158E+01   0.100878E+01   0.000000E+00   0.656301E+06   0.656301E+06   0.656301E+06  -0.169977E-01   0.362821E+06   0.362781E+06   0.465567E-01
   0.288825E+00   0.640828E+06   0.637726E+06   0.146122E+01   0.950081E+00   0.000000E+00   0.640308E+06   0.640308E+06   0.640308E+06  -0.165844E-01   0.353979E+06   0.353941E+06   0.440965E-01
   0.293896E+00   0.626196E+06   0.623236E+06   0.137897E+01   0.896578E+00   0.000000E+00   0.625699E+06   0.625699E+06   0.625699E+06  -0.162056E-01   0.345903E+06   0.345866E+06   0.416166E-01
   0.298966E+00   0.612390E+06   0.609572E+06   0.130311E+01   0.847211E+00   0.000000E+00   0.611917E+06   0.611917E+06   0.611917E+06  -0.158477E-01   0.338284E+06   0.338249E+06   0.392912E-01
   0.304037E+00   0.598923E+06   0.596228E+06   0.123234E+01   0.801208E+00   0.000000E+00   0.598471E+06   0.598471E+06   0.598471E+06  -0.154996E-01   0.330850E+06   0.330816E+06   0.372495E-01
   0.309108E+00   0.585448E+06   0.582848E+06   0.116567E+01   0.757944E+00   0.000000E+00   0.585012E+06   0.585012E+06   0.585012E+06  -0.151528E-01   0.323410E+06   0.323377E+06   0.355510E-01
   0.314178E+00   0.571790E+06   0.569254E+06   0.110199E+01   0.716532E+00   0.000000E+00   0.571364E+06   0.571364E+06   0.571364E+06  -0.147991E-01   0.315865E+06   0.315833E+06   0.341826E-01
   0.319249E+00   0.557963E+06   0.555464E+06   0.104133E+01   0.677051E+00   0.000000E+00   0.557543E+06   0.557543E+06   0.557543E+06  -0.144402E-01   0.308224E+06   0.308193E+06   0.330740E-01
   0.324320E+00   0.544159E+06   0.541683E+06   0.983894E+00   0.639651E+00   0.000000E+00   0.543743E+06   0.543743E+06   0.543743E+06  -0.140816E-01   0.300595E+06   0.300564E+06   0.321251E-01
   0.329390E+00   0.530671E+06   0.528212E+06   0.930274E+00   0.604824E+00   0.000000E+00   0.530258E+06   0.530258E+06   0.530258E+06  -0.137331E-01   0.293140E+06   0.293109E+06   0.312340E-01
   0.334461E+00   0.517762E+06   0.515325E+06   0.880401E+00   0.572428E+00   0.000000E+00   0.517353E+06   0.517353E+06   0.517353E+06  -0.133996E-01   0.286006E+06   0.285976E+06   0.303197E-01
   0.339532E+00   0.505594E+06   0.503192E+06   0.834273E+00   0.542455E+00   0.000000E+00   0.505191E+06   0.505191E+06   0.505191E+06  -0.130851E-01   0.279283E+06   0.279253E+06   0.293350E-01
   0.344603E+00   0.494228E+06   0.491874E+06   0.791823E+00   0.514899E+00   0.000000E+00   0.493832E+06   0.493832E+06   0.493832E+06  -0.127921E-01   0.273004E+06   0.272974E+06   0.282721E-01
   0.349673E+00   0.483642E+06   0.481350E+06   0.752593E+00   0.489402E+00   0.000000E+00   0.483258E+06   0.483258E+06   0.483258E+06  -0.125185E-01   0.267158E+06   0.267129E+06   0.271559E-01
   0.354744E+00   0.473734E+06   0.471511E+06   0.716167E+00   0.465683E+00   0.000000E+00   0.473361E+06   0.473361E+06   0.473361E+06  -0.122612E-01   0.261686E+06   0.261659E+06   0.260314E-01
   0.359815E+00   0.464320E+06   0.462167E+06   0.682261E+00   0.443623E+00   0.000000E+00   0.463958E+06   0.463958E+06   0.463958E+06  -0.120173E-01   0.256488E+06   0.256461E+06   0.249475E-01
   0.364885E+00   0.455200E+06   0.453113E+06   0.650368E+00   0.422872E+00   0.000000E+00   0.454850E+06   0.454850E+06   0.454850E+06  -0.117810E-01   0.251453E+06   0.251427E+06   0.239444E-01
   0.369956E+00   0.446228E+06   0.444197E+06   0.620197E+00   0.403255E+00   0.000000E+00   0.445887E+06   0.445887E+06   0.445887E+06  -0.115489E-01   0.246498E+06   0.246472E+06   0.230460E-01
   0.375027E+00   0.437326E+06   0.435342E+06   0.591456E+00   0.384552E+00   0.000000E+00   0.436993E+06   0.436993E+06   0.436993E+06  -0.113180E-01   0.241581E+06   0.241556E+06   0.222568E-01
   0.380097E+00   0.428480E+06   0.426531E+06   0.564127E+00   0.366782E+00   0.000000E+00   0.428152E+06   0.428152E+06   0.428152E+06  -0.110890E-01   0.236694E+06   0.236669E+06   0.215630E-01
   0.385168E+00   0.419718E+06   0.417798E+06   0.538140E+00   0.349887E+00   0.000000E+00   0.419396E+06   0.419396E+06   0.419396E+06  -0.108623E-01   0.231853E+06   0.231829E+06   0.209391E-01
   0.390239E+00   0.411121E+06   0.409225E+06   0.513514E+00   0.333879E+00   0.000000E+00   0.410803E+06   0.410803E+06   0.410803E+06  -0.106398E-01   0.227102E+06   0.227079E+06   0.203559E-01
   0.395310E+00   0.402778E+06   0.400907E+06   0.490252E+00   0.318749E+00   0.000000E+00   0.402464E+06   0.402464E+06   0.402464E+06  -0.104237E-01   0.222493E+06   0.222469E+06   0.197875E-01
   0.400380E+00   0.394762E+06   0.392918E+06   0.468400E+00   0.304542E+00   0.000000E+00   0.394452E+06   0.394452E+06   0.394452E+06  -0.102162E-01   0.218063E+06   0.218040E+06   0.192158E-01
   0.405451E+00   0.387103E+06   0.385291E+06   0.447930E+00   0.291246E+00   0.000000E+00   0.386799E+06   0.386799E+06   0.386799E+06  -0.100184E-01   0.213833E+06   0.213810E+06   0.186332E-01
   0.410522E+00   0.379805E+06   0.378028E+06   0.428677E+00   0.278720E+00   0.000000E+00   0.379506E+06   0.379506E+06   0.379506E+06  -0.982929E-02   0.209801E+06   0.209779E+06   0.180420E-01
   0.415592E+00   0.372841E+06   0.371102E+06   0.410576E+00   0.266939E+00   0.000000E+00   0.372549E+06   0.372549E+06   0.372549E+06  -0.964862E-02   0.205955E+06   0.205933E+06   0.174522E-01
   0.420663E+00   0.366159E+06   0.364460E+06   0.393549E+00   0.255866E+00   0.000000E+00   0.365874E+06   0.365874E+06   0.365874E+06  -0.947563E-02   0.202265E+06   0.202244E+06   0.168766E-01
   0.425734E+00   0.359693E+06   0.358032E+06   0.377500E+00   0.245451E+00   0.000000E+00   0.359414E+06   0.359414E+06   0.359414E+06  -0.930907E-02   0.198693E+06   0.198672E+06   0.163276E-01
   0.430804E+00   0.353381E+06   0.351756E+06   0.362239E+00   0.235542E+00   0.000000E+00   0.353108E+06   0.353108E+06   0.353108E+06  -0.914632E-02   0.195207E+06   0.195187E+06   0.158137E-01
   0.435875E+00   0.347186E+06   0.345593E+06   0.347622E+00   0.226025E+00   0.000000E+00   0.346919E+06   0.346919E+06   0.346919E+06  -0.898550E-02   0.191786E+06   0.191766E+06   0.153387E-01
   0.440946E+00   0.341091E+06   0.339526E+06   0.333709E+00   0.216979E+00   0.000000E+00   0.340828E+06   0.340828E+06   0.340828E+06  -0.882773E-02   0.188419E+06   0.188399E+06   0.149008E-01
   0.446017E+00   0.335092E+06   0.333552E+06   0.320383E+00   0.208299E+00   0.000000E+00   0.334833E+06   0.334833E+06   0.334833E+06  -0.867179E-02   0.185105E+06   0.185085E+06   0.144942E-01
   0.451087E+00   0.329203E+06   0.327686E+06   0.307710E+00   0.200057E+00   0.000000E+00   0.328948E+06   0.328948E+06   0.328948E+06  -0.851929E-02   0.181851E+06   0.181832E+06   0.141107E-01
   0.456158E+00   0.323452E+06   0.321957E+06   0.295663E+00   0.192230E+00   0.000000E+00   0.323201E+06   0.323201E+06   0.323201E+06  -0.837067E-02   0.178674E+06   0.178655E+06   0.137422E-01
   0.461229E+00   0.317869E+06   0.316395E+06   0.284208E+00   0.184783E+00   0.000000E+00   0.317621E+06   0.317621E+06   0.317621E+06  -0.822620E-02   0.175589E+06   0.175571E+06   0.133822E-01
   0.466299E+00   0.312467E+06   0.311016E+06   0.273363E+00   0.177742E+00   0.000000E+00   0.312223E+06   0.312223E+06   0.312223E+06  -0.808687E-02   0.172605E+06   0.172587E+06   0.130267E-01
   0.471370E+00   0.307246E+06   0.305819E+06   0.263036E+00   0.171025E+00   0.000000E+00   0.307007E+06   0.307007E+06   0.307007E+06  -0.795162E-02   0.169721E+06   0.169703E+06   0.126745E-01
   0.476441E+00   0.302200E+06   0.300797E+06   0.253239E+00   0.164655E+00   0.000000E+00   0.301965E+06   0.301965E+06   0.301965E+06  -0.782104E-02   0.166934E+06   0.166916E+06   0.123270E-01
   0.481511E+00   0.297318E+06   0.295940E+06   0.243949E+00   0.158621E+00   0.000000E+00   0.297087E+06   0.297087E+06   0.297087E+06  -0.769505E-02   0.164238E+06   0.164220E+06   0.119873E-01
   0.486582E+00   0.292582E+06   0.291229E+06   0.235093E+00   0.152866E+00   0.000000E+00   0.292355E+06   0.292355E+06   0.292355E+06  -0.757263E-02   0.161622E+06   0.161605E+06   0.116587E-01
   0.491653E+00   0.287966E+06   0.286637E+06   0.226627E+00   0.147358E+00   0.000000E+00   0.287743E+06   0.287743E+06   0.287743E+06  -0.745299E-02   0.159072E+06   0.159055E+06   0.113440E-01
   0.496724E+00   0.283448E+06   0.282141E+06   0.218518E+00   0.142077E+00   0.000000E+00   0.283229E+06   0.283229E+06   0.283229E+06  -0.733564E-02   0.156576E+06   0.156560E+06   0.110447E-01
   0.501794E+00   0.279019E+06   0.277734E+06   0.210799E+00   0.137065E+00   0.000000E+00   0.278803E+06   0.278803E+06   0.278803E+06  -0.722142E-02   0.154130E+06   0.154114E+06   0.107612E-01
   0.506865E+00   0.274678E+06   0.273412E+06   0.203390E+00   0.132249E+00   0.000000E+00   0.274466E+06   0.274466E+06   0.274466E+06  -0.710911E-02   0.151732E+06   0.151716E+06   0.104922E-01
   0.511936E+00   0.270424E+06   0.269176E+06   0.196267E+00   0.127608E+00   0.000000E+00   0.270214E+06   0.270214E+06   0.270214E+06  -0.699847E-02   0.149381E+06   0.149366E+06   0.102358E-01
   0.517006E+00   0.266257E+06   0.265027E+06   0.189468E+00   0.123186E+00   0.000000E+00   0.266050E+06   0.266050E+06   0.266050E+06  -0.689057E-02   0.147080E+06   0.147064E+06   0.998931E-02
   0.522077E+00   0.262185E+06   0.260973E+06   0.182973E+00   0.118967E+00   0.000000E+00   0.261982E+06   0.261982E+06   0.261982E+06  -0.678540E-02   0.144830E+06   0.144815E+06   0.975052E-02
   0.527148E+00   0.258219E+06   0.257024E+06   0.176769E+00   0.114938E+00   0.000000E+00   0.258019E+06   0.258019E+06   0.258019E+06  -0.668305E-02   0.142640E+06   0.142624E+06   0.951781E-02
   0.532218E+00   0.254360E+06   0.253182E+06   0.170807E+00   0.111056E+00   0.000000E+00   0.254162E+06   0.254162E+06   0.254162E+06  -0.658278E-02   0.140507E+06   0.140493E+06   0.929020E-02
   0.559946E+00   0.234923E+06   0.233838E+06   0.142535E+00   0.926789E-01   0.000000E+00   0.234741E+06   0.234741E+06   0.234741E+06  -0.608014E-02   0.129771E+06   0.129757E+06   0.814672E-02
   0.593872E+00   0.214060E+06   0.213071E+06   0.115444E+00   0.750579E-01   0.000000E+00   0.213894E+06   0.213894E+06   0.213894E+06  -0.553971E-02   0.118246E+06   0.118234E+06   0.701512E-02
   0.629853E+00   0.195006E+06   0.194106E+06   0.935015E-01   0.607937E-01   0.000000E+00   0.194855E+06   0.194855E+06   0.194855E+06  -0.504680E-02   0.107721E+06   0.107710E+06   0.603035E-02
   0.879031E+00   0.114002E+06   0.113475E+06   0.213605E-01   0.115429E-01   0.000000E+00   0.113913E+06   0.113913E+06   0.113913E+06  -0.255522E-02   0.629762E+05   0.629694E+05   0.255845E-02
   0.122679E+01   0.658399E+05   0.655358E+05   0.152711E-01   0.123608E-01   0.000000E+00   0.657889E+05   0.657889E+05   0.657889E+05  -0.250197E-02   0.363650E+05   0.363610E+05   0.108542E-02
   0.171212E+01   0.376287E+05   0.374547E+05  -0.128683E-02  -0.214029E-02   0.000000E+00   0.375995E+05   0.375995E+05   0.375995E+05  -0.140803E-03   0.207758E+05   0.207734E+05   0.465981E-03
   0.238945E+01   0.213126E+05   0.212138E+05  -0.313905E-02  -0.338745E-02   0.000000E+00   0.212960E+05   0.212960E+05   0.212960E+05   0.112465E-02   0.117738E+05   0.117723E+05   0.206183E-03
