#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.352355E-04   0.182315E+08   0.182315E+08   0.241126E+08   0.241068E+08   0.000000E+00   0.182315E+08   0.182315E+08   0.182390E+08  -0.419452E+00   0.938464E+07   0.938464E+07   0.238313E+02
   0.389182E-04   0.182326E+08   0.182326E+08   0.240711E+08   0.240640E+08   0.000000E+00   0.182326E+08   0.182326E+08   0.182401E+08  -0.419553E+00   0.938545E+07   0.938544E+07   0.263114E+02
   0.429859E-04   0.182340E+08   0.182340E+08   0.240205E+08   0.240119E+08   0.000000E+00   0.182340E+08   0.182340E+08   0.182414E+08  -0.419677E+00   0.938643E+07   0.938642E+07   0.290470E+02
   0.474787E-04   0.182356E+08   0.182356E+08   0.239590E+08   0.239485E+08   0.000000E+00   0.182356E+08   0.182356E+08   0.182430E+08  -0.419827E+00   0.938762E+07   0.938762E+07   0.320636E+02
   0.524411E-04   0.182376E+08   0.182376E+08   0.238841E+08   0.238713E+08   0.000000E+00   0.182376E+08   0.182376E+08   0.182450E+08  -0.420010E+00   0.938908E+07   0.938908E+07   0.353888E+02
   0.579222E-04   0.182400E+08   0.182400E+08   0.237930E+08   0.237775E+08   0.000000E+00   0.182400E+08   0.182400E+08   0.182474E+08  -0.420234E+00   0.939086E+07   0.939085E+07   0.390524E+02
   0.639762E-04   0.182430E+08   0.182430E+08   0.236822E+08   0.236633E+08   0.000000E+00   0.182430E+08   0.182430E+08   0.182503E+08  -0.420506E+00   0.939303E+07   0.939302E+07   0.430869E+02
   0.706629E-04   0.182466E+08   0.182466E+08   0.235477E+08   0.235247E+08   0.000000E+00   0.182466E+08   0.182466E+08   0.182539E+08  -0.420837E+00   0.939566E+07   0.939565E+07   0.475267E+02
   0.780485E-04   0.182510E+08   0.182509E+08   0.233844E+08   0.233566E+08   0.000000E+00   0.182510E+08   0.182510E+08   0.182582E+08  -0.421241E+00   0.939888E+07   0.939886E+07   0.524087E+02
   0.862060E-04   0.182563E+08   0.182563E+08   0.231865E+08   0.231527E+08   0.000000E+00   0.182563E+08   0.182563E+08   0.182635E+08  -0.421732E+00   0.940278E+07   0.940277E+07   0.577715E+02
   0.952161E-04   0.182629E+08   0.182628E+08   0.229470E+08   0.229061E+08   0.000000E+00   0.182628E+08   0.182628E+08   0.182699E+08  -0.422329E+00   0.940754E+07   0.940752E+07   0.636555E+02
   0.105168E-03   0.182708E+08   0.182707E+08   0.226575E+08   0.226081E+08   0.000000E+00   0.182708E+08   0.182708E+08   0.182778E+08  -0.423055E+00   0.941332E+07   0.941329E+07   0.701016E+02
   0.116160E-03   0.182804E+08   0.182803E+08   0.223086E+08   0.222489E+08   0.000000E+00   0.182804E+08   0.182804E+08   0.182873E+08  -0.423936E+00   0.942033E+07   0.942030E+07   0.771508E+02
   0.128301E-03   0.182921E+08   0.182920E+08   0.218889E+08   0.218170E+08   0.000000E+00   0.182921E+08   0.182921E+08   0.182988E+08  -0.425005E+00   0.942884E+07   0.942881E+07   0.848425E+02
   0.141711E-03   0.183063E+08   0.183061E+08   0.213859E+08   0.212996E+08   0.000000E+00   0.183062E+08   0.183062E+08   0.183128E+08  -0.426300E+00   0.943916E+07   0.943912E+07   0.932124E+02
   0.156522E-03   0.183234E+08   0.183232E+08   0.207852E+08   0.206820E+08   0.000000E+00   0.183234E+08   0.183234E+08   0.183298E+08  -0.427867E+00   0.945165E+07   0.945160E+07   0.102290E+03
   0.172882E-03   0.183442E+08   0.183440E+08   0.200715E+08   0.199486E+08   0.000000E+00   0.183442E+08   0.183442E+08   0.183503E+08  -0.429759E+00   0.946673E+07   0.946667E+07   0.112094E+03
   0.190951E-03   0.183693E+08   0.183690E+08   0.192285E+08   0.190828E+08   0.000000E+00   0.183692E+08   0.183692E+08   0.183752E+08  -0.432039E+00   0.948491E+07   0.948484E+07   0.122631E+03
   0.210909E-03   0.183995E+08   0.183992E+08   0.182398E+08   0.180683E+08   0.000000E+00   0.183994E+08   0.183994E+08   0.184051E+08  -0.434778E+00   0.950677E+07   0.950668E+07   0.133883E+03
   0.232953E-03   0.184358E+08   0.184354E+08   0.170909E+08   0.168906E+08   0.000000E+00   0.184357E+08   0.184357E+08   0.184410E+08  -0.438059E+00   0.953296E+07   0.953286E+07   0.145807E+03
   0.257301E-03   0.184793E+08   0.184788E+08   0.157705E+08   0.155390E+08   0.000000E+00   0.184792E+08   0.184792E+08   0.184840E+08  -0.441973E+00   0.956423E+07   0.956411E+07   0.158321E+03
   0.284193E-03   0.185311E+08   0.185306E+08   0.142738E+08   0.140095E+08   0.000000E+00   0.185310E+08   0.185310E+08   0.185354E+08  -0.446620E+00   0.960138E+07   0.960124E+07   0.171298E+03
   0.313897E-03   0.185926E+08   0.185920E+08   0.126066E+08   0.123093E+08   0.000000E+00   0.185925E+08   0.185925E+08   0.185964E+08  -0.452105E+00   0.964527E+07   0.964510E+07   0.184551E+03
   0.346705E-03   0.186652E+08   0.186644E+08   0.107891E+08   0.104610E+08   0.000000E+00   0.186651E+08   0.186651E+08   0.186684E+08  -0.458534E+00   0.969677E+07   0.969656E+07   0.197826E+03
   0.382942E-03   0.187502E+08   0.187493E+08   0.886157E+07   0.850811E+07   0.000000E+00   0.187500E+08   0.187500E+08   0.187527E+08  -0.466007E+00   0.975669E+07   0.975645E+07   0.210793E+03
   0.422966E-03   0.188489E+08   0.188478E+08   0.688809E+07   0.651848E+07   0.000000E+00   0.188487E+08   0.188487E+08   0.188508E+08  -0.474608E+00   0.982572E+07   0.982544E+07   0.223044E+03
   0.467174E-03   0.189622E+08   0.189609E+08   0.495782E+07   0.458580E+07   0.000000E+00   0.189620E+08   0.189620E+08   0.189635E+08  -0.484391E+00   0.990430E+07   0.990397E+07   0.234099E+03
   0.516003E-03   0.190908E+08   0.190893E+08   0.318105E+07   0.282458E+07   0.000000E+00   0.190906E+08   0.190906E+08   0.190915E+08  -0.495365E+00   0.999247E+07   0.999209E+07   0.243431E+03
   0.569935E-03   0.192345E+08   0.192327E+08   0.167640E+07   0.135619E+07   0.000000E+00   0.192342E+08   0.192342E+08   0.192347E+08  -0.507481E+00   0.100898E+08   0.100893E+08   0.250501E+03
   0.629503E-03   0.193922E+08   0.193901E+08   0.547262E+06   0.283586E+06   0.000000E+00   0.193918E+08   0.193918E+08   0.193919E+08  -0.520617E+00   0.101950E+08   0.101945E+08   0.254814E+03
   0.695298E-03   0.195615E+08   0.195591E+08  -0.150741E+06  -0.342895E+06   0.000000E+00   0.195611E+08   0.195611E+08   0.195610E+08  -0.534577E+00   0.103063E+08   0.103057E+08   0.255991E+03
   0.767970E-03   0.197389E+08   0.197362E+08  -0.441993E+06  -0.558542E+06   0.000000E+00   0.197384E+08   0.197384E+08   0.197383E+08  -0.549104E+00   0.104209E+08   0.104204E+08   0.253828E+03
   0.848237E-03   0.199194E+08   0.199164E+08  -0.443613E+06  -0.495307E+06   0.000000E+00   0.199189E+08   0.199189E+08   0.199188E+08  -0.563911E+00   0.105358E+08   0.105352E+08   0.248334E+03
   0.936893E-03   0.200973E+08   0.200939E+08  -0.335288E+06  -0.346540E+06   0.000000E+00   0.200967E+08   0.200967E+08   0.200966E+08  -0.578730E+00   0.106476E+08   0.106469E+08   0.239721E+03
   0.103482E-02   0.202660E+08   0.202624E+08  -0.278093E+06  -0.278298E+06   0.000000E+00   0.202654E+08   0.202654E+08   0.202653E+08  -0.593362E+00   0.107532E+08   0.107525E+08   0.228335E+03
   0.114297E-02   0.204198E+08   0.204159E+08  -0.318981E+06  -0.328656E+06   0.000000E+00   0.204192E+08   0.204192E+08   0.204191E+08  -0.607716E+00   0.108505E+08   0.108497E+08   0.214578E+03
   0.126244E-02   0.205539E+08   0.205498E+08  -0.368749E+06  -0.389514E+06   0.000000E+00   0.205532E+08   0.205532E+08   0.205531E+08  -0.621798E+00   0.109381E+08   0.109373E+08   0.198892E+03
   0.139438E-02   0.206649E+08   0.206607E+08  -0.319149E+06  -0.337790E+06   0.000000E+00   0.206642E+08   0.206642E+08   0.206641E+08  -0.635661E+00   0.110156E+08   0.110148E+08   0.181837E+03
   0.154012E-02   0.207511E+08   0.207469E+08  -0.203234E+06   0.121665E+06   0.000000E+00   0.207504E+08   0.207504E+08   0.207504E+08  -0.649334E+00   0.110829E+08   0.110822E+08   0.164178E+03
   0.170109E-02   0.208118E+08   0.208075E+08  -0.155088E+06   0.175679E+06   0.000000E+00   0.208111E+08   0.208111E+08   0.208111E+08  -0.662780E+00   0.111400E+08   0.111393E+08   0.146822E+03
   0.187889E-02   0.208465E+08   0.208423E+08  -0.168621E+06   0.204822E+06   0.000000E+00   0.208458E+08   0.208458E+08   0.208458E+08  -0.675908E+00   0.111863E+08   0.111855E+08   0.130594E+03
   0.207527E-02   0.208551E+08   0.208508E+08  -0.117329E+06   0.216442E+06   0.000000E+00   0.208544E+08   0.208544E+08   0.208544E+08  -0.688590E+00   0.112211E+08   0.112204E+08   0.116089E+03
   0.229217E-02   0.208371E+08   0.208328E+08  -0.598206E+05   0.215968E+06   0.000000E+00   0.208364E+08   0.208364E+08   0.208364E+08  -0.700667E+00   0.112437E+08   0.112429E+08   0.103675E+03
   0.253175E-02   0.207924E+08   0.207880E+08  -0.621955E+05   0.207408E+06   0.000000E+00   0.207917E+08   0.207917E+08   0.207917E+08  -0.711957E+00   0.112530E+08   0.112523E+08   0.933359E+02
   0.279636E-02   0.207205E+08   0.207159E+08  -0.272062E+05   0.193721E+06   0.000000E+00   0.207197E+08   0.207197E+08   0.207197E+08  -0.722264E+00   0.112481E+08   0.112474E+08   0.846106E+02
   0.308864E-02   0.206207E+08   0.206159E+08  -0.228240E+05   0.177090E+06   0.000000E+00   0.206199E+08   0.206199E+08   0.206199E+08  -0.731393E+00   0.112280E+08   0.112273E+08   0.768662E+02
   0.341146E-02   0.204925E+08   0.204874E+08  -0.876704E+04   0.159099E+06   0.000000E+00   0.204917E+08   0.204917E+08   0.204917E+08  -0.739150E+00   0.111915E+08   0.111908E+08   0.695541E+02
   0.376802E-02   0.203351E+08   0.203298E+08  -0.805508E+04   0.140873E+06   0.000000E+00   0.203342E+08   0.203342E+08   0.203342E+08  -0.745347E+00   0.111377E+08   0.111370E+08   0.625355E+02
   0.416184E-02   0.201477E+08   0.201420E+08   0.792476E+04   0.123184E+06   0.000000E+00   0.201468E+08   0.201468E+08   0.201468E+08  -0.749811E+00   0.110656E+08   0.110649E+08   0.560498E+02
   0.459683E-02   0.199294E+08   0.199234E+08   0.118695E+05   0.106538E+06   0.000000E+00   0.199284E+08   0.199284E+08   0.199284E+08  -0.752382E+00   0.109744E+08   0.109737E+08   0.503671E+02
   0.507729E-02   0.196793E+08   0.196727E+08   0.877129E+04   0.912396E+05   0.000000E+00   0.196782E+08   0.196782E+08   0.196782E+08  -0.752919E+00   0.108631E+08   0.108624E+08   0.454172E+02
   0.560796E-02   0.193964E+08   0.193892E+08   0.111142E+05   0.774425E+05   0.000000E+00   0.193952E+08   0.193952E+08   0.193952E+08  -0.751304E+00   0.107311E+08   0.107304E+08   0.409019E+02
   0.619410E-02   0.190797E+08   0.190718E+08   0.935344E+04   0.651937E+05   0.000000E+00   0.190784E+08   0.190784E+08   0.190784E+08  -0.747440E+00   0.105776E+08   0.105769E+08   0.367262E+02
   0.684149E-02   0.187282E+08   0.187193E+08   0.998142E+04   0.544638E+05   0.000000E+00   0.187267E+08   0.187267E+08   0.187267E+08  -0.741249E+00   0.104021E+08   0.104014E+08   0.330204E+02
   0.755656E-02   0.183407E+08   0.183308E+08   0.101736E+05   0.451736E+05   0.000000E+00   0.183390E+08   0.183390E+08   0.183390E+08  -0.732678E+00   0.102039E+08   0.102032E+08   0.297392E+02
   0.834636E-02   0.179162E+08   0.179051E+08   0.104676E+05   0.372123E+05   0.000000E+00   0.179143E+08   0.179143E+08   0.179143E+08  -0.721687E+00   0.998247E+07   0.998180E+07   0.267611E+02
   0.921871E-02   0.174535E+08   0.174409E+08   0.815652E+04   0.304529E+05   0.000000E+00   0.174514E+08   0.174514E+08   0.174514E+08  -0.708256E+00   0.973738E+07   0.973671E+07   0.241136E+02
   0.101822E-01   0.169516E+08   0.169372E+08   0.831842E+04   0.247619E+05   0.000000E+00   0.169492E+08   0.169492E+08   0.169492E+08  -0.692376E+00   0.946810E+07   0.946743E+07   0.217523E+02
   0.112465E-01   0.164092E+08   0.163928E+08   0.608506E+04   0.200073E+05   0.000000E+00   0.164065E+08   0.164065E+08   0.164065E+08  -0.674051E+00   0.917417E+07   0.917350E+07   0.196463E+02
   0.124219E-01   0.158255E+08   0.158067E+08   0.540255E+04   0.160635E+05   0.000000E+00   0.158223E+08   0.158223E+08   0.158223E+08  -0.653295E+00   0.885521E+07   0.885454E+07   0.177733E+02
   0.137203E-01   0.151994E+08   0.151779E+08   0.449807E+04   0.128142E+05   0.000000E+00   0.151958E+08   0.151958E+08   0.151958E+08  -0.630137E+00   0.851095E+07   0.851028E+07   0.161054E+02
   0.151543E-01   0.145308E+08   0.145062E+08   0.422180E+04   0.101546E+05   0.000000E+00   0.145267E+08   0.145267E+08   0.145267E+08  -0.604624E+00   0.814135E+07   0.814069E+07   0.146161E+02
   0.167382E-01   0.138416E+08   0.138137E+08   0.302364E+04   0.800417E+04   0.000000E+00   0.138369E+08   0.138369E+08   0.138369E+08  -0.577745E+00   0.775901E+07   0.775834E+07   0.132954E+02
   0.184876E-01   0.130932E+08   0.130615E+08   0.238459E+04   0.625567E+04   0.000000E+00   0.130878E+08   0.130878E+08   0.130879E+08  -0.547943E+00   0.734233E+07   0.734166E+07   0.120879E+02
   0.204199E-01   0.123073E+08   0.122718E+08   0.201722E+04   0.485210E+04   0.000000E+00   0.123013E+08   0.123013E+08   0.123013E+08  -0.516190E+00   0.690374E+07   0.690307E+07   0.109813E+02
   0.225542E-01   0.114739E+08   0.114345E+08   0.160644E+04   0.372853E+04   0.000000E+00   0.114673E+08   0.114673E+08   0.114673E+08  -0.482121E+00   0.643777E+07   0.643710E+07   0.994184E+01
   0.249115E-01   0.106304E+08   0.105874E+08   0.129376E+04   0.284463E+04   0.000000E+00   0.106232E+08   0.106232E+08   0.106232E+08  -0.447355E+00   0.596551E+07   0.596484E+07   0.895737E+01
   0.275152E-01   0.978509E+07   0.973906E+07   0.927249E+03   0.215451E+04   0.000000E+00   0.977736E+07   0.977736E+07   0.977736E+07  -0.412294E+00   0.549178E+07   0.549112E+07   0.800180E+01
   0.303911E-01   0.893798E+07   0.888988E+07   0.724992E+03   0.161823E+04   0.000000E+00   0.892990E+07   0.892990E+07   0.892991E+07  -0.376984E+00   0.501672E+07   0.501608E+07   0.704904E+01
   0.335675E-01   0.811377E+07   0.806503E+07   0.545530E+03   0.120726E+04   0.000000E+00   0.810558E+07   0.810558E+07   0.810558E+07  -0.342506E+00   0.455434E+07   0.455373E+07   0.608943E+01
   0.370760E-01   0.734356E+07   0.729608E+07   0.407270E+03   0.897586E+03   0.000000E+00   0.733559E+07   0.733559E+07   0.733559E+07  -0.310212E+00   0.412223E+07   0.412166E+07   0.512559E+01
   0.409511E-01   0.664617E+07   0.660211E+07   0.314242E+03   0.667091E+03   0.000000E+00   0.663877E+07   0.663877E+07   0.663877E+07  -0.280926E+00   0.373105E+07   0.373054E+07   0.417115E+01
   0.450462E-01   0.605907E+07   0.602028E+07   0.705211E+03   0.503371E+03   0.000000E+00   0.605256E+07   0.605256E+07   0.605256E+07  -0.256251E+00   0.340188E+07   0.340143E+07   0.329424E+01
   0.491413E-01   0.560206E+07   0.556940E+07   0.548394E+03   0.391547E+03   0.000000E+00   0.559658E+07   0.559658E+07   0.559658E+07  -0.237040E+00   0.314579E+07   0.314541E+07   0.256312E+01
   0.532364E-01   0.523530E+07   0.520876E+07   0.437023E+03   0.312097E+03   0.000000E+00   0.523084E+07   0.523084E+07   0.523084E+07  -0.221617E+00   0.294035E+07   0.294004E+07   0.198097E+01
   0.573315E-01   0.492733E+07   0.490618E+07   0.354883E+03   0.253480E+03   0.000000E+00   0.492378E+07   0.492378E+07   0.492378E+07  -0.208658E+00   0.276786E+07   0.276759E+07   0.154324E+01
   0.614266E-01   0.465196E+07   0.463494E+07   0.292143E+03   0.208731E+03   0.000000E+00   0.464910E+07   0.464910E+07   0.464910E+07  -0.197105E+00   0.261354E+07   0.261331E+07   0.123596E+01
   0.655218E-01   0.439117E+07   0.437678E+07   0.242045E+03   0.172834E+03   0.000000E+00   0.438875E+07   0.438875E+07   0.438875E+07  -0.185904E+00   0.246724E+07   0.246704E+07   0.103795E+01
   0.696169E-01   0.413383E+07   0.412061E+07   0.201898E+03   0.144180E+03   0.000000E+00   0.413161E+07   0.413161E+07   0.413161E+07  -0.175034E+00   0.232272E+07   0.232253E+07   0.923338E+00
   0.737120E-01   0.388293E+07   0.386966E+07   0.169203E+03   0.120844E+03   0.000000E+00   0.388071E+07   0.388071E+07   0.388071E+07  -0.164429E+00   0.218172E+07   0.218153E+07   0.866131E+00
   0.778071E-01   0.362702E+07   0.361289E+07   0.142048E+03   0.101509E+03   0.000000E+00   0.362465E+07   0.362465E+07   0.362465E+07  -0.153708E+00   0.203782E+07   0.203762E+07   0.838753E+00
   0.819022E-01   0.337899E+07   0.336367E+07   0.119562E+03   0.854804E+02   0.000000E+00   0.337642E+07   0.337642E+07   0.337642E+07  -0.143280E+00   0.189827E+07   0.189807E+07   0.821560E+00
   0.859973E-01   0.314648E+07   0.313004E+07   0.100825E+03   0.720419E+02   0.000000E+00   0.314372E+07   0.314372E+07   0.314372E+07  -0.133289E+00   0.176746E+07   0.176725E+07   0.799661E+00
   0.910681E-01   0.289033E+07   0.287313E+07   0.826330E+02   0.590579E+02   0.000000E+00   0.288744E+07   0.288744E+07   0.288744E+07  -0.122467E+00   0.162341E+07   0.162321E+07   0.753793E+00
   0.961388E-01   0.267761E+07   0.266065E+07   0.687161E+02   0.491202E+02   0.000000E+00   0.267476E+07   0.267476E+07   0.267476E+07  -0.113476E+00   0.150385E+07   0.150365E+07   0.684035E+00
   0.101210E+00   0.251002E+07   0.249429E+07   0.581219E+02   0.415465E+02   0.000000E+00   0.250738E+07   0.250738E+07   0.250738E+07  -0.106372E+00   0.140975E+07   0.140957E+07   0.596479E+00
   0.106280E+00   0.238094E+07   0.236717E+07   0.499898E+02   0.357298E+02   0.000000E+00   0.237863E+07   0.237863E+07   0.237863E+07  -0.100894E+00   0.133737E+07   0.133721E+07   0.502574E+00
   0.111351E+00   0.227837E+07   0.226683E+07   0.436259E+02   0.311929E+02   0.000000E+00   0.227643E+07   0.227643E+07   0.227643E+07  -0.966129E-01   0.127992E+07   0.127978E+07   0.414614E+00
   0.116422E+00   0.218920E+07   0.217971E+07   0.383015E+02   0.273716E+02   0.000000E+00   0.218761E+07   0.218761E+07   0.218761E+07  -0.927712E-01   0.122998E+07   0.122986E+07   0.342224E+00
   0.121492E+00   0.210223E+07   0.209426E+07   0.338221E+02   0.241832E+02   0.000000E+00   0.210089E+07   0.210089E+07   0.210089E+07  -0.891634E-01   0.118122E+07   0.118112E+07   0.290351E+00
   0.126563E+00   0.201029E+07   0.200314E+07   0.298200E+02   0.213259E+02   0.000000E+00   0.200909E+07   0.200909E+07   0.200909E+07  -0.852925E-01   0.112963E+07   0.112953E+07   0.258934E+00
   0.131634E+00   0.191137E+07   0.190436E+07   0.261471E+02   0.186814E+02   0.000000E+00   0.191019E+07   0.191019E+07   0.191019E+07  -0.809794E-01   0.107402E+07   0.107392E+07   0.243931E+00
   0.136705E+00   0.180777E+07   0.180044E+07   0.229745E+02   0.164280E+02   0.000000E+00   0.180654E+07   0.180654E+07   0.180654E+07  -0.766769E-01   0.101573E+07   0.101564E+07   0.239045E+00
   0.141775E+00   0.170406E+07   0.169618E+07   0.201560E+02   0.144190E+02   0.000000E+00   0.170274E+07   0.170274E+07   0.170274E+07  -0.723190E-01   0.957388E+06   0.957287E+06   0.237607E+00
   0.146846E+00   0.160565E+07   0.159729E+07   0.176662E+02   0.126278E+02   0.000000E+00   0.160425E+07   0.160425E+07   0.160425E+07  -0.680558E-01   0.902022E+06   0.901919E+06   0.234199E+00
   0.151917E+00   0.151788E+07   0.150929E+07   0.155703E+02   0.111204E+02   0.000000E+00   0.151644E+07   0.151644E+07   0.151644E+07  -0.642514E-01   0.852645E+06   0.852542E+06   0.225655E+00
   0.156988E+00   0.144424E+07   0.143579E+07   0.138836E+02   0.991892E+01   0.000000E+00   0.144282E+07   0.144282E+07   0.144282E+07  -0.611603E-01   0.811245E+06   0.811146E+06   0.211251E+00
   0.162058E+00   0.138481E+07   0.137686E+07   0.125258E+02   0.895831E+01   0.000000E+00   0.138347E+07   0.138347E+07   0.138347E+07  -0.587363E-01   0.777876E+06   0.777783E+06   0.192234E+00
   0.167129E+00   0.133671E+07   0.132951E+07   0.113912E+02   0.815313E+01   0.000000E+00   0.133550E+07   0.133550E+07   0.133550E+07  -0.567648E-01   0.750912E+06   0.750826E+06   0.171048E+00
   0.172200E+00   0.129599E+07   0.128961E+07   0.104015E+02   0.744395E+01   0.000000E+00   0.129492E+07   0.129492E+07   0.129492E+07  -0.550311E-01   0.728100E+06   0.728022E+06   0.150472E+00
   0.177271E+00   0.125874E+07   0.125312E+07   0.951501E+01   0.680424E+01   0.000000E+00   0.125780E+07   0.125780E+07   0.125780E+07  -0.533918E-01   0.707229E+06   0.707159E+06   0.132844E+00
   0.182341E+00   0.122140E+07   0.121636E+07   0.871183E+01   0.622556E+01   0.000000E+00   0.122055E+07   0.122055E+07   0.122055E+07  -0.517581E-01   0.686291E+06   0.686226E+06   0.119524E+00
   0.187412E+00   0.118143E+07   0.117671E+07   0.796699E+01   0.569043E+01   0.000000E+00   0.118063E+07   0.118063E+07   0.118063E+07  -0.500281E-01   0.663842E+06   0.663780E+06   0.110731E+00
   0.192483E+00   0.113815E+07   0.113352E+07   0.726914E+01   0.519005E+01   0.000000E+00   0.113737E+07   0.113737E+07   0.113737E+07  -0.481682E-01   0.639514E+06   0.639453E+06   0.105730E+00
   0.197554E+00   0.109276E+07   0.108805E+07   0.662904E+01   0.473411E+01   0.000000E+00   0.109197E+07   0.109197E+07   0.109197E+07  -0.462608E-01   0.613982E+06   0.613921E+06   0.103195E+00
   0.202624E+00   0.104730E+07   0.104243E+07   0.603835E+01   0.431212E+01   0.000000E+00   0.104648E+07   0.104648E+07   0.104648E+07  -0.443314E-01   0.588406E+06   0.588345E+06   0.101614E+00
   0.207695E+00   0.100382E+07   0.998805E+06   0.551118E+01   0.393652E+01   0.000000E+00   0.100297E+07   0.100297E+07   0.100297E+07  -0.425020E-01   0.563944E+06   0.563882E+06   0.996760E-01
   0.212766E+00   0.964053E+06   0.958990E+06   0.504759E+01   0.360660E+01   0.000000E+00   0.963203E+06   0.963203E+06   0.963203E+06  -0.408367E-01   0.541582E+06   0.541520E+06   0.965373E-01
   0.217837E+00   0.929166E+06   0.924179E+06   0.464384E+01   0.331892E+01   0.000000E+00   0.928329E+06   0.928329E+06   0.928329E+06  -0.393724E-01   0.521973E+06   0.521913E+06   0.919288E-01
   0.222907E+00   0.899387E+06   0.894602E+06   0.429499E+01   0.307020E+01   0.000000E+00   0.898584E+06   0.898584E+06   0.898584E+06  -0.381219E-01   0.505249E+06   0.505192E+06   0.860888E-01
   0.227978E+00   0.873973E+06   0.869480E+06   0.399028E+01   0.285243E+01   0.000000E+00   0.873218E+06   0.873218E+06   0.873218E+06  -0.370465E-01   0.490987E+06   0.490933E+06   0.795895E-01
   0.233049E+00   0.851572E+06   0.847409E+06   0.372348E+01   0.266246E+01   0.000000E+00   0.850873E+06   0.850873E+06   0.850873E+06  -0.361136E-01   0.478423E+06   0.478372E+06   0.731264E-01
   0.238120E+00   0.830670E+06   0.826821E+06   0.347766E+01   0.248624E+01   0.000000E+00   0.830024E+06   0.830024E+06   0.830024E+06  -0.352195E-01   0.466700E+06   0.466652E+06   0.673216E-01
   0.243190E+00   0.809926E+06   0.806329E+06   0.325212E+01   0.232532E+01   0.000000E+00   0.809322E+06   0.809322E+06   0.809322E+06  -0.343480E-01   0.455060E+06   0.455014E+06   0.625819E-01
   0.248261E+00   0.788441E+06   0.785012E+06   0.303839E+01   0.217264E+01   0.000000E+00   0.787865E+06   0.787865E+06   0.787865E+06  -0.334406E-01   0.442996E+06   0.442952E+06   0.590368E-01
   0.253332E+00   0.765944E+06   0.762597E+06   0.283317E+01   0.202545E+01   0.000000E+00   0.765382E+06   0.765382E+06   0.765382E+06  -0.324759E-01   0.430355E+06   0.430312E+06   0.565582E-01
   0.258402E+00   0.742747E+06   0.739416E+06   0.264202E+01   0.188922E+01   0.000000E+00   0.742188E+06   0.742188E+06   0.742188E+06  -0.315021E-01   0.417313E+06   0.417271E+06   0.548380E-01
