#    L    TT             EE             TE             PP             TP          
   552    0.24776E+04    0.76760E+01    0.22727E+01    0.63236E+06    0.25405E+02
   553    0.24744E+04    0.77976E+01    0.34350E+01    0.63049E+06    0.25782E+02
   554    0.24710E+04    0.79257E+01    0.45836E+01    0.62862E+06    0.26175E+02
   555    0.24674E+04    0.80583E+01    0.57176E+01    0.62677E+06    0.26583E+02
   556    0.24635E+04    0.81959E+01    0.68368E+01    0.62492E+06    0.27007E+02
   557    0.24595E+04    0.83379E+01    0.79395E+01    0.62307E+06    0.27446E+02
   558    0.24552E+04    0.84857E+01    0.90261E+01    0.62124E+06    0.27899E+02
   559    0.24507E+04    0.86372E+01    0.10096E+02    0.61941E+06    0.28368E+02
   560    0.24462E+04    0.87931E+01    0.11148E+02    0.61760E+06    0.28851E+02
   561    0.24413E+04    0.89541E+01    0.12181E+02    0.61579E+06    0.29348E+02
   562    0.24363E+04    0.91203E+01    0.13195E+02    0.61398E+06    0.29859E+02
   563    0.24312E+04    0.92901E+01    0.14192E+02    0.61219E+06    0.30385E+02
   564    0.24259E+04    0.94659E+01    0.15166E+02    0.61040E+06    0.30924E+02
   565    0.24203E+04    0.96445E+01    0.16121E+02    0.60862E+06    0.31477E+02
   566    0.24146E+04    0.98284E+01    0.17054E+02    0.60684E+06    0.32043E+02
   567    0.24088E+04    0.10016E+02    0.17965E+02    0.60508E+06    0.32623E+02
   568    0.24028E+04    0.10209E+02    0.18853E+02    0.60332E+06    0.33215E+02
   569    0.23966E+04    0.10406E+02    0.19721E+02    0.60156E+06    0.33820E+02
   570    0.23903E+04    0.10607E+02    0.20563E+02    0.59982E+06    0.34438E+02
   571    0.23838E+04    0.10812E+02    0.21382E+02    0.59808E+06    0.35069E+02
   572    0.23771E+04    0.11021E+02    0.22176E+02    0.59635E+06    0.35711E+02
   573    0.23703E+04    0.11234E+02    0.22945E+02    0.59463E+06    0.36366E+02
   574    0.23634E+04    0.11451E+02    0.23689E+02    0.59291E+06    0.37033E+02
   575    0.23563E+04    0.11672E+02    0.24406E+02    0.59120E+06    0.37711E+02
   576    0.23492E+04    0.11896E+02    0.25098E+02    0.58950E+06    0.38401E+02
   577    0.23418E+04    0.12125E+02    0.25764E+02    0.58781E+06    0.39102E+02
   578    0.23343E+04    0.12357E+02    0.26402E+02    0.58612E+06    0.39814E+02
   579    0.23268E+04    0.12593E+02    0.27013E+02    0.58444E+06    0.40538E+02
   580    0.23191E+04    0.12832E+02    0.27595E+02    0.58277E+06    0.41272E+02
   581    0.23112E+04    0.13074E+02    0.28150E+02    0.58110E+06    0.42016E+02
   582    0.23033E+04    0.13320E+02    0.28676E+02    0.57944E+06    0.42771E+02
   583    0.22952E+04    0.13569E+02    0.29172E+02    0.57778E+06    0.43536E+02
   584    0.22871E+04    0.13821E+02    0.29640E+02    0.57614E+06    0.44311E+02
   585    0.22789E+04    0.14076E+02    0.30078E+02    0.57450E+06    0.45096E+02
   586    0.22706E+04    0.14334E+02    0.30486E+02    0.57286E+06    0.45891E+02
   587    0.22622E+04    0.14595E+02    0.30864E+02    0.57124E+06    0.46695E+02
   588    0.22537E+04    0.14859E+02    0.31211E+02    0.56962E+06    0.47508E+02
   589    0.22451E+04    0.15126E+02    0.31527E+02    0.56801E+06    0.48330E+02
   590    0.22364E+04    0.15394E+02    0.31813E+02    0.56640E+06    0.49161E+02
   591    0.22277E+04    0.15666E+02    0.32068E+02    0.56480E+06    0.50001E+02
   592    0.22190E+04    0.15939E+02    0.32290E+02    0.56320E+06    0.50850E+02
   593    0.22101E+04    0.16216E+02    0.32482E+02    0.56162E+06    0.51706E+02
   594    0.22011E+04    0.16495E+02    0.32641E+02    0.56004E+06    0.52571E+02
   595    0.21921E+04    0.16774E+02    0.32769E+02    0.55846E+06    0.53443E+02
   596    0.21831E+04    0.17058E+02    0.32865E+02    0.55689E+06    0.54324E+02
   597    0.21740E+04    0.17341E+02    0.32928E+02    0.55533E+06    0.55212E+02
   598    0.21651E+04    0.17627E+02    0.32959E+02    0.55378E+06    0.56107E+02
   599    0.21560E+04    0.17914E+02    0.32959E+02    0.55223E+06    0.57009E+02
   600    0.21469E+04    0.18204E+02    0.32925E+02    0.55069E+06    0.57918E+02
   601    0.21377E+04    0.18495E+02    0.32859E+02    0.54915E+06    0.58835E+02
   602    0.21285E+04    0.18786E+02    0.32760E+02    0.54762E+06    0.59757E+02
   603    0.21192E+04    0.19080E+02    0.32630E+02    0.54610E+06    0.60686E+02
   604    0.21101E+04    0.19374E+02    0.32466E+02    0.54458E+06    0.61622E+02
   605    0.21009E+04    0.19669E+02    0.32270E+02    0.54307E+06    0.62563E+02
   606    0.20917E+04    0.19965E+02    0.32041E+02    0.54156E+06    0.63510E+02
   607    0.20823E+04    0.20261E+02    0.31779E+02    0.54006E+06    0.64462E+02
   608    0.20731E+04    0.20559E+02    0.31485E+02    0.53857E+06    0.65420E+02
   609    0.20640E+04    0.20857E+02    0.31158E+02    0.53708E+06    0.66383E+02
   610    0.20548E+04    0.21154E+02    0.30798E+02    0.53560E+06    0.67351E+02
   611    0.20456E+04    0.21453E+02    0.30406E+02    0.53412E+06    0.68324E+02
   612    0.20366E+04    0.21752E+02    0.29982E+02    0.53265E+06    0.69301E+02
   613    0.20274E+04    0.22049E+02    0.29525E+02    0.53119E+06    0.70283E+02
   614    0.20184E+04    0.22347E+02    0.29035E+02    0.52973E+06    0.71269E+02
   615    0.20093E+04    0.22645E+02    0.28514E+02    0.52828E+06    0.72258E+02
   616    0.20003E+04    0.22943E+02    0.27961E+02    0.52683E+06    0.73252E+02
   617    0.19915E+04    0.23241E+02    0.27377E+02    0.52539E+06    0.74249E+02
   618    0.19826E+04    0.23538E+02    0.26760E+02    0.52396E+06    0.75249E+02
   619    0.19737E+04    0.23836E+02    0.26114E+02    0.52253E+06    0.76252E+02
   620    0.19651E+04    0.24131E+02    0.25436E+02    0.52110E+06    0.77259E+02
   621    0.19563E+04    0.24426E+02    0.24727E+02    0.51969E+06    0.78268E+02
   622    0.19477E+04    0.24720E+02    0.23986E+02    0.51827E+06    0.79279E+02
   623    0.19393E+04    0.25012E+02    0.23217E+02    0.51687E+06    0.80293E+02
   624    0.19308E+04    0.25303E+02    0.22417E+02    0.51547E+06    0.81309E+02
   625    0.19224E+04    0.25592E+02    0.21587E+02    0.51407E+06    0.82327E+02
   626    0.19141E+04    0.25881E+02    0.20727E+02    0.51268E+06    0.83347E+02
   627    0.19059E+04    0.26167E+02    0.19839E+02    0.51130E+06    0.84368E+02
   628    0.18978E+04    0.26452E+02    0.18921E+02    0.50992E+06    0.85390E+02
   629    0.18899E+04    0.26734E+02    0.17975E+02    0.50855E+06    0.86414E+02
   630    0.18819E+04    0.27015E+02    0.16999E+02    0.50718E+06    0.87438E+02
   631    0.18741E+04    0.27294E+02    0.15997E+02    0.50582E+06    0.88463E+02
   632    0.18665E+04    0.27570E+02    0.14967E+02    0.50446E+06    0.89489E+02
   633    0.18589E+04    0.27845E+02    0.13910E+02    0.50311E+06    0.90515E+02
   634    0.18515E+04    0.28116E+02    0.12827E+02    0.50176E+06    0.91540E+02
   635    0.18442E+04    0.28385E+02    0.11717E+02    0.50042E+06    0.92566E+02
   636    0.18369E+04    0.28653E+02    0.10582E+02    0.49909E+06    0.93592E+02
   637    0.18299E+04    0.28916E+02    0.94213E+01    0.49776E+06    0.94617E+02
   638    0.18229E+04    0.29178E+02    0.82361E+01    0.49643E+06    0.95641E+02
   639    0.18161E+04    0.29435E+02    0.70258E+01    0.49511E+06    0.96664E+02
   640    0.18095E+04    0.29691E+02    0.57921E+01    0.49380E+06    0.97686E+02
   641    0.18030E+04    0.29944E+02    0.45347E+01    0.49249E+06    0.98707E+02
   642    0.17965E+04    0.30192E+02    0.32545E+01    0.49118E+06    0.99726E+02
   643    0.17903E+04    0.30438E+02    0.19519E+01    0.48988E+06    0.10074E+03
   644    0.17842E+04    0.30679E+02    0.62752E+00    0.48859E+06    0.10176E+03
   645    0.17783E+04    0.30917E+02   -0.71841E+00    0.48730E+06    0.10277E+03
   646    0.17724E+04    0.31152E+02   -0.20853E+01    0.48601E+06    0.10378E+03
   647    0.17669E+04    0.31383E+02   -0.34729E+01    0.48473E+06    0.10479E+03
   648    0.17613E+04    0.31610E+02   -0.48795E+01    0.48346E+06    0.10580E+03
   649    0.17561E+04    0.31833E+02   -0.63058E+01    0.48219E+06    0.10680E+03
   650    0.17509E+04    0.32052E+02   -0.77503E+01    0.48093E+06    0.10780E+03
   651    0.17460E+04    0.32267E+02   -0.92132E+01    0.47967E+06    0.10880E+03
   652    0.17411E+04    0.32479E+02   -0.10694E+02    0.47841E+06    0.10979E+03
   653    0.17365E+04    0.32684E+02   -0.12190E+02    0.47716E+06    0.11078E+03
   654    0.17320E+04    0.32886E+02   -0.13702E+02    0.47592E+06    0.11176E+03
   655    0.17277E+04    0.33084E+02   -0.15230E+02    0.47468E+06    0.11274E+03
   656    0.17236E+04    0.33278E+02   -0.16773E+02    0.47344E+06    0.11372E+03
   657    0.17197E+04    0.33466E+02   -0.18330E+02    0.47221E+06    0.11470E+03
   658    0.17158E+04    0.33650E+02   -0.19900E+02    0.47098E+06    0.11566E+03
   659    0.17123E+04    0.33830E+02   -0.21483E+02    0.46976E+06    0.11663E+03
   660    0.17089E+04    0.34004E+02   -0.23077E+02    0.46855E+06    0.11759E+03
   661    0.17057E+04    0.34173E+02   -0.24683E+02    0.46733E+06    0.11855E+03
   662    0.17027E+04    0.34338E+02   -0.26300E+02    0.46613E+06    0.11950E+03
   663    0.16998E+04    0.34498E+02   -0.27927E+02    0.46492E+06    0.12045E+03
   664    0.16972E+04    0.34651E+02   -0.29563E+02    0.46372E+06    0.12139E+03
   665    0.16946E+04    0.34800E+02   -0.31208E+02    0.46253E+06    0.12233E+03
   666    0.16924E+04    0.34944E+02   -0.32860E+02    0.46134E+06    0.12326E+03
   667    0.16903E+04    0.35082E+02   -0.34520E+02    0.46016E+06    0.12419E+03
   668    0.16883E+04    0.35216E+02   -0.36187E+02    0.45898E+06    0.12511E+03
   669    0.16866E+04    0.35343E+02   -0.37859E+02    0.45780E+06    0.12603E+03
   670    0.16850E+04    0.35465E+02   -0.39535E+02    0.45663E+06    0.12694E+03
   671    0.16838E+04    0.35583E+02   -0.41217E+02    0.45546E+06    0.12784E+03
   672    0.16826E+04    0.35694E+02   -0.42903E+02    0.45430E+06    0.12874E+03
   673    0.16816E+04    0.35801E+02   -0.44591E+02    0.45314E+06    0.12964E+03
   674    0.16809E+04    0.35901E+02   -0.46281E+02    0.45199E+06    0.13053E+03
   675    0.16803E+04    0.35996E+02   -0.47973E+02    0.45084E+06    0.13141E+03
   676    0.16799E+04    0.36085E+02   -0.49664E+02    0.44970E+06    0.13229E+03
   677    0.16797E+04    0.36168E+02   -0.51357E+02    0.44856E+06    0.13316E+03
   678    0.16797E+04    0.36245E+02   -0.53049E+02    0.44742E+06    0.13402E+03
   679    0.16799E+04    0.36317E+02   -0.54739E+02    0.44629E+06    0.13488E+03
   680    0.16804E+04    0.36383E+02   -0.56427E+02    0.44516E+06    0.13573E+03
   681    0.16810E+04    0.36443E+02   -0.58112E+02    0.44404E+06    0.13658E+03
   682    0.16818E+04    0.36496E+02   -0.59794E+02    0.44292E+06    0.13741E+03
   683    0.16828E+04    0.36545E+02   -0.61473E+02    0.44180E+06    0.13824E+03
   684    0.16839E+04    0.36586E+02   -0.63147E+02    0.44069E+06    0.13907E+03
   685    0.16852E+04    0.36623E+02   -0.64815E+02    0.43958E+06    0.13989E+03
   686    0.16867E+04    0.36653E+02   -0.66469E+02    0.43848E+06    0.14070E+03
   687    0.16885E+04    0.36677E+02   -0.68121E+02    0.43738E+06    0.14150E+03
   688    0.16904E+04    0.36695E+02   -0.69767E+02    0.43629E+06    0.14229E+03
   689    0.16925E+04    0.36707E+02   -0.71400E+02    0.43520E+06    0.14308E+03
   690    0.16947E+04    0.36714E+02   -0.73029E+02    0.43411E+06    0.14386E+03
   691    0.16972E+04    0.36713E+02   -0.74644E+02    0.43303E+06    0.14464E+03
   692    0.16998E+04    0.36708E+02   -0.76248E+02    0.43195E+06    0.14540E+03
   693    0.17027E+04    0.36696E+02   -0.77846E+02    0.43088E+06    0.14616E+03
   694    0.17056E+04    0.36678E+02   -0.79424E+02    0.42981E+06    0.14691E+03
   695    0.17088E+04    0.36655E+02   -0.80990E+02    0.42874E+06    0.14765E+03
   696    0.17122E+04    0.36626E+02   -0.82558E+02    0.42768E+06    0.14838E+03
   697    0.17157E+04    0.36590E+02   -0.84099E+02    0.42662E+06    0.14911E+03
   698    0.17194E+04    0.36548E+02   -0.85628E+02    0.42556E+06    0.14982E+03
   699    0.17232E+04    0.36501E+02   -0.87137E+02    0.42451E+06    0.15053E+03
   700    0.17272E+04    0.36448E+02   -0.88633E+02    0.42347E+06    0.15123E+03
   701    0.17314E+04    0.36388E+02   -0.90118E+02    0.42242E+06    0.15192E+03
   702    0.17358E+04    0.36324E+02   -0.91575E+02    0.42138E+06    0.15260E+03
   703    0.17403E+04    0.36253E+02   -0.93035E+02    0.42035E+06    0.15327E+03
   704    0.17450E+04    0.36177E+02   -0.94460E+02    0.41931E+06    0.15393E+03
   705    0.17497E+04    0.36095E+02   -0.95865E+02    0.41828E+06    0.15459E+03
   706    0.17547E+04    0.36008E+02   -0.97258E+02    0.41726E+06    0.15523E+03
   707    0.17597E+04    0.35914E+02   -0.98631E+02    0.41624E+06    0.15587E+03
   708    0.17651E+04    0.35816E+02   -0.99969E+02    0.41522E+06    0.15650E+03
   709    0.17704E+04    0.35712E+02   -0.10130E+03    0.41421E+06    0.15711E+03
   710    0.17760E+04    0.35602E+02   -0.10261E+03    0.41320E+06    0.15772E+03
   711    0.17817E+04    0.35486E+02   -0.10389E+03    0.41219E+06    0.15832E+03
   712    0.17875E+04    0.35366E+02   -0.10515E+03    0.41119E+06    0.15891E+03
   713    0.17935E+04    0.35240E+02   -0.10639E+03    0.41019E+06    0.15949E+03
   714    0.17995E+04    0.35109E+02   -0.10760E+03    0.40919E+06    0.16005E+03
   715    0.18057E+04    0.34973E+02   -0.10879E+03    0.40820E+06    0.16061E+03
   716    0.18121E+04    0.34831E+02   -0.10995E+03    0.40721E+06    0.16116E+03
   717    0.18185E+04    0.34685E+02   -0.11108E+03    0.40623E+06    0.16170E+03
   718    0.18250E+04    0.34534E+02   -0.11220E+03    0.40524E+06    0.16223E+03
   719    0.18317E+04    0.34376E+02   -0.11327E+03    0.40427E+06    0.16275E+03
   720    0.18384E+04    0.34214E+02   -0.11433E+03    0.40329E+06    0.16326E+03
   721    0.18454E+04    0.34049E+02   -0.11535E+03    0.40232E+06    0.16375E+03
   722    0.18523E+04    0.33878E+02   -0.11635E+03    0.40135E+06    0.16424E+03
   723    0.18594E+04    0.33703E+02   -0.11732E+03    0.40039E+06    0.16472E+03
   724    0.18666E+04    0.33522E+02   -0.11826E+03    0.39943E+06    0.16518E+03
   725    0.18739E+04    0.33338E+02   -0.11917E+03    0.39847E+06    0.16564E+03
   726    0.18813E+04    0.33151E+02   -0.12005E+03    0.39751E+06    0.16608E+03
   727    0.18887E+04    0.32958E+02   -0.12090E+03    0.39656E+06    0.16652E+03
   728    0.18962E+04    0.32760E+02   -0.12172E+03    0.39562E+06    0.16694E+03
   729    0.19038E+04    0.32559E+02   -0.12251E+03    0.39467E+06    0.16735E+03
   730    0.19114E+04    0.32354E+02   -0.12327E+03    0.39373E+06    0.16775E+03
   731    0.19193E+04    0.32143E+02   -0.12399E+03    0.39279E+06    0.16814E+03
   732    0.19270E+04    0.31931E+02   -0.12467E+03    0.39186E+06    0.16852E+03
   733    0.19350E+04    0.31714E+02   -0.12534E+03    0.39093E+06    0.16889E+03
   734    0.19429E+04    0.31494E+02   -0.12595E+03    0.39000E+06    0.16924E+03
   735    0.19510E+04    0.31269E+02   -0.12656E+03    0.38907E+06    0.16959E+03
   736    0.19589E+04    0.31041E+02   -0.12711E+03    0.38815E+06    0.16992E+03
   737    0.19671E+04    0.30810E+02   -0.12764E+03    0.38723E+06    0.17024E+03
   738    0.19751E+04    0.30576E+02   -0.12812E+03    0.38632E+06    0.17055E+03
   739    0.19833E+04    0.30339E+02   -0.12858E+03    0.38541E+06    0.17085E+03
   740    0.19915E+04    0.30098E+02   -0.12900E+03    0.38450E+06    0.17113E+03
   741    0.19997E+04    0.29854E+02   -0.12939E+03    0.38359E+06    0.17140E+03
   742    0.20080E+04    0.29609E+02   -0.12974E+03    0.38269E+06    0.17167E+03
   743    0.20163E+04    0.29362E+02   -0.13006E+03    0.38179E+06    0.17191E+03
   744    0.20246E+04    0.29111E+02   -0.13034E+03    0.38089E+06    0.17215E+03
   745    0.20329E+04    0.28858E+02   -0.13060E+03    0.38000E+06    0.17237E+03
   746    0.20412E+04    0.28603E+02   -0.13079E+03    0.37911E+06    0.17259E+03
   747    0.20495E+04    0.28344E+02   -0.13097E+03    0.37822E+06    0.17279E+03
   748    0.20578E+04    0.28085E+02   -0.13112E+03    0.37733E+06    0.17297E+03
   749    0.20662E+04    0.27821E+02   -0.13123E+03    0.37645E+06    0.17315E+03
   750    0.20745E+04    0.27558E+02   -0.13130E+03    0.37557E+06    0.17331E+03
   751    0.20828E+04    0.27292E+02   -0.13134E+03    0.37470E+06    0.17346E+03
   752    0.20912E+04    0.27025E+02   -0.13133E+03    0.37382E+06    0.17359E+03
   753    0.20995E+04    0.26756E+02   -0.13130E+03    0.37295E+06    0.17371E+03
   754    0.21077E+04    0.26486E+02   -0.13122E+03    0.37209E+06    0.17383E+03
   755    0.21160E+04    0.26214E+02   -0.13112E+03    0.37122E+06    0.17392E+03
   756    0.21241E+04    0.25942E+02   -0.13098E+03    0.37036E+06    0.17401E+03
   757    0.21324E+04    0.25669E+02   -0.13079E+03    0.36950E+06    0.17408E+03
   758    0.21405E+04    0.25394E+02   -0.13057E+03    0.36865E+06    0.17414E+03
   759    0.21486E+04    0.25118E+02   -0.13032E+03    0.36779E+06    0.17419E+03
   760    0.21566E+04    0.24842E+02   -0.13004E+03    0.36694E+06    0.17423E+03
   761    0.21646E+04    0.24566E+02   -0.12971E+03    0.36610E+06    0.17426E+03
   762    0.21726E+04    0.24289E+02   -0.12936E+03    0.36525E+06    0.17427E+03
   763    0.21805E+04    0.24013E+02   -0.12896E+03    0.36441E+06    0.17427E+03
   764    0.21883E+04    0.23735E+02   -0.12854E+03    0.36357E+06    0.17426E+03
   765    0.21961E+04    0.23458E+02   -0.12807E+03    0.36274E+06    0.17424E+03
   766    0.22038E+04    0.23181E+02   -0.12758E+03    0.36190E+06    0.17421E+03
   767    0.22114E+04    0.22905E+02   -0.12705E+03    0.36107E+06    0.17417E+03
   768    0.22190E+04    0.22629E+02   -0.12647E+03    0.36024E+06    0.17411E+03
   769    0.22265E+04    0.22352E+02   -0.12588E+03    0.35942E+06    0.17405E+03
   770    0.22338E+04    0.22077E+02   -0.12524E+03    0.35859E+06    0.17397E+03
   771    0.22411E+04    0.21803E+02   -0.12457E+03    0.35777E+06    0.17388E+03
   772    0.22483E+04    0.21529E+02   -0.12386E+03    0.35696E+06    0.17379E+03
   773    0.22554E+04    0.21257E+02   -0.12312E+03    0.35614E+06    0.17368E+03
   774    0.22623E+04    0.20986E+02   -0.12236E+03    0.35533E+06    0.17356E+03
   775    0.22693E+04    0.20716E+02   -0.12156E+03    0.35452E+06    0.17343E+03
   776    0.22760E+04    0.20448E+02   -0.12072E+03    0.35371E+06    0.17329E+03
   777    0.22827E+04    0.20181E+02   -0.11986E+03    0.35291E+06    0.17314E+03
   778    0.22894E+04    0.19916E+02   -0.11895E+03    0.35211E+06    0.17298E+03
   779    0.22958E+04    0.19653E+02   -0.11802E+03    0.35131E+06    0.17281E+03
   780    0.23021E+04    0.19390E+02   -0.11706E+03    0.35051E+06    0.17263E+03
   781    0.23083E+04    0.19132E+02   -0.11607E+03    0.34972E+06    0.17244E+03
   782    0.23144E+04    0.18874E+02   -0.11506E+03    0.34893E+06    0.17224E+03
   783    0.23203E+04    0.18619E+02   -0.11401E+03    0.34814E+06    0.17203E+03
   784    0.23262E+04    0.18366E+02   -0.11292E+03    0.34735E+06    0.17181E+03
   785    0.23318E+04    0.18116E+02   -0.11182E+03    0.34657E+06    0.17158E+03
   786    0.23374E+04    0.17868E+02   -0.11066E+03    0.34579E+06    0.17134E+03
   787    0.23428E+04    0.17623E+02   -0.10948E+03    0.34501E+06    0.17110E+03
   788    0.23480E+04    0.17380E+02   -0.10829E+03    0.34423E+06    0.17084E+03
   789    0.23531E+04    0.17139E+02   -0.10707E+03    0.34346E+06    0.17058E+03
   790    0.23582E+04    0.16903E+02   -0.10581E+03    0.34269E+06    0.17030E+03
   791    0.23630E+04    0.16669E+02   -0.10452E+03    0.34192E+06    0.17002E+03
   792    0.23677E+04    0.16439E+02   -0.10322E+03    0.34115E+06    0.16973E+03
   793    0.23722E+04    0.16214E+02   -0.10188E+03    0.34039E+06    0.16943E+03
   794    0.23765E+04    0.15991E+02   -0.10052E+03    0.33963E+06    0.16912E+03
   795    0.23806E+04    0.15771E+02   -0.99138E+02    0.33887E+06    0.16880E+03
   796    0.23848E+04    0.15556E+02   -0.97735E+02    0.33811E+06    0.16848E+03
   797    0.23886E+04    0.15344E+02   -0.96302E+02    0.33735E+06    0.16814E+03
   798    0.23922E+04    0.15136E+02   -0.94854E+02    0.33660E+06    0.16780E+03
   799    0.23958E+04    0.14932E+02   -0.93382E+02    0.33585E+06    0.16745E+03
   800    0.23992E+04    0.14731E+02   -0.91886E+02    0.33510E+06    0.16709E+03
   801    0.24024E+04    0.14536E+02   -0.90375E+02    0.33436E+06    0.16673E+03
   802    0.24053E+04    0.14344E+02   -0.88826E+02    0.33361E+06    0.16635E+03
   803    0.24082E+04    0.14155E+02   -0.87275E+02    0.33287E+06    0.16597E+03
   804    0.24108E+04    0.13972E+02   -0.85693E+02    0.33213E+06    0.16558E+03
   805    0.24134E+04    0.13793E+02   -0.84095E+02    0.33140E+06    0.16519E+03
   806    0.24157E+04    0.13618E+02   -0.82481E+02    0.33066E+06    0.16478E+03
   807    0.24177E+04    0.13449E+02   -0.80851E+02    0.32993E+06    0.16437E+03
   808    0.24196E+04    0.13284E+02   -0.79198E+02    0.32920E+06    0.16395E+03
   809    0.24214E+04    0.13124E+02   -0.77535E+02    0.32847E+06    0.16353E+03
   810    0.24229E+04    0.12969E+02   -0.75849E+02    0.32775E+06    0.16309E+03
   811    0.24242E+04    0.12818E+02   -0.74148E+02    0.32703E+06    0.16265E+03
   812    0.24254E+04    0.12674E+02   -0.72435E+02    0.32630E+06    0.16220E+03
   813    0.24263E+04    0.12534E+02   -0.70710E+02    0.32559E+06    0.16175E+03
   814    0.24272E+04    0.12399E+02   -0.68971E+02    0.32487E+06    0.16129E+03
   815    0.24278E+04    0.12270E+02   -0.67220E+02    0.32415E+06    0.16082E+03
   816    0.24281E+04    0.12146E+02   -0.65458E+02    0.32344E+06    0.16034E+03
   817    0.24283E+04    0.12027E+02   -0.63684E+02    0.32273E+06    0.15986E+03
   818    0.24284E+04    0.11914E+02   -0.61899E+02    0.32202E+06    0.15937E+03
   819    0.24282E+04    0.11806E+02   -0.60105E+02    0.32132E+06    0.15888E+03
   820    0.24279E+04    0.11703E+02   -0.58300E+02    0.32061E+06    0.15838E+03
   821    0.24273E+04    0.11606E+02   -0.56489E+02    0.31991E+06    0.15787E+03
   822    0.24266E+04    0.11515E+02   -0.54669E+02    0.31921E+06    0.15736E+03
   823    0.24256E+04    0.11430E+02   -0.52842E+02    0.31851E+06    0.15684E+03
   824    0.24244E+04    0.11350E+02   -0.51007E+02    0.31782E+06    0.15631E+03
   825    0.24230E+04    0.11276E+02   -0.49168E+02    0.31713E+06    0.15578E+03
   826    0.24214E+04    0.11209E+02   -0.47323E+02    0.31643E+06    0.15524E+03
   827    0.24196E+04    0.11146E+02   -0.45475E+02    0.31575E+06    0.15469E+03
   828    0.24177E+04    0.11090E+02   -0.43622E+02    0.31506E+06    0.15414E+03
   829    0.24155E+04    0.11041E+02   -0.41767E+02    0.31437E+06    0.15358E+03
   830    0.24132E+04    0.10997E+02   -0.39911E+02    0.31369E+06    0.15302E+03
   831    0.24106E+04    0.10958E+02   -0.38053E+02    0.31301E+06    0.15245E+03
   832    0.24079E+04    0.10926E+02   -0.36194E+02    0.31233E+06    0.15188E+03
   833    0.24050E+04    0.10900E+02   -0.34336E+02    0.31165E+06    0.15130E+03
   834    0.24018E+04    0.10879E+02   -0.32478E+02    0.31098E+06    0.15071E+03
   835    0.23985E+04    0.10866E+02   -0.30621E+02    0.31030E+06    0.15012E+03
   836    0.23949E+04    0.10857E+02   -0.28766E+02    0.30963E+06    0.14953E+03
   837    0.23912E+04    0.10855E+02   -0.26913E+02    0.30896E+06    0.14893E+03
   838    0.23872E+04    0.10860E+02   -0.25064E+02    0.30830E+06    0.14832E+03
   839    0.23830E+04    0.10870E+02   -0.23217E+02    0.30763E+06    0.14771E+03
   840    0.23787E+04    0.10887E+02   -0.21376E+02    0.30697E+06    0.14709E+03
   841    0.23742E+04    0.10909E+02   -0.19541E+02    0.30631E+06    0.14647E+03
   842    0.23695E+04    0.10937E+02   -0.17709E+02    0.30565E+06    0.14584E+03
   843    0.23646E+04    0.10972E+02   -0.15887E+02    0.30499E+06    0.14521E+03
   844    0.23595E+04    0.11012E+02   -0.14071E+02    0.30433E+06    0.14457E+03
   845    0.23542E+04    0.11058E+02   -0.12263E+02    0.30368E+06    0.14393E+03
   846    0.23488E+04    0.11112E+02   -0.10465E+02    0.30303E+06    0.14329E+03
   847    0.23433E+04    0.11170E+02   -0.86753E+01    0.30238E+06    0.14264E+03
   848    0.23375E+04    0.11235E+02   -0.68963E+01    0.30173E+06    0.14198E+03
   849    0.23315E+04    0.11305E+02   -0.51273E+01    0.30108E+06    0.14132E+03
   850    0.23254E+04    0.11382E+02   -0.33695E+01    0.30044E+06    0.14066E+03
   851    0.23191E+04    0.11465E+02   -0.16234E+01    0.29979E+06    0.13999E+03
   852    0.23126E+04    0.11554E+02    0.11065E+00    0.29915E+06    0.13932E+03
   853    0.23060E+04    0.11648E+02    0.18318E+01    0.29851E+06    0.13864E+03
   854    0.22991E+04    0.11749E+02    0.35387E+01    0.29788E+06    0.13796E+03
   855    0.22920E+04    0.11855E+02    0.52322E+01    0.29724E+06    0.13727E+03
   856    0.22849E+04    0.11966E+02    0.69104E+01    0.29661E+06    0.13659E+03
   857    0.22775E+04    0.12083E+02    0.85727E+01    0.29597E+06    0.13589E+03
   858    0.22700E+04    0.12208E+02    0.10219E+02    0.29534E+06    0.13520E+03
   859    0.22623E+04    0.12336E+02    0.11850E+02    0.29472E+06    0.13450E+03
   860    0.22545E+04    0.12470E+02    0.13463E+02    0.29409E+06    0.13379E+03
   861    0.22465E+04    0.12610E+02    0.15057E+02    0.29346E+06    0.13308E+03
   862    0.22384E+04    0.12755E+02    0.16634E+02    0.29284E+06    0.13237E+03
   863    0.22301E+04    0.12906E+02    0.18191E+02    0.29222E+06    0.13166E+03
   864    0.22216E+04    0.13062E+02    0.19729E+02    0.29160E+06    0.13094E+03
   865    0.22129E+04    0.13223E+02    0.21246E+02    0.29098E+06    0.13022E+03
   866    0.22044E+04    0.13390E+02    0.22741E+02    0.29037E+06    0.12949E+03
   867    0.21955E+04    0.13562E+02    0.24216E+02    0.28975E+06    0.12876E+03
   868    0.21865E+04    0.13739E+02    0.25669E+02    0.28914E+06    0.12803E+03
   869    0.21774E+04    0.13921E+02    0.27100E+02    0.28853E+06    0.12730E+03
   870    0.21681E+04    0.14108E+02    0.28508E+02    0.28792E+06    0.12656E+03
   871    0.21587E+04    0.14299E+02    0.29893E+02    0.28731E+06    0.12582E+03
